league,season,team,player,nation,pos,age,born,90s,Performance CrdY,Performance CrdR,Performance 2CrdY,Performance Fls,Performance Fld,Performance Off,Performance Crs,Performance Int,Performance TklW,Performance PKwon,Performance PKcon,Performance OG,Performance Recov,Aerial Duels Won,Aerial Duels Lost,Aerial Duels Won%,stat_type
FRA-Ligue 1,2024,Le Havre,Yassine Kechta,MAR,"MF,FW",23-045,2002.0,18.3,4,0,0,33,26,2,19,20,27,1,0,0,87,10,23,30.3,misc
FRA-Ligue 1,2024,Le Havre,Yoann Salmier,GUF,DF,32-141,1992.0,8.9,3,0,0,8,3,0,1,10,7,0,1,0,22,20,11,64.5,misc
FRA-Ligue 1,2024,Lens,Abdukodir Khusanov,UZB,DF,21-041,2004.0,10.8,2,1,0,13,3,0,5,26,11,0,1,0,50,27,12,69.2,misc
FRA-Ligue 1,2024,Lens,Adrien Thomasson,FRA,MF,31-122,1993.0,23.2,5,0,0,42,40,6,52,17,42,0,1,0,169,16,36,30.8,misc
FRA-Ligue 1,2024,Lens,Anass Zaroury,MAR,"FW,MF",24-155,2000.0,11.2,2,1,1,7,19,2,82,4,14,1,0,0,44,2,4,33.3,misc
FRA-Ligue 1,2024,Lens,Andy Diouf,FRA,MF,21-329,2003.0,19.7,2,0,0,32,17,1,28,11,23,0,1,0,118,15,24,38.5,misc
FRA-Ligue 1,2024,Lens,Angelo Fulgini,FRA,"MF,FW",28-234,1996.0,10.3,3,0,0,13,26,2,37,2,9,0,0,0,47,8,13,38.1,misc
FRA-Ligue 1,2024,Lens,Brice Samba,FRA,GK,30-351,1994.0,15.0,1,0,0,0,2,0,0,1,0,0,0,0,22,0,0,,misc
FRA-Ligue 1,2024,Lens,David Costa,POR,"MF,FW",24-096,2001.0,3.9,0,1,0,3,4,0,15,1,0,1,0,0,10,0,2,0.0,misc
FRA-Ligue 1,2024,Lens,Deiver Machado,COL,"DF,MF",31-221,1993.0,17.1,6,2,1,25,24,5,47,15,23,0,0,0,75,15,13,53.6,misc
FRA-Ligue 1,2024,Lens,Facundo Medina,ARG,DF,25-318,1999.0,23.3,11,1,1,27,17,0,14,30,25,0,1,0,139,27,20,57.4,misc
FRA-Ligue 1,2024,Lens,Florian Sotoca,FRA,"FW,MF",34-168,1990.0,18.1,2,0,0,14,17,6,65,12,13,0,0,0,74,41,21,66.1,misc
FRA-Ligue 1,2024,Lens,Gabin Capuano,FRA,FW,18-350,2006.0,0.1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,misc
FRA-Ligue 1,2024,Lens,Goduine Koyalipou,CTA,FW,25-055,2000.0,4.8,0,0,0,6,1,4,1,0,1,0,0,0,10,6,11,35.3,misc
