league,season,team,player,nation,pos,age,born,Playing Time MP,Playing Time Starts,Playing Time Min,Playing Time 90s,Performance Gls,Performance Ast,Performance G+A,Performance G-PK,Performance PK,Performance PKatt,Performance CrdY,Performance CrdR,Expected xG,Expected npxG,Expected xAG,Expected npxG+xAG,Progression PrgC,Progression PrgP,Progression PrgR,Per 90 Minutes Gls,Per 90 Minutes Ast,Per 90 Minutes G+A,Per 90 Minutes G-PK,Per 90 Minutes G+A-PK,Per 90 Minutes xG,Per 90 Minutes xAG,Per 90 Minutes xG+xAG,Per 90 Minutes npxG,Per 90 Minutes npxG+xAG,stat_type,nation_possession,pos_possession,age_possession,born_possession,90s,Touches Touches,Touches Def Pen,Touches Def 3rd,Touches Mid 3rd,Touches Att 3rd,Touches Att Pen,Touches Live,Take-Ons Att,Take-Ons Succ,Take-Ons Tkld,Carries Carries,Carries TotDist,Carries PrgDist,Carries PrgC,Carries 1/3,Carries CPA,Carries Mis,Carries Dis,Receiving Rec,Receiving PrgR,stat_type_possession,nation_misc,pos_misc,age_misc,born_misc,Performance CrdY_misc,Performance CrdR_misc,Performance 2CrdY,Performance Fls,Performance Fld,Performance Off,Performance Crs,Performance Int,Performance TklW,Performance PKwon,Performance PKcon,Performance OG,Performance Recov,Aerial Duels Won,Aerial Duels Lost,stat_type_misc,nation_defense,pos_defense,age_defense,born_defense,Tackles Tkl,Tackles TklW,Tackles Def 3rd,Tackles Mid 3rd,Tackles Att 3rd,Challenges Tkl,Challenges Att,Challenges Lost,Blocks Blocks,Blocks Sh,Blocks Pass,Int,Tkl+Int,Clr,Err,stat_type_defense,nation_passing,pos_passing,age_passing,born_passing,90s_passing,Total Cmp,Total Att,Total Cmp%,Total TotDist,Total PrgDist,Short Cmp,Short Att,Short Cmp%,Medium Cmp,Medium Att,Medium Cmp%,Long Cmp,Long Att,Ast,xAG,Expected xA,Expected A-xAG,KP,1/3,PPA,CrsPA,PrgP,stat_type_passing,nation_shooting,pos_shooting,age_shooting,born_shooting,Standard Gls,Standard Sh,Standard SoT,Standard Sh/90,Standard SoT/90,Standard FK,Standard PK,Standard PKatt,Expected xG_shooting,Expected npxG_shooting,Expected G-xG,Expected np:G-xG,stat_type_shooting,player_norm_x,player_matched,player_norm_y,Valeur marchande (euros)
ESP-La Liga,2020,Betis,Álex Moreno,ESP,DF,27.0,1993.0,23,20,1786,19.8,0,2,2,0,0,0,4,0,0.9,0.9,2.8,3.7,61,65,84,0.0,0.1,0.1,0.0,0.1,0.05,0.14,0.19,0.05,0.19,standard,ESP,DF,27.0,1993.0,19.8,1398,80,430,654,327,40,1398,43,26,17,766,4081,2133,61,36,16,33,11,774,84,possession,ESP,DF,27.0,1993.0,4,0,0,21,22,0,42,35,26,0,1,0,132,23,23,misc,ESP,DF,27.0,1993.0,42,26,25,12,5,20,43,23,18,4,14,35,77,48,0,defense,ESP,DF,27.0,1993.0,19.8,897,1163,77.1,13461,4579,508,572,88.8,302,374,80.7,51,132,2,2.8,2.5,-0.8,17,53,16,7,65,passing,ESP,DF,27.0,1993.0,0,11,3,0.55,0.15,0,0,0,0.9,0.9,-0.9,-0.9,shooting,alex moreno,alex moreno,alex moreno,6000000.0
ESP-La Liga,2020,Real Sociedad,Álex Remiro,ESP,GK,25.0,1995.0,38,38,3420,38.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,standard,ESP,GK,25.0,1995.0,38.0,1273,1119,1262,11,0,0,1273,1,1,0,679,3731,2011,0,1,0,0,0,589,0,possession,ESP,GK,25.0,1995.0,0,0,0,0,7,0,0,3,0,0,0,0,63,6,0,misc,ESP,GK,25.0,1995.0,0,0,0,0,0,0,1,1,0,0,0,3,3,14,0,defense,ESP,GK,25.0,1995.0,38.0,872,1219,71.5,25396,18461,141,142,99.3,414,420,98.6,315,651,0,0.0,0.1,0.0,0,14,0,0,1,passing,ESP,GK,25.0,1995.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,shooting,alex remiro,alex remiro,alex remiro,20000000.0
ESP-La Liga,2020,Barcelona,Sergiño Dest,USA,"DF,FW",19.0,2000.0,30,23,1909,21.2,2,1,3,2,0,0,1,0,1.7,1.7,2.1,3.8,74,76,218,0.09,0.05,0.14,0.09,0.14,0.08,0.1,0.18,0.08,0.18,standard,USA,"DF,FW",19.0,2000.0,21.2,1501,40,300,553,657,77,1501,60,29,31,968,4665,2582,74,38,26,34,26,1081,218,possession,USA,"DF,FW",19.0,2000.0,1,0,0,16,11,3,37,10,16,0,0,0,108,7,9,misc,USA,"DF,FW",19.0,2000.0,31,16,23,6,2,18,32,14,25,4,21,10,41,24,1,defense,USA,"DF,FW",19.0,2000.0,21.2,1142,1294,88.3,13863,3400,780,832,93.8,264,297,88.9,21,40,1,2.1,2.7,-1.1,23,47,30,4,76,passing,USA,"DF,FW",19.0,2000.0,2,14,5,0.66,0.24,0,0,0,1.7,1.7,0.3,0.3,shooting,sergino dest,sergino dest,sergino dest,30000000.0
ESP-La Liga,2020,Huesca,Shinji Okazaki,JPN,"FW,MF",34.0,1986.0,25,14,1128,12.5,1,1,2,1,0,0,1,0,2.1,2.1,0.2,2.3,8,12,46,0.08,0.08,0.16,0.08,0.16,0.16,0.02,0.18,0.16,0.18,standard,JPN,"FW,MF",34.0,1986.0,12.5,282,6,23,134,125,37,282,10,4,6,152,533,169,8,7,3,37,11,208,46,possession,JPN,"FW,MF",34.0,1986.0,1,0,0,14,14,11,5,4,5,0,0,0,22,29,51,misc,JPN,"FW,MF",34.0,1986.0,7,5,5,0,2,0,5,5,5,0,5,4,11,6,0,defense,JPN,"FW,MF",34.0,1986.0,12.5,129,174,74.1,1669,314,69,88,78.4,41,49,83.7,4,6,1,0.2,0.1,0.8,6,8,1,0,12,passing,JPN,"FW,MF",34.0,1986.0,1,19,5,1.52,0.4,0,0,0,2.1,2.1,-1.1,-1.1,shooting,shinji okazaki,shinji okazaki,shinji okazaki,1000000.0
ESP-La Liga,2020,Valladolid,Shon Weissman,ISR,FW,24.0,1996.0,32,24,2133,23.7,6,1,7,6,0,0,3,0,5.6,5.6,2.6,8.3,17,22,73,0.25,0.04,0.3,0.25,0.3,0.24,0.11,0.35,0.24,0.35,standard,ISR,FW,24.0,1996.0,23.7,521,8,44,223,257,74,521,17,8,9,224,956,359,17,8,4,49,12,315,73,possession,ISR,FW,24.0,1996.0,3,0,0,29,16,22,8,8,9,1,0,0,58,25,67,misc,ISR,FW,24.0,1996.0,12,9,4,5,3,2,23,21,17,3,14,8,20,7,0,defense,ISR,FW,24.0,1996.0,23.7,246,340,72.4,2857,428,164,199,82.4,50,68,73.5,6,7,1,2.6,1.3,-1.6,19,4,11,0,22,passing,ISR,FW,24.0,1996.0,6,39,17,1.65,0.72,0,0,0,5.6,5.6,0.4,0.4,shooting,shon weissman,shon weissman,shon weissman,6000000.0
ESP-La Liga,2020,Betis,Sidnei,BRA,DF,30.0,1989.0,11,7,697,7.7,0,0,0,0,0,0,1,0,0.3,0.3,0.0,0.3,4,8,1,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.04,0.04,0.04,standard,BRA,DF,30.0,1989.0,7.7,599,54,325,262,13,5,599,2,1,1,365,1741,726,4,6,0,5,1,411,1,possession,BRA,DF,30.0,1989.0,1,0,0,7,8,0,1,16,3,0,0,0,40,19,22,misc,BRA,DF,30.0,1989.0,9,3,6,3,0,4,9,5,6,4,2,16,25,28,0,defense,BRA,DF,30.0,1989.0,7.7,472,522,90.4,8718,2818,169,176,96.0,239,257,93.0,49,67,0,0.0,0.0,0.0,0,9,1,0,8,passing,BRA,DF,30.0,1989.0,0,1,0,0.13,0.0,0,0,0,0.3,0.3,-0.3,-0.3,shooting,sidnei,sidnei,sidnei,2500000.0
ESP-La Liga,2020,Getafe,Sofian Chakla,MAR,DF,26.0,1993.0,11,9,897,10.0,0,0,0,0,0,0,5,0,0.3,0.3,0.1,0.4,2,20,1,0.0,0.0,0.0,0.0,0.0,0.03,0.01,0.04,0.03,0.04,standard,MAR,DF,26.0,1993.0,10.0,342,48,192,143,10,5,342,0,0,0,102,518,256,2,2,0,4,1,88,1,possession,MAR,DF,26.0,1993.0,5,0,0,13,15,0,1,14,8,0,3,1,54,31,14,misc,MAR,DF,26.0,1993.0,12,8,10,1,1,5,7,2,3,2,1,14,26,48,1,defense,MAR,DF,26.0,1993.0,10.0,147,248,59.3,2639,1057,59,88,67.0,72,95,75.8,13,57,0,0.1,0.2,-0.1,1,13,0,0,20,passing,MAR,DF,26.0,1993.0,0,3,1,0.3,0.1,0,0,0,0.3,0.3,-0.3,-0.3,shooting,sofian chakla,soufiane chakla,soufiane chakla,800000.0
ESP-La Liga,2020,Getafe,Sofian Chakla,MAR,DF,26.0,1993.0,11,9,897,10.0,0,0,0,0,0,0,5,0,0.3,0.3,0.1,0.4,2,20,1,0.0,0.0,0.0,0.0,0.0,0.03,0.01,0.04,0.03,0.04,standard,MAR,DF,26.0,1993.0,10.0,342,48,192,143,10,5,342,0,0,0,102,518,256,2,2,0,4,1,88,1,possession,MAR,DF,26.0,1993.0,5,0,0,13,15,0,1,14,8,0,3,1,54,31,14,misc,MAR,DF,26.0,1993.0,12,8,10,1,1,5,7,2,3,2,1,14,26,48,1,defense,MAR,DF,26.0,1993.0,10.0,147,248,59.3,2639,1057,59,88,67.0,72,95,75.8,13,57,0,0.1,0.2,-0.1,1,13,0,0,20,passing,MAR,DF,26.0,1993.0,0,3,1,0.3,0.1,0,0,0,0.3,0.3,-0.3,-0.3,shooting,sofian chakla,soufiane chakla,soufiane chakla,800000.0
ESP-La Liga,2020,Sevilla,Youssef En-Nesyri,MAR,FW,23.0,1997.0,38,23,2311,25.7,18,0,18,18,0,0,2,0,15.6,15.6,2.6,18.2,29,13,114,0.7,0.0,0.7,0.7,0.7,0.61,0.1,0.71,0.61,0.71,standard,MAR,FW,23.0,1997.0,25.7,679,26,64,313,304,138,679,36,15,21,320,1511,585,29,14,22,62,23,458,114,possession,MAR,FW,23.0,1997.0,2,0,0,26,35,25,13,8,11,1,0,0,43,96,78,misc,MAR,FW,23.0,1997.0,17,11,2,9,6,4,21,17,15,0,15,8,25,23,0,defense,MAR,FW,23.0,1997.0,25.7,260,396,65.7,3311,435,171,219,78.1,59,102,57.8,11,23,0,2.6,1.3,-2.6,14,7,1,0,13,passing,MAR,FW,23.0,1997.0,18,78,27,3.04,1.05,0,0,0,15.6,15.6,2.4,2.4,shooting,youssef en-nesyri,youssef en-nesyri,youssef en-nesyri,40000000.0
ESP-La Liga,2020,Elche,Youssouf Koné,MLI,"DF,MF",25.0,1995.0,3,1,73,0.8,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,standard,MLI,"DF,MF",25.0,1995.0,0.8,39,0,20,5,14,2,39,2,1,1,17,82,34,0,1,1,3,3,18,5,possession,MLI,"DF,MF",25.0,1995.0,0,0,0,1,2,1,1,0,0,0,0,0,4,0,0,misc,MLI,"DF,MF",25.0,1995.0,2,0,1,0,1,0,1,1,0,0,0,0,2,0,0,defense,MLI,"DF,MF",25.0,1995.0,0.8,24,29,82.8,351,121,13,14,92.9,7,10,70.0,1,1,0,0.0,0.0,0.0,0,0,0,0,1,passing,MLI,"DF,MF",25.0,1995.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,shooting,youssouf kone,youssouf kone,youssouf kone,1600000.0
ESP-La Liga,2020,Valencia,Yunus Musah,USA,MF,17.0,2002.0,32,17,1530,17.0,1,0,1,1,0,0,2,0,1.1,1.1,1.1,2.2,43,20,89,0.06,0.0,0.06,0.06,0.06,0.06,0.07,0.13,0.06,0.13,standard,USA,MF,17.0,2002.0,17.0,628,21,131,251,263,36,628,53,33,20,382,2677,1441,43,33,11,46,19,432,89,possession,USA,MF,17.0,2002.0,2,0,0,20,29,3,16,15,18,0,0,0,80,20,20,misc,USA,MF,17.0,2002.0,21,18,12,3,6,8,24,16,20,0,20,15,36,12,1,defense,USA,MF,17.0,2002.0,17.0,314,431,72.9,4424,684,191,231,82.7,89,136,65.4,15,27,0,1.1,0.8,-1.1,8,13,12,3,20,passing,USA,MF,17.0,2002.0,1,6,2,0.35,0.12,0,0,0,1.1,1.1,-0.1,-0.1,shooting,yunus musah,yunus musah,yunus musah,15000000.0
ESP-La Liga,2020,Alavés,Tomás Pina Isla,ESP,MF,32.0,1987.0,33,31,2575,28.6,1,1,2,1,0,0,12,0,0.7,0.7,1.0,1.7,11,94,9,0.03,0.03,0.07,0.03,0.07,0.03,0.04,0.06,0.03,0.06,standard,ESP,MF,32.0,1987.0,28.6,1157,69,309,707,151,24,1157,19,15,4,572,2472,879,11,14,2,30,12,634,9,possession,ESP,MF,32.0,1987.0,12,0,0,69,30,2,6,37,18,0,0,0,156,44,41,misc,ESP,MF,32.0,1987.0,39,18,18,16,5,16,42,26,28,8,20,37,76,42,0,defense,ESP,MF,32.0,1987.0,28.6,752,918,81.9,11631,3990,417,485,86.0,284,324,87.7,33,62,1,1.0,0.7,0.0,7,88,4,1,94,passing,ESP,MF,32.0,1987.0,1,9,1,0.31,0.03,0,0,0,0.7,0.7,0.3,0.3,shooting,tomas pina isla,tomas pina,tomas pina,1200000.0
ESP-La Liga,2020,Alavés,Tomás Tavares,POR,"MF,DF",19.0,2001.0,3,0,65,0.7,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,3,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,standard,POR,"MF,DF",19.0,2001.0,0.7,24,1,6,7,11,1,24,0,0,0,11,54,36,1,1,0,0,0,14,3,possession,POR,"MF,DF",19.0,2001.0,0,0,0,1,0,0,2,0,1,0,0,0,3,1,1,misc,POR,"MF,DF",19.0,2001.0,2,1,2,0,0,2,2,0,1,0,1,0,2,1,0,defense,POR,"MF,DF",19.0,2001.0,0.7,17,21,81.0,216,78,12,13,92.3,3,5,60.0,1,1,0,0.0,0.0,0.0,0,0,0,0,3,passing,POR,"MF,DF",19.0,2001.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,shooting,tomas tavares,tomas tavares,tomas tavares,5500000.0
ESP-La Liga,2020,Sevilla,Tomáš Vaclík,CZE,GK,31.0,1989.0,5,5,450,5.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,standard,CZE,GK,31.0,1989.0,5.0,155,145,155,0,0,0,155,0,0,0,75,287,166,0,0,0,0,0,84,0,possession,CZE,GK,31.0,1989.0,0,0,0,0,2,0,0,0,0,0,0,0,6,0,0,misc,CZE,GK,31.0,1989.0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,defense,CZE,GK,31.0,1989.0,5.0,121,145,83.4,3008,1786,19,19,100.0,70,70,100.0,31,55,0,0.0,0.0,0.0,0,0,0,0,0,passing,CZE,GK,31.0,1989.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,shooting,tomas vaclik,tomas vaclik,tomas vaclik,4000000.0
ESP-La Liga,2020,Real Madrid,Toni Kroos,GER,MF,30.0,1990.0,28,24,2117,23.5,3,10,13,3,0,0,6,0,2.3,2.3,6.9,9.1,43,269,47,0.13,0.43,0.55,0.13,0.55,0.1,0.29,0.39,0.1,0.39,standard,GER,MF,30.0,1990.0,23.5,2316,35,369,1321,640,26,2316,18,16,2,1451,6989,3618,43,57,9,14,8,1808,47,possession,GER,MF,30.0,1990.0,6,0,0,27,31,1,126,15,22,0,0,0,125,12,8,misc,GER,MF,30.0,1990.0,42,22,15,15,12,11,44,33,26,6,20,15,57,10,3,defense,GER,MF,30.0,1990.0,23.5,1934,2162,89.5,36054,11496,859,897,95.8,663,714,92.9,322,427,10,6.9,5.9,3.1,67,259,34,2,269,passing,GER,MF,30.0,1990.0,3,34,12,1.45,0.51,1,0,0,2.3,2.3,0.7,0.7,shooting,toni kroos,toni kroos,toni kroos,40000000.0
ESP-La Liga,2020,Valencia,Toni Lato,ESP,DF,22.0,1997.0,15,8,728,8.1,1,0,1,1,0,0,3,0,0.7,0.7,0.2,0.8,6,19,30,0.12,0.0,0.12,0.12,0.12,0.08,0.02,0.1,0.08,0.1,standard,ESP,DF,22.0,1997.0,8.1,436,24,165,183,90,6,436,7,3,4,228,789,361,6,3,1,6,4,236,30,possession,ESP,DF,22.0,1997.0,3,0,0,14,5,1,11,10,6,0,1,1,46,8,11,misc,ESP,DF,22.0,1997.0,13,6,7,3,3,6,13,7,12,1,11,10,23,21,0,defense,ESP,DF,22.0,1997.0,8.1,276,362,76.2,4642,1427,117,136,86.0,132,160,82.5,22,50,0,0.2,0.3,-0.2,3,20,2,2,19,passing,ESP,DF,22.0,1997.0,1,2,2,0.25,0.25,0,0,0,0.7,0.7,0.3,0.3,shooting,toni lato,toni lato,toni lato,2500000.0
ESP-La Liga,2020,Valladolid,Toni Villa,ESP,"MF,FW",25.0,1995.0,21,10,969,10.8,2,0,2,2,0,0,2,0,0.8,0.8,1.1,1.9,35,54,67,0.19,0.0,0.19,0.19,0.19,0.07,0.1,0.18,0.07,0.18,standard,ESP,"MF,FW",25.0,1995.0,10.8,558,4,82,242,241,30,558,48,23,25,351,1988,1050,35,25,12,34,18,388,67,possession,ESP,"MF,FW",25.0,1995.0,2,0,0,17,31,3,27,5,16,2,0,0,53,6,15,misc,ESP,"MF,FW",25.0,1995.0,31,16,11,14,6,15,42,27,15,1,14,5,36,3,0,defense,ESP,"MF,FW",25.0,1995.0,10.8,272,380,71.6,4222,1486,144,173,83.2,88,117,75.2,25,45,0,1.1,1.1,-1.1,13,22,13,7,54,passing,ESP,"MF,FW",25.0,1995.0,2,15,5,1.39,0.46,0,0,0,0.8,0.8,1.2,1.2,shooting,toni villa,toni villa,toni villa,2500000.0
ESP-La Liga,2020,Eibar,Takashi Inui,JPN,"MF,FW",32.0,1988.0,28,22,1819,20.2,1,0,1,1,0,0,0,0,2.4,2.4,1.7,4.2,59,55,119,0.05,0.0,0.05,0.05,0.05,0.12,0.09,0.21,0.12,0.21,standard,JPN,"MF,FW",32.0,1988.0,20.2,757,10,71,265,429,48,757,63,26,37,473,3001,1375,59,22,17,53,22,532,119,possession,JPN,"MF,FW",32.0,1988.0,0,0,0,28,18,7,87,12,8,1,0,0,89,6,20,misc,JPN,"MF,FW",32.0,1988.0,13,8,6,3,4,3,12,9,19,0,19,12,25,7,0,defense,JPN,"MF,FW",32.0,1988.0,20.2,353,531,66.5,5492,1266,194,229,84.7,109,161,67.7,33,84,0,1.7,1.6,-1.7,14,26,16,10,55,passing,JPN,"MF,FW",32.0,1988.0,1,37,17,1.83,0.84,0,0,0,2.4,2.4,-1.4,-1.4,shooting,takashi inui,takashi inui,takashi inui,1500000.0
ESP-La Liga,2020,Getafe,Takefusa Kubo,JPN,"MF,FW",19.0,2001.0,18,8,805,8.9,1,1,2,1,0,0,2,0,0.7,0.7,1.2,1.9,21,25,57,0.11,0.11,0.22,0.11,0.22,0.08,0.13,0.21,0.08,0.21,standard,JPN,"MF,FW",19.0,2001.0,8.9,336,6,32,96,213,26,336,34,15,19,209,1267,637,21,14,11,33,20,224,57,possession,JPN,"MF,FW",19.0,2001.0,2,0,0,18,22,4,28,14,4,0,0,0,34,5,17,misc,JPN,"MF,FW",19.0,2001.0,7,4,2,3,2,1,14,13,14,0,14,14,21,4,0,defense,JPN,"MF,FW",19.0,2001.0,8.9,148,215,68.8,1944,699,92,110,83.6,43,58,74.1,5,19,1,1.2,0.9,-0.2,9,8,6,0,25,passing,JPN,"MF,FW",19.0,2001.0,1,15,7,1.68,0.78,4,0,0,0.7,0.7,0.3,0.3,shooting,takefusa kubo,takefusa kubo,takefusa kubo,15000000.0
ESP-La Liga,2020,Getafe,Takefusa Kubo,JPN,"MF,FW",19.0,2001.0,18,8,805,8.9,1,1,2,1,0,0,2,0,0.7,0.7,1.2,1.9,21,25,57,0.11,0.11,0.22,0.11,0.22,0.08,0.13,0.21,0.08,0.21,standard,JPN,"MF,FW",19.0,2001.0,8.9,336,6,32,96,213,26,336,34,15,19,209,1267,637,21,14,11,33,20,224,57,possession,JPN,"MF,FW",19.0,2001.0,2,0,0,18,22,4,28,14,4,0,0,0,34,5,17,misc,JPN,"MF,FW",19.0,2001.0,7,4,2,3,2,1,14,13,14,0,14,14,21,4,0,defense,JPN,"MF,FW",19.0,2001.0,8.9,148,215,68.8,1944,699,92,110,83.6,43,58,74.1,5,19,1,1.2,0.9,-0.2,9,8,6,0,25,passing,JPN,"MF,FW",19.0,2001.0,1,15,7,1.68,0.78,4,0,0,0.7,0.7,0.3,0.3,shooting,takefusa kubo,takefusa kubo,takefusa kubo,15000000.0
ESP-La Liga,2020,Villarreal,Takefusa Kubo,JPN,"MF,FW",19.0,2001.0,13,2,299,3.3,0,0,0,0,0,0,2,1,1.5,1.5,1.1,2.5,18,15,31,0.0,0.0,0.0,0.0,0.0,0.45,0.32,0.76,0.45,0.76,standard,JPN,"MF,FW",19.0,2001.0,3.3,186,3,22,68,104,17,186,16,12,4,134,1052,550,18,12,6,14,6,140,31,possession,JPN,"MF,FW",19.0,2001.0,2,1,1,3,11,0,10,1,1,0,0,0,19,0,3,misc,JPN,"MF,FW",19.0,2001.0,1,1,0,0,1,1,5,4,2,0,2,1,2,2,0,defense,JPN,"MF,FW",19.0,2001.0,3.3,99,136,72.8,1422,404,50,62,80.6,30,40,75.0,9,18,0,1.1,0.7,-1.1,10,8,7,0,15,passing,JPN,"MF,FW",19.0,2001.0,0,8,5,2.41,1.51,0,0,0,1.5,1.5,-1.5,-1.5,shooting,takefusa kubo,takefusa kubo,takefusa kubo,15000000.0
ESP-La Liga,2020,Villarreal,Takefusa Kubo,JPN,"MF,FW",19.0,2001.0,13,2,299,3.3,0,0,0,0,0,0,2,1,1.5,1.5,1.1,2.5,18,15,31,0.0,0.0,0.0,0.0,0.0,0.45,0.32,0.76,0.45,0.76,standard,JPN,"MF,FW",19.0,2001.0,3.3,186,3,22,68,104,17,186,16,12,4,134,1052,550,18,12,6,14,6,140,31,possession,JPN,"MF,FW",19.0,2001.0,2,1,1,3,11,0,10,1,1,0,0,0,19,0,3,misc,JPN,"MF,FW",19.0,2001.0,1,1,0,0,1,1,5,4,2,0,2,1,2,2,0,defense,JPN,"MF,FW",19.0,2001.0,3.3,99,136,72.8,1422,404,50,62,80.6,30,40,75.0,9,18,0,1.1,0.7,-1.1,10,8,7,0,15,passing,JPN,"MF,FW",19.0,2001.0,0,8,5,2.41,1.51,0,0,0,1.5,1.5,-1.5,-1.5,shooting,takefusa kubo,takefusa kubo,takefusa kubo,15000000.0
ESP-La Liga,2020,Elche,Tete Morente,ESP,"MF,FW",23.0,1996.0,30,23,2019,22.4,2,5,7,2,0,0,5,0,1.7,1.7,1.9,3.6,45,48,130,0.09,0.22,0.31,0.09,0.31,0.07,0.08,0.16,0.07,0.16,standard,ESP,"MF,FW",23.0,1996.0,22.4,1007,33,216,426,381,33,1007,75,45,30,573,3335,1404,45,33,7,51,34,695,130,possession,ESP,"MF,FW",23.0,1996.0,5,0,0,28,34,5,88,13,17,0,0,0,100,21,28,misc,ESP,"MF,FW",23.0,1996.0,31,17,17,9,5,9,39,30,20,0,20,13,44,28,0,defense,ESP,"MF,FW",23.0,1996.0,22.4,539,734,73.4,8133,1919,330,373,88.5,134,178,75.3,46,97,5,1.9,1.9,3.1,15,23,21,13,48,passing,ESP,"MF,FW",23.0,1996.0,2,19,3,0.85,0.13,0,0,0,1.7,1.7,0.3,0.3,shooting,tete morente,tete morente,tete morente,1500000.0
ESP-La Liga,2020,Real Madrid,Thibaut Courtois,BEL,GK,28.0,1992.0,38,38,3420,38.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,standard,BEL,GK,28.0,1992.0,38.0,1404,1219,1401,3,0,0,1404,0,0,0,804,4413,2274,0,0,0,2,0,743,0,possession,BEL,GK,28.0,1992.0,0,0,0,1,3,0,0,1,0,0,1,0,50,10,0,misc,BEL,GK,28.0,1992.0,0,0,0,0,0,0,1,1,1,0,1,1,1,17,2,defense,BEL,GK,28.0,1992.0,38.0,1087,1323,82.2,27107,16751,175,175,100.0,665,675,98.5,245,468,0,0.0,0.0,0.0,0,12,1,0,0,passing,BEL,GK,28.0,1992.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,shooting,thibaut courtois,thibaut courtois,thibaut courtois,60000000.0
ESP-La Liga,2020,Valencia,Thierry Correia,POR,DF,21.0,1999.0,29,25,2137,23.7,1,1,2,1,0,0,6,1,0.5,0.5,1.2,1.7,48,46,94,0.04,0.04,0.08,0.04,0.08,0.02,0.05,0.07,0.02,0.07,standard,POR,DF,21.0,1999.0,23.7,1480,89,522,622,357,13,1480,45,27,18,741,3823,2019,48,32,2,20,12,827,94,possession,POR,DF,21.0,1999.0,6,1,1,34,38,2,62,42,27,0,0,0,125,31,25,misc,POR,DF,21.0,1999.0,47,27,32,10,5,21,43,22,24,6,18,42,89,63,1,defense,POR,DF,21.0,1999.0,23.7,892,1217,73.3,15177,4935,425,505,84.2,359,467,76.9,83,164,1,1.2,1.3,-0.2,18,43,21,13,46,passing,POR,DF,21.0,1999.0,1,8,2,0.34,0.08,0,0,0,0.5,0.5,0.5,0.5,shooting,thierry correia,thierry correia,thierry correia,6000000.0
ESP-La Liga,2020,Atlético Madrid,Thomas Lemar,FRA,MF,24.0,1995.0,27,19,1366,15.2,1,3,4,1,0,0,4,0,1.6,1.6,2.0,3.6,37,78,102,0.07,0.2,0.26,0.07,0.26,0.1,0.13,0.24,0.1,0.24,standard,FRA,MF,24.0,1995.0,15.2,962,15,120,461,395,28,962,49,42,7,620,3372,1641,37,37,6,25,21,704,102,possession,FRA,MF,24.0,1995.0,4,0,0,15,23,0,70,11,17,1,0,0,73,7,10,misc,FRA,MF,24.0,1995.0,30,17,9,17,4,11,24,13,22,1,21,11,41,10,0,defense,FRA,MF,24.0,1995.0,15.2,643,806,79.8,9978,2573,335,372,90.1,200,249,80.3,63,98,3,2.0,2.4,1.0,21,51,17,3,78,passing,FRA,MF,24.0,1995.0,1,23,10,1.52,0.66,2,0,0,1.6,1.6,-0.6,-0.6,shooting,thomas lemar,thomas lemar,thomas lemar,25000000.0
ESP-La Liga,2020,Atlético Madrid,Thomas Partey,GHA,MF,27.0,1993.0,3,2,200,2.2,0,0,0,0,0,0,1,0,0.1,0.1,0.0,0.1,4,26,3,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.05,0.05,0.05,standard,GHA,MF,27.0,1993.0,2.2,244,2,27,178,40,0,244,8,7,1,157,668,375,4,4,0,0,1,197,3,possession,GHA,MF,27.0,1993.0,1,0,0,5,1,0,3,2,4,0,0,0,17,2,2,misc,GHA,MF,27.0,1993.0,7,4,4,3,0,5,8,3,4,1,3,2,9,1,0,defense,GHA,MF,27.0,1993.0,2.2,197,223,88.3,3611,1073,80,89,89.9,81,89,91.0,26,35,0,0.0,0.2,0.0,0,27,4,1,26,passing,GHA,MF,27.0,1993.0,0,5,0,2.25,0.0,0,0,0,0.1,0.1,-0.1,-0.1,shooting,thomas partey,thomas partey,thomas partey,40000000.0
