league,season,team,player,nation,pos,age,born,Playing Time MP,Playing Time Starts,Playing Time Min,Playing Time 90s,Performance Gls,Performance Ast,Performance G+A,Performance G-PK,Performance PK,Performance PKatt,Performance CrdY,Performance CrdR,Expected xG,Expected npxG,Expected xAG,Expected npxG+xAG,Progression PrgC,Progression PrgP,Progression PrgR,Per 90 Minutes Gls,Per 90 Minutes Ast,Per 90 Minutes G+A,Per 90 Minutes G-PK,Per 90 Minutes G+A-PK,Per 90 Minutes xG,Per 90 Minutes xAG,Per 90 Minutes xG+xAG,Per 90 Minutes npxG,Per 90 Minutes npxG+xAG,stat_type,nation_shooting,pos_shooting,age_shooting,born_shooting,90s,Standard Gls,Standard Sh,Standard SoT,Standard Sh/90,Standard SoT/90,Standard FK,Standard PK,Standard PKatt,Expected xG_shooting,Expected npxG_shooting,Expected G-xG,Expected np:G-xG,stat_type_shooting,nation_misc,pos_misc,age_misc,born_misc,Performance CrdY_misc,Performance CrdR_misc,Performance 2CrdY,Performance Fls,Performance Fld,Performance Off,Performance Crs,Performance Int,Performance TklW,Performance PKwon,Performance PKcon,Performance OG,Performance Recov,Aerial Duels Won,Aerial Duels Lost,stat_type_misc,nation_possession,pos_possession,age_possession,born_possession,Touches Touches,Touches Def Pen,Touches Def 3rd,Touches Mid 3rd,Touches Att 3rd,Touches Att Pen,Touches Live,Take-Ons Att,Take-Ons Succ,Take-Ons Tkld,Carries Carries,Carries TotDist,Carries PrgDist,Carries PrgC,Carries 1/3,Carries CPA,Carries Mis,Carries Dis,Receiving Rec,Receiving PrgR,stat_type_possession,nation_passing,pos_passing,age_passing,born_passing,90s_passing,Total Cmp,Total Att,Total Cmp%,Total TotDist,Total PrgDist,Short Cmp,Short Att,Short Cmp%,Medium Cmp,Medium Att,Medium Cmp%,Long Cmp,Long Att,Ast,xAG,Expected xA,Expected A-xAG,KP,1/3,PPA,CrsPA,PrgP,stat_type_passing,nation_defense,pos_defense,age_defense,born_defense,Tackles Tkl,Tackles TklW,Tackles Def 3rd,Tackles Mid 3rd,Tackles Att 3rd,Challenges Tkl,Challenges Att,Challenges Lost,Blocks Blocks,Blocks Sh,Blocks Pass,Int,Tkl+Int,Clr,Err,stat_type_defense,player_norm_x,player_matched,player_norm_y,Valeur marchande (euros)
ITA-Serie A,2020,Genoa,Valon Behrami,SUI,MF,35,1985,26,8,892,9.9,0,0,0,0,0,0,3,1,0.5,0.5,0.1,0.6,5,23,16,0.0,0.0,0.0,0.0,0.0,0.05,0.01,0.06,0.05,0.06,standard,SUI,MF,35,1985,9.9,0,4,1,0.4,0.1,0,0,0,0.5,0.5,-0.5,-0.5,shooting,SUI,MF,35,1985,3,1,1,28,21,0,3,9,9,1,0,0,41,12,18,misc,SUI,MF,35,1985,310,20,82,169,63,6,310,3,1,2,130,553,270,5,4,2,7,2,148,16,possession,SUI,MF,35,1985,9.9,162,218,74.3,2214,875,90,114,78.9,51,66,77.3,8,14,0,0.1,0.1,-0.1,2,16,2,1,23,passing,SUI,MF,35,1985,21,9,9,10,2,9,26,17,13,5,8,9,30,13,0,defense,valon behrami,valon behrami,valon behrami,400000.0
ITA-Serie A,2020,Torino,Vanja Milinković-Savić,SRB,GK,23,1997,5,5,450,5.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,standard,SRB,GK,23,1997,5.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,shooting,SRB,GK,23,1997,0,1,0,0,2,0,0,0,1,0,0,0,11,1,0,misc,SRB,GK,23,1997,188,143,187,2,0,0,188,0,0,0,114,634,385,0,0,0,1,0,84,0,possession,SRB,GK,23,1997,5.0,116,176,65.9,3057,2138,20,20,100.0,68,69,98.6,27,85,0,0.0,0.0,0.0,0,5,1,0,0,passing,SRB,GK,23,1997,1,1,1,0,0,1,1,0,0,0,0,0,1,1,3,defense,vanja milinkovic-savic,vanja milinkovic-savic,vanja milinkovic-savic,800000.0
ITA-Serie A,2020,Sampdoria,Vasco Regini,ITA,DF,29,1990,3,1,88,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,3,1,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.05,0.0,0.05,standard,ITA,DF,29,1990,1.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,shooting,ITA,DF,29,1990,0,0,0,1,1,0,2,1,2,0,0,1,1,0,1,misc,ITA,DF,29,1990,52,5,21,19,12,0,52,0,0,0,18,60,28,0,1,0,0,0,28,1,possession,ITA,DF,29,1990,1.0,35,40,87.5,572,265,21,23,91.3,10,12,83.3,4,5,0,0.0,0.0,0.0,1,3,1,1,3,passing,ITA,DF,29,1990,2,2,2,0,0,2,2,0,1,1,0,1,3,5,0,defense,vasco regini,vasco regini,vasco regini,400000.0
ITA-Serie A,2020,Udinese,Ryder Matos,BRA,MF,27,1993,1,0,13,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,4,0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.31,0.31,0.0,0.31,standard,BRA,MF,27,1993,0.1,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,shooting,BRA,MF,27,1993,0,0,0,0,2,0,2,0,0,0,0,0,0,0,1,misc,BRA,MF,27,1993,8,0,0,5,4,1,8,1,1,0,9,84,59,4,1,0,0,1,10,4,possession,BRA,MF,27,1993,0.1,6,8,75.0,87,34,5,6,83.3,0,0,84.9,1,2,0,0.0,0.0,0.0,1,1,1,1,0,passing,BRA,MF,27,1993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,defense,ryder matos,ryder matos,ryder matos,1000000.0
ITA-Serie A,2020,Cagliari,Răzvan Marin,ROU,MF,24,1996,37,35,2965,32.9,3,6,9,3,0,0,6,0,1.4,1.4,4.7,6.1,45,159,80,0.09,0.18,0.27,0.09,0.27,0.04,0.14,0.18,0.04,0.18,standard,ROU,MF,24,1996,32.9,3,27,10,0.82,0.3,1,0,0,1.4,1.4,1.6,1.6,shooting,ROU,MF,24,1996,6,0,0,49,23,2,161,29,33,0,0,0,186,10,18,misc,ROU,MF,24,1996,1984,44,383,1089,543,32,1984,73,34,39,1065,6302,2962,45,48,7,49,25,1282,80,possession,ROU,MF,24,1996,32.9,1389,1698,81.8,24363,7325,631,696,90.7,548,617,88.8,163,297,6,4.7,4.8,1.3,69,142,30,5,159,passing,ROU,MF,24,1996,54,33,26,22,6,27,53,26,29,10,19,29,83,15,0,defense,razvan marin,razvan marin,razvan marin,15000000.0
ITA-Serie A,2020,Spezia,Salvador Ferrer,ESP,DF,22,1998,18,14,1190,13.2,0,1,1,0,0,0,4,0,0.1,0.1,1.3,1.4,28,46,49,0.0,0.08,0.08,0.0,0.08,0.01,0.1,0.1,0.01,0.1,standard,ESP,DF,22,1998,13.2,0,3,1,0.23,0.08,0,0,0,0.1,0.1,-0.1,-0.1,shooting,ESP,DF,22,1998,4,0,0,15,7,0,57,24,10,0,1,0,78,25,16,misc,ESP,DF,22,1998,1037,49,341,462,243,6,1037,8,5,3,547,2541,1299,28,19,0,12,7,601,49,possession,ESP,DF,22,1998,13.2,676,908,74.4,12680,4232,291,339,85.8,273,348,78.4,106,172,1,1.3,0.9,-0.3,14,35,19,16,46,passing,ESP,DF,22,1998,20,10,10,8,2,8,22,14,13,4,9,24,44,37,1,defense,salvador ferrer,salva ferrer,salva ferrer,1300000.0
ITA-Serie A,2020,Crotone,Salvatore Molina,ITA,"MF,DF",28,1992,29,28,2315,25.7,1,4,5,1,0,0,1,0,0.7,0.7,2.3,3.0,34,97,87,0.04,0.16,0.19,0.04,0.19,0.03,0.09,0.12,0.03,0.12,standard,ITA,"MF,DF",28,1992,25.7,1,15,5,0.58,0.19,0,0,0,0.7,0.7,0.3,0.3,shooting,ITA,"MF,DF",28,1992,1,0,0,23,39,2,71,17,22,0,0,1,161,21,18,misc,ITA,"MF,DF",28,1992,1326,84,402,605,334,21,1326,44,25,19,758,4143,1790,34,27,5,36,30,869,87,possession,ITA,"MF,DF",28,1992,25.7,842,1082,77.8,14821,4433,405,448,90.4,329,401,82.0,93,172,4,2.3,2.1,1.7,23,59,32,17,97,passing,ITA,"MF,DF",28,1992,39,22,18,14,7,29,45,16,30,8,22,17,56,41,0,defense,salvatore molina,salvatore molina,salvatore molina,1300000.0
ITA-Serie A,2020,Torino,Salvatore Sirigu,ITA,GK,33,1987,32,32,2880,32.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,standard,ITA,GK,33,1987,32.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,shooting,ITA,GK,33,1987,0,0,0,1,3,0,0,0,0,0,1,0,42,4,1,misc,ITA,GK,33,1987,1073,884,1066,8,0,0,1073,0,0,0,515,2477,1672,0,0,0,2,0,420,0,possession,ITA,GK,33,1987,32.0,711,1006,70.7,19538,14210,174,175,99.4,273,283,96.5,256,537,0,0.0,0.0,0.0,0,17,0,0,0,passing,ITA,GK,33,1987,1,0,1,0,0,1,2,1,0,0,0,0,1,6,2,defense,salvatore sirigu,salvatore sirigu,salvatore sirigu,2500000.0
ITA-Serie A,2020,Atalanta,Sam Lammers,NED,"FW,MF",23,1997,15,1,291,3.2,2,0,2,2,0,0,0,0,1.3,1.3,0.4,1.7,9,8,44,0.62,0.0,0.62,0.62,0.62,0.4,0.12,0.52,0.4,0.52,standard,NED,"FW,MF",23,1997,3.2,2,9,4,2.78,1.24,0,0,0,1.3,1.3,0.7,0.7,shooting,NED,"FW,MF",23,1997,0,0,0,5,5,2,0,0,0,0,0,0,8,6,6,misc,NED,"FW,MF",23,1997,170,3,7,67,97,26,170,18,13,5,111,538,212,9,5,8,17,13,144,44,possession,NED,"FW,MF",23,1997,3.2,96,122,78.7,1166,181,64,79,81.0,23,27,85.2,1,3,0,0.4,0.2,-0.4,4,5,3,0,8,passing,NED,"FW,MF",23,1997,2,0,0,2,0,0,6,6,0,0,0,0,2,3,0,defense,sam lammers,sam lammers,sam lammers,6000000.0
ITA-Serie A,2020,Inter,Samir Handanović,SVN,GK,36,1984,37,37,3240,36.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,standard,SVN,GK,36,1984,36.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,shooting,SVN,GK,36,1984,1,0,0,0,5,0,0,0,0,0,0,1,33,6,0,misc,SVN,GK,36,1984,1131,1024,1130,2,0,0,1131,0,0,0,653,3012,2005,0,0,0,0,0,620,0,possession,SVN,GK,36,1984,36.0,934,1080,86.5,22303,14189,210,210,100.0,508,515,98.6,215,349,0,0.0,0.0,0.0,0,5,1,0,0,passing,SVN,GK,36,1984,1,0,1,0,0,1,1,0,0,0,0,0,1,6,3,defense,samir handanovic,samir handanovic,samir handanovic,2500000.0
ITA-Serie A,2020,Cagliari,Sebastian Walukiewicz,POL,DF,20,2000,19,18,1618,18.0,0,1,1,0,0,0,1,0,0.7,0.7,0.6,1.3,16,39,1,0.0,0.06,0.06,0.0,0.06,0.04,0.03,0.07,0.04,0.07,standard,POL,DF,20,2000,18.0,0,3,1,0.17,0.06,0,0,0,0.7,0.7,-0.7,-0.7,shooting,POL,DF,20,2000,1,0,0,17,4,0,2,36,19,0,0,0,68,16,19,misc,POL,DF,20,2000,999,132,549,427,29,7,999,10,7,3,593,3333,2102,16,10,2,10,5,659,1,possession,POL,DF,20,2000,18.0,702,823,85.3,12995,5065,255,285,89.5,377,425,88.7,60,92,1,0.6,0.2,0.4,2,26,2,0,39,passing,POL,DF,20,2000,27,19,11,13,3,12,30,18,22,14,8,36,63,60,0,defense,sebastian walukiewicz,sebastian walukiewicz,sebastian walukiewicz,7500000.0
ITA-Serie A,2020,Crotone,Sebastiano Luperto,ITA,DF,23,1996,23,22,1879,20.9,0,0,0,0,0,0,5,1,0.3,0.3,0.2,0.5,14,69,3,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.02,0.01,0.02,standard,ITA,DF,23,1996,20.9,0,5,1,0.24,0.05,0,0,0,0.3,0.3,-0.3,-0.3,shooting,ITA,DF,23,1996,5,1,1,28,19,0,1,27,20,0,0,0,113,26,22,misc,ITA,DF,23,1996,1197,177,665,496,45,11,1197,5,5,0,673,2983,1661,14,7,0,11,2,758,3,possession,ITA,DF,23,1996,20.9,836,1024,81.6,15124,6124,328,350,93.7,446,505,88.3,56,139,0,0.2,0.2,-0.2,6,49,0,0,69,passing,ITA,DF,23,1996,38,20,28,8,2,16,27,11,17,7,10,27,65,74,1,defense,sebastiano luperto,sebastiano luperto,sebastiano luperto,2200000.0
ITA-Serie A,2020,Crotone,Sebastiano Luperto,ITA,DF,23,1996,23,22,1879,20.9,0,0,0,0,0,0,5,1,0.3,0.3,0.2,0.5,14,69,3,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.02,0.01,0.02,standard,ITA,DF,23,1996,20.9,0,5,1,0.24,0.05,0,0,0,0.3,0.3,-0.3,-0.3,shooting,ITA,DF,23,1996,5,1,1,28,19,0,1,27,20,0,0,0,113,26,22,misc,ITA,DF,23,1996,1197,177,665,496,45,11,1197,5,5,0,673,2983,1661,14,7,0,11,2,758,3,possession,ITA,DF,23,1996,20.9,836,1024,81.6,15124,6124,328,350,93.7,446,505,88.3,56,139,0,0.2,0.2,-0.2,6,49,0,0,69,passing,ITA,DF,23,1996,38,20,28,8,2,16,27,11,17,7,10,27,65,74,1,defense,sebastiano luperto,sebastiano luperto,sebastiano luperto,2200000.0
ITA-Serie A,2020,Udinese,Sebastien De Maio,FRA,DF,33,1987,15,9,853,9.5,0,0,0,0,0,0,1,0,0.4,0.4,0.0,0.4,3,17,2,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.04,0.04,0.04,standard,FRA,DF,33,1987,9.5,0,6,1,0.63,0.11,0,0,0,0.4,0.4,-0.4,-0.4,shooting,FRA,DF,33,1987,1,0,0,11,3,3,1,18,10,0,0,0,61,25,18,misc,FRA,DF,33,1987,471,62,229,233,13,7,471,0,0,0,240,1176,472,3,2,1,5,2,237,2,possession,FRA,DF,33,1987,9.5,310,368,84.2,5849,2117,106,117,90.6,166,183,90.7,31,54,0,0.0,0.2,0.0,0,6,1,0,17,passing,FRA,DF,33,1987,15,10,6,9,0,4,5,1,16,9,7,18,33,41,0,defense,sebastien de maio,sebastien de maio,sebastien de maio,700000.0
ITA-Serie A,2020,Lazio,Senad Lulić,BIH,DF,34,1986,16,8,718,8.0,0,0,0,0,0,0,1,0,0.4,0.4,0.3,0.7,16,24,44,0.0,0.0,0.0,0.0,0.0,0.05,0.04,0.09,0.05,0.09,standard,BIH,DF,34,1986,8.0,0,6,3,0.75,0.38,0,0,0,0.4,0.4,-0.4,-0.4,shooting,BIH,DF,34,1986,1,0,0,13,3,2,23,4,7,0,0,0,53,9,4,misc,BIH,DF,34,1986,420,16,111,169,144,22,420,9,5,4,201,1198,562,16,17,3,12,9,248,44,possession,BIH,DF,34,1986,8.0,242,346,69.9,4026,1220,115,143,80.4,97,126,77.0,23,49,0,0.3,0.7,-0.3,4,13,8,4,24,passing,BIH,DF,34,1986,14,7,6,5,3,7,15,8,10,1,9,4,18,13,0,defense,senad lulic,senad lulic,senad lulic,1000000.0
ITA-Serie A,2020,Lazio,Sergej Milinković-Savić,SRB,MF,25,1995,32,32,2746,30.5,8,9,17,8,0,0,4,0,6.9,6.9,6.4,13.4,59,203,132,0.26,0.29,0.56,0.26,0.56,0.23,0.21,0.44,0.23,0.44,standard,SRB,MF,25,1995,30.5,8,63,21,2.06,0.69,11,0,0,6.9,6.9,1.1,1.1,shooting,SRB,MF,25,1995,4,0,0,56,50,9,57,33,40,2,2,0,212,99,85,misc,SRB,MF,25,1995,2222,83,408,1189,654,78,2222,43,30,13,1253,6084,2829,59,51,11,80,46,1693,132,possession,SRB,MF,25,1995,30.5,1401,1823,76.9,24735,7013,661,793,83.4,519,631,82.3,176,279,9,6.4,4.6,2.6,42,144,60,15,203,passing,SRB,MF,25,1995,59,40,20,30,9,27,84,57,52,12,40,33,92,47,0,defense,sergej milinkovic-savic,sergej milinkovic-savic,sergej milinkovic-savic,70000000.0
ITA-Serie A,2020,Milan,Simon Kjær,DEN,DF,31,1989,28,28,2393,26.6,0,2,2,0,0,0,3,0,1.6,1.6,1.2,2.8,8,73,1,0.0,0.08,0.08,0.0,0.08,0.06,0.05,0.1,0.06,0.1,standard,DEN,DF,31,1989,26.6,0,16,2,0.6,0.08,1,0,0,1.6,1.6,-1.6,-1.6,shooting,DEN,DF,31,1989,3,0,0,26,10,1,3,42,26,0,0,0,126,54,43,misc,DEN,DF,31,1989,1781,261,942,809,40,20,1781,0,0,0,962,4211,2388,8,4,2,10,0,1160,1,possession,DEN,DF,31,1989,26.6,1303,1489,87.5,26908,9646,382,416,91.8,721,762,94.6,185,273,2,1.2,0.6,0.8,7,72,2,0,73,passing,DEN,DF,31,1989,45,26,23,20,2,18,30,12,42,26,16,42,87,125,0,defense,simon kjaer,simon kjaer,simon kjaer,10000000.0
ITA-Serie A,2020,Parma,Simon Sohm,SUI,MF,19,2001,18,8,899,10.0,1,0,1,1,0,0,1,0,0.6,0.6,0.2,0.8,13,33,18,0.1,0.0,0.1,0.1,0.1,0.06,0.02,0.08,0.06,0.08,standard,SUI,MF,19,2001,10.0,1,5,1,0.5,0.1,0,0,0,0.6,0.6,0.4,0.4,shooting,SUI,MF,19,2001,1,0,0,8,4,2,4,5,12,0,0,0,47,9,7,misc,SUI,MF,19,2001,502,12,127,298,81,5,502,11,7,4,287,1248,695,13,11,2,12,14,374,18,possession,SUI,MF,19,2001,10.0,354,424,83.5,5966,1323,150,173,86.7,165,185,89.2,26,42,0,0.2,0.3,-0.2,4,31,2,0,33,passing,SUI,MF,19,2001,18,12,11,6,1,11,26,15,8,0,8,5,23,7,0,defense,simon sohm,simon sohm,simon sohm,4500000.0
ITA-Serie A,2020,Udinese,Stefano Okaka,ITA,FW,30,1989,22,17,1489,16.5,4,1,5,4,0,0,2,0,3.8,3.8,0.6,4.5,15,22,110,0.24,0.06,0.3,0.24,0.3,0.23,0.04,0.27,0.23,0.27,standard,ITA,FW,30,1989,16.5,4,24,9,1.45,0.54,0,0,0,3.8,3.8,0.2,0.2,shooting,ITA,FW,30,1989,2,0,0,38,35,13,4,2,7,0,0,0,36,44,49,misc,ITA,FW,30,1989,481,24,52,246,190,62,481,27,17,10,268,1286,357,15,10,5,51,23,346,110,possession,ITA,FW,30,1989,16.5,239,307,77.9,3008,422,147,184,79.9,66,78,84.6,3,5,1,0.6,0.7,0.4,9,8,6,0,22,passing,ITA,FW,30,1989,10,7,2,5,3,2,10,8,7,1,6,2,12,19,0,defense,stefano okaka,stefano okaka,stefano okaka,2000000.0
ITA-Serie A,2020,Inter,Stefano Sensi,ITA,MF,24,1995,18,4,603,6.7,0,0,0,0,0,0,1,1,1.1,1.1,0.9,2.0,12,58,40,0.0,0.0,0.0,0.0,0.0,0.17,0.14,0.3,0.17,0.3,standard,ITA,MF,24,1995,6.7,0,18,7,2.69,1.04,1,0,0,1.1,1.1,-1.1,-1.1,shooting,ITA,MF,24,1995,1,1,0,10,14,0,34,7,6,0,0,0,49,2,2,misc,ITA,MF,24,1995,504,6,78,226,207,13,504,14,7,7,298,1530,741,12,13,2,15,5,380,40,possession,ITA,MF,24,1995,6.7,354,432,81.9,5867,1586,174,190,91.6,134,160,83.8,33,57,0,0.9,1.1,-0.9,11,40,11,2,58,passing,ITA,MF,24,1995,9,6,3,5,1,4,11,7,6,1,5,7,16,1,0,defense,stefano sensi,stefano sensi,stefano sensi,13000000.0
ITA-Serie A,2020,Genoa,Stefano Sturaro,ITA,MF,27,1993,6,6,445,4.9,1,0,1,1,0,0,1,0,0.6,0.6,0.3,1.0,2,24,12,0.2,0.0,0.2,0.2,0.2,0.13,0.07,0.2,0.13,0.2,standard,ITA,MF,27,1993,4.9,1,5,2,1.01,0.4,2,0,0,0.6,0.6,0.4,0.4,shooting,ITA,MF,27,1993,1,0,0,14,12,2,22,7,5,0,0,0,33,7,12,misc,ITA,MF,27,1993,295,3,45,172,79,4,295,8,5,3,131,532,196,2,6,0,16,8,175,12,possession,ITA,MF,27,1993,4.9,165,236,69.9,3031,705,69,89,77.5,70,88,79.5,21,41,0,0.3,0.3,-0.3,4,9,2,1,24,passing,ITA,MF,27,1993,11,5,3,6,2,3,15,12,5,0,5,7,18,2,0,defense,stefano sturaro,stefano sturaro,stefano sturaro,4500000.0
ITA-Serie A,2020,Genoa,Stefano Sturaro,ITA,MF,27,1993,6,6,445,4.9,1,0,1,1,0,0,1,0,0.6,0.6,0.3,1.0,2,24,12,0.2,0.0,0.2,0.2,0.2,0.13,0.07,0.2,0.13,0.2,standard,ITA,MF,27,1993,4.9,1,5,2,1.01,0.4,2,0,0,0.6,0.6,0.4,0.4,shooting,ITA,MF,27,1993,1,0,0,14,12,2,22,7,5,0,0,0,33,7,12,misc,ITA,MF,27,1993,295,3,45,172,79,4,295,8,5,3,131,532,196,2,6,0,16,8,175,12,possession,ITA,MF,27,1993,4.9,165,236,69.9,3031,705,69,89,77.5,70,88,79.5,21,41,0,0.3,0.3,-0.3,4,9,2,1,24,passing,ITA,MF,27,1993,11,5,3,6,2,3,15,12,5,0,5,7,18,2,0,defense,stefano sturaro,stefano sturaro,stefano sturaro,4500000.0
ITA-Serie A,2020,Hellas Verona,Stefano Sturaro,ITA,MF,27,1993,10,4,423,4.7,0,0,0,0,0,0,5,0,0.0,0.0,0.0,0.0,3,11,11,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.01,0.01,standard,ITA,MF,27,1993,4.7,0,1,0,0.21,0.0,0,0,0,0.0,0.0,0.0,0.0,shooting,ITA,MF,27,1993,5,0,0,17,6,0,5,5,3,0,0,0,16,7,8,misc,ITA,MF,27,1993,224,10,57,125,44,4,224,3,1,2,118,418,190,3,3,0,4,6,135,11,possession,ITA,MF,27,1993,4.7,137,183,74.9,2385,565,65,81,80.2,54,67,80.6,14,21,0,0.0,0.1,0.0,0,10,3,1,11,passing,ITA,MF,27,1993,4,3,3,0,1,2,8,6,5,1,4,5,9,10,0,defense,stefano sturaro,stefano sturaro,stefano sturaro,4500000.0
ITA-Serie A,2020,Hellas Verona,Stefano Sturaro,ITA,MF,27,1993,10,4,423,4.7,0,0,0,0,0,0,5,0,0.0,0.0,0.0,0.0,3,11,11,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.01,0.01,standard,ITA,MF,27,1993,4.7,0,1,0,0.21,0.0,0,0,0,0.0,0.0,0.0,0.0,shooting,ITA,MF,27,1993,5,0,0,17,6,0,5,5,3,0,0,0,16,7,8,misc,ITA,MF,27,1993,224,10,57,125,44,4,224,3,1,2,118,418,190,3,3,0,4,6,135,11,possession,ITA,MF,27,1993,4.7,137,183,74.9,2385,565,65,81,80.2,54,67,80.6,14,21,0,0.0,0.1,0.0,0,10,3,1,11,passing,ITA,MF,27,1993,4,3,3,0,1,2,8,6,5,1,4,5,9,10,0,defense,stefano sturaro,stefano sturaro,stefano sturaro,4500000.0
ITA-Serie A,2020,Crotone,Samuel Di Carmine,ITA,FW,31,1988,11,6,475,5.3,0,0,0,0,0,0,1,0,0.5,0.5,0.0,0.5,5,10,21,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.1,0.1,0.1,standard,ITA,FW,31,1988,5.3,0,6,1,1.14,0.19,0,0,0,0.5,0.5,-0.5,-0.5,shooting,ITA,FW,31,1988,1,0,0,5,15,0,3,0,2,1,0,0,12,15,15,misc,ITA,FW,31,1988,140,5,13,78,49,9,140,2,0,2,81,308,88,5,3,1,8,5,114,21,possession,ITA,FW,31,1988,5.3,74,97,76.3,1058,116,37,44,84.1,23,32,71.9,5,6,0,0.0,0.1,0.0,0,3,3,0,10,passing,ITA,FW,31,1988,2,2,1,0,1,1,3,2,2,0,2,0,2,5,0,defense,samuel di carmine,samuel di carmine,samuel di carmine,1200000.0
ITA-Serie A,2020,Crotone,Samuel Di Carmine,ITA,FW,31,1988,11,6,475,5.3,0,0,0,0,0,0,1,0,0.5,0.5,0.0,0.5,5,10,21,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.1,0.1,0.1,standard,ITA,FW,31,1988,5.3,0,6,1,1.14,0.19,0,0,0,0.5,0.5,-0.5,-0.5,shooting,ITA,FW,31,1988,1,0,0,5,15,0,3,0,2,1,0,0,12,15,15,misc,ITA,FW,31,1988,140,5,13,78,49,9,140,2,0,2,81,308,88,5,3,1,8,5,114,21,possession,ITA,FW,31,1988,5.3,74,97,76.3,1058,116,37,44,84.1,23,32,71.9,5,6,0,0.0,0.1,0.0,0,3,3,0,10,passing,ITA,FW,31,1988,2,2,1,0,1,1,3,2,2,0,2,0,2,5,0,defense,samuel di carmine,samuel di carmine,samuel di carmine,1200000.0
ITA-Serie A,2020,Hellas Verona,Samuel Di Carmine,ITA,FW,31,1988,11,6,500,5.6,0,0,0,0,0,0,1,0,1.4,1.4,0.1,1.5,10,7,44,0.0,0.0,0.0,0.0,0.0,0.3,0.03,0.33,0.3,0.33,standard,ITA,FW,31,1988,5.6,0,9,2,1.62,0.36,0,0,0,1.4,1.4,-1.4,-1.4,shooting,ITA,FW,31,1988,1,0,0,16,20,6,11,0,2,0,0,0,12,25,21,misc,ITA,FW,31,1988,169,5,10,80,80,22,169,3,2,1,95,520,174,10,4,3,14,13,154,44,possession,ITA,FW,31,1988,5.6,81,134,60.4,928,95,51,74,68.9,21,39,53.8,2,2,0,0.1,0.1,-0.1,4,4,2,0,7,passing,ITA,FW,31,1988,1,2,0,1,0,0,3,3,1,0,1,0,1,5,0,defense,samuel di carmine,samuel di carmine,samuel di carmine,1200000.0
ITA-Serie A,2020,Hellas Verona,Samuel Di Carmine,ITA,FW,31,1988,11,6,500,5.6,0,0,0,0,0,0,1,0,1.4,1.4,0.1,1.5,10,7,44,0.0,0.0,0.0,0.0,0.0,0.3,0.03,0.33,0.3,0.33,standard,ITA,FW,31,1988,5.6,0,9,2,1.62,0.36,0,0,0,1.4,1.4,-1.4,-1.4,shooting,ITA,FW,31,1988,1,0,0,16,20,6,11,0,2,0,0,0,12,25,21,misc,ITA,FW,31,1988,169,5,10,80,80,22,169,3,2,1,95,520,174,10,4,3,14,13,154,44,possession,ITA,FW,31,1988,5.6,81,134,60.4,928,95,51,74,68.9,21,39,53.8,2,2,0,0.1,0.1,-0.1,4,4,2,0,7,passing,ITA,FW,31,1988,1,2,0,1,0,0,3,3,1,0,1,0,1,5,0,defense,samuel di carmine,samuel di carmine,samuel di carmine,1200000.0
ITA-Serie A,2020,Milan,Sandro Tonali,ITA,MF,20,2000,25,17,1330,14.8,0,0,0,0,0,0,1,1,0.4,0.4,1.3,1.7,22,84,15,0.0,0.0,0.0,0.0,0.0,0.03,0.09,0.12,0.03,0.12,standard,ITA,MF,20,2000,14.8,0,10,3,0.68,0.2,1,0,0,0.4,0.4,-0.4,-0.4,shooting,ITA,MF,20,2000,1,1,0,18,17,0,26,22,19,0,0,0,99,6,9,misc,ITA,MF,20,2000,907,37,238,490,190,9,907,14,6,8,467,2459,1299,22,23,3,15,8,590,15,possession,ITA,MF,20,2000,14.8,630,772,81.6,10959,3255,282,326,86.5,267,304,87.8,64,98,0,1.3,1.6,-1.3,16,66,14,1,84,passing,ITA,MF,20,2000,28,19,14,13,1,13,28,15,18,5,13,22,50,18,0,defense,sandro tonali,sandro tonali,sandro tonali,27000000.0
