league,season,team,player,nation,pos,age,born,Playing Time MP,Playing Time Starts,Playing Time Min,Playing Time 90s,Performance Gls,Performance Ast,Performance G+A,Performance G-PK,Performance PK,Performance PKatt,Performance CrdY,Performance CrdR,Expected xG,Expected npxG,Expected xAG,Expected npxG+xAG,Progression PrgC,Progression PrgP,Progression PrgR,Per 90 Minutes Gls,Per 90 Minutes Ast,Per 90 Minutes G+A,Per 90 Minutes G-PK,Per 90 Minutes G+A-PK,Per 90 Minutes xG,Per 90 Minutes xAG,Per 90 Minutes xG+xAG,Per 90 Minutes npxG,Per 90 Minutes npxG+xAG,stat_type,nation_shooting,pos_shooting,age_shooting,born_shooting,90s,Standard Gls,Standard Sh,Standard SoT,Standard Sh/90,Standard SoT/90,Standard FK,Standard PK,Standard PKatt,Expected xG_shooting,Expected npxG_shooting,Expected G-xG,Expected np:G-xG,stat_type_shooting,nation_misc,pos_misc,age_misc,born_misc,Performance CrdY_misc,Performance CrdR_misc,Performance 2CrdY,Performance Fls,Performance Fld,Performance Off,Performance Crs,Performance Int,Performance TklW,Performance PKwon,Performance PKcon,Performance OG,Performance Recov,Aerial Duels Won,Aerial Duels Lost,stat_type_misc,nation_possession,pos_possession,age_possession,born_possession,Touches Touches,Touches Def Pen,Touches Def 3rd,Touches Mid 3rd,Touches Att 3rd,Touches Att Pen,Touches Live,Take-Ons Att,Take-Ons Succ,Take-Ons Tkld,Carries Carries,Carries TotDist,Carries PrgDist,Carries PrgC,Carries 1/3,Carries CPA,Carries Mis,Carries Dis,Receiving Rec,Receiving PrgR,stat_type_possession,nation_passing,pos_passing,age_passing,born_passing,90s_passing,Total Cmp,Total Att,Total Cmp%,Total TotDist,Total PrgDist,Short Cmp,Short Att,Short Cmp%,Medium Cmp,Medium Att,Medium Cmp%,Long Cmp,Long Att,Ast,xAG,Expected xA,Expected A-xAG,KP,1/3,PPA,CrsPA,PrgP,stat_type_passing,nation_defense,pos_defense,age_defense,born_defense,Tackles Tkl,Tackles TklW,Tackles Def 3rd,Tackles Mid 3rd,Tackles Att 3rd,Challenges Tkl,Challenges Att,Challenges Lost,Blocks Blocks,Blocks Sh,Blocks Pass,Int,Tkl+Int,Clr,Err,stat_type_defense,player_norm_x,player_matched,player_norm_y,Valeur marchande (euros)
ITA-Serie A,2022,Empoli,Francesco Caputo,ITA,FW,34,1987,21,20,1708,19.0,5,4,9,3,2,2,1,0,7.5,5.9,2.2,8.1,16,21,128,0.26,0.21,0.47,0.16,0.37,0.39,0.12,0.51,0.31,0.43,standard,ITA,FW,34,1987,19.0,5,40,15,2.11,0.79,0,2,2,7.5,5.9,-2.5,-2.9,shooting,ITA,FW,34,1987,1,0,0,13,22,23,6,2,2,0,0,0,36,17,29,misc,ITA,FW,34,1987,478,10,34,207,239,103,476,12,1,8,288,1218,449,16,7,7,45,24,395,128,possession,ITA,FW,34,1987,19.0,235,332,70.8,2741,539,160,206,77.7,52,69,75.4,1,5,4,2.2,1.1,1.8,20,9,3,0,21,passing,ITA,FW,34,1987,2,2,0,1,1,0,1,1,7,2,5,2,4,8,0,defense,francesco caputo,francesco caputo,francesco caputo,1500000.0
ITA-Serie A,2022,Empoli,Francesco Caputo,ITA,FW,34,1987,21,20,1708,19.0,5,4,9,3,2,2,1,0,7.5,5.9,2.2,8.1,16,21,128,0.26,0.21,0.47,0.16,0.37,0.39,0.12,0.51,0.31,0.43,standard,ITA,FW,34,1987,19.0,5,40,15,2.11,0.79,0,2,2,7.5,5.9,-2.5,-2.9,shooting,ITA,FW,34,1987,1,0,0,13,22,23,6,2,2,0,0,0,36,17,29,misc,ITA,FW,34,1987,478,10,34,207,239,103,476,12,1,8,288,1218,449,16,7,7,45,24,395,128,possession,ITA,FW,34,1987,19.0,235,332,70.8,2741,539,160,206,77.7,52,69,75.4,1,5,4,2.2,1.1,1.8,20,9,3,0,21,passing,ITA,FW,34,1987,2,2,0,1,1,0,1,1,7,2,5,2,4,8,0,defense,francesco caputo,francesco caputo,francesco caputo,1500000.0
ITA-Serie A,2022,Sampdoria,Francesco Caputo,ITA,FW,34,1987,15,13,1094,12.2,1,0,1,1,0,0,0,0,1.9,1.9,0.5,2.4,6,11,76,0.08,0.0,0.08,0.08,0.08,0.15,0.04,0.19,0.15,0.19,standard,ITA,FW,34,1987,12.2,1,19,5,1.56,0.41,0,0,0,1.9,1.9,-0.9,-0.9,shooting,ITA,FW,34,1987,0,0,0,5,24,11,3,1,1,0,0,0,18,6,21,misc,ITA,FW,34,1987,309,4,11,126,172,49,309,9,3,5,181,696,192,6,4,7,21,14,243,76,possession,ITA,FW,34,1987,12.2,168,237,70.9,2130,315,96,130,73.8,43,60,71.7,8,10,0,0.5,0.6,-0.5,9,11,4,0,11,passing,ITA,FW,34,1987,3,1,0,0,3,0,3,3,0,0,0,1,4,3,0,defense,francesco caputo,francesco caputo,francesco caputo,1500000.0
ITA-Serie A,2022,Sampdoria,Francesco Caputo,ITA,FW,34,1987,15,13,1094,12.2,1,0,1,1,0,0,0,0,1.9,1.9,0.5,2.4,6,11,76,0.08,0.0,0.08,0.08,0.08,0.15,0.04,0.19,0.15,0.19,standard,ITA,FW,34,1987,12.2,1,19,5,1.56,0.41,0,0,0,1.9,1.9,-0.9,-0.9,shooting,ITA,FW,34,1987,0,0,0,5,24,11,3,1,1,0,0,0,18,6,21,misc,ITA,FW,34,1987,309,4,11,126,172,49,309,9,3,5,181,696,192,6,4,7,21,14,243,76,possession,ITA,FW,34,1987,12.2,168,237,70.9,2130,315,96,130,73.8,43,60,71.7,8,10,0,0.5,0.6,-0.5,9,11,4,0,11,passing,ITA,FW,34,1987,3,1,0,0,3,0,3,3,0,0,0,1,4,3,0,defense,francesco caputo,francesco caputo,francesco caputo,1500000.0
ITA-Serie A,2022,Atalanta,Francesco Rossi,ITA,GK,31,1991,1,0,4,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,standard,ITA,GK,31,1991,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,shooting,ITA,GK,31,1991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,misc,ITA,GK,31,1991,5,3,5,0,0,0,5,0,0,0,3,3,1,0,0,0,0,0,3,0,possession,ITA,GK,31,1991,0.0,3,4,75.0,52,28,1,1,100.0,2,2,100.0,0,1,0,0.0,0.0,0.0,0,0,0,0,0,passing,ITA,GK,31,1991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,defense,francesco rossi,francesco rossi,francesco rossi,100000.0
ITA-Serie A,2022,Monza,Franco Carboni,ITA,"DF,FW",19,2003,3,0,66,0.7,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,7,2,8,0.0,0.0,0.0,0.0,0.0,0.11,0.06,0.17,0.11,0.17,standard,ITA,"DF,FW",19,2003,0.7,0,1,0,1.36,0.0,0,0,0,0.1,0.1,-0.1,-0.1,shooting,ITA,"DF,FW",19,2003,0,0,0,2,0,0,9,1,1,0,0,0,7,1,1,misc,ITA,"DF,FW",19,2003,61,2,17,28,21,1,61,7,3,4,34,293,169,7,3,1,0,0,36,8,possession,ITA,"DF,FW",19,2003,0.7,33,50,66.0,529,140,19,20,95.0,12,15,80.0,2,5,0,0.0,0.0,0.0,1,3,2,1,2,passing,ITA,"DF,FW",19,2003,1,1,1,0,0,0,2,2,3,0,3,1,2,0,0,defense,franco carboni,franco carboni,franco carboni,1000000.0
ITA-Serie A,2022,Cremonese,Frank Tsadjout,ITA,FW,23,1999,20,14,1051,11.7,3,1,4,3,0,0,1,0,2.0,2.0,0.5,2.6,15,18,63,0.26,0.09,0.34,0.26,0.34,0.17,0.05,0.22,0.17,0.22,standard,ITA,FW,23,1999,11.7,3,26,10,2.23,0.86,0,0,0,2.0,2.0,1.0,1.0,shooting,ITA,FW,23,1999,1,0,0,22,18,4,4,8,8,0,0,0,39,59,60,misc,ITA,FW,23,1999,404,11,35,197,176,49,404,19,12,2,209,1004,415,15,10,5,37,10,299,63,possession,ITA,FW,23,1999,11.7,184,271,67.9,2340,400,113,155,72.9,54,76,71.1,3,8,1,0.5,0.3,0.5,10,14,5,0,18,passing,ITA,FW,23,1999,10,8,3,6,1,3,9,6,7,1,6,8,18,9,0,defense,frank tsadjout,frank tsadjout,frank tsadjout,1200000.0
ITA-Serie A,2022,Lecce,Gabriel Strefezza,BRA,"FW,MF",25,1997,35,30,2442,27.1,8,4,12,6,2,3,5,0,6.2,3.9,4.3,8.2,71,107,177,0.29,0.15,0.44,0.22,0.37,0.23,0.16,0.39,0.14,0.3,standard,BRA,"FW,MF",25,1997,27.1,8,68,18,2.51,0.66,4,2,3,6.2,3.9,1.8,2.1,shooting,BRA,"FW,MF",25,1997,5,0,0,51,71,0,121,16,24,0,1,0,134,16,45,misc,BRA,"FW,MF",25,1997,1285,14,131,531,648,68,1282,92,36,42,839,4998,2240,71,58,19,82,69,935,177,possession,BRA,"FW,MF",25,1997,27.1,553,886,62.4,9963,3082,278,353,78.8,170,258,65.9,87,196,4,4.3,3.8,-0.3,48,64,43,17,107,passing,BRA,"FW,MF",25,1997,50,24,18,20,12,27,53,26,36,3,33,16,66,15,0,defense,gabriel strefezza,gabriel strefezza,gabriel strefezza,10000000.0
ITA-Serie A,2022,Bologna,Gary Medel,CHI,"MF,DF",34,1987,29,17,1478,16.4,0,1,1,0,0,0,5,0,0.1,0.1,0.4,0.5,1,58,5,0.0,0.06,0.06,0.0,0.06,0.0,0.02,0.03,0.0,0.03,standard,CHI,"MF,DF",34,1987,16.4,0,2,0,0.12,0.0,0,0,0,0.1,0.1,-0.1,-0.1,shooting,CHI,"MF,DF",34,1987,5,0,0,19,16,0,4,28,15,0,0,0,141,15,15,misc,CHI,"MF,DF",34,1987,1226,123,520,656,60,0,1226,6,4,2,643,2305,983,1,3,0,6,4,803,5,possession,CHI,"MF,DF",34,1987,16.4,986,1102,89.5,17960,6023,399,427,93.4,454,481,94.4,107,155,1,0.4,0.4,0.6,7,61,5,0,58,passing,CHI,"MF,DF",34,1987,25,15,16,7,2,9,16,7,17,10,7,28,53,34,0,defense,gary medel,gary medel,gary medel,800000.0
ITA-Serie A,2022,Roma,Georginio Wijnaldum,NED,MF,31,1990,14,10,769,8.5,2,0,2,2,0,0,0,0,2.2,2.2,0.7,2.9,16,18,33,0.23,0.0,0.23,0.23,0.23,0.26,0.08,0.34,0.26,0.34,standard,NED,MF,31,1990,8.5,2,20,4,2.34,0.47,0,0,0,2.2,2.2,-0.2,-0.2,shooting,NED,MF,31,1990,0,0,0,3,9,1,4,2,3,1,0,0,32,13,5,misc,NED,MF,31,1990,274,9,37,151,90,30,274,21,11,10,154,1071,507,16,11,5,11,7,181,33,possession,NED,MF,31,1990,8.5,169,204,82.8,2254,502,103,118,87.3,53,60,88.3,5,7,0,0.7,0.8,-0.7,8,9,6,2,18,passing,NED,MF,31,1990,4,3,1,3,0,0,2,2,7,1,6,2,6,3,0,defense,georginio wijnaldum,georginio wijnaldum,georginio wijnaldum,8000000.0
ITA-Serie A,2022,Udinese,Gerard Deulofeu,ESP,FW,28,1994,16,15,1211,13.5,2,6,8,2,0,0,1,0,5.1,5.1,4.4,9.5,72,82,118,0.15,0.45,0.59,0.15,0.59,0.38,0.33,0.7,0.38,0.7,standard,ESP,FW,28,1994,13.5,2,44,12,3.27,0.89,10,0,0,5.1,5.1,-3.1,-3.1,shooting,ESP,FW,28,1994,1,0,0,8,11,8,59,2,5,0,0,0,44,1,4,misc,ESP,FW,28,1994,725,5,44,295,400,82,725,45,20,21,455,3177,2005,72,39,33,22,18,506,118,possession,ESP,FW,28,1994,13.5,443,588,75.3,6574,2331,260,294,88.4,139,181,76.8,27,64,6,4.4,4.0,1.6,48,40,42,2,82,passing,ESP,FW,28,1994,8,5,5,1,2,5,15,10,8,1,7,2,10,1,0,defense,gerard deulofeu,gerard deulofeu,gerard deulofeu,10000000.0
ITA-Serie A,2022,Sampdoria,Gerard Yepes,ESP,MF,19,2002,5,2,198,2.2,0,0,0,0,0,0,2,0,0.1,0.1,0.0,0.1,3,7,6,0.0,0.0,0.0,0.0,0.0,0.03,0.01,0.04,0.03,0.04,standard,ESP,MF,19,2002,2.2,0,1,0,0.45,0.0,0,0,0,0.1,0.1,-0.1,-0.1,shooting,ESP,MF,19,2002,2,0,0,7,4,0,0,4,3,0,0,0,13,5,2,misc,ESP,MF,19,2002,128,6,20,90,19,2,128,1,0,1,59,248,106,3,3,1,3,1,72,6,possession,ESP,MF,19,2002,2.2,77,105,73.3,1205,271,43,55,78.2,28,34,82.4,5,10,0,0.0,0.0,0.0,1,5,0,0,7,passing,ESP,MF,19,2002,5,3,2,3,0,1,3,2,3,0,3,4,9,3,0,defense,gerard yepes,gerard yepes,gerard yepes,500000.0
ITA-Serie A,2022,Cremonese,Giacomo Quagliata,ITA,DF,22,2000,20,6,699,7.8,0,1,1,0,0,0,0,1,0.5,0.5,1.0,1.5,19,28,45,0.0,0.13,0.13,0.0,0.13,0.06,0.13,0.19,0.06,0.19,standard,ITA,DF,22,2000,7.8,0,9,1,1.16,0.13,1,0,0,0.5,0.5,-0.5,-0.5,shooting,ITA,DF,22,2000,0,1,0,13,12,0,54,11,8,0,0,0,57,2,14,misc,ITA,DF,22,2000,421,15,107,154,171,13,421,25,10,11,193,1189,770,19,18,2,10,6,207,45,possession,ITA,DF,22,2000,7.8,221,338,65.4,3802,1660,108,123,87.8,90,132,68.2,20,62,1,1.0,1.0,0.0,13,21,10,8,28,passing,ITA,DF,22,2000,10,8,7,1,2,5,11,6,7,2,5,11,21,8,0,defense,giacomo quagliata,giacomo quagliata,giacomo quagliata,2000000.0
ITA-Serie A,2022,Napoli,Giacomo Raspadori,ITA,"FW,MF",22,2000,25,10,911,10.1,2,2,4,2,0,0,1,0,3.5,3.5,1.3,4.8,13,33,88,0.2,0.2,0.4,0.2,0.4,0.35,0.13,0.47,0.35,0.47,standard,ITA,"FW,MF",22,2000,10.1,2,41,16,4.05,1.58,3,0,0,3.5,3.5,-1.5,-1.5,shooting,ITA,"FW,MF",22,2000,1,0,0,7,12,1,32,4,8,0,0,0,31,3,8,misc,ITA,"FW,MF",22,2000,577,4,50,238,290,55,577,21,8,10,348,1424,539,13,10,5,31,14,445,88,possession,ITA,"FW,MF",22,2000,10.1,348,452,77.0,5535,1098,180,211,85.3,115,139,82.7,30,61,2,1.3,1.3,0.7,18,20,13,1,33,passing,ITA,"FW,MF",22,2000,10,8,0,6,4,4,10,6,9,0,9,4,14,4,0,defense,giacomo raspadori,giacomo raspadori,giacomo raspadori,35000000.0
ITA-Serie A,2022,Napoli,Giacomo Raspadori,ITA,"FW,MF",22,2000,25,10,911,10.1,2,2,4,2,0,0,1,0,3.5,3.5,1.3,4.8,13,33,88,0.2,0.2,0.4,0.2,0.4,0.35,0.13,0.47,0.35,0.47,standard,ITA,"FW,MF",22,2000,10.1,2,41,16,4.05,1.58,3,0,0,3.5,3.5,-1.5,-1.5,shooting,ITA,"FW,MF",22,2000,1,0,0,7,12,1,32,4,8,0,0,0,31,3,8,misc,ITA,"FW,MF",22,2000,577,4,50,238,290,55,577,21,8,10,348,1424,539,13,10,5,31,14,445,88,possession,ITA,"FW,MF",22,2000,10.1,348,452,77.0,5535,1098,180,211,85.3,115,139,82.7,30,61,2,1.3,1.3,0.7,18,20,13,1,33,passing,ITA,"FW,MF",22,2000,10,8,0,6,4,4,10,6,9,0,9,4,14,4,0,defense,giacomo raspadori,giacomo raspadori,giacomo raspadori,35000000.0
ITA-Serie A,2022,Sassuolo,Giacomo Raspadori,ITA,FW,22,2000,1,0,45,0.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,2,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,standard,ITA,FW,22,2000,0.5,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,shooting,ITA,FW,22,2000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,misc,ITA,FW,22,2000,15,0,0,7,8,2,15,0,0,0,10,33,6,0,1,0,2,1,12,4,possession,ITA,FW,22,2000,0.5,10,12,83.3,207,33,2,2,100.0,6,7,85.7,1,2,0,0.0,0.0,0.0,0,1,0,0,2,passing,ITA,FW,22,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,defense,giacomo raspadori,giacomo raspadori,giacomo raspadori,35000000.0
ITA-Serie A,2022,Sassuolo,Giacomo Raspadori,ITA,FW,22,2000,1,0,45,0.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,2,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,standard,ITA,FW,22,2000,0.5,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,shooting,ITA,FW,22,2000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,misc,ITA,FW,22,2000,15,0,0,7,8,2,15,0,0,0,10,33,6,0,1,0,2,1,12,4,possession,ITA,FW,22,2000,0.5,10,12,83.3,207,33,2,2,100.0,6,7,85.7,1,2,0,0.0,0.0,0.0,0,1,0,0,2,passing,ITA,FW,22,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,defense,giacomo raspadori,giacomo raspadori,giacomo raspadori,35000000.0
ITA-Serie A,2022,Sassuolo,Gian Marco Ferrari,ITA,DF,30,1992,33,24,2223,24.7,1,0,1,1,0,0,5,0,1.2,1.2,0.4,1.6,11,101,4,0.04,0.0,0.04,0.04,0.04,0.05,0.02,0.07,0.05,0.07,standard,ITA,DF,30,1992,24.7,1,8,1,0.32,0.04,0,0,0,1.2,1.2,-0.2,-0.2,shooting,ITA,DF,30,1992,5,0,0,24,31,0,6,23,16,0,2,0,110,47,24,misc,ITA,DF,30,1992,1476,210,749,672,66,14,1476,2,0,1,858,4530,2799,11,10,0,10,2,938,4,possession,ITA,DF,30,1992,24.7,1111,1295,85.8,22139,8213,353,387,91.2,598,655,91.3,144,221,0,0.4,1.0,-0.4,4,78,5,1,101,passing,ITA,DF,30,1992,23,16,11,10,2,10,17,7,29,20,9,23,46,81,4,defense,gian marco ferrari,gian marco ferrari,gian marco ferrari,2000000.0
ITA-Serie A,2022,Hellas Verona,Giangiacomo Magnani,ITA,DF,26,1995,24,19,1532,17.0,0,1,1,0,0,0,7,1,0.5,0.5,0.2,0.7,5,32,5,0.0,0.06,0.06,0.0,0.06,0.03,0.01,0.04,0.03,0.04,standard,ITA,DF,26,1995,17.0,0,7,1,0.41,0.06,0,0,0,0.5,0.5,-0.5,-0.5,shooting,ITA,DF,26,1995,7,1,0,22,8,0,4,21,22,0,0,1,93,33,21,misc,ITA,DF,26,1995,683,102,341,323,27,7,683,5,3,2,316,1386,605,5,5,1,6,3,307,5,possession,ITA,DF,26,1995,17.0,367,499,73.5,7603,2655,125,151,82.8,176,211,83.4,61,122,1,0.2,0.2,0.8,5,32,4,1,32,passing,ITA,DF,26,1995,33,22,20,11,2,19,25,6,20,15,5,21,54,76,0,defense,giangiacomo magnani,giangiacomo magnani,giangiacomo magnani,3000000.0
ITA-Serie A,2022,Monza,Gianluca Caprari,ITA,"MF,FW",29,1993,37,32,2441,27.1,5,2,7,4,1,1,7,0,5.0,4.2,2.5,6.7,100,92,188,0.18,0.07,0.26,0.15,0.22,0.18,0.09,0.28,0.15,0.25,standard,ITA,"MF,FW",29,1993,27.1,5,50,13,1.84,0.48,1,1,1,5.0,4.2,0.0,-0.2,shooting,ITA,"MF,FW",29,1993,7,0,0,34,50,9,76,8,6,0,0,0,101,6,21,misc,ITA,"MF,FW",29,1993,1364,7,128,668,577,103,1363,91,40,43,884,5535,2661,100,50,42,79,32,1089,188,possession,ITA,"MF,FW",29,1993,27.1,853,1082,78.8,13026,2612,495,561,88.2,250,322,77.6,70,100,2,2.5,2.8,-0.5,29,56,30,4,92,passing,ITA,"MF,FW",29,1993,16,6,3,11,2,8,26,18,22,1,21,8,24,3,0,defense,gianluca caprari,gianluca caprari,gianluca caprari,8000000.0
ITA-Serie A,2022,Napoli,Gianluca Gaetano,ITA,MF,22,2000,8,0,76,0.8,1,1,2,1,0,0,0,0,1.1,1.1,0.2,1.2,4,4,9,1.18,1.18,2.37,1.18,2.37,1.42,0.22,1.64,1.42,1.64,standard,ITA,MF,22,2000,0.8,1,7,5,8.29,5.92,0,0,0,1.1,1.1,-0.1,-0.1,shooting,ITA,MF,22,2000,0,0,0,2,1,0,1,1,3,0,0,0,6,0,0,misc,ITA,MF,22,2000,79,0,3,39,38,8,79,3,2,0,53,240,123,4,2,2,2,4,64,9,possession,ITA,MF,22,2000,0.8,48,62,77.4,655,152,28,29,96.6,14,20,70.0,3,4,1,0.2,0.1,0.8,1,3,0,0,4,passing,ITA,MF,22,2000,5,3,1,3,1,0,0,0,1,0,1,1,6,0,0,defense,gianluca gaetano,gianluca gaetano,gianluca gaetano,4500000.0
ITA-Serie A,2022,Roma,Gianluca Mancini,ITA,DF,26,1996,35,33,2858,31.8,1,2,3,1,0,0,7,0,2.5,2.5,1.6,4.1,17,93,19,0.03,0.06,0.09,0.03,0.09,0.08,0.05,0.13,0.08,0.13,standard,ITA,DF,26,1996,31.8,1,22,5,0.69,0.16,0,0,0,2.5,2.5,-1.5,-1.5,shooting,ITA,DF,26,1996,7,0,0,39,25,2,28,46,19,0,1,0,112,58,26,misc,ITA,DF,26,1996,1865,189,855,885,139,30,1865,14,6,5,1124,5050,3089,17,21,0,16,7,1324,19,possession,ITA,DF,26,1996,31.8,1306,1621,80.6,24870,8978,494,542,91.1,638,718,88.9,157,311,2,1.6,1.3,0.4,16,104,15,5,93,passing,ITA,DF,26,1996,37,19,27,9,1,18,34,16,38,17,21,46,83,67,0,defense,gianluca mancini,gianluca mancini,gianluca mancini,18000000.0
ITA-Serie A,2022,Sassuolo,Gianluca Pegolo,ITA,GK,41,1981,2,2,180,2.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,standard,ITA,GK,41,1981,2.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,shooting,ITA,GK,41,1981,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,misc,ITA,GK,41,1981,81,71,81,0,0,0,81,0,0,0,46,198,122,0,0,0,0,0,43,0,possession,ITA,GK,41,1981,2.0,64,77,83.1,1652,1058,13,13,100.0,31,32,96.9,19,31,0,0.0,0.0,0.0,0,0,0,0,0,passing,ITA,GK,41,1981,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,defense,gianluca pegolo,gianluca pegolo,gianluca pegolo,100000.0
ITA-Serie A,2022,Atalanta,Giorgio Scalvini,ITA,DF,18,2003,32,29,2335,25.9,2,2,4,2,0,0,7,0,2.0,2.0,0.4,2.4,22,158,34,0.08,0.08,0.15,0.08,0.15,0.08,0.01,0.09,0.08,0.09,standard,ITA,DF,18,2003,25.9,2,17,4,0.66,0.15,0,0,0,2.0,2.0,0.0,0.0,shooting,ITA,DF,18,2003,7,0,0,55,6,6,8,56,29,0,0,0,179,49,37,misc,ITA,DF,18,2003,1762,124,687,861,226,32,1762,26,12,11,917,3552,1989,22,22,6,20,8,1146,34,possession,ITA,DF,18,2003,25.9,1205,1486,81.1,19877,8249,613,687,89.2,476,545,87.3,90,184,2,0.4,0.8,1.6,9,133,14,2,158,passing,ITA,DF,18,2003,54,29,30,18,6,29,55,26,36,13,23,56,110,57,2,defense,giorgio scalvini,giorgio scalvini,giorgio scalvini,40000000.0
ITA-Serie A,2022,Bologna,Giorgos Kyriakopoulos,GRE,"DF,FW",26,1996,12,8,704,7.8,0,2,2,0,0,0,2,0,0.2,0.2,0.8,1.0,21,23,50,0.0,0.26,0.26,0.0,0.26,0.03,0.1,0.13,0.03,0.13,standard,GRE,"DF,FW",26,1996,7.8,0,7,3,0.89,0.38,0,0,0,0.2,0.2,-0.2,-0.2,shooting,GRE,"DF,FW",26,1996,2,0,0,9,12,0,38,4,6,0,0,0,41,5,11,misc,GRE,"DF,FW",26,1996,490,20,137,194,163,9,490,17,11,4,293,1735,1021,21,15,1,13,8,331,50,possession,GRE,"DF,FW",26,1996,7.8,318,413,77.0,4904,2157,177,193,91.7,105,128,82.0,26,65,2,0.8,1.1,1.2,9,22,11,6,23,passing,GRE,"DF,FW",26,1996,13,6,4,5,4,10,23,13,14,2,12,4,17,10,0,defense,giorgos kyriakopoulos,georgios kyriakopoulos,georgios kyriakopoulos,3800000.0
ITA-Serie A,2022,Bologna,Giorgos Kyriakopoulos,GRE,"DF,FW",26,1996,12,8,704,7.8,0,2,2,0,0,0,2,0,0.2,0.2,0.8,1.0,21,23,50,0.0,0.26,0.26,0.0,0.26,0.03,0.1,0.13,0.03,0.13,standard,GRE,"DF,FW",26,1996,7.8,0,7,3,0.89,0.38,0,0,0,0.2,0.2,-0.2,-0.2,shooting,GRE,"DF,FW",26,1996,2,0,0,9,12,0,38,4,6,0,0,0,41,5,11,misc,GRE,"DF,FW",26,1996,490,20,137,194,163,9,490,17,11,4,293,1735,1021,21,15,1,13,8,331,50,possession,GRE,"DF,FW",26,1996,7.8,318,413,77.0,4904,2157,177,193,91.7,105,128,82.0,26,65,2,0.8,1.1,1.2,9,22,11,6,23,passing,GRE,"DF,FW",26,1996,13,6,4,5,4,10,23,13,14,2,12,4,17,10,0,defense,giorgos kyriakopoulos,georgios kyriakopoulos,georgios kyriakopoulos,3800000.0
ITA-Serie A,2022,Sassuolo,Giorgos Kyriakopoulos,GRE,"FW,DF",26,1996,12,9,766,8.5,1,1,2,1,0,0,3,0,1.1,1.1,1.4,2.5,17,32,46,0.12,0.12,0.23,0.12,0.23,0.13,0.17,0.29,0.13,0.29,standard,GRE,"FW,DF",26,1996,8.5,1,13,4,1.53,0.47,0,0,0,1.1,1.1,-0.1,-0.1,shooting,GRE,"FW,DF",26,1996,3,0,0,9,13,0,39,11,8,1,0,0,37,7,13,misc,GRE,"FW,DF",26,1996,505,14,140,187,186,16,505,31,14,15,312,1875,1061,17,15,5,14,18,333,46,possession,GRE,"FW,DF",26,1996,8.5,300,391,76.7,5430,2158,148,165,89.7,103,125,82.4,44,81,1,1.4,0.9,-0.4,14,23,14,9,32,passing,GRE,"FW,DF",26,1996,21,8,7,9,5,10,14,4,7,1,6,11,32,12,1,defense,giorgos kyriakopoulos,georgios kyriakopoulos,georgios kyriakopoulos,3800000.0
ITA-Serie A,2022,Sassuolo,Giorgos Kyriakopoulos,GRE,"FW,DF",26,1996,12,9,766,8.5,1,1,2,1,0,0,3,0,1.1,1.1,1.4,2.5,17,32,46,0.12,0.12,0.23,0.12,0.23,0.13,0.17,0.29,0.13,0.29,standard,GRE,"FW,DF",26,1996,8.5,1,13,4,1.53,0.47,0,0,0,1.1,1.1,-0.1,-0.1,shooting,GRE,"FW,DF",26,1996,3,0,0,9,13,0,39,11,8,1,0,0,37,7,13,misc,GRE,"FW,DF",26,1996,505,14,140,187,186,16,505,31,14,15,312,1875,1061,17,15,5,14,18,333,46,possession,GRE,"FW,DF",26,1996,8.5,300,391,76.7,5430,2158,148,165,89.7,103,125,82.4,44,81,1,1.4,0.9,-0.4,14,23,14,9,32,passing,GRE,"FW,DF",26,1996,21,8,7,9,5,10,14,4,7,1,6,11,32,12,1,defense,giorgos kyriakopoulos,georgios kyriakopoulos,georgios kyriakopoulos,3800000.0
