league,season,team,player,nation,pos,age,born,Playing Time MP,Playing Time Starts,Playing Time Min,Playing Time 90s,Performance Gls,Performance Ast,Performance G+A,Performance G-PK,Performance PK,Performance PKatt,Performance CrdY,Performance CrdR,Expected xG,Expected npxG,Expected xAG,Expected npxG+xAG,Progression PrgC,Progression PrgP,Progression PrgR,Per 90 Minutes Gls,Per 90 Minutes Ast,Per 90 Minutes G+A,Per 90 Minutes G-PK,Per 90 Minutes G+A-PK,Per 90 Minutes xG,Per 90 Minutes xAG,Per 90 Minutes xG+xAG,Per 90 Minutes npxG,Per 90 Minutes npxG+xAG,stat_type,nation_shooting,pos_shooting,age_shooting,born_shooting,90s,Standard Gls,Standard Sh,Standard SoT,Standard SoT%,Standard Sh/90,Standard SoT/90,Standard G/Sh,Standard G/SoT,Standard Dist,Standard FK,Standard PK,Standard PKatt,Expected xG_shooting,Expected npxG_shooting,Expected npxG/Sh,Expected G-xG,Expected np:G-xG,stat_type_shooting,nation_possession,pos_possession,age_possession,born_possession,90s_possession,Touches Touches,Touches Def Pen,Touches Def 3rd,Touches Mid 3rd,Touches Att 3rd,Touches Att Pen,Touches Live,Take-Ons Att,Take-Ons Succ,Take-Ons Succ%,Take-Ons Tkld,Take-Ons Tkld%,Carries Carries,Carries TotDist,Carries PrgDist,Carries PrgC,Carries 1/3,Carries CPA,Carries Mis,Carries Dis,Receiving Rec,Receiving PrgR,stat_type_possession,nation_passing,pos_passing,age_passing,born_passing,90s_passing,Total Cmp,Total Att,Total Cmp%,Total TotDist,Total PrgDist,Short Cmp,Short Att,Short Cmp%,Medium Cmp,Medium Att,Medium Cmp%,Long Cmp,Long Att,Long Cmp%,Ast,xAG,Expected xA,Expected A-xAG,KP,1/3,PPA,CrsPA,PrgP,stat_type_passing,nation_misc,pos_misc,age_misc,born_misc,90s_misc,Performance CrdY_misc,Performance CrdR_misc,Performance 2CrdY,Performance Fls,Performance Fld,Performance Off,Performance Crs,Performance Int,Performance TklW,Performance PKwon,Performance PKcon,Performance OG,Performance Recov,Aerial Duels Won,Aerial Duels Lost,Aerial Duels Won%,stat_type_misc,nation_defense,pos_defense,age_defense,born_defense,90s_defense,Tackles Tkl,Tackles TklW,Tackles Def 3rd,Tackles Mid 3rd,Tackles Att 3rd,Challenges Tkl,Challenges Att,Challenges Tkl%,Challenges Lost,Blocks Blocks,Blocks Sh,Blocks Pass,Int,Tkl+Int,Clr,Err,stat_type_defense
ESP-La Liga,2023,Valencia,Roman Yaremchuk,UKR,FW,27.0,1995.0,25,11,928,10.3,3,0,3,3,0,0,2,0,4.6,4.6,0.1,4.8,12,20,46,0.29,0.0,0.29,0.29,0.29,0.45,0.01,0.46,0.45,0.46,standard,UKR,FW,27.0,1995.0,10.3,3,18,9,50.0,1.75,0.87,0.17,0.33,12.3,0,0,0,4.6,4.6,0.26,-1.6,-1.6,shooting,UKR,FW,27.0,1995.0,10.3,315,10,19,140,163,34,315,14,5,35.7,9,64.3,177,877,378,12,11,6,26,17,228,46,possession,UKR,FW,27.0,1995.0,10.3,142,210,67.6,1794,404,98,130,75.4,30,43,69.8,6,6,100.0,0,0.1,0.2,-0.1,5,13,4,0,20,passing,UKR,FW,27.0,1995.0,10.3,2,0,0,7,13,16,3,1,2,0,0,0,28,26,46,36.1,misc,UKR,FW,27.0,1995.0,10.3,5,2,1,2,2,3,6,50.0,3,4,0,4,1,6,9,0,defense
ESP-La Liga,2023,Cádiz,Rominigue Kouamé,MLI,MF,26.0,1996.0,16,9,821,9.1,0,0,0,0,0,0,2,0,0.3,0.3,0.1,0.4,16,34,5,0.0,0.0,0.0,0.0,0.0,0.03,0.01,0.04,0.03,0.04,standard,MLI,MF,26.0,1996.0,9.1,0,5,0,0.0,0.55,0.0,0.0,,22.3,0,0,0,0.3,0.3,0.06,-0.3,-0.3,shooting,MLI,MF,26.0,1996.0,9.1,501,14,121,328,58,2,501,10,7,70.0,1,10.0,249,1684,703,16,7,1,8,1,286,5,possession,MLI,MF,26.0,1996.0,9.1,355,411,86.4,6129,1351,166,194,85.6,152,169,89.9,30,34,88.2,0,0.1,0.3,-0.1,4,41,5,1,34,passing,MLI,MF,26.0,1996.0,9.1,2,0,0,11,9,1,1,13,9,0,0,0,60,19,13,59.4,misc,MLI,MF,26.0,1996.0,9.1,14,9,6,7,1,7,15,46.7,8,10,2,8,13,27,10,1,defense
ESP-La Liga,2023,Barcelona,Ronald Araújo,URU,DF,24.0,1999.0,25,21,1997,22.2,1,2,3,1,0,0,6,0,2.1,2.1,1.4,3.5,24,101,11,0.05,0.09,0.14,0.05,0.14,0.09,0.07,0.16,0.09,0.16,standard,URU,DF,24.0,1999.0,22.2,1,23,9,39.1,1.04,0.41,0.04,0.11,12.4,0,0,0,2.1,2.1,0.09,-1.1,-1.1,shooting,URU,DF,24.0,1999.0,22.2,1811,157,732,1000,92,34,1811,11,8,72.7,2,18.2,1177,6282,3750,24,14,2,14,4,1350,11,possession,URU,DF,24.0,1999.0,22.2,1458,1641,88.8,27691,10325,543,578,93.9,769,818,94.0,136,218,62.4,2,1.4,1.7,0.6,8,111,6,1,101,passing,URU,DF,24.0,1999.0,22.2,6,0,0,25,9,0,8,12,22,0,1,0,102,60,22,73.2,misc,URU,DF,24.0,1999.0,22.2,27,22,11,15,1,12,17,70.6,5,20,11,9,12,39,66,2,defense
ESP-La Liga,2023,Valencia,Ruben Lendinez,ESP,DF,20.0,2003.0,1,0,11,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,standard,ESP,DF,20.0,2003.0,0.1,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,shooting,ESP,DF,20.0,2003.0,0.1,11,1,3,6,2,1,11,0,0,,0,,1,2,0,0,0,0,0,0,5,3,possession,ESP,DF,20.0,2003.0,0.1,6,6,100.0,90,11,3,3,100.0,3,3,100.0,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,passing,ESP,DF,20.0,2003.0,0.1,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,,misc,ESP,DF,20.0,2003.0,0.1,2,2,0,2,0,1,1,100.0,0,0,0,0,0,2,1,0,defense
ESP-La Liga,2023,Cádiz,Rubén Alcaraz,ESP,MF,32.0,1991.0,36,36,3134,34.8,3,1,4,1,2,2,14,0,3.3,1.7,1.4,3.1,27,154,37,0.09,0.03,0.11,0.03,0.06,0.09,0.04,0.13,0.05,0.09,standard,ESP,MF,32.0,1991.0,34.8,3,46,10,21.7,1.32,0.29,0.02,0.1,24.9,8,2,2,3.3,1.7,0.04,-0.3,-0.7,shooting,ESP,MF,32.0,1991.0,34.8,1970,91,470,1193,328,28,1968,23,10,43.5,11,47.8,997,4688,1909,27,27,3,28,27,1135,37,possession,ESP,MF,32.0,1991.0,34.8,1271,1582,80.3,23608,6666,577,637,90.6,487,558,87.3,167,303,55.1,1,1.4,1.6,-0.4,23,151,16,3,154,passing,ESP,MF,32.0,1991.0,34.8,14,0,0,84,71,1,36,33,59,0,0,0,234,47,49,49.0,misc,ESP,MF,32.0,1991.0,34.8,97,59,39,52,6,50,121,41.3,71,60,14,46,33,130,55,2,defense
ESP-La Liga,2023,Alavés,Rubén Duarte,ESP,DF,27.0,1995.0,28,21,1878,20.9,2,1,3,2,0,0,7,0,0.7,0.7,1.5,2.2,16,81,39,0.1,0.05,0.14,0.1,0.14,0.03,0.07,0.1,0.03,0.1,standard,ESP,DF,27.0,1995.0,20.9,2,15,5,33.3,0.72,0.24,0.13,0.4,24.6,3,0,0,0.7,0.7,0.05,1.3,1.3,shooting,ESP,DF,27.0,1995.0,20.9,1024,88,405,429,197,12,1024,5,3,60.0,1,20.0,395,1913,981,16,15,2,10,4,468,39,possession,ESP,DF,27.0,1995.0,20.9,566,827,68.4,11070,5341,226,262,86.3,254,331,76.7,80,198,40.4,1,1.5,1.5,-0.5,17,58,15,10,81,passing,ESP,DF,27.0,1995.0,20.9,7,0,0,31,30,0,70,23,20,0,0,0,93,27,26,50.9,misc,ESP,DF,27.0,1995.0,20.9,39,20,21,16,2,21,31,67.7,10,21,6,15,23,62,69,0,defense
ESP-La Liga,2023,Osasuna,Rubén García,ESP,"FW,MF",30.0,1993.0,30,19,1547,17.2,3,2,5,3,0,0,1,0,2.3,2.3,3.3,5.6,16,59,117,0.17,0.12,0.29,0.17,0.29,0.13,0.19,0.33,0.13,0.33,standard,ESP,"FW,MF",30.0,1993.0,17.2,3,28,10,35.7,1.63,0.58,0.11,0.3,18.0,3,0,0,2.3,2.3,0.08,0.7,0.7,shooting,ESP,"FW,MF",30.0,1993.0,17.2,951,19,125,365,466,40,951,31,18,58.1,9,29.0,473,2042,730,16,26,4,31,23,647,117,possession,ESP,"FW,MF",30.0,1993.0,17.2,519,774,67.1,8222,2306,288,354,81.4,163,217,75.1,55,130,42.3,2,3.3,3.5,-1.3,31,31,26,9,59,passing,ESP,"FW,MF",30.0,1993.0,17.2,1,0,0,24,27,6,101,12,18,0,0,0,86,30,36,45.5,misc,ESP,"FW,MF",30.0,1993.0,17.2,32,18,8,17,7,13,33,39.4,20,23,3,20,12,44,23,0,defense
ESP-La Liga,2023,Osasuna,Rubén Peña,ESP,"DF,FW",32.0,1991.0,29,26,2088,23.2,0,2,2,0,0,0,3,0,0.9,0.9,2.6,3.5,62,78,147,0.0,0.09,0.09,0.0,0.09,0.04,0.11,0.15,0.04,0.15,standard,ESP,"DF,FW",32.0,1991.0,23.2,0,17,5,29.4,0.73,0.22,0.0,0.0,21.0,0,0,0,0.9,0.9,0.05,-0.9,-0.9,shooting,ESP,"DF,FW",32.0,1991.0,23.2,1241,49,290,501,468,41,1241,73,35,47.9,33,45.2,608,3824,1843,62,43,9,45,33,670,147,possession,ESP,"DF,FW",32.0,1991.0,23.2,626,955,65.5,10643,4696,297,368,80.7,263,376,69.9,52,129,40.3,2,2.6,3.0,-0.6,28,55,33,18,78,passing,ESP,"DF,FW",32.0,1991.0,23.2,3,0,0,28,24,6,111,30,25,0,0,0,134,14,42,25.0,misc,ESP,"DF,FW",32.0,1991.0,23.2,47,25,22,18,7,20,49,40.8,29,37,8,29,30,77,39,3,defense
ESP-La Liga,2023,Cádiz,Rubén Sobrino,ESP,"MF,FW",31.0,1992.0,32,18,1646,18.3,0,1,1,0,0,0,8,1,1.8,1.8,2.3,4.1,27,34,78,0.0,0.05,0.05,0.0,0.05,0.1,0.12,0.22,0.1,0.22,standard,ESP,"MF,FW",31.0,1992.0,18.3,0,21,3,14.3,1.15,0.16,0.0,0.0,17.9,0,0,0,1.8,1.8,0.09,-1.8,-1.8,shooting,ESP,"MF,FW",31.0,1992.0,18.3,780,24,162,346,279,38,780,41,16,39.0,23,56.1,416,2197,979,27,26,5,39,28,470,78,possession,ESP,"MF,FW",31.0,1992.0,18.3,387,526,73.6,4945,1233,266,303,87.8,83,125,66.4,17,31,54.8,1,2.3,1.7,-1.3,22,31,8,3,34,passing,ESP,"MF,FW",31.0,1992.0,18.3,8,1,0,46,31,7,22,16,28,0,0,0,112,22,22,50.0,misc,ESP,"MF,FW",31.0,1992.0,18.3,52,28,18,26,8,22,51,43.1,29,26,2,24,16,68,18,0,defense
ESP-La Liga,2023,Betis,Rui Silva,POR,GK,29.0,1994.0,28,28,2475,27.5,0,0,0,0,0,0,4,0,0.0,0.0,0.0,0.0,0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,standard,POR,GK,29.0,1994.0,27.5,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,shooting,POR,GK,29.0,1994.0,27.5,1017,841,1012,5,0,0,1017,1,1,100.0,0,0.0,558,3004,1563,0,0,0,0,0,435,1,possession,POR,GK,29.0,1994.0,27.5,669,958,69.8,18063,12611,124,124,100.0,324,327,99.1,218,501,43.5,0,0.0,0.0,0.0,0,8,0,0,1,passing,POR,GK,29.0,1994.0,27.5,4,0,0,2,7,0,0,1,0,0,2,1,41,10,3,76.9,misc,POR,GK,29.0,1994.0,27.5,0,0,0,0,0,0,3,0.0,3,0,0,0,1,1,13,1,defense
ESP-La Liga,2023,Atlético Madrid,Salim El Jebari,MAR,MF,19.0,2004.0,1,0,13,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,standard,MAR,MF,19.0,2004.0,0.1,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,shooting,MAR,MF,19.0,2004.0,0.1,9,1,1,4,4,0,9,0,0,,0,,5,47,24,1,1,0,1,1,6,1,possession,MAR,MF,19.0,2004.0,0.1,3,4,75.0,30,3,3,3,100.0,0,1,0.0,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,passing,MAR,MF,19.0,2004.0,0.1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,2,0.0,misc,MAR,MF,19.0,2004.0,0.1,1,0,0,1,0,0,0,,0,0,0,0,0,1,1,0,defense
ESP-La Liga,2023,Rayo Vallecano,Salvi,ESP,MF,32.0,1991.0,1,0,28,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,standard,ESP,MF,32.0,1991.0,0.3,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,shooting,ESP,MF,32.0,1991.0,0.3,14,0,1,9,4,0,14,1,1,100.0,0,0.0,14,102,47,2,2,0,0,2,13,2,possession,ESP,MF,32.0,1991.0,0.3,10,12,83.3,139,17,4,4,100.0,4,5,80.0,1,2,50.0,0,0.0,0.0,0.0,0,0,0,0,0,passing,ESP,MF,32.0,1991.0,0.3,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,,misc,ESP,MF,32.0,1991.0,0.3,0,0,0,0,0,0,4,0.0,4,0,0,0,1,1,0,0,defense
ESP-La Liga,2023,Mallorca,Samu Costa,POR,MF,22.0,2000.0,34,26,2303,25.6,1,1,2,1,0,0,8,0,1.1,1.1,0.5,1.6,16,93,32,0.04,0.04,0.08,0.04,0.08,0.04,0.02,0.06,0.04,0.06,standard,POR,MF,22.0,2000.0,25.6,1,22,3,13.6,0.86,0.12,0.05,0.33,20.9,1,0,0,1.1,1.1,0.05,-0.1,-0.1,shooting,POR,MF,22.0,2000.0,25.6,1425,83,382,808,243,33,1425,23,12,52.2,8,34.8,694,2953,987,16,21,4,43,22,811,32,possession,POR,MF,22.0,2000.0,25.6,830,1087,76.4,15302,3901,357,433,82.4,359,432,83.1,99,153,64.7,1,0.5,1.0,0.5,12,77,11,4,93,passing,POR,MF,22.0,2000.0,25.6,8,0,0,62,49,6,24,39,50,0,1,0,164,61,31,66.3,misc,POR,MF,22.0,2000.0,25.6,91,50,40,46,5,46,93,49.5,47,28,14,14,39,130,59,3,defense
ESP-La Liga,2023,Alavés,Samu Omorodion,ESP,FW,19.0,2004.0,34,21,1918,21.3,8,1,9,8,0,0,6,0,10.8,10.8,1.3,12.0,30,18,100,0.38,0.05,0.42,0.38,0.42,0.51,0.06,0.56,0.51,0.56,standard,ESP,FW,19.0,2004.0,21.3,8,64,24,37.5,3.0,1.13,0.13,0.33,13.5,0,0,0,10.8,10.8,0.17,-2.8,-2.8,shooting,ESP,FW,19.0,2004.0,21.3,600,18,38,289,282,107,600,57,22,38.6,33,57.9,344,1689,668,30,17,24,89,36,434,100,possession,ESP,FW,19.0,2004.0,21.3,232,322,72.0,3200,468,142,180,78.9,68,93,73.1,8,13,61.5,1,1.3,0.6,-0.3,16,11,5,0,18,passing,ESP,FW,19.0,2004.0,21.3,6,0,0,30,30,16,2,1,3,1,0,0,46,59,89,39.9,misc,ESP,FW,19.0,2004.0,21.3,6,3,1,4,1,0,4,0.0,4,11,2,9,1,7,14,0,defense
ESP-La Liga,2023,Granada,Samu Omorodion,ESP,FW,19.0,2004.0,1,1,80,0.9,1,0,1,1,0,0,0,0,0.7,0.7,0.0,0.7,0,0,3,1.13,0.0,1.13,1.13,1.13,0.78,0.05,0.84,0.78,0.84,standard,ESP,FW,19.0,2004.0,0.9,1,3,2,66.7,3.38,2.25,0.33,0.5,8.6,0,0,0,0.7,0.7,0.23,0.3,0.3,shooting,ESP,FW,19.0,2004.0,0.9,24,0,0,14,10,5,24,0,0,,0,,14,50,7,0,0,0,2,0,17,3,possession,ESP,FW,19.0,2004.0,0.9,10,15,66.7,178,6,3,5,60.0,4,4,100.0,2,2,100.0,0,0.0,0.0,0.0,2,0,0,0,0,passing,ESP,FW,19.0,2004.0,0.9,0,0,0,1,3,0,0,0,1,0,0,0,2,2,5,28.6,misc,ESP,FW,19.0,2004.0,0.9,1,1,0,1,0,1,1,100.0,0,0,0,0,0,1,0,0,defense
ESP-La Liga,2023,Atlético Madrid,Samuel Lino,BRA,"DF,MF",23.0,1999.0,34,25,2080,23.1,4,5,9,4,0,0,1,0,5.6,5.6,4.7,10.3,131,84,215,0.17,0.22,0.39,0.17,0.39,0.24,0.21,0.45,0.24,0.45,standard,BRA,"DF,MF",23.0,1999.0,23.1,4,54,21,38.9,2.34,0.91,0.07,0.19,16.6,0,0,0,5.6,5.6,0.1,-1.6,-1.6,shooting,BRA,"DF,MF",23.0,1999.0,23.1,1317,43,282,509,557,107,1317,75,40,53.3,28,37.3,872,6156,3739,131,81,44,42,35,958,215,possession,BRA,"DF,MF",23.0,1999.0,23.1,816,1015,80.4,11390,2608,516,582,88.7,230,279,82.4,39,66,59.1,5,4.7,3.5,0.3,34,36,38,3,84,passing,BRA,"DF,MF",23.0,1999.0,23.1,1,0,0,26,56,9,41,14,34,1,0,0,144,9,17,34.6,misc,BRA,"DF,MF",23.0,1999.0,23.1,61,34,32,17,12,35,70,50.0,35,37,1,36,14,75,27,0,defense
ESP-La Liga,2023,Las Palmas,Sandro Ramírez,ESP,FW,28.0,1995.0,27,21,1808,20.1,1,3,4,1,0,1,3,0,3.7,3.0,2.6,5.6,61,54,209,0.05,0.15,0.2,0.05,0.2,0.19,0.13,0.32,0.15,0.28,standard,ESP,FW,28.0,1995.0,20.1,1,51,18,35.3,2.54,0.9,0.02,0.06,21.7,5,0,1,3.7,3.0,0.06,-2.7,-2.0,shooting,ESP,FW,28.0,1995.0,20.1,901,17,68,328,515,81,900,54,22,40.7,25,46.3,543,3118,1302,61,26,30,65,23,656,209,possession,ESP,FW,28.0,1995.0,20.1,516,690,74.8,7912,1872,302,353,85.6,148,178,83.1,47,92,51.1,3,2.6,3.0,0.4,32,18,25,4,54,passing,ESP,FW,28.0,1995.0,20.1,3,0,0,20,36,16,89,4,8,1,0,0,60,7,11,38.9,misc,ESP,FW,28.0,1995.0,20.1,12,8,4,6,2,6,15,40.0,9,13,1,12,4,16,14,1,defense
ESP-La Liga,2023,Villarreal,Santi Comesaña,ESP,MF,26.0,1996.0,27,20,1653,18.4,2,0,2,2,0,0,8,2,1.9,1.9,2.0,3.8,23,92,48,0.11,0.0,0.11,0.11,0.11,0.1,0.11,0.21,0.1,0.21,standard,ESP,MF,26.0,1996.0,18.4,2,17,7,41.2,0.93,0.38,0.12,0.29,13.0,0,0,0,1.9,1.9,0.11,0.1,0.1,shooting,ESP,MF,26.0,1996.0,18.4,1077,61,265,593,229,32,1077,32,21,65.6,11,34.4,510,2802,1414,23,25,7,22,19,734,48,possession,ESP,MF,26.0,1996.0,18.4,752,868,86.6,12845,3509,358,396,90.4,319,360,88.6,58,78,74.4,0,2.0,1.3,-2.0,12,80,8,0,92,passing,ESP,MF,26.0,1996.0,18.4,8,2,1,33,22,1,5,22,26,0,0,0,85,31,26,54.4,misc,ESP,MF,26.0,1996.0,18.4,44,26,15,21,8,19,38,50.0,19,33,9,24,22,66,27,1,defense
ESP-La Liga,2023,Getafe,Santiago García,ESP,FW,21.0,2001.0,1,0,25,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,standard,ESP,FW,21.0,2001.0,0.3,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,shooting,ESP,FW,21.0,2001.0,0.3,16,0,1,4,12,0,16,3,0,0.0,3,100.0,11,55,29,1,1,0,1,0,6,1,possession,ESP,FW,21.0,2001.0,0.3,6,7,85.7,69,40,3,3,100.0,2,3,66.7,0,0,,0,0.0,0.1,0.0,0,0,2,0,2,passing,ESP,FW,21.0,2001.0,0.3,0,0,0,1,1,0,0,0,0,0,0,0,5,0,0,,misc,ESP,FW,21.0,2001.0,0.3,1,0,0,0,1,1,1,100.0,0,0,0,0,0,1,0,0,defense
ESP-La Liga,2023,Las Palmas,Saúl Coco,EQG,DF,24.0,1999.0,30,26,2295,25.5,1,0,1,1,0,0,6,1,1.1,1.1,0.0,1.1,9,69,1,0.04,0.0,0.04,0.04,0.04,0.04,0.0,0.04,0.04,0.04,standard,EQG,DF,24.0,1999.0,25.5,1,20,4,20.0,0.78,0.16,0.05,0.25,25.6,8,0,0,1.1,1.1,0.05,-0.1,-0.1,shooting,EQG,DF,24.0,1999.0,25.5,1700,193,873,800,30,11,1700,10,3,30.0,3,30.0,1005,4456,2391,9,6,0,10,9,1132,1,possession,EQG,DF,24.0,1999.0,25.5,1257,1422,88.4,20911,8245,587,620,94.7,598,646,92.6,53,116,45.7,0,0.0,0.2,0.0,1,52,0,0,69,passing,EQG,DF,24.0,1999.0,25.5,6,1,0,19,24,0,1,20,19,0,0,1,104,58,37,61.1,misc,EQG,DF,24.0,1999.0,25.5,32,19,25,7,0,11,18,61.1,7,27,15,12,20,52,120,3,defense
ESP-La Liga,2023,Atlético Madrid,Saúl Ñíguez,ESP,MF,28.0,1994.0,34,14,1374,15.3,1,4,5,1,0,0,10,1,1.5,1.5,3.2,4.6,21,34,43,0.07,0.26,0.33,0.07,0.33,0.1,0.21,0.3,0.1,0.3,standard,ESP,MF,28.0,1994.0,15.3,1,16,4,25.0,1.05,0.26,0.06,0.25,14.5,0,0,0,1.5,1.5,0.09,-0.5,-0.5,shooting,ESP,MF,28.0,1994.0,15.3,940,67,255,480,210,36,940,15,8,53.3,5,33.3,429,2054,908,21,17,1,27,14,596,43,possession,ESP,MF,28.0,1994.0,15.3,549,682,80.5,7691,1721,338,383,88.3,164,199,82.4,24,48,50.0,4,3.2,2.1,0.8,14,44,9,5,34,passing,ESP,MF,28.0,1994.0,15.3,10,1,1,41,14,2,16,14,39,0,0,0,72,47,32,59.5,misc,ESP,MF,28.0,1994.0,15.3,64,39,29,29,6,30,49,61.2,19,36,9,27,14,78,56,0,defense
ESP-La Liga,2023,Valencia,Selim Amallah,MAR,"FW,MF",26.0,1996.0,20,7,604,6.7,0,1,1,0,0,0,5,1,0.4,0.4,0.3,0.8,7,21,36,0.0,0.15,0.15,0.0,0.15,0.06,0.05,0.11,0.06,0.11,standard,MAR,"FW,MF",26.0,1996.0,6.7,0,11,4,36.4,1.64,0.6,0.0,0.0,21.9,0,0,0,0.4,0.4,0.04,-0.4,-0.4,shooting,MAR,"FW,MF",26.0,1996.0,6.7,293,7,48,133,117,16,293,42,18,42.9,15,35.7,172,954,358,7,13,2,29,15,191,36,possession,MAR,"FW,MF",26.0,1996.0,6.7,120,164,73.2,1635,456,69,83,83.1,32,46,69.6,7,14,50.0,1,0.3,0.3,0.7,4,11,3,0,21,passing,MAR,"FW,MF",26.0,1996.0,6.7,5,1,1,21,24,1,4,11,12,0,0,0,36,11,15,42.3,misc,MAR,"FW,MF",26.0,1996.0,6.7,17,12,7,7,3,3,9,33.3,6,13,0,13,11,28,6,0,defense
ESP-La Liga,2023,Betis,Sergi Altimira,ESP,MF,21.0,2001.0,14,6,568,6.3,1,0,1,1,0,0,1,0,0.2,0.2,0.3,0.5,10,31,8,0.16,0.0,0.16,0.16,0.16,0.03,0.04,0.07,0.03,0.07,standard,ESP,MF,21.0,2001.0,6.3,1,7,2,28.6,1.11,0.32,0.14,0.5,22.3,0,0,0,0.2,0.2,0.03,0.8,0.8,shooting,ESP,MF,21.0,2001.0,6.3,391,22,93,236,64,6,391,11,6,54.5,5,45.5,224,1089,465,10,4,0,8,9,278,8,possession,ESP,MF,21.0,2001.0,6.3,289,320,90.3,4841,1149,142,154,92.2,110,116,94.8,30,36,83.3,0,0.3,0.3,-0.3,4,26,2,0,31,passing,ESP,MF,21.0,2001.0,6.3,1,0,0,8,8,0,1,9,8,0,0,0,41,2,4,33.3,misc,ESP,MF,21.0,2001.0,6.3,15,8,8,6,1,11,23,47.8,12,12,1,11,9,24,10,0,defense
ESP-La Liga,2023,Valencia,Sergi Canós,ESP,"MF,FW",26.0,1997.0,27,15,1229,13.7,1,2,3,1,0,0,1,0,2.8,2.8,2.4,5.3,32,52,88,0.07,0.15,0.22,0.07,0.22,0.21,0.18,0.39,0.21,0.39,standard,ESP,"MF,FW",26.0,1997.0,13.7,1,43,17,39.5,3.15,1.24,0.02,0.06,21.4,0,0,0,2.8,2.8,0.07,-1.8,-1.8,shooting,ESP,"MF,FW",26.0,1997.0,13.7,583,7,83,230,280,55,583,38,18,47.4,18,47.4,320,1687,839,32,13,11,30,12,383,88,possession,ESP,"MF,FW",26.0,1997.0,13.7,260,405,64.2,4015,1421,131,174,75.3,96,127,75.6,20,53,37.7,2,2.4,2.1,-0.4,12,29,17,4,52,passing,ESP,"MF,FW",26.0,1997.0,13.7,1,0,0,17,16,2,35,11,13,0,0,0,64,13,11,54.2,misc,ESP,"MF,FW",26.0,1997.0,13.7,23,13,7,11,5,10,24,41.7,14,14,2,12,11,34,9,0,defense
ESP-La Liga,2023,Las Palmas,Sergi Cardona,ESP,DF,24.0,1999.0,35,30,2814,31.3,1,2,3,1,0,0,11,0,2.7,2.7,2.8,5.5,60,160,165,0.03,0.06,0.1,0.03,0.1,0.09,0.09,0.18,0.09,0.18,standard,ESP,DF,24.0,1999.0,31.3,1,26,5,19.2,0.83,0.16,0.04,0.2,13.9,0,0,0,2.7,2.7,0.1,-1.7,-1.7,shooting,ESP,DF,24.0,1999.0,31.3,2586,144,840,1175,586,67,2586,37,17,45.9,16,43.2,1199,5768,3162,60,49,6,47,22,1498,165,possession,ESP,DF,24.0,1999.0,31.3,1727,2150,80.3,25147,9822,1011,1134,89.2,581,704,82.5,81,171,47.4,2,2.8,3.7,-0.8,39,108,39,15,160,passing,ESP,DF,24.0,1999.0,31.3,11,0,0,52,60,5,89,46,55,0,0,0,188,52,37,58.4,misc,ESP,DF,24.0,1999.0,31.3,90,55,52,29,9,55,96,57.3,41,45,7,38,46,136,102,0,defense
ESP-La Liga,2023,Mallorca,Sergi Darder,ESP,MF,29.0,1993.0,36,21,2157,24.0,2,5,7,2,0,0,4,0,2.2,2.2,6.4,8.6,56,132,75,0.08,0.21,0.29,0.08,0.29,0.09,0.27,0.36,0.09,0.36,standard,ESP,MF,29.0,1993.0,24.0,2,32,12,37.5,1.34,0.5,0.06,0.17,22.4,1,0,0,2.2,2.2,0.07,-0.2,-0.2,shooting,ESP,MF,29.0,1993.0,24.0,1229,10,141,709,409,30,1229,62,34,54.8,21,33.9,729,4660,2351,56,51,4,48,24,791,75,possession,ESP,MF,29.0,1993.0,24.0,725,1002,72.4,13785,4827,313,357,87.7,275,349,78.8,115,229,50.2,5,6.4,5.0,-1.4,51,120,32,14,132,passing,ESP,MF,29.0,1993.0,24.0,4,0,0,19,35,1,149,16,26,0,0,0,124,8,14,36.4,misc,ESP,MF,29.0,1993.0,24.0,39,26,13,21,5,12,31,38.7,19,20,4,16,16,55,16,0,defense
