league,season,team,player,nation,pos,age,born,Playing Time MP,Playing Time Starts,Playing Time Min,Playing Time 90s,Performance Gls,Performance Ast,Performance G+A,Performance G-PK,Performance PK,Performance PKatt,Performance CrdY,Performance CrdR,Expected xG,Expected npxG,Expected xAG,Expected npxG+xAG,Progression PrgC,Progression PrgP,Progression PrgR,Per 90 Minutes Gls,Per 90 Minutes Ast,Per 90 Minutes G+A,Per 90 Minutes G-PK,Per 90 Minutes G+A-PK,Per 90 Minutes xG,Per 90 Minutes xAG,Per 90 Minutes xG+xAG,Per 90 Minutes npxG,Per 90 Minutes npxG+xAG,stat_type,nation_shooting,pos_shooting,age_shooting,born_shooting,90s,Standard Gls,Standard Sh,Standard SoT,Standard SoT%,Standard Sh/90,Standard SoT/90,Standard G/Sh,Standard G/SoT,Standard Dist,Standard FK,Standard PK,Standard PKatt,Expected xG_shooting,Expected npxG_shooting,Expected npxG/Sh,Expected G-xG,Expected np:G-xG,stat_type_shooting,nation_possession,pos_possession,age_possession,born_possession,90s_possession,Touches Touches,Touches Def Pen,Touches Def 3rd,Touches Mid 3rd,Touches Att 3rd,Touches Att Pen,Touches Live,Take-Ons Att,Take-Ons Succ,Take-Ons Succ%,Take-Ons Tkld,Take-Ons Tkld%,Carries Carries,Carries TotDist,Carries PrgDist,Carries PrgC,Carries 1/3,Carries CPA,Carries Mis,Carries Dis,Receiving Rec,Receiving PrgR,stat_type_possession,nation_passing,pos_passing,age_passing,born_passing,90s_passing,Total Cmp,Total Att,Total Cmp%,Total TotDist,Total PrgDist,Short Cmp,Short Att,Short Cmp%,Medium Cmp,Medium Att,Medium Cmp%,Long Cmp,Long Att,Long Cmp%,Ast,xAG,Expected xA,Expected A-xAG,KP,1/3,PPA,CrsPA,PrgP,stat_type_passing,nation_misc,pos_misc,age_misc,born_misc,90s_misc,Performance CrdY_misc,Performance CrdR_misc,Performance 2CrdY,Performance Fls,Performance Fld,Performance Off,Performance Crs,Performance Int,Performance TklW,Performance PKwon,Performance PKcon,Performance OG,Performance Recov,Aerial Duels Won,Aerial Duels Lost,Aerial Duels Won%,stat_type_misc,nation_defense,pos_defense,age_defense,born_defense,90s_defense,Tackles Tkl,Tackles TklW,Tackles Def 3rd,Tackles Mid 3rd,Tackles Att 3rd,Challenges Tkl,Challenges Att,Challenges Tkl%,Challenges Lost,Blocks Blocks,Blocks Sh,Blocks Pass,Int,Tkl+Int,Clr,Err,stat_type_defense
ESP-La Liga,2023,Getafe,Alberto Risco,ESP,MF,17.0,2005.0,4,1,137,1.5,0,0,0,0,0,0,0,0,0.1,0.1,0.3,0.4,3,6,14,0.0,0.0,0.0,0.0,0.0,0.05,0.21,0.26,0.05,0.26,standard,ESP,MF,17.0,2005.0,1.5,0,2,1,50.0,1.31,0.66,0.0,0.0,8.9,0,0,0,0.1,0.1,0.04,-0.1,-0.1,shooting,ESP,MF,17.0,2005.0,1.5,65,1,5,26,34,5,65,4,2,50.0,1,25.0,37,158,84,3,2,0,6,2,51,14,possession,ESP,MF,17.0,2005.0,1.5,39,47,83.0,541,115,25,27,92.6,14,18,77.8,0,0,,0,0.3,0.2,-0.3,4,2,2,0,6,passing,ESP,MF,17.0,2005.0,1.5,0,0,0,1,1,0,1,0,2,0,0,0,3,0,1,0.0,misc,ESP,MF,17.0,2005.0,1.5,2,2,1,1,0,0,4,0.0,4,0,0,0,0,2,1,0,defense
ESP-La Liga,2023,Granada,Alberto Soro,ESP,MF,24.0,1999.0,1,0,8,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.51,0.51,0.0,0.51,standard,ESP,MF,24.0,1999.0,0.1,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,shooting,ESP,MF,24.0,1999.0,0.1,5,0,0,1,4,1,5,0,0,,0,,3,9,0,0,0,0,1,0,4,0,possession,ESP,MF,24.0,1999.0,0.1,3,3,100.0,21,9,3,3,100.0,0,0,,0,0,,0,0.0,0.0,0.0,1,0,0,0,0,passing,ESP,MF,24.0,1999.0,0.1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0.0,misc,ESP,MF,24.0,1999.0,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,defense
ESP-La Liga,2023,Girona,Aleix García,ESP,MF,26.0,1997.0,37,36,3199,35.5,3,6,9,3,0,0,4,1,1.8,1.8,5.5,7.3,58,294,52,0.08,0.17,0.25,0.08,0.25,0.05,0.16,0.21,0.05,0.21,standard,ESP,MF,26.0,1997.0,35.5,3,39,12,30.8,1.1,0.34,0.08,0.25,26.4,8,0,0,1.8,1.8,0.05,1.2,1.2,shooting,ESP,MF,26.0,1997.0,35.5,3220,149,780,1809,651,18,3220,24,15,62.5,6,25.0,1923,9334,4604,58,44,3,26,15,2403,52,possession,ESP,MF,26.0,1997.0,35.5,2567,2935,87.5,47017,14261,1226,1293,94.8,945,1018,92.8,334,518,64.5,6,5.5,6.0,0.5,57,306,27,8,294,passing,ESP,MF,26.0,1997.0,35.5,4,1,0,29,36,1,192,36,28,0,0,0,208,17,23,42.5,misc,ESP,MF,26.0,1997.0,35.5,49,28,17,26,6,28,54,51.9,26,45,17,28,36,85,53,3,defense
ESP-La Liga,2023,Barcelona,Alejandro Balde,ESP,DF,19.0,2003.0,18,15,1378,15.3,0,1,1,0,0,0,1,0,0.1,0.1,1.2,1.4,73,41,141,0.0,0.07,0.07,0.0,0.07,0.01,0.08,0.09,0.01,0.09,standard,ESP,DF,19.0,2003.0,15.3,0,5,1,20.0,0.33,0.07,0.0,0.0,21.2,0,0,0,0.1,0.1,0.03,-0.1,-0.1,shooting,ESP,DF,19.0,2003.0,15.3,979,35,215,394,384,40,979,53,20,37.7,20,37.7,567,3770,2213,73,36,20,32,16,664,141,possession,ESP,DF,19.0,2003.0,15.3,694,817,84.9,9879,2231,430,473,90.9,229,264,86.7,22,42,52.4,1,1.2,1.5,-0.2,13,26,20,7,41,passing,ESP,DF,19.0,2003.0,15.3,1,0,0,9,18,4,37,5,11,0,0,0,67,12,13,48.0,misc,ESP,DF,19.0,2003.0,15.3,20,11,11,6,3,7,11,63.6,4,14,1,13,5,25,21,1,defense
ESP-La Liga,2023,Almería,Alejandro Pozo Pozo,ESP,"DF,MF",24.0,1999.0,21,9,976,10.8,0,0,0,0,0,0,3,0,0.4,0.4,0.6,1.0,22,44,62,0.0,0.0,0.0,0.0,0.0,0.04,0.06,0.1,0.04,0.1,standard,ESP,"DF,MF",24.0,1999.0,10.8,0,4,3,75.0,0.37,0.28,0.0,0.0,23.3,0,0,0,0.4,0.4,0.1,-0.4,-0.4,shooting,ESP,"DF,MF",24.0,1999.0,10.8,708,28,186,340,184,11,708,14,1,7.1,12,85.7,353,1565,758,22,15,3,16,4,410,62,possession,ESP,"DF,MF",24.0,1999.0,10.8,443,598,74.1,7276,2929,238,272,87.5,157,211,74.4,37,77,48.1,0,0.6,0.8,-0.6,13,36,15,8,44,passing,ESP,"DF,MF",24.0,1999.0,10.8,3,0,0,16,6,0,41,7,12,0,0,0,50,5,9,35.7,misc,ESP,"DF,MF",24.0,1999.0,10.8,19,12,11,6,2,12,20,60.0,8,14,4,10,7,26,21,0,defense
ESP-La Liga,2023,Sevilla,Alejo Véliz,ARG,FW,19.0,2003.0,6,0,35,0.4,0,0,0,0,0,0,0,0,0.2,0.2,0.0,0.2,0,0,1,0.0,0.0,0.0,0.0,0.0,0.58,0.0,0.58,0.58,0.58,standard,ARG,FW,19.0,2003.0,0.4,0,2,2,100.0,5.14,5.14,0.0,0.0,10.1,0,0,0,0.2,0.2,0.11,-0.2,-0.2,shooting,ARG,FW,19.0,2003.0,0.4,14,1,2,6,6,2,14,0,0,,0,,4,9,0,0,0,0,3,0,8,1,possession,ARG,FW,19.0,2003.0,0.4,4,6,66.7,49,2,2,4,50.0,1,1,100.0,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,passing,ARG,FW,19.0,2003.0,0.4,0,0,0,4,1,0,0,0,0,0,0,0,0,3,1,75.0,misc,ARG,FW,19.0,2003.0,0.4,1,0,0,1,0,1,2,50.0,1,0,0,0,0,1,1,0,defense
ESP-La Liga,2023,Almería,Aleksandar Radovanović,SRB,DF,29.0,1993.0,9,8,569,6.3,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.1,0,5,1,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.01,0.01,standard,SRB,DF,29.0,1993.0,6.3,0,1,0,0.0,0.16,0.0,0.0,,10.5,0,0,0,0.0,0.0,0.04,0.0,0.0,shooting,SRB,DF,29.0,1993.0,6.3,279,68,177,100,3,2,279,1,0,0.0,1,100.0,110,401,142,0,0,0,2,0,152,1,possession,SRB,DF,29.0,1993.0,6.3,181,197,91.9,3645,1019,49,51,96.1,107,110,97.3,21,30,70.0,0,0.0,0.0,0.0,1,1,0,0,5,passing,SRB,DF,29.0,1993.0,6.3,2,0,0,7,2,0,0,11,7,0,0,0,13,14,9,60.9,misc,SRB,DF,29.0,1993.0,6.3,8,7,7,1,0,6,6,100.0,0,8,8,0,11,19,48,0,defense
ESP-La Liga,2023,Alavés,Aleksandar Sedlar,SRB,DF,31.0,1991.0,11,11,946,10.5,1,0,1,1,0,0,2,0,0.3,0.3,0.1,0.3,6,26,1,0.1,0.0,0.1,0.1,0.1,0.03,0.01,0.03,0.03,0.03,standard,SRB,DF,31.0,1991.0,10.5,1,4,1,25.0,0.38,0.1,0.25,1.0,10.7,0,0,0,0.3,0.3,0.07,0.7,0.7,shooting,SRB,DF,31.0,1991.0,10.5,497,76,277,204,18,6,497,3,2,66.7,0,0.0,247,1442,794,6,4,0,3,2,264,1,possession,SRB,DF,31.0,1991.0,10.5,343,405,84.7,6944,2813,115,129,89.1,178,201,88.6,46,67,68.7,0,0.1,0.1,-0.1,2,31,0,0,26,passing,SRB,DF,31.0,1991.0,10.5,2,0,0,14,4,1,0,13,10,0,1,0,49,17,18,48.6,misc,SRB,DF,31.0,1991.0,10.5,14,10,10,4,0,10,16,62.5,6,8,4,4,13,27,43,0,defense
ESP-La Liga,2023,Villarreal,Alex Baena,ESP,"MF,FW",22.0,2001.0,34,33,2579,28.7,2,14,16,2,0,1,11,1,7.9,7.1,9.2,16.3,84,165,181,0.07,0.49,0.56,0.07,0.56,0.27,0.32,0.6,0.25,0.57,standard,ESP,"MF,FW",22.0,2001.0,28.7,2,72,25,34.7,2.51,0.87,0.03,0.08,20.8,5,0,1,7.9,7.1,0.1,-5.9,-5.1,shooting,ESP,"MF,FW",22.0,2001.0,28.7,1550,29,224,650,693,102,1549,53,26,49.1,24,45.3,908,5282,2765,84,58,23,66,33,1120,181,possession,ESP,"MF,FW",22.0,2001.0,28.7,893,1255,71.2,16899,5861,394,460,85.7,351,467,75.2,129,244,52.9,14,9.2,9.5,4.8,83,95,59,15,165,passing,ESP,"MF,FW",22.0,2001.0,28.7,11,1,0,52,57,8,175,13,21,1,1,0,116,8,12,40.0,misc,ESP,"MF,FW",22.0,2001.0,28.7,34,21,10,16,8,20,47,42.6,27,23,2,21,13,47,17,1,defense
ESP-La Liga,2023,Alavés,Alex Sola,ESP,"FW,MF",24.0,1999.0,29,14,1262,14.0,0,3,3,0,0,0,2,0,1.6,1.6,2.3,3.9,40,42,103,0.0,0.21,0.21,0.0,0.21,0.12,0.16,0.28,0.12,0.28,standard,ESP,"FW,MF",24.0,1999.0,14.0,0,28,7,25.0,2.0,0.5,0.0,0.0,17.6,2,0,0,1.6,1.6,0.06,-1.6,-1.6,shooting,ESP,"FW,MF",24.0,1999.0,14.0,630,12,110,218,316,48,630,75,43,57.3,27,36.0,327,2390,1300,40,24,12,31,17,372,103,possession,ESP,"FW,MF",24.0,1999.0,14.0,269,430,62.6,4680,1722,131,154,85.1,101,155,65.2,33,82,40.2,3,2.3,2.1,0.7,27,23,19,9,42,passing,ESP,"FW,MF",24.0,1999.0,14.0,2,0,0,11,28,10,84,11,15,0,1,0,79,16,18,47.1,misc,ESP,"FW,MF",24.0,1999.0,14.0,27,15,11,9,7,14,26,53.8,12,18,2,16,11,38,16,0,defense
ESP-La Liga,2023,Real Sociedad,Alex Sola,ESP,"DF,MF",24.0,1999.0,2,0,30,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,standard,ESP,"DF,MF",24.0,1999.0,0.3,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,shooting,ESP,"DF,MF",24.0,1999.0,0.3,21,2,5,13,3,0,21,0,0,,0,,11,75,31,1,1,0,0,1,10,0,possession,ESP,"DF,MF",24.0,1999.0,0.3,12,16,75.0,196,75,5,5,100.0,7,10,70.0,0,0,,0,0.0,0.0,0.0,0,1,0,0,1,passing,ESP,"DF,MF",24.0,1999.0,0.3,0,0,0,2,2,0,0,1,0,0,0,0,2,2,0,100.0,misc,ESP,"DF,MF",24.0,1999.0,0.3,0,0,0,0,0,0,0,,0,0,0,0,1,1,2,0,defense
ESP-La Liga,2023,Villarreal,Alexander Sørloth,NOR,FW,27.0,1995.0,34,30,2489,27.7,23,6,29,23,0,0,3,0,12.3,12.3,4.4,16.7,48,40,159,0.83,0.22,1.05,0.83,1.05,0.44,0.16,0.6,0.44,0.6,standard,NOR,FW,27.0,1995.0,27.7,23,78,36,46.2,2.82,1.3,0.29,0.64,12.1,0,0,0,12.3,12.3,0.16,10.7,10.7,shooting,NOR,FW,27.0,1995.0,27.7,797,33,61,326,417,150,797,72,30,41.7,40,55.6,474,3292,1104,48,35,29,97,61,638,159,possession,NOR,FW,27.0,1995.0,27.7,357,476,75.0,4827,666,228,271,84.1,107,142,75.4,11,20,55.0,6,4.4,3.0,1.6,34,19,15,1,40,passing,NOR,FW,27.0,1995.0,27.7,3,0,0,34,19,23,7,0,3,1,0,0,57,80,45,64.0,misc,NOR,FW,27.0,1995.0,27.7,6,3,1,2,3,2,6,33.3,4,9,4,5,0,6,26,0,defense
ESP-La Liga,2023,Rayo Vallecano,Alfonso Espino,URU,DF,31.0,1992.0,31,29,2507,27.9,0,1,1,0,0,0,9,0,1.0,1.0,2.8,3.8,41,113,89,0.0,0.04,0.04,0.0,0.04,0.04,0.1,0.14,0.04,0.14,standard,URU,DF,31.0,1992.0,27.9,0,18,5,27.8,0.65,0.18,0.0,0.0,22.2,0,0,0,1.0,1.0,0.06,-1.0,-1.0,shooting,URU,DF,31.0,1992.0,27.9,1740,82,607,801,360,27,1740,50,24,48.0,25,50.0,725,3497,1887,41,26,10,42,18,887,89,possession,URU,DF,31.0,1992.0,27.9,1061,1423,74.6,17681,7831,522,588,88.8,436,559,78.0,79,182,43.4,1,2.8,2.9,-1.8,28,74,25,10,113,passing,URU,DF,31.0,1992.0,27.9,9,0,0,45,41,0,50,40,45,0,1,1,171,13,26,33.3,misc,URU,DF,31.0,1992.0,27.9,67,45,43,22,2,30,82,36.6,52,26,4,22,40,107,63,0,defense
ESP-La Liga,2023,Villarreal,Alfonso Pedraza,ESP,DF,27.0,1996.0,19,14,1116,12.4,1,3,4,1,0,0,4,1,0.6,0.6,3.6,4.2,56,31,97,0.08,0.24,0.32,0.08,0.32,0.05,0.29,0.34,0.05,0.34,standard,ESP,DF,27.0,1996.0,12.4,1,9,4,44.4,0.73,0.32,0.11,0.25,16.5,0,0,0,0.6,0.6,0.07,0.4,0.4,shooting,ESP,DF,27.0,1996.0,12.4,734,42,234,287,222,26,734,30,10,33.3,19,63.3,404,2815,1491,56,36,10,12,2,441,97,possession,ESP,DF,27.0,1996.0,12.4,459,598,76.8,7479,2335,251,278,90.3,177,221,80.1,27,60,45.0,3,3.6,2.3,-0.6,20,17,24,14,31,passing,ESP,DF,27.0,1996.0,12.4,4,1,0,14,17,4,58,13,9,0,0,0,54,6,8,42.9,misc,ESP,DF,27.0,1996.0,12.4,25,9,18,5,2,9,17,52.9,8,16,7,9,13,38,19,0,defense
ESP-La Liga,2023,Mallorca,Amath,SEN,"FW,MF",27.0,1996.0,15,3,394,4.4,0,0,0,0,0,0,2,0,1.6,1.6,0.4,1.9,19,13,30,0.0,0.0,0.0,0.0,0.0,0.35,0.09,0.44,0.35,0.44,standard,SEN,"FW,MF",27.0,1996.0,4.4,0,12,2,16.7,2.74,0.46,0.0,0.0,14.1,0,0,0,1.6,1.6,0.13,-1.6,-1.6,shooting,SEN,"FW,MF",27.0,1996.0,4.4,198,6,32,79,90,21,198,25,8,32.0,15,60.0,119,830,478,19,8,9,22,8,130,30,possession,SEN,"FW,MF",27.0,1996.0,4.4,76,113,67.3,1118,296,42,55,76.4,24,38,63.2,6,8,75.0,0,0.4,0.3,-0.4,3,8,4,2,13,passing,SEN,"FW,MF",27.0,1996.0,4.4,2,0,0,10,7,4,7,3,6,1,0,0,21,6,5,54.5,misc,SEN,"FW,MF",27.0,1996.0,4.4,9,6,7,2,0,2,10,20.0,8,2,0,2,3,12,6,0,defense
ESP-La Liga,2023,Celta Vigo,Anastasios Douvikas,GRE,FW,23.0,1999.0,32,7,905,10.1,7,1,8,7,0,0,2,0,4.6,4.6,1.3,5.9,10,13,53,0.7,0.1,0.8,0.7,0.8,0.46,0.13,0.59,0.46,0.59,standard,GRE,FW,23.0,1999.0,10.1,7,26,15,57.7,2.59,1.49,0.27,0.47,13.5,0,0,0,4.6,4.6,0.18,2.4,2.4,shooting,GRE,FW,23.0,1999.0,10.1,292,10,25,123,145,49,292,22,9,40.9,11,50.0,172,842,319,10,6,6,38,20,218,53,possession,GRE,FW,23.0,1999.0,10.1,105,166,63.3,1387,216,63,91,69.2,29,45,64.4,4,7,57.1,1,1.3,0.6,-0.3,8,7,6,1,13,passing,GRE,FW,23.0,1999.0,10.1,2,0,0,18,30,6,2,2,7,0,0,0,22,35,28,55.6,misc,GRE,FW,23.0,1999.0,10.1,15,7,2,6,7,3,8,37.5,5,6,3,3,2,17,9,0,defense
ESP-La Liga,2023,Real Sociedad,Ander Barrenetxea,ESP,"FW,MF",21.0,2001.0,29,20,1427,15.9,4,1,5,4,0,0,1,0,3.5,3.5,1.3,4.8,56,39,163,0.25,0.06,0.32,0.25,0.32,0.22,0.08,0.3,0.22,0.3,standard,ESP,"FW,MF",21.0,2001.0,15.9,4,37,12,32.4,2.33,0.76,0.11,0.33,17.7,1,0,0,3.5,3.5,0.1,0.5,0.5,shooting,ESP,"FW,MF",21.0,2001.0,15.9,794,8,82,307,415,68,794,78,38,48.7,30,38.5,526,3503,1479,56,35,22,55,45,586,163,possession,ESP,"FW,MF",21.0,2001.0,15.9,372,555,67.0,5706,1226,228,280,81.4,104,163,63.8,26,47,55.3,1,1.3,1.1,-0.3,13,15,15,4,39,passing,ESP,"FW,MF",21.0,2001.0,15.9,1,0,0,27,22,3,47,6,21,0,0,0,83,14,24,36.8,misc,ESP,"FW,MF",21.0,2001.0,15.9,32,21,7,16,9,10,26,38.5,16,18,1,17,6,38,5,0,defense
ESP-La Liga,2023,Alavés,Ander Guevara,ESP,MF,26.0,1997.0,37,33,2932,32.6,1,0,1,1,0,0,7,0,0.7,0.7,0.9,1.5,53,187,37,0.03,0.0,0.03,0.03,0.03,0.02,0.03,0.05,0.02,0.05,standard,ESP,MF,26.0,1997.0,32.6,1,16,2,12.5,0.49,0.06,0.06,0.5,23.2,0,0,0,0.7,0.7,0.04,0.3,0.3,shooting,ESP,MF,26.0,1997.0,32.6,1735,75,409,1029,320,16,1735,32,19,59.4,10,31.3,840,4759,2604,53,43,3,29,24,1089,37,possession,ESP,MF,26.0,1997.0,32.6,1111,1471,75.5,18552,6374,530,641,82.7,439,558,78.7,105,173,60.7,0,0.9,1.5,-0.9,21,167,21,2,187,passing,ESP,MF,26.0,1997.0,32.6,7,0,0,48,30,0,8,13,32,1,0,0,218,45,41,52.3,misc,ESP,MF,26.0,1997.0,32.6,59,32,28,25,6,31,64,48.4,33,34,12,22,13,72,46,1,defense
ESP-La Liga,2023,Athletic Club,Ander Herrera,ESP,MF,33.0,1989.0,23,10,1030,11.4,0,3,3,0,0,0,4,0,0.7,0.7,1.2,1.9,11,94,17,0.0,0.26,0.26,0.0,0.26,0.06,0.1,0.17,0.06,0.17,standard,ESP,MF,33.0,1989.0,11.4,0,14,2,14.3,1.22,0.17,0.0,0.0,21.2,0,0,0,0.7,0.7,0.05,-0.7,-0.7,shooting,ESP,MF,33.0,1989.0,11.4,903,37,171,525,220,13,903,10,5,50.0,4,40.0,477,1767,839,11,21,0,6,6,600,17,possession,ESP,MF,33.0,1989.0,11.4,643,756,85.1,10056,2855,337,369,91.3,234,271,86.3,44,71,62.0,3,1.2,1.9,1.8,12,67,17,3,94,passing,ESP,MF,33.0,1989.0,11.4,4,0,0,21,11,0,13,15,32,0,0,0,76,14,24,36.8,misc,ESP,MF,33.0,1989.0,11.4,44,32,11,26,7,20,36,55.6,16,16,6,10,15,59,18,1,defense
ESP-La Liga,2023,Alavés,Andoni Gorosabel,ESP,DF,26.0,1996.0,36,33,2854,31.7,1,0,1,1,0,0,6,0,0.7,0.7,1.3,2.0,58,117,121,0.03,0.0,0.03,0.03,0.03,0.02,0.04,0.06,0.02,0.06,standard,ESP,DF,26.0,1996.0,31.7,1,15,6,40.0,0.47,0.19,0.07,0.17,23.4,0,0,0,0.7,0.7,0.05,0.3,0.3,shooting,ESP,DF,26.0,1996.0,31.7,1624,89,489,683,466,40,1624,49,25,51.0,17,34.7,653,3230,1890,58,37,8,35,29,793,121,possession,ESP,DF,26.0,1996.0,31.7,1059,1329,79.7,15562,6234,627,704,89.1,345,439,78.6,55,100,55.0,0,1.3,2.4,-1.3,15,57,32,10,117,passing,ESP,DF,26.0,1996.0,31.7,6,0,0,29,41,0,81,28,42,1,1,0,164,25,57,30.5,misc,ESP,DF,26.0,1996.0,31.7,62,42,40,17,5,38,75,50.7,37,24,8,16,28,90,69,0,defense
ESP-La Liga,2023,Barcelona,Andreas Christensen,DEN,"DF,MF",27.0,1996.0,30,27,1979,22.0,2,2,4,2,0,0,4,0,1.0,1.0,1.1,2.2,24,117,6,0.09,0.09,0.18,0.09,0.18,0.05,0.05,0.1,0.05,0.1,standard,DEN,"DF,MF",27.0,1996.0,22.0,2,12,4,33.3,0.55,0.18,0.17,0.5,13.0,0,0,0,1.0,1.0,0.09,1.0,1.0,shooting,DEN,"DF,MF",27.0,1996.0,22.0,1723,111,549,1077,104,18,1723,6,3,50.0,3,50.0,1101,5001,2934,24,18,1,6,9,1324,6,possession,DEN,"DF,MF",27.0,1996.0,22.0,1480,1569,94.3,25124,8496,669,699,95.7,700,724,96.7,87,108,80.6,2,1.1,0.8,0.9,7,116,1,0,117,passing,DEN,"DF,MF",27.0,1996.0,22.0,4,0,0,26,10,0,0,21,14,0,0,0,107,54,22,71.1,misc,DEN,"DF,MF",27.0,1996.0,22.0,23,14,7,14,2,16,28,57.1,12,23,10,13,21,44,41,0,defense
ESP-La Liga,2023,Rayo Vallecano,Andrei Ratiu,ROU,"DF,MF",25.0,1998.0,12,6,630,7.0,0,0,0,0,0,0,1,0,0.3,0.3,0.6,0.9,28,19,25,0.0,0.0,0.0,0.0,0.0,0.04,0.09,0.13,0.04,0.13,standard,ROU,"DF,MF",25.0,1998.0,7.0,0,6,1,16.7,0.86,0.14,0.0,0.0,16.5,0,0,0,0.3,0.3,0.05,-0.3,-0.3,shooting,ROU,"DF,MF",25.0,1998.0,7.0,392,22,121,157,116,18,392,29,13,44.8,14,48.3,178,1299,729,28,19,8,14,7,219,25,possession,ROU,"DF,MF",25.0,1998.0,7.0,245,313,78.3,3843,1243,135,159,84.9,90,108,83.3,16,27,59.3,0,0.6,0.6,-0.6,6,15,5,3,19,passing,ROU,"DF,MF",25.0,1998.0,7.0,1,0,0,2,4,0,18,0,4,0,0,0,39,6,7,46.2,misc,ROU,"DF,MF",25.0,1998.0,7.0,12,4,6,5,1,8,15,53.3,7,4,1,3,0,12,12,0,defense
ESP-La Liga,2023,Real Madrid,Andriy Lunin,UKR,GK,24.0,1999.0,21,21,1890,21.0,0,0,0,0,0,0,2,0,0.0,0.0,0.3,0.3,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.01,standard,UKR,GK,24.0,1999.0,21.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,shooting,UKR,GK,24.0,1999.0,21.0,713,613,710,3,0,0,713,0,0,,0,,399,1766,1177,0,0,0,0,0,400,0,possession,UKR,GK,24.0,1999.0,21.0,580,666,87.1,12727,7874,147,148,99.3,330,335,98.5,100,176,56.8,0,0.3,0.0,-0.3,1,6,0,0,0,passing,UKR,GK,24.0,1999.0,21.0,2,0,0,0,3,0,0,0,0,0,0,0,17,8,0,100.0,misc,UKR,GK,24.0,1999.0,21.0,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,15,1,defense
ESP-La Liga,2023,Granada,André Ferreira,POR,GK,27.0,1996.0,15,14,1340,14.9,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,standard,POR,GK,27.0,1996.0,14.9,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,shooting,POR,GK,27.0,1996.0,14.9,542,473,541,1,0,0,542,0,0,,0,,271,1478,829,0,0,0,2,1,192,0,possession,POR,GK,27.0,1996.0,14.9,359,498,72.1,10011,7247,72,74,97.3,172,176,97.7,112,243,46.1,0,0.0,0.0,0.0,0,7,0,0,0,passing,POR,GK,27.0,1996.0,14.9,1,0,0,2,2,0,0,0,0,0,2,0,18,7,1,87.5,misc,POR,GK,27.0,1996.0,14.9,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,9,2,defense
ESP-La Liga,2023,Real Sociedad,André Silva,POR,FW,27.0,1995.0,19,9,729,8.1,3,0,3,2,1,1,1,0,3.3,2.5,0.3,2.8,5,7,44,0.37,0.0,0.37,0.25,0.25,0.41,0.04,0.45,0.31,0.35,standard,POR,FW,27.0,1995.0,8.1,3,15,5,33.3,1.85,0.62,0.13,0.4,19.1,1,1,1,3.3,2.5,0.17,-0.3,-0.5,shooting,POR,FW,27.0,1995.0,8.1,239,3,13,99,128,25,238,23,6,26.1,16,69.6,137,727,242,5,5,4,17,18,172,44,possession,POR,FW,27.0,1995.0,8.1,134,165,81.2,1654,172,91,99,91.9,34,40,85.0,2,2,100.0,0,0.3,0.2,-0.3,5,5,1,0,7,passing,POR,FW,27.0,1995.0,8.1,1,0,0,14,8,4,0,1,2,0,0,0,22,12,18,40.0,misc,POR,FW,27.0,1995.0,8.1,2,2,0,0,2,0,4,0.0,4,3,0,3,1,3,3,0,defense
ESP-La Liga,2023,Betis,Andrés Guardado,MEX,MF,36.0,1986.0,12,4,447,5.0,0,0,0,0,0,0,2,0,0.1,0.1,0.2,0.3,5,36,6,0.0,0.0,0.0,0.0,0.0,0.03,0.04,0.06,0.03,0.06,standard,MEX,MF,36.0,1986.0,5.0,0,5,0,0.0,1.01,0.0,0.0,,24.4,0,0,0,0.1,0.1,0.03,-0.1,-0.1,shooting,MEX,MF,36.0,1986.0,5.0,346,5,64,222,64,2,346,7,6,85.7,1,14.3,175,971,432,5,7,0,9,3,216,6,possession,MEX,MF,36.0,1986.0,5.0,253,298,84.9,4959,1540,101,108,93.5,102,115,88.7,42,58,72.4,0,0.2,0.3,-0.2,5,34,5,1,36,passing,MEX,MF,36.0,1986.0,5.0,2,0,0,10,3,0,11,6,12,0,0,0,37,4,7,36.4,misc,MEX,MF,36.0,1986.0,5.0,17,12,5,9,3,7,14,50.0,7,4,2,2,6,23,5,0,defense
