league,season,team,player,nation,pos,age,born,Playing Time MP,Playing Time Starts,Playing Time Min,Playing Time 90s,Performance Gls,Performance Ast,Performance G+A,Performance G-PK,Performance PK,Performance PKatt,Performance CrdY,Performance CrdR,Expected xG,Expected npxG,Expected xAG,Expected npxG+xAG,Progression PrgC,Progression PrgP,Progression PrgR,Per 90 Minutes Gls,Per 90 Minutes Ast,Per 90 Minutes G+A,Per 90 Minutes G-PK,Per 90 Minutes G+A-PK,Per 90 Minutes xG,Per 90 Minutes xAG,Per 90 Minutes xG+xAG,Per 90 Minutes npxG,Per 90 Minutes npxG+xAG,stat_type,nation_possession,pos_possession,age_possession,born_possession,90s,Touches Touches,Touches Def Pen,Touches Def 3rd,Touches Mid 3rd,Touches Att 3rd,Touches Att Pen,Touches Live,Take-Ons Att,Take-Ons Succ,Take-Ons Succ%,Take-Ons Tkld,Take-Ons Tkld%,Carries Carries,Carries TotDist,Carries PrgDist,Carries PrgC,Carries 1/3,Carries CPA,Carries Mis,Carries Dis,Receiving Rec,Receiving PrgR,stat_type_possession,nation_misc,pos_misc,age_misc,born_misc,90s_misc,Performance CrdY_misc,Performance CrdR_misc,Performance 2CrdY,Performance Fls,Performance Fld,Performance Off,Performance Crs,Performance Int,Performance TklW,Performance PKwon,Performance PKcon,Performance OG,Performance Recov,Aerial Duels Won,Aerial Duels Lost,Aerial Duels Won%,stat_type_misc,nation_defense,pos_defense,age_defense,born_defense,90s_defense,Tackles Tkl,Tackles TklW,Tackles Def 3rd,Tackles Mid 3rd,Tackles Att 3rd,Challenges Tkl,Challenges Att,Challenges Tkl%,Challenges Lost,Blocks Blocks,Blocks Sh,Blocks Pass,Int,Tkl+Int,Clr,Err,stat_type_defense,nation_passing,pos_passing,age_passing,born_passing,90s_passing,Total Cmp,Total Att,Total Cmp%,Total TotDist,Total PrgDist,Short Cmp,Short Att,Short Cmp%,Medium Cmp,Medium Att,Medium Cmp%,Long Cmp,Long Att,Long Cmp%,Ast,xAG,Expected xA,Expected A-xAG,KP,1/3,PPA,CrsPA,PrgP,stat_type_passing,nation_shooting,pos_shooting,age_shooting,born_shooting,90s_shooting,Standard Gls,Standard Sh,Standard SoT,Standard SoT%,Standard Sh/90,Standard SoT/90,Standard G/Sh,Standard G/SoT,Standard Dist,Standard FK,Standard PK,Standard PKatt,Expected xG_shooting,Expected npxG_shooting,Expected npxG/Sh,Expected G-xG,Expected np:G-xG,stat_type_shooting
ESP-La Liga,2024,Real Sociedad,Javi López,ESP,DF,23-017,2002.0,24,18,1636,18.2,0,0,0,0,0,0,4,0,0.1,0.1,0.4,0.5,30,60,51,0.0,0.0,0.0,0.0,0.0,0.01,0.02,0.03,0.01,0.03,standard,ESP,DF,23-017,2002.0,18.2,1064,48,321,475,279,12,1064,33,15,45.5,16,48.5,499,2745,1147,30,27,4,23,15,572,51,possession,ESP,DF,23-017,2002.0,18.2,4,0,0,24,23,1,48,5,20,0,0,0,81,9,15,37.5,misc,ESP,DF,23-017,2002.0,18.2,34,20,19,11,4,20,33,60.6,13,19,6,13,5,39,50,1,defense,ESP,DF,23-017,2002.0,18.2,698,884,79.0,11254,4175,380,414,91.8,258,337,76.6,49,86,57.0,0,0.4,1.0,-0.4,5,35,14,7,60,passing,ESP,DF,23-017,2002.0,18.2,0,5,1,20.0,0.28,0.06,0.0,0.0,22.5,0,0,0,0.1,0.1,0.02,-0.1,-0.1,shooting
ESP-La Liga,2024,Osasuna,Javi Martínez,ESP,MF,25-110,1999.0,1,0,6,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,standard,ESP,MF,25-110,1999.0,0.1,10,0,2,8,0,0,10,0,0,,0,,6,16,2,0,0,0,0,0,10,0,possession,ESP,MF,25-110,1999.0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,misc,ESP,MF,25-110,1999.0,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,defense,ESP,MF,25-110,1999.0,0.1,9,9,100.0,126,55,6,6,100.0,3,3,100.0,0,0,,0,0.0,0.0,0.0,0,1,0,0,1,passing,ESP,MF,25-110,1999.0,0.1,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,shooting
ESP-La Liga,2024,Athletic Club,Javi Martón,ESP,"FW,MF",25-340,1999.0,3,0,53,0.6,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,standard,ESP,"FW,MF",25-340,1999.0,0.6,14,0,1,8,5,0,14,0,0,,0,,6,8,1,0,0,0,5,0,8,3,possession,ESP,"FW,MF",25-340,1999.0,0.6,1,0,0,1,0,1,0,0,0,0,0,0,2,2,1,66.7,misc,ESP,"FW,MF",25-340,1999.0,0.6,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,defense,ESP,"FW,MF",25-340,1999.0,0.6,6,7,85.7,68,2,4,5,80.0,2,2,100.0,0,0,,0,0.0,0.0,0.0,0,1,0,0,0,passing,ESP,"FW,MF",25-340,1999.0,0.6,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,shooting
ESP-La Liga,2024,Espanyol,Javi Puado,ESP,"FW,MF",26-321,1998.0,27,27,2310,25.7,10,2,12,6,4,4,5,0,8.9,5.8,1.6,7.4,54,52,82,0.39,0.08,0.47,0.23,0.31,0.35,0.06,0.41,0.22,0.29,standard,ESP,"FW,MF",26-321,1998.0,25.7,737,16,89,347,317,81,733,50,18,36.0,28,56.0,462,3479,1444,54,37,15,56,24,528,82,possession,ESP,"FW,MF",26-321,1998.0,25.7,5,0,0,15,21,4,19,4,12,1,0,0,72,7,25,21.9,misc,ESP,"FW,MF",26-321,1998.0,25.7,15,12,9,3,3,6,12,50.0,6,12,2,10,4,19,14,0,defense,ESP,"FW,MF",26-321,1998.0,25.7,384,503,76.3,5781,899,208,251,82.9,137,166,82.5,23,46,50.0,2,1.6,1.0,0.4,17,26,9,3,52,passing,ESP,"FW,MF",26-321,1998.0,25.7,10,48,13,27.1,1.87,0.51,0.13,0.46,19.7,0,4,4,8.9,5.8,0.12,1.1,0.2,shooting
ESP-La Liga,2024,Celta Vigo,Javi Rodríguez,ESP,DF,21-289,2003.0,28,20,1942,21.6,2,2,4,2,0,0,6,0,1.6,1.6,0.9,2.5,21,92,39,0.09,0.09,0.19,0.09,0.19,0.07,0.04,0.12,0.07,0.12,standard,ESP,DF,21-289,2003.0,21.6,1569,91,533,864,174,18,1569,11,5,45.5,5,45.5,939,4136,2166,21,21,1,16,3,1109,39,possession,ESP,DF,21-289,2003.0,21.6,6,0,0,27,16,0,2,29,33,0,0,0,68,34,25,57.6,misc,ESP,DF,21-289,2003.0,21.6,45,33,30,15,0,28,40,70.0,12,23,7,16,29,74,79,1,defense,ESP,DF,21-289,2003.0,21.6,1156,1346,85.9,20957,6190,445,484,91.9,595,650,91.5,102,173,59.0,2,0.9,0.8,1.1,10,84,8,0,92,passing,ESP,DF,21-289,2003.0,21.6,2,9,3,33.3,0.42,0.14,0.22,0.67,11.8,0,0,0,1.6,1.6,0.18,0.4,0.4,shooting
ESP-La Liga,2024,Valladolid,Javi Sánchez,ESP,DF,28-028,1997.0,22,22,1839,20.4,1,0,1,1,0,0,5,0,0.4,0.4,0.3,0.7,4,25,4,0.05,0.0,0.05,0.05,0.05,0.02,0.01,0.03,0.02,0.03,standard,ESP,DF,28-028,1997.0,20.4,1223,207,836,360,30,10,1223,2,2,100.0,0,0.0,643,2952,1475,4,3,0,8,1,843,4,possession,ESP,DF,28-028,1997.0,20.4,5,0,0,16,3,0,0,20,15,0,1,0,50,32,30,51.6,misc,ESP,DF,28-028,1997.0,20.4,23,15,17,5,1,16,25,64.0,9,34,26,8,20,43,103,3,defense,ESP,DF,28-028,1997.0,20.4,878,1018,86.2,17719,6443,274,290,94.5,498,525,94.9,102,181,56.4,0,0.3,0.4,-0.3,6,35,1,0,25,passing,ESP,DF,28-028,1997.0,20.4,1,10,4,40.0,0.49,0.2,0.1,0.25,23.0,4,0,0,0.4,0.4,0.04,0.6,0.6,shooting
ESP-La Liga,2024,Valencia,Javier Guerra,ESP,MF,22-100,2003.0,29,24,1978,22.0,1,3,4,1,0,0,2,0,1.5,1.5,2.9,4.4,36,104,65,0.05,0.14,0.18,0.05,0.18,0.07,0.13,0.2,0.07,0.2,standard,ESP,MF,22-100,2003.0,22.0,1238,45,248,692,318,36,1238,61,24,39.3,34,55.7,681,3645,1878,36,35,11,42,45,828,65,possession,ESP,MF,22-100,2003.0,22.0,2,0,0,26,25,0,39,13,19,0,0,0,121,15,15,50.0,misc,ESP,MF,22-100,2003.0,22.0,40,19,14,15,11,19,41,46.3,22,11,1,10,13,53,34,2,defense,ESP,MF,22-100,2003.0,22.0,738,955,77.3,12434,3816,366,422,86.7,300,351,85.5,61,116,52.6,3,2.9,3.0,0.1,21,91,17,4,104,passing,ESP,MF,22-100,2003.0,22.0,1,36,4,11.1,1.64,0.18,0.03,0.25,24.1,0,0,0,1.5,1.5,0.04,-0.5,-0.5,shooting
ESP-La Liga,2024,Mallorca,Javier Llabrés,ESP,FW,22-212,2002.0,1,1,57,0.6,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,3,3,8,0.0,0.0,0.0,0.0,0.0,0.08,0.14,0.21,0.08,0.21,standard,ESP,FW,22-212,2002.0,0.6,29,2,6,9,14,0,29,0,0,,0,,17,160,69,3,2,0,1,2,19,8,possession,ESP,FW,22-212,2002.0,0.6,0,0,0,0,1,1,4,0,0,0,0,0,3,1,0,100.0,misc,ESP,FW,22-212,2002.0,0.6,0,0,0,0,0,0,0,,0,1,0,1,0,0,0,0,defense,ESP,FW,22-212,2002.0,0.6,20,24,83.3,294,88,12,12,100.0,7,10,70.0,1,2,50.0,0,0.1,0.1,-0.1,1,0,1,1,3,passing,ESP,FW,22-212,2002.0,0.6,0,1,0,0.0,1.58,0.0,0.0,,19.7,0,0,0,0.0,0.0,0.05,0.0,0.0,shooting
ESP-La Liga,2024,Celta Vigo,Javier Manquillo,ESP,DF,30-341,1994.0,10,7,515,5.7,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,3,24,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,standard,ESP,DF,30-341,1994.0,5.7,413,20,161,222,31,1,413,1,0,0.0,1,100.0,248,1017,454,3,5,1,1,0,312,5,possession,ESP,DF,30-341,1994.0,5.7,1,0,0,9,1,0,3,7,5,0,0,0,18,5,8,38.5,misc,ESP,DF,30-341,1994.0,5.7,7,5,4,3,0,2,10,20.0,8,5,3,2,7,14,14,0,defense,ESP,DF,30-341,1994.0,5.7,335,373,89.8,5537,1582,156,169,92.3,163,172,94.8,13,23,56.5,0,0.0,0.1,0.0,0,22,2,0,24,passing,ESP,DF,30-341,1994.0,5.7,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,shooting
ESP-La Liga,2024,Las Palmas,Javier Muñoz,ESP,"MF,DF",30-042,1995.0,30,24,2240,24.9,0,2,2,0,0,0,3,0,0.9,0.9,2.2,3.1,32,94,77,0.0,0.08,0.08,0.0,0.08,0.04,0.09,0.13,0.04,0.13,standard,ESP,"MF,DF",30-042,1995.0,24.9,1252,38,250,733,285,27,1252,32,19,59.4,11,34.4,634,3445,1416,32,26,7,25,12,836,77,possession,ESP,"MF,DF",30-042,1995.0,24.9,3,0,0,26,22,2,42,27,32,0,0,0,100,10,24,29.4,misc,ESP,"MF,DF",30-042,1995.0,24.9,41,32,18,15,8,14,41,34.1,27,22,4,18,27,68,35,3,defense,ESP,"MF,DF",30-042,1995.0,24.9,824,1056,78.0,14069,4151,403,466,86.5,307,380,80.8,86,147,58.5,2,2.2,1.9,-0.2,25,97,26,10,94,passing,ESP,"MF,DF",30-042,1995.0,24.9,0,20,5,25.0,0.8,0.2,0.0,0.0,21.9,0,0,0,0.9,0.9,0.05,-0.9,-0.9,shooting
ESP-La Liga,2024,Betis,Jesus Rodríguez,ESP,FW,19-141,2005.0,14,10,783,8.7,1,0,1,1,0,0,0,0,1.8,1.8,0.1,1.9,38,25,77,0.11,0.0,0.11,0.11,0.11,0.21,0.01,0.22,0.21,0.22,standard,ESP,FW,19-141,2005.0,8.7,386,3,35,145,214,48,386,73,25,34.2,41,56.2,260,2164,1145,38,29,28,26,15,269,77,possession,ESP,FW,19-141,2005.0,8.7,0,0,0,10,32,2,13,6,13,1,0,0,43,3,6,33.3,misc,ESP,FW,19-141,2005.0,8.7,15,13,6,5,4,5,11,45.5,6,12,0,12,6,21,2,0,defense,ESP,FW,19-141,2005.0,8.7,164,223,73.5,2060,644,115,138,83.3,34,50,68.0,5,8,62.5,0,0.1,0.4,-0.1,5,12,12,2,25,passing,ESP,FW,19-141,2005.0,8.7,1,19,7,36.8,2.18,0.8,0.05,0.14,17.7,0,0,0,1.8,1.8,0.1,-0.8,-0.8,shooting
ESP-La Liga,2024,Valencia,Jesus Vazquez,ESP,DF,22-099,2003.0,15,9,775,8.6,0,0,0,0,0,0,3,0,0.1,0.1,0.2,0.4,29,19,44,0.0,0.0,0.0,0.0,0.0,0.02,0.03,0.04,0.02,0.04,standard,ESP,DF,22-099,2003.0,8.6,502,29,141,199,170,11,502,30,12,40.0,14,46.7,220,1352,784,29,23,5,13,6,245,44,possession,ESP,DF,22-099,2003.0,8.6,3,0,0,15,10,1,20,6,14,0,0,0,33,9,10,47.4,misc,ESP,DF,22-099,2003.0,8.6,18,14,10,6,2,6,15,40.0,9,15,5,10,6,24,23,0,defense,ESP,DF,22-099,2003.0,8.6,295,386,76.4,4096,1152,182,201,90.5,101,130,77.7,7,25,28.0,0,0.2,0.4,-0.2,1,13,3,2,19,passing,ESP,DF,22-099,2003.0,8.6,0,4,1,25.0,0.46,0.12,0.0,0.0,18.2,0,0,0,0.1,0.1,0.03,-0.1,-0.1,shooting
ESP-La Liga,2024,Osasuna,Jesús Areso,ESP,DF,25-283,1999.0,28,27,2368,26.3,0,2,2,0,0,0,6,0,0.1,0.1,1.9,2.0,82,83,159,0.0,0.08,0.08,0.0,0.08,0.0,0.07,0.08,0.0,0.08,standard,ESP,DF,25-283,1999.0,26.3,1470,86,340,600,544,16,1470,54,18,33.3,30,55.6,684,4381,2215,82,54,6,50,18,802,159,possession,ESP,DF,25-283,1999.0,26.3,6,0,0,26,13,7,130,7,28,0,0,0,93,19,14,57.6,misc,ESP,DF,25-283,1999.0,26.3,38,28,24,10,4,28,42,66.7,14,21,4,17,7,45,74,0,defense,ESP,DF,25-283,1999.0,26.3,857,1208,70.9,14279,6267,431,483,89.2,332,471,70.5,75,170,44.1,2,1.9,1.9,0.1,21,74,42,25,83,passing,ESP,DF,25-283,1999.0,26.3,0,5,0,0.0,0.19,0.0,0.0,,21.2,0,0,0,0.1,0.1,0.02,-0.1,-0.1,shooting
ESP-La Liga,2024,Sevilla,Jesús Navas,ESP,"FW,MF",39-141,1985.0,15,3,424,4.7,1,0,1,1,0,0,0,0,0.5,0.5,0.5,1.0,13,23,48,0.21,0.0,0.21,0.21,0.21,0.11,0.11,0.22,0.11,0.22,standard,ESP,"FW,MF",39-141,1985.0,4.7,295,6,40,124,131,5,295,6,4,66.7,2,33.3,150,837,453,13,7,1,5,4,219,48,possession,ESP,"FW,MF",39-141,1985.0,4.7,0,0,0,1,4,3,33,4,2,0,0,0,10,5,5,50.0,misc,ESP,"FW,MF",39-141,1985.0,4.7,5,2,3,0,2,0,3,0.0,3,1,0,1,4,9,6,0,defense,ESP,"FW,MF",39-141,1985.0,4.7,203,262,77.5,3443,816,105,117,89.7,71,88,80.7,22,38,57.9,0,0.5,0.6,-0.5,10,16,6,5,23,passing,ESP,"FW,MF",39-141,1985.0,4.7,1,3,2,66.7,0.64,0.42,0.33,0.5,14.9,0,0,0,0.5,0.5,0.18,0.5,0.5,shooting
ESP-La Liga,2024,Alavés,Jesús Owono,EQG,GK,24-041,2001.0,5,4,397,4.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,standard,EQG,GK,24-041,2001.0,4.4,148,127,148,0,0,0,148,1,1,100.0,0,0.0,74,353,244,0,0,0,0,0,63,0,possession,EQG,GK,24-041,2001.0,4.4,0,0,0,1,1,0,0,0,1,0,1,0,2,0,0,,misc,EQG,GK,24-041,2001.0,4.4,1,1,1,0,0,1,1,100.0,0,0,0,0,0,1,1,0,defense,EQG,GK,24-041,2001.0,4.4,83,141,58.9,3375,3015,7,7,100.0,29,29,100.0,47,103,45.6,0,0.0,0.0,0.0,0,5,0,0,0,passing,EQG,GK,24-041,2001.0,4.4,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,shooting
ESP-La Liga,2024,Getafe,Jesús Santiago,ESP,MF,20-321,2004.0,16,4,322,3.6,0,0,0,0,0,0,5,0,0.0,0.0,0.0,0.0,3,12,4,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.01,0.01,standard,ESP,MF,20-321,2004.0,3.6,153,6,35,87,33,4,153,6,0,0.0,6,100.0,76,394,166,3,3,0,8,0,76,4,possession,ESP,MF,20-321,2004.0,3.6,5,0,0,14,5,0,2,1,7,0,0,0,18,1,4,20.0,misc,ESP,MF,20-321,2004.0,3.6,12,7,6,6,0,5,9,55.6,4,5,2,3,1,13,3,0,defense,ESP,MF,20-321,2004.0,3.6,77,110,70.0,1166,352,45,60,75.0,26,33,78.8,3,11,27.3,0,0.0,0.2,0.0,0,9,0,0,12,passing,ESP,MF,20-321,2004.0,3.6,0,1,0,0.0,0.28,0.0,0.0,,22.9,0,0,0,0.0,0.0,0.02,0.0,0.0,shooting
ESP-La Liga,2024,Real Madrid,Jesús Vallejo,ESP,DF,28-096,1997.0,1,0,11,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,standard,ESP,DF,28-096,1997.0,0.1,16,3,7,9,0,0,16,0,0,,0,,13,38,16,0,0,0,0,0,13,0,possession,ESP,DF,28-096,1997.0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0.0,misc,ESP,DF,28-096,1997.0,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,2,0,defense,ESP,DF,28-096,1997.0,0.1,12,14,85.7,221,54,1,1,100.0,11,11,100.0,0,2,0.0,0,0.0,0.0,0.0,0,0,0,0,0,passing,ESP,DF,28-096,1997.0,0.1,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,shooting
ESP-La Liga,2024,Girona,Jhon Solis,COL,MF,20-190,2004.0,14,2,438,4.9,1,0,1,1,0,0,2,0,0.6,0.6,0.1,0.7,7,26,12,0.21,0.0,0.21,0.21,0.21,0.12,0.02,0.14,0.12,0.14,standard,COL,MF,20-190,2004.0,4.9,313,9,60,198,58,4,313,12,5,41.7,6,50.0,200,1116,488,7,9,0,9,10,238,12,possession,COL,MF,20-190,2004.0,4.9,2,0,0,6,5,0,2,4,4,0,0,0,21,3,3,50.0,misc,COL,MF,20-190,2004.0,4.9,9,4,2,6,1,5,12,41.7,7,12,1,11,4,13,6,1,defense,COL,MF,20-190,2004.0,4.9,232,255,91.0,3532,845,123,128,96.1,98,108,90.7,7,11,63.6,0,0.1,0.3,-0.1,2,25,1,1,26,passing,COL,MF,20-190,2004.0,4.9,1,3,1,33.3,0.62,0.21,0.33,1.0,15.5,0,0,0,0.6,0.6,0.2,0.4,0.4,shooting
ESP-La Liga,2024,Espanyol,Joan García,ESP,GK,23-342,2001.0,29,29,2610,29.0,0,0,0,0,0,0,2,0,0.1,0.1,0.0,0.1,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,standard,ESP,GK,23-342,2001.0,29.0,997,844,993,4,1,1,997,0,0,,0,,570,3556,2344,0,0,0,2,0,366,0,possession,ESP,GK,23-342,2001.0,29.0,2,0,0,0,4,0,0,0,0,0,0,0,27,15,1,93.8,misc,ESP,GK,23-342,2001.0,29.0,0,0,0,0,0,0,1,0.0,1,1,0,1,0,0,15,4,defense,ESP,GK,23-342,2001.0,29.0,650,930,69.9,18666,14507,129,131,98.5,285,289,98.6,232,503,46.1,0,0.0,0.0,0.0,0,13,1,0,1,passing,ESP,GK,23-342,2001.0,29.0,0,1,1,100.0,0.03,0.03,0.0,0.0,10.5,0,0,0,0.1,0.1,0.07,-0.1,-0.1,shooting
ESP-La Liga,2024,Alavés,Joan Jordán,ESP,MF,30-279,1994.0,19,12,1147,12.7,4,2,6,2,2,3,2,0,4.0,1.6,2.0,3.6,4,78,26,0.31,0.16,0.47,0.16,0.31,0.31,0.16,0.47,0.13,0.29,standard,ESP,MF,30-279,1994.0,12.7,821,22,108,481,241,10,818,6,5,83.3,1,16.7,366,1155,598,4,13,1,13,2,479,26,possession,ESP,MF,30-279,1994.0,12.7,2,0,0,23,10,1,84,8,14,0,0,0,43,14,10,58.3,misc,ESP,MF,30-279,1994.0,12.7,24,14,9,12,3,11,23,47.8,12,10,0,10,8,32,17,0,defense,ESP,MF,30-279,1994.0,12.7,533,723,73.7,10081,3362,239,274,87.2,202,255,79.2,77,157,49.0,2,2.0,2.1,0.0,23,81,9,3,78,passing,ESP,MF,30-279,1994.0,12.7,4,12,4,33.3,0.94,0.31,0.17,0.5,25.6,5,2,3,4.0,1.6,0.13,0.0,0.4,shooting
ESP-La Liga,2024,Espanyol,Jofre,ESP,"MF,FW",23-298,2001.0,28,22,1772,19.7,3,3,6,3,0,0,5,0,2.3,2.3,1.8,4.1,50,42,116,0.15,0.15,0.3,0.15,0.3,0.12,0.09,0.21,0.12,0.21,standard,ESP,"MF,FW",23-298,2001.0,19.7,656,18,113,252,304,59,656,82,29,35.4,43,52.4,413,3092,1660,50,39,20,55,32,444,116,possession,ESP,"MF,FW",23-298,2001.0,19.7,5,0,0,24,46,3,37,13,13,0,0,0,91,3,11,21.4,misc,ESP,"MF,FW",23-298,2001.0,19.7,19,13,12,5,2,12,20,60.0,8,8,0,8,13,32,26,0,defense,ESP,"MF,FW",23-298,2001.0,19.7,280,404,69.3,4285,1201,153,183,83.6,98,142,69.0,17,39,43.6,3,1.8,1.3,1.2,18,14,13,7,42,passing,ESP,"MF,FW",23-298,2001.0,19.7,3,35,10,28.6,1.78,0.51,0.09,0.3,19.8,0,0,0,2.3,2.3,0.07,0.7,0.7,shooting
ESP-La Liga,2024,Mallorca,Johan Mojica,COL,DF,32-233,1992.0,28,24,2212,24.6,1,2,3,1,0,0,5,0,0.9,0.9,3.5,4.3,52,107,106,0.04,0.08,0.12,0.04,0.12,0.04,0.14,0.18,0.04,0.18,standard,COL,DF,32-233,1992.0,24.6,1538,74,477,635,450,16,1538,71,26,36.6,38,53.5,792,4152,1780,52,41,4,42,23,865,106,possession,COL,DF,32-233,1992.0,24.6,5,0,0,16,19,0,110,25,19,1,2,0,145,8,12,40.0,misc,COL,DF,32-233,1992.0,24.6,30,19,23,4,3,17,30,56.7,13,7,2,5,25,55,66,2,defense,COL,DF,32-233,1992.0,24.6,945,1288,73.4,17035,7304,470,533,88.2,356,461,77.2,113,224,50.4,2,3.5,3.7,-1.5,32,78,43,27,107,passing,COL,DF,32-233,1992.0,24.6,1,15,3,20.0,0.61,0.12,0.07,0.33,22.9,3,0,0,0.9,0.9,0.06,0.1,0.1,shooting
ESP-La Liga,2024,Getafe,John Joe,IRL,"MF,FW",21-169,2003.0,4,0,48,0.5,0,0,0,0,0,0,1,0,0.1,0.1,0.0,0.1,1,0,6,0.0,0.0,0.0,0.0,0.0,0.26,0.0,0.26,0.26,0.26,standard,IRL,"MF,FW",21-169,2003.0,0.5,33,1,5,10,18,1,33,5,2,40.0,3,60.0,21,102,47,1,1,0,4,1,23,6,possession,IRL,"MF,FW",21-169,2003.0,0.5,1,0,0,1,2,0,0,0,0,0,0,0,3,2,2,50.0,misc,IRL,"MF,FW",21-169,2003.0,0.5,0,0,0,0,0,0,0,,0,1,1,0,0,0,1,0,defense,IRL,"MF,FW",21-169,2003.0,0.5,16,20,80.0,193,48,12,13,92.3,2,4,50.0,1,1,100.0,0,0.0,0.0,0.0,0,0,0,0,0,passing,IRL,"MF,FW",21-169,2003.0,0.5,0,2,0,0.0,3.75,0.0,0.0,,20.9,0,0,0,0.1,0.1,0.07,-0.1,-0.1,shooting
ESP-La Liga,2024,Betis,Johnny Cardoso,USA,MF,23-203,2001.0,22,19,1702,18.9,2,1,3,2,0,0,4,0,1.8,1.8,0.9,2.7,14,59,26,0.11,0.05,0.16,0.11,0.16,0.1,0.05,0.14,0.1,0.14,standard,USA,MF,23-203,2001.0,18.9,1102,70,302,664,151,20,1102,34,20,58.8,13,38.2,560,2412,1076,14,10,1,31,21,668,26,possession,USA,MF,23-203,2001.0,18.9,4,0,0,31,26,0,2,43,24,0,0,0,106,23,15,60.5,misc,USA,MF,23-203,2001.0,18.9,44,24,12,24,8,17,45,37.8,28,23,10,13,43,87,52,1,defense,USA,MF,23-203,2001.0,18.9,708,839,84.4,10887,2755,386,431,89.6,264,299,88.3,37,56,66.1,1,0.9,0.7,0.1,7,42,2,0,59,passing,USA,MF,23-203,2001.0,18.9,2,15,5,33.3,0.79,0.26,0.13,0.4,15.5,0,0,0,1.8,1.8,0.12,0.2,0.2,shooting
ESP-La Liga,2024,Real Sociedad,Jon Aramburu,VEN,DF,22-262,2002.0,27,24,2026,22.5,1,1,2,1,0,0,7,0,0.4,0.4,0.9,1.3,22,84,35,0.04,0.04,0.09,0.04,0.09,0.02,0.04,0.06,0.02,0.06,standard,VEN,DF,22-262,2002.0,22.5,1514,85,490,754,284,17,1514,31,6,19.4,24,77.4,671,2470,1186,22,16,0,25,9,754,35,possession,VEN,DF,22-262,2002.0,22.5,7,0,0,38,30,3,37,27,60,0,1,0,108,32,26,55.2,misc,VEN,DF,22-262,2002.0,22.5,81,60,46,26,9,54,81,66.7,27,30,7,23,27,108,84,0,defense,VEN,DF,22-262,2002.0,22.5,937,1211,77.4,13808,5740,504,567,88.9,360,470,76.6,39,100,39.0,1,0.9,1.1,0.1,11,65,8,5,84,passing,VEN,DF,22-262,2002.0,22.5,1,11,3,27.3,0.49,0.13,0.09,0.33,20.8,0,0,0,0.4,0.4,0.04,0.6,0.6,shooting
ESP-La Liga,2024,Alavés,Jon Guridi,ESP,"MF,FW",30-042,1995.0,26,20,1595,17.7,3,1,4,2,1,1,5,0,3.0,2.2,1.1,3.3,22,67,63,0.17,0.06,0.23,0.11,0.17,0.17,0.06,0.23,0.12,0.18,standard,ESP,"MF,FW",30-042,1995.0,17.7,734,14,96,390,255,45,733,17,6,35.3,9,52.9,369,1990,901,22,23,3,28,14,460,63,possession,ESP,"MF,FW",30-042,1995.0,17.7,5,0,0,26,11,5,13,10,15,0,1,0,72,30,41,42.3,misc,ESP,"MF,FW",30-042,1995.0,17.7,29,15,5,19,5,13,34,38.2,21,18,1,17,10,39,8,0,defense,ESP,"MF,FW",30-042,1995.0,17.7,450,586,76.8,6918,1704,235,296,79.4,166,204,81.4,31,44,70.5,1,1.1,0.7,-0.1,16,44,8,2,67,passing,ESP,"MF,FW",30-042,1995.0,17.7,3,17,10,58.8,0.96,0.56,0.12,0.2,15.5,0,1,1,3.0,2.2,0.13,0.0,-0.2,shooting
