league,season,team,player,nation,pos,age,born,90s,Performance CrdY,Performance CrdR,Performance 2CrdY,Performance Fls,Performance Fld,Performance Off,Performance Crs,Performance Int,Performance TklW,Performance PKwon,Performance PKcon,Performance OG,Performance Recov,Aerial Duels Won,Aerial Duels Lost,Aerial Duels Won%,stat_type
ENG-Premier League,2022,Brentford,Mathias Jensen,DEN,MF,26,1996,31.1,5,0,0,32,25,1,158,32,36,0,0,0,175,11,17,39.3,misc
ENG-Premier League,2022,Brentford,Mathias Jørgensen,DEN,DF,32,1990,12.3,2,0,0,9,4,2,3,16,8,0,0,1,53,17,15,53.1,misc
ENG-Premier League,2022,Brentford,Mikkel Damsgaard,DEN,"MF,FW",22,2000,11.0,4,0,0,13,11,0,29,10,21,0,0,0,70,10,9,52.6,misc
ENG-Premier League,2022,Brentford,Pontus Jansson,SWE,DF,31,1991,8.0,0,0,0,2,1,1,0,9,3,0,0,0,25,24,12,66.7,misc
ENG-Premier League,2022,Brentford,Rico Henry,ENG,DF,25,1997,36.0,4,0,0,32,38,2,87,30,31,1,0,0,197,40,55,42.1,misc
ENG-Premier League,2022,Brentford,Saman Ghoddos,IRN,"MF,FW",28,1993,1.5,0,0,0,3,3,0,7,4,1,0,0,0,24,5,4,55.6,misc
ENG-Premier League,2022,Brentford,Sergi Canós,ESP,"FW,DF",25,1997,0.9,0,0,0,3,3,0,3,0,0,0,0,0,6,0,1,0.0,misc
ENG-Premier League,2022,Brentford,Shandon Baptiste,GRN,MF,24,1998,6.9,3,1,1,11,12,1,11,7,9,0,0,0,45,6,7,46.2,misc
ENG-Premier League,2022,Brentford,Vitaly Janelt,GER,"MF,DF",24,1998,24.5,3,0,0,22,21,2,22,29,27,0,0,0,159,32,23,58.2,misc
ENG-Premier League,2022,Brentford,Yoane Wissa,COD,FW,25,1996,17.8,3,0,0,21,26,19,12,6,12,1,0,0,69,24,26,48.0,misc
ENG-Premier League,2022,Brighton,Adam Lallana,ENG,"MF,FW",34,1988,8.0,0,0,0,2,7,0,3,2,4,0,0,0,25,8,9,47.1,misc
ENG-Premier League,2022,Brighton,Adam Webster,ENG,DF,27,1995,22.1,2,0,0,10,6,1,2,19,12,0,0,1,143,60,27,69.0,misc
ENG-Premier League,2022,Brighton,Alexis Mac Allister,ARG,MF,23,1998,32.1,8,0,0,35,57,0,29,22,39,0,0,1,213,25,16,61.0,misc
ENG-Premier League,2022,Brighton,Andrew Moran,IRL,FW,18,2003,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,misc
ENG-Premier League,2022,Brighton,Billy Gilmour,SCO,MF,21,2001,5.6,1,0,0,8,3,0,2,6,2,0,0,0,35,5,5,50.0,misc
