league,season,team,player,nation,pos,age,born,Playing Time MP,Playing Time Starts,Playing Time Min,Playing Time 90s,Performance Gls,Performance Ast,Performance G+A,Performance G-PK,Performance PK,Performance PKatt,Performance CrdY,Performance CrdR,Expected xG,Expected npxG,Expected xAG,Expected npxG+xAG,Progression PrgC,Progression PrgP,Progression PrgR,Per 90 Minutes Gls,Per 90 Minutes Ast,Per 90 Minutes G+A,Per 90 Minutes G-PK,Per 90 Minutes G+A-PK,Per 90 Minutes xG,Per 90 Minutes xAG,Per 90 Minutes xG+xAG,Per 90 Minutes npxG,Per 90 Minutes npxG+xAG,stat_type,nation_misc,pos_misc,age_misc,born_misc,90s,Performance CrdY_misc,Performance CrdR_misc,Performance 2CrdY,Performance Fls,Performance Fld,Performance Off,Performance Crs,Performance Int,Performance TklW,Performance PKwon,Performance PKcon,Performance OG,Performance Recov,Aerial Duels Won,Aerial Duels Lost,Aerial Duels Won%,stat_type_misc,nation_defense,pos_defense,age_defense,born_defense,90s_defense,Tackles Tkl,Tackles TklW,Tackles Def 3rd,Tackles Mid 3rd,Tackles Att 3rd,Challenges Tkl,Challenges Att,Challenges Tkl%,Challenges Lost,Blocks Blocks,Blocks Sh,Blocks Pass,Int,Tkl+Int,Clr,Err,stat_type_defense,nation_shooting,pos_shooting,age_shooting,born_shooting,90s_shooting,Standard Gls,Standard Sh,Standard SoT,Standard SoT%,Standard Sh/90,Standard SoT/90,Standard G/Sh,Standard G/SoT,Standard Dist,Standard FK,Standard PK,Standard PKatt,Expected xG_shooting,Expected npxG_shooting,Expected npxG/Sh,Expected G-xG,Expected np:G-xG,stat_type_shooting,nation_possession,pos_possession,age_possession,born_possession,90s_possession,Touches Touches,Touches Def Pen,Touches Def 3rd,Touches Mid 3rd,Touches Att 3rd,Touches Att Pen,Touches Live,Take-Ons Att,Take-Ons Succ,Take-Ons Succ%,Take-Ons Tkld,Take-Ons Tkld%,Carries Carries,Carries TotDist,Carries PrgDist,Carries PrgC,Carries 1/3,Carries CPA,Carries Mis,Carries Dis,Receiving Rec,Receiving PrgR,stat_type_possession,nation_passing,pos_passing,age_passing,born_passing,90s_passing,Total Cmp,Total Att,Total Cmp%,Total TotDist,Total PrgDist,Short Cmp,Short Att,Short Cmp%,Medium Cmp,Medium Att,Medium Cmp%,Long Cmp,Long Att,Long Cmp%,Ast,xAG,Expected xA,Expected A-xAG,KP,1/3,PPA,CrsPA,PrgP,stat_type_passing
ESP-La Liga,2022,Valladolid,Selim Amallah,MAR,"MF,FW",25,1996,7,3,267,3.0,2,1,3,2,0,0,2,1,0.9,0.9,0.3,1.1,11,10,9,0.67,0.34,1.01,0.67,1.01,0.29,0.09,0.38,0.29,0.38,standard,MAR,"MF,FW",25,1996,3.0,2,1,0,10,8,1,2,5,9,0,0,0,10,7,8,46.7,misc,MAR,"MF,FW",25,1996,3.0,15,9,7,8,0,5,8,62.5,3,2,0,2,5,20,2,0,defense,MAR,"MF,FW",25,1996,3.0,2,5,2,40.0,1.69,0.67,0.4,1.0,19.2,1,0,0,0.9,0.9,0.17,1.1,1.1,shooting,MAR,"MF,FW",25,1996,3.0,138,2,21,77,44,11,138,25,11,44.0,12,48.0,80,507,254,11,7,3,6,10,84,9,possession,MAR,"MF,FW",25,1996,3.0,63,83,75.9,1030,268,30,38,78.9,23,30,76.7,6,8,75.0,1,0.3,0.2,0.7,3,7,2,0,10,passing
ESP-La Liga,2022,Espanyol,Sergi Darder,ESP,MF,28,1993,38,38,3320,36.9,6,3,9,6,0,0,4,0,3.5,3.5,7.5,10.9,111,233,75,0.16,0.08,0.24,0.16,0.24,0.09,0.2,0.3,0.09,0.3,standard,ESP,MF,28,1993,36.9,4,0,0,31,78,2,181,24,38,0,0,0,205,12,13,48.0,misc,ESP,MF,28,1993,36.9,69,38,12,43,14,29,73,39.7,44,34,2,32,24,93,23,0,defense,ESP,MF,28,1993,36.9,6,39,13,33.3,1.06,0.35,0.15,0.46,22.6,0,0,0,3.5,3.5,0.09,2.5,2.5,shooting,ESP,MF,28,1993,36.9,1980,43,276,1145,605,39,1980,135,68,50.4,54,40.0,1214,8752,4719,111,95,9,43,26,1273,75,possession,ESP,MF,28,1993,36.9,1181,1628,72.5,22446,8537,488,563,86.7,509,619,82.2,163,362,45.0,3,7.5,6.3,-4.5,73,158,52,16,233,passing
ESP-La Liga,2022,Cádiz,Sergi Guardiola,ESP,FW,31,1991,17,14,1165,12.9,3,0,3,3,0,0,2,0,3.4,3.4,0.5,3.9,12,28,55,0.23,0.0,0.23,0.23,0.23,0.26,0.04,0.3,0.26,0.3,standard,ESP,FW,31,1991,12.9,2,0,0,7,21,11,14,3,7,0,0,0,39,11,31,26.2,misc,ESP,FW,31,1991,12.9,9,7,0,6,3,3,12,25.0,9,5,0,5,3,12,7,0,defense,ESP,FW,31,1991,12.9,3,27,13,48.1,2.09,1.0,0.11,0.23,15.5,0,0,0,3.4,3.4,0.12,-0.4,-0.4,shooting,ESP,FW,31,1991,12.9,413,8,34,174,208,41,413,24,12,50.0,10,41.7,241,1015,344,12,10,5,27,24,303,55,possession,ESP,FW,31,1991,12.9,203,294,69.0,2803,548,121,152,79.6,60,88,68.2,10,15,66.7,0,0.5,0.3,-0.5,9,11,3,1,28,passing
ESP-La Liga,2022,Valladolid,Sergi Guardiola,ESP,FW,31,1991,14,8,502,5.6,0,0,0,0,0,0,1,0,1.0,1.0,0.1,1.2,7,3,20,0.0,0.0,0.0,0.0,0.0,0.18,0.03,0.21,0.18,0.21,standard,ESP,FW,31,1991,5.6,1,0,0,14,9,4,3,2,7,0,0,0,14,9,14,39.1,misc,ESP,FW,31,1991,5.6,12,7,6,5,1,2,4,50.0,2,6,0,6,2,14,7,0,defense,ESP,FW,31,1991,5.6,0,11,3,27.3,1.97,0.54,0.0,0.0,17.7,0,0,0,1.0,1.0,0.09,-1.0,-1.0,shooting,ESP,FW,31,1991,5.6,191,7,27,91,74,17,191,7,0,0.0,6,85.7,99,373,144,7,6,2,18,4,125,20,possession,ESP,FW,31,1991,5.6,74,117,63.2,948,149,47,65,72.3,18,26,69.2,3,5,60.0,0,0.1,0.2,-0.1,2,1,1,1,3,passing
ESP-La Liga,2022,Espanyol,Sergi Gómez,ESP,DF,30,1992,29,26,2339,26.0,0,0,0,0,0,0,1,2,0.9,0.9,0.4,1.3,2,43,1,0.0,0.0,0.0,0.0,0.0,0.03,0.01,0.05,0.03,0.05,standard,ESP,DF,30,1992,26.0,1,2,0,9,8,0,3,27,16,0,0,0,113,43,36,54.4,misc,ESP,DF,30,1992,26.0,29,16,20,9,0,18,22,81.8,4,33,19,14,27,56,125,1,defense,ESP,DF,30,1992,26.0,0,9,4,44.4,0.35,0.15,0.0,0.0,12.8,0,0,0,0.9,0.9,0.1,-0.9,-0.9,shooting,ESP,DF,30,1992,26.0,1379,188,736,620,33,19,1379,0,0,,0,,719,3044,1464,2,2,0,5,0,827,1,possession,ESP,DF,30,1992,26.0,968,1132,85.5,20365,7288,277,302,91.7,561,600,93.5,127,214,59.3,0,0.4,0.7,-0.4,5,38,1,0,43,passing
ESP-La Liga,2022,Barcelona,Sergi Roberto,ESP,"DF,MF",30,1992,23,15,1308,14.5,4,1,5,4,0,0,3,0,2.4,2.4,0.9,3.3,48,97,72,0.28,0.07,0.34,0.28,0.34,0.17,0.06,0.23,0.17,0.23,standard,ESP,"DF,MF",30,1992,14.5,3,0,0,19,12,2,25,11,15,0,0,0,62,7,12,36.8,misc,ESP,"DF,MF",30,1992,14.5,22,15,12,6,4,7,18,38.9,11,15,7,8,11,33,16,0,defense,ESP,"DF,MF",30,1992,14.5,4,18,6,33.3,1.24,0.41,0.22,0.67,15.6,0,0,0,2.4,2.4,0.13,1.6,1.6,shooting,ESP,"DF,MF",30,1992,14.5,1051,30,179,565,312,31,1051,13,5,38.5,4,30.8,657,2895,1780,48,32,7,9,3,781,72,possession,ESP,"DF,MF",30,1992,14.5,850,936,90.8,12315,2769,514,535,96.1,270,303,89.1,48,64,75.0,1,0.9,1.3,0.1,10,80,14,6,97,passing
ESP-La Liga,2022,Almería,Sergio Akieme,ESP,DF,24,1997,29,27,2297,25.5,1,0,1,1,0,0,5,0,1.5,1.5,2.0,3.5,60,58,84,0.04,0.0,0.04,0.04,0.04,0.06,0.08,0.14,0.06,0.14,standard,ESP,DF,24,1997,25.5,5,0,0,20,18,0,70,14,16,0,0,0,127,14,15,48.3,misc,ESP,DF,24,1997,25.5,27,16,19,6,2,12,22,54.5,10,22,6,16,14,41,41,0,defense,ESP,DF,24,1997,25.5,1,23,7,30.4,0.9,0.27,0.04,0.14,20.2,0,0,0,1.5,1.5,0.07,-0.5,-0.5,shooting,ESP,DF,24,1997,25.5,1283,78,434,563,307,35,1283,51,27,52.9,18,35.3,660,4200,2232,60,34,11,29,25,710,84,possession,ESP,DF,24,1997,25.5,821,1061,77.4,13314,5012,430,485,88.7,315,386,81.6,52,128,40.6,0,2.0,2.2,-2.0,21,43,22,17,58,passing
ESP-La Liga,2022,Real Madrid,Sergio Arribas,ESP,"MF,FW",20,2001,2,0,19,0.2,0,0,0,0,0,0,0,0,0.2,0.2,0.0,0.2,0,2,0,0.0,0.0,0.0,0.0,0.0,0.74,0.14,0.88,0.74,0.88,standard,ESP,"MF,FW",20,2001,0.2,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,,misc,ESP,"MF,FW",20,2001,0.2,0,0,0,0,0,0,0,,0,1,0,1,0,0,0,0,defense,ESP,"MF,FW",20,2001,0.2,0,1,0,0.0,4.74,0.0,0.0,,16.3,0,0,0,0.2,0.2,0.16,-0.2,-0.2,shooting,ESP,"MF,FW",20,2001,0.2,13,1,1,6,6,1,13,0,0,,0,,4,26,17,0,0,0,0,0,8,0,possession,ESP,"MF,FW",20,2001,0.2,9,11,81.8,131,35,6,6,100.0,3,5,60.0,0,0,,0,0.0,0.0,0.0,1,1,1,0,2,passing
ESP-La Liga,2022,Valladolid,Sergio Asenjo,ESP,GK,33,1989,10,10,900,10.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,standard,ESP,GK,33,1989,10.0,0,0,0,0,4,0,0,0,0,0,0,0,22,0,0,,misc,ESP,GK,33,1989,10.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,10,2,defense,ESP,GK,33,1989,10.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,shooting,ESP,GK,33,1989,10.0,384,327,384,0,0,0,384,0,0,,0,,198,910,556,0,0,0,2,0,153,0,possession,ESP,GK,33,1989,10.0,233,353,66.0,7218,5138,33,33,100.0,107,112,95.5,91,203,44.8,0,0.0,0.0,0.0,0,4,0,0,0,passing
ESP-La Liga,2022,Barcelona,Sergio Busquets,ESP,MF,34,1988,30,28,2339,26.0,0,4,4,0,0,0,8,1,0.4,0.4,2.8,3.3,26,254,32,0.0,0.15,0.15,0.0,0.15,0.02,0.11,0.13,0.02,0.13,standard,ESP,MF,34,1988,26.0,8,1,1,31,40,0,7,27,26,0,0,0,187,53,59,47.3,misc,ESP,MF,34,1988,26.0,58,26,24,26,8,29,51,56.9,22,32,6,26,27,85,36,2,defense,ESP,MF,34,1988,26.0,0,9,2,22.2,0.35,0.08,0.0,0.0,23.5,0,0,0,0.4,0.4,0.05,-0.4,-0.4,shooting,ESP,MF,34,1988,26.0,2171,62,386,1427,373,14,2171,16,11,68.8,3,18.8,1278,5018,2593,26,32,1,19,12,1551,32,possession,ESP,MF,34,1988,26.0,1722,1949,88.4,30610,9017,756,825,91.6,745,822,90.6,183,222,82.4,4,2.8,3.7,1.2,25,230,33,3,254,passing
ESP-La Liga,2022,Rayo Vallecano,Sergio Camello,ESP,FW,21,2001,38,27,2401,26.7,6,5,11,6,0,0,1,0,7.3,7.3,2.4,9.6,40,42,122,0.22,0.19,0.41,0.22,0.41,0.27,0.09,0.36,0.27,0.36,standard,ESP,FW,21,2001,26.7,1,0,0,12,19,11,4,2,10,0,0,0,63,27,49,35.5,misc,ESP,FW,21,2001,26.7,16,10,3,9,4,5,17,29.4,12,9,1,8,2,18,26,0,defense,ESP,FW,21,2001,26.7,6,76,19,25.0,2.85,0.71,0.08,0.32,16.0,0,0,0,7.3,7.3,0.1,-1.3,-1.3,shooting,ESP,FW,21,2001,26.7,782,29,51,337,406,101,782,46,18,39.1,24,52.2,483,2631,1053,40,36,17,71,35,561,122,possession,ESP,FW,21,2001,26.7,408,523,78.0,5782,733,235,285,82.5,126,156,80.8,20,28,71.4,5,2.4,1.7,2.6,28,15,13,0,42,passing
ESP-La Liga,2022,Betis,Sergio Canales,ESP,"FW,MF",31,1991,31,28,2402,26.7,4,3,7,3,1,1,4,2,4.3,3.5,5.6,9.1,82,143,150,0.15,0.11,0.26,0.11,0.22,0.16,0.21,0.37,0.13,0.34,standard,ESP,"FW,MF",31,1991,26.7,4,2,1,9,32,4,135,14,14,0,0,0,121,13,24,35.1,misc,ESP,"FW,MF",31,1991,26.7,25,14,10,8,7,14,33,42.4,19,18,0,18,14,39,8,0,defense,ESP,"FW,MF",31,1991,26.7,4,38,10,26.3,1.42,0.37,0.08,0.3,22.8,6,1,1,4.3,3.5,0.09,-0.3,-0.5,shooting,ESP,"FW,MF",31,1991,26.7,1677,13,180,745,781,54,1676,54,28,51.9,19,35.2,1051,6475,3161,82,69,5,55,41,1275,150,possession,ESP,"FW,MF",31,1991,26.7,1116,1474,75.7,16689,4491,623,697,89.4,319,407,78.4,99,211,46.9,3,5.6,5.1,-2.6,56,94,51,14,143,passing
ESP-La Liga,2022,Valladolid,Sergio Escudero,ESP,DF,32,1989,23,17,1439,16.0,1,0,1,1,0,0,3,0,1.5,1.5,1.8,3.3,17,40,37,0.06,0.0,0.06,0.06,0.06,0.09,0.11,0.2,0.09,0.2,standard,ESP,DF,32,1989,16.0,3,0,0,19,20,1,56,26,19,0,0,0,89,24,24,50.0,misc,ESP,DF,32,1989,16.0,33,19,21,8,4,15,35,42.9,20,26,6,20,26,59,46,0,defense,ESP,DF,32,1989,16.0,1,27,7,25.9,1.69,0.44,0.04,0.14,23.4,3,0,0,1.5,1.5,0.06,-0.5,-0.5,shooting,ESP,DF,32,1989,16.0,937,61,320,371,255,16,937,17,7,41.2,9,52.9,363,1672,814,17,16,3,13,8,435,37,possession,ESP,DF,32,1989,16.0,528,743,71.1,9041,3725,259,286,90.6,201,271,74.2,55,132,41.7,0,1.8,1.6,-1.8,16,30,16,9,40,passing
ESP-La Liga,2022,Osasuna,Sergio Herrera,ESP,GK,29,1993,17,17,1530,17.0,0,0,0,0,0,0,3,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,standard,ESP,GK,29,1993,17.0,3,0,0,1,4,0,0,1,0,0,1,1,12,2,1,66.7,misc,ESP,GK,29,1993,17.0,2,0,2,0,0,2,2,100.0,0,1,0,1,1,3,6,2,defense,ESP,GK,29,1993,17.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,shooting,ESP,GK,29,1993,17.0,653,515,645,8,0,0,653,2,2,100.0,0,0.0,336,1990,1230,0,0,0,2,0,266,0,possession,ESP,GK,29,1993,17.0,389,611,63.7,14092,11862,31,32,96.9,158,162,97.5,200,415,48.2,0,0.0,0.0,0.0,1,28,0,0,0,passing
ESP-La Liga,2022,Valladolid,Sergio León,ESP,FW,33,1989,29,14,1334,14.8,6,1,7,5,1,2,0,1,3.9,2.3,1.2,3.5,21,22,75,0.4,0.07,0.47,0.34,0.4,0.26,0.08,0.34,0.16,0.23,standard,ESP,FW,33,1989,14.8,0,1,0,8,22,20,9,0,4,0,0,0,45,18,47,27.7,misc,ESP,FW,33,1989,14.8,6,4,0,4,2,3,6,50.0,3,6,0,6,0,6,4,0,defense,ESP,FW,33,1989,14.8,6,26,15,57.7,1.75,1.01,0.19,0.33,16.3,0,1,2,3.9,2.3,0.09,2.1,2.7,shooting,ESP,FW,33,1989,14.8,345,5,26,159,170,49,343,30,10,33.3,17,56.7,210,1122,563,21,16,6,45,17,242,75,possession,ESP,FW,33,1989,14.8,138,206,67.0,2143,398,72,92,78.3,46,65,70.8,9,20,45.0,1,1.2,0.6,-0.2,12,5,6,1,22,passing
ESP-La Liga,2022,Atlético Madrid,Sergio Reguilón,ESP,DF,25,1996,11,2,309,3.4,0,0,0,0,0,0,3,1,0.2,0.2,0.4,0.6,16,11,30,0.0,0.0,0.0,0.0,0.0,0.07,0.11,0.18,0.07,0.18,standard,ESP,DF,25,1996,3.4,3,1,1,4,6,1,9,2,5,0,0,0,15,8,5,61.5,misc,ESP,DF,25,1996,3.4,7,5,5,2,0,5,7,71.4,2,3,0,3,2,9,4,0,defense,ESP,DF,25,1996,3.4,0,3,1,33.3,0.87,0.29,0.0,0.0,17.7,0,0,0,0.2,0.2,0.08,-0.2,-0.2,shooting,ESP,DF,25,1996,3.4,178,7,44,72,66,10,178,6,3,50.0,1,16.7,101,758,444,16,12,5,5,3,115,30,possession,ESP,DF,25,1996,3.4,117,147,79.6,1667,507,73,81,90.1,40,52,76.9,2,5,40.0,0,0.4,0.3,-0.4,7,10,3,1,11,passing
ESP-La Liga,2022,Valladolid,Shon Weissman,ISR,FW,26,1996,15,6,747,8.3,1,0,1,1,0,0,1,0,2.3,2.3,0.2,2.5,7,4,15,0.12,0.0,0.12,0.12,0.12,0.28,0.02,0.3,0.28,0.3,standard,ISR,FW,26,1996,8.3,1,0,0,5,8,7,2,1,1,0,0,0,24,4,23,14.8,misc,ISR,FW,26,1996,8.3,2,1,1,1,0,0,4,0.0,4,8,0,8,1,3,7,0,defense,ISR,FW,26,1996,8.3,1,18,7,38.9,2.17,0.84,0.06,0.14,12.8,0,0,0,2.3,2.3,0.13,-1.3,-1.3,shooting,ISR,FW,26,1996,8.3,160,6,19,86,57,25,160,5,2,40.0,2,40.0,76,283,104,7,2,3,22,7,91,15,possession,ISR,FW,26,1996,8.3,70,91,76.9,749,113,52,61,85.2,12,16,75.0,1,3,33.3,0,0.2,0.4,-0.2,3,3,0,0,4,passing
ESP-La Liga,2022,Espanyol,Simo,ESP,DF,17,2005,7,0,148,1.6,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2,11,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,standard,ESP,DF,17,2005,1.6,0,0,0,2,0,0,0,0,1,0,1,0,6,2,4,33.3,misc,ESP,DF,17,2005,1.6,3,1,3,0,0,2,3,66.7,1,5,4,1,0,3,3,0,defense,ESP,DF,17,2005,1.6,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,shooting,ESP,DF,17,2005,1.6,79,14,32,46,2,0,79,0,0,,0,,46,241,143,2,0,0,0,2,47,1,possession,ESP,DF,17,2005,1.6,58,61,95.1,998,384,31,32,96.9,21,21,100.0,6,7,85.7,0,0.0,0.0,0.0,0,11,0,0,11,passing
ESP-La Liga,2022,Almería,Srđan Babić,SRB,DF,26,1996,34,33,2998,33.3,3,0,3,3,0,0,5,0,1.2,1.2,0.3,1.5,21,63,5,0.09,0.0,0.09,0.09,0.09,0.04,0.01,0.04,0.04,0.04,standard,SRB,DF,26,1996,33.3,5,0,0,24,9,2,2,29,18,0,0,0,136,71,46,60.7,misc,SRB,DF,26,1996,33.3,28,18,20,8,0,15,32,46.9,17,34,22,12,29,57,124,1,defense,SRB,DF,26,1996,33.3,3,9,5,55.6,0.27,0.15,0.33,0.6,10.1,0,0,0,1.2,1.2,0.13,1.8,1.8,shooting,SRB,DF,26,1996,33.3,1640,237,976,633,43,16,1640,8,4,50.0,4,50.0,891,4831,2792,21,13,1,10,3,1013,5,possession,SRB,DF,26,1996,33.3,1172,1373,85.4,23290,8365,382,420,91.0,637,700,91.0,142,223,63.7,0,0.3,0.4,-0.3,7,55,3,1,63,passing
ESP-La Liga,2022,Getafe,Stefan Mitrović,SRB,DF,32,1990,22,18,1680,18.7,0,0,0,0,0,0,5,0,0.1,0.1,0.0,0.1,1,17,1,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.01,0.01,standard,SRB,DF,32,1990,18.7,5,0,0,13,3,0,0,17,6,0,0,0,63,38,16,70.4,misc,SRB,DF,32,1990,18.7,14,6,12,2,0,7,11,63.6,4,12,10,2,17,31,90,2,defense,SRB,DF,32,1990,18.7,0,1,0,0.0,0.05,0.0,0.0,,11.7,0,0,0,0.1,0.1,0.1,-0.1,-0.1,shooting,SRB,DF,32,1990,18.7,663,110,396,260,11,8,663,1,0,0.0,1,100.0,312,1443,616,1,0,0,2,0,331,1,possession,SRB,DF,32,1990,18.7,403,512,78.7,8685,3574,106,126,84.1,228,260,87.7,63,111,56.8,0,0.0,0.1,0.0,0,14,0,0,17,passing
ESP-La Liga,2022,Atlético Madrid,Stefan Savić,MNE,DF,31,1991,22,22,1943,21.6,0,0,0,0,0,0,4,2,0.2,0.2,0.0,0.2,20,74,6,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.01,0.01,standard,MNE,DF,31,1991,21.6,4,2,0,31,8,1,0,33,26,0,0,0,104,56,30,65.1,misc,MNE,DF,31,1991,21.6,39,26,29,7,3,26,39,66.7,13,17,8,9,33,72,67,2,defense,MNE,DF,31,1991,21.6,0,2,1,50.0,0.09,0.05,0.0,0.0,13.0,0,0,0,0.2,0.2,0.09,-0.2,-0.2,shooting,MNE,DF,31,1991,21.6,1317,166,647,636,35,6,1317,5,4,80.0,0,0.0,777,3967,2536,20,5,1,2,3,892,6,possession,MNE,DF,31,1991,21.6,1001,1141,87.7,18727,7359,380,404,94.1,498,553,90.1,107,150,71.3,0,0.0,0.2,0.0,1,61,1,0,74,passing
ESP-La Liga,2022,Rayo Vallecano,Stole Dimitrievski,MKD,GK,28,1993,37,37,3324,36.9,0,0,0,0,0,0,4,0,0.0,0.0,0.0,0.0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,standard,MKD,GK,28,1993,36.9,4,0,0,0,3,0,0,1,0,0,0,0,40,9,1,90.0,misc,MKD,GK,28,1993,36.9,1,0,1,0,0,1,2,50.0,1,2,0,2,1,2,17,3,defense,MKD,GK,28,1993,36.9,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,shooting,MKD,GK,28,1993,36.9,1194,993,1185,9,0,0,1194,0,0,,0,,619,3767,2427,0,0,0,0,0,426,1,possession,MKD,GK,28,1993,36.9,690,1124,61.4,20209,14772,118,118,100.0,331,336,98.5,240,658,36.5,0,0.0,0.0,0.0,1,21,0,0,0,passing
ESP-La Liga,2022,Sevilla,Suso,ESP,"MF,FW",28,1993,25,10,1065,11.8,2,4,6,2,0,0,1,0,1.1,1.1,2.8,4.0,27,86,96,0.17,0.34,0.51,0.17,0.51,0.1,0.24,0.34,0.1,0.34,standard,ESP,"MF,FW",28,1993,11.8,1,0,0,13,19,7,79,2,10,0,0,0,55,3,7,30.0,misc,ESP,"MF,FW",28,1993,11.8,16,10,5,7,4,10,22,45.5,12,7,1,6,2,18,3,0,defense,ESP,"MF,FW",28,1993,11.8,2,24,9,37.5,2.03,0.76,0.08,0.22,24.1,2,0,0,1.1,1.1,0.05,0.9,0.9,shooting,ESP,"MF,FW",28,1993,11.8,675,6,59,235,392,23,675,42,25,59.5,13,31.0,461,2714,1238,27,27,7,17,19,521,96,possession,ESP,"MF,FW",28,1993,11.8,444,572,77.6,8092,2148,223,245,91.0,156,198,78.8,59,101,58.4,4,2.8,3.2,1.2,28,40,28,7,86,passing
ESP-La Liga,2022,Valladolid,Sékou Gassama,SEN,FW,27,1995,1,0,36,0.4,0,0,0,0,0,0,0,0,0.4,0.4,0.0,0.4,1,0,1,0.0,0.0,0.0,0.0,0.0,1.06,0.09,1.15,1.06,1.15,standard,SEN,FW,27,1995,0.4,0,0,0,1,0,0,0,0,0,0,0,0,2,2,2,50.0,misc,SEN,FW,27,1995,0.4,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,defense,SEN,FW,27,1995,0.4,0,2,0,0.0,5.0,0.0,0.0,,10.7,0,0,0,0.4,0.4,0.21,-0.4,-0.4,shooting,SEN,FW,27,1995,0.4,12,1,1,4,7,4,12,0,0,,0,,7,25,16,1,0,1,1,0,8,1,possession,SEN,FW,27,1995,0.4,7,9,77.8,87,0,5,7,71.4,2,2,100.0,0,0,,0,0.0,0.0,0.0,1,0,0,0,0,passing
ESP-La Liga,2022,Real Sociedad,Takefusa Kubo,JPN,"FW,MF",21,2001,35,29,2439,27.1,9,4,13,9,0,0,3,0,5.9,5.9,6.0,11.9,117,81,239,0.33,0.15,0.48,0.33,0.48,0.22,0.22,0.44,0.22,0.44,standard,JPN,"FW,MF",21,2001,27.1,3,0,0,35,48,21,72,9,26,2,0,0,107,16,25,39.0,misc,JPN,"FW,MF",21,2001,27.1,44,26,18,16,10,16,38,42.1,22,29,1,28,9,53,4,0,defense,JPN,"FW,MF",21,2001,27.1,9,72,30,41.7,2.66,1.11,0.13,0.3,17.8,3,0,0,5.9,5.9,0.08,3.1,3.1,shooting,JPN,"FW,MF",21,2001,27.1,1240,6,94,431,736,141,1240,117,49,41.9,50,42.7,841,5895,3281,117,60,66,90,42,929,239,possession,JPN,"FW,MF",21,2001,27.1,621,875,71.0,8389,2340,382,454,84.1,174,249,69.9,29,65,44.6,4,6.0,5.4,-2.0,39,33,34,4,81,passing
ESP-La Liga,2022,Sevilla,Tanguy Nianzou,FRA,DF,20,2002,19,16,1366,15.2,1,0,1,1,0,0,1,1,0.5,0.5,0.0,0.5,4,66,0,0.07,0.0,0.07,0.07,0.07,0.03,0.0,0.03,0.03,0.03,standard,FRA,DF,20,2002,15.2,1,1,0,13,14,0,1,16,15,0,0,0,73,32,11,74.4,misc,FRA,DF,20,2002,15.2,20,15,10,9,1,8,11,72.7,3,8,5,3,16,36,44,3,defense,FRA,DF,20,2002,15.2,1,6,1,16.7,0.4,0.07,0.17,1.0,12.0,0,0,0,0.5,0.5,0.08,0.5,0.5,shooting,FRA,DF,20,2002,15.2,894,73,368,498,35,11,894,12,10,83.3,2,16.7,547,2428,1383,4,6,0,4,3,627,0,possession,FRA,DF,20,2002,15.2,676,772,87.6,12120,4079,255,280,91.1,378,403,93.8,39,73,53.4,0,0.0,0.2,0.0,1,58,0,0,66,passing
ESP-La Liga,2022,Elche,Tete Morente,ESP,"MF,DF",25,1996,32,23,2068,23.0,4,0,4,4,0,0,5,0,4.2,4.2,1.1,5.3,60,63,193,0.17,0.0,0.17,0.17,0.17,0.18,0.05,0.23,0.18,0.23,standard,ESP,"MF,DF",25,1996,23.0,5,0,0,32,21,12,99,25,21,1,1,0,98,35,21,62.5,misc,ESP,"MF,DF",25,1996,23.0,33,21,18,13,2,15,36,41.7,21,23,3,20,25,58,28,0,defense,ESP,"MF,DF",25,1996,23.0,4,46,14,30.4,2.0,0.61,0.09,0.29,16.1,0,0,0,4.2,4.2,0.09,-0.2,-0.2,shooting,ESP,"MF,DF",25,1996,23.0,1068,40,190,379,509,60,1068,74,32,43.2,40,54.1,640,3751,1773,60,39,15,40,21,703,193,possession,ESP,"MF,DF",25,1996,23.0,571,785,72.7,8632,2680,342,395,86.6,166,228,72.8,44,87,50.6,0,1.1,1.6,-1.1,16,44,19,9,63,passing
