league,season,team,player,nation,pos,age,born,Playing Time MP,Playing Time Starts,Playing Time Min,Playing Time 90s,Performance Gls,Performance Ast,Performance G+A,Performance G-PK,Performance PK,Performance PKatt,Performance CrdY,Performance CrdR,Expected xG,Expected npxG,Expected xAG,Expected npxG+xAG,Progression PrgC,Progression PrgP,Progression PrgR,Per 90 Minutes Gls,Per 90 Minutes Ast,Per 90 Minutes G+A,Per 90 Minutes G-PK,Per 90 Minutes G+A-PK,Per 90 Minutes xG,Per 90 Minutes xAG,Per 90 Minutes xG+xAG,Per 90 Minutes npxG,Per 90 Minutes npxG+xAG,stat_type,nation_defense,pos_defense,age_defense,born_defense,90s,Tackles Tkl,Tackles TklW,Tackles Def 3rd,Tackles Mid 3rd,Tackles Att 3rd,Challenges Tkl,Challenges Att,Challenges Tkl%,Challenges Lost,Blocks Blocks,Blocks Sh,Blocks Pass,Int,Tkl+Int,Clr,Err,stat_type_defense,nation_passing,pos_passing,age_passing,born_passing,90s_passing,Total Cmp,Total Att,Total Cmp%,Total TotDist,Total PrgDist,Short Cmp,Short Att,Short Cmp%,Medium Cmp,Medium Att,Medium Cmp%,Long Cmp,Long Att,Long Cmp%,Ast,xAG,Expected xA,Expected A-xAG,KP,1/3,PPA,CrsPA,PrgP,stat_type_passing,nation_misc,pos_misc,age_misc,born_misc,90s_misc,Performance CrdY_misc,Performance CrdR_misc,Performance 2CrdY,Performance Fls,Performance Fld,Performance Off,Performance Crs,Performance Int,Performance TklW,Performance PKwon,Performance PKcon,Performance OG,Performance Recov,Aerial Duels Won,Aerial Duels Lost,Aerial Duels Won%,stat_type_misc,nation_possession,pos_possession,age_possession,born_possession,90s_possession,Touches Touches,Touches Def Pen,Touches Def 3rd,Touches Mid 3rd,Touches Att 3rd,Touches Att Pen,Touches Live,Take-Ons Att,Take-Ons Succ,Take-Ons Succ%,Take-Ons Tkld,Take-Ons Tkld%,Carries Carries,Carries TotDist,Carries PrgDist,Carries PrgC,Carries 1/3,Carries CPA,Carries Mis,Carries Dis,Receiving Rec,Receiving PrgR,stat_type_possession,nation_shooting,pos_shooting,age_shooting,born_shooting,90s_shooting,Standard Gls,Standard Sh,Standard SoT,Standard SoT%,Standard Sh/90,Standard SoT/90,Standard G/Sh,Standard G/SoT,Standard Dist,Standard FK,Standard PK,Standard PKatt,Expected xG_shooting,Expected npxG_shooting,Expected npxG/Sh,Expected G-xG,Expected np:G-xG,stat_type_shooting
ITA-Serie A,2022,Roma,Nemanja Matić,SRB,MF,33,1988,35,16,1852,20.6,2,2,4,2,0,0,5,0,1.0,1.0,2.6,3.6,50,134,17,0.1,0.1,0.19,0.1,0.19,0.05,0.13,0.17,0.05,0.17,standard,SRB,MF,33,1988,20.6,47,27,24,19,4,19,33,57.6,14,27,7,20,25,72,21,1,defense,SRB,MF,33,1988,20.6,1109,1295,85.6,19601,6044,490,532,92.1,454,510,89.0,124,179,69.3,2,2.6,1.9,-0.6,24,136,16,3,134,passing,SRB,MF,33,1988,20.6,5,0,0,19,17,1,12,25,27,0,0,0,171,19,14,57.6,misc,SRB,MF,33,1988,20.6,1475,51,324,942,231,25,1475,33,24,72.7,5,15.2,913,5440,3060,50,44,7,22,19,1006,17,possession,SRB,MF,33,1988,20.6,2,11,4,36.4,0.53,0.19,0.18,0.5,16.3,0,0,0,1.0,1.0,0.09,1.0,1.0,shooting
ITA-Serie A,2022,Torino,Nemanja Radonjić,SRB,"MF,FW",26,1996,28,16,1461,16.2,2,2,4,2,0,0,1,0,5.0,5.0,1.7,6.6,86,42,163,0.12,0.12,0.25,0.12,0.25,0.31,0.1,0.41,0.31,0.41,standard,SRB,"MF,FW",26,1996,16.2,2,1,2,0,0,0,4,0.0,4,3,0,3,2,4,4,0,defense,SRB,"MF,FW",26,1996,16.2,298,473,63.0,4373,1199,181,231,78.4,77,124,62.1,25,62,40.3,2,1.7,2.4,0.3,18,20,19,8,42,passing,SRB,"MF,FW",26,1996,16.2,1,0,0,17,17,12,76,2,1,0,0,0,63,7,14,33.3,misc,SRB,"MF,FW",26,1996,16.2,714,2,47,236,444,90,714,120,50,41.7,60,50.0,520,4385,2110,86,48,52,53,34,568,163,possession,SRB,"MF,FW",26,1996,16.2,2,52,17,32.7,3.2,1.05,0.04,0.12,17.5,0,0,0,5.0,5.0,0.1,-3.0,-3.0,shooting
ITA-Serie A,2022,Roma,Niccolò Pisilli,ITA,MF,17,2004,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,standard,ITA,MF,17,2004,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,defense,ITA,MF,17,2004,0.0,0,0,,0,0,0,0,,0,0,,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,passing,ITA,MF,17,2004,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,misc,ITA,MF,17,2004,0.0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,possession,ITA,MF,17,2004,0.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,shooting
ITA-Serie A,2022,Sampdoria,Nicola Murru,ITA,DF,27,1994,20,5,784,8.7,0,0,0,0,0,0,3,0,0.0,0.0,0.1,0.1,7,27,13,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.01,standard,ITA,DF,27,1994,8.7,24,14,15,8,1,7,13,53.8,6,17,7,10,10,34,21,0,defense,ITA,DF,27,1994,8.7,254,331,76.7,4454,2064,114,126,90.5,112,137,81.8,23,53,43.4,0,0.1,0.3,-0.1,2,21,4,3,27,passing,ITA,DF,27,1994,8.7,3,0,0,15,6,1,9,10,14,0,3,0,36,8,8,50.0,misc,ITA,DF,27,1994,8.7,418,48,178,185,58,2,418,1,0,0.0,1,100.0,210,792,381,7,6,0,7,1,233,13,possession,ITA,DF,27,1994,8.7,0,2,0,0.0,0.23,0.0,0.0,,26.0,0,0,0,0.0,0.0,0.02,0.0,0.0,shooting
ITA-Serie A,2022,Sampdoria,Nicola Ravaglia,ITA,GK,33,1988,9,9,810,9.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,standard,ITA,GK,33,1988,9.0,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,7,0,defense,ITA,GK,33,1988,9.0,213,325,65.5,5681,4153,58,58,100.0,85,87,97.7,70,180,38.9,0,0.0,0.0,0.0,0,6,0,0,0,passing,ITA,GK,33,1988,9.0,0,0,0,1,2,0,0,0,0,0,1,0,4,3,0,100.0,misc,ITA,GK,33,1988,9.0,363,322,360,3,0,0,363,0,0,,0,,174,1002,545,0,0,0,0,0,123,0,possession,ITA,GK,33,1988,9.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,shooting
ITA-Serie A,2022,Bologna,Nicola Sansone,ITA,FW,30,1991,18,8,740,8.2,4,2,6,4,0,0,2,0,2.8,2.8,1.0,3.7,17,13,72,0.49,0.24,0.73,0.49,0.73,0.34,0.12,0.45,0.34,0.45,standard,ITA,FW,30,1991,8.2,12,4,6,4,2,5,10,50.0,5,0,0,0,0,12,4,0,defense,ITA,FW,30,1991,8.2,161,218,73.9,2232,509,98,118,83.1,40,56,71.4,9,18,50.0,2,1.0,0.8,1.0,8,6,4,1,13,passing,ITA,FW,30,1991,8.2,2,0,0,13,16,11,20,0,4,2,0,0,23,0,13,0.0,misc,ITA,FW,30,1991,8.2,314,4,26,139,156,29,314,19,4,21.1,11,57.9,209,1114,446,17,14,7,23,14,246,72,possession,ITA,FW,30,1991,8.2,4,22,8,36.4,2.68,0.97,0.18,0.5,18.0,2,0,0,2.8,2.8,0.13,1.2,1.2,shooting
ITA-Serie A,2022,Roma,Nicola Zalewski,POL,DF,20,2002,33,26,2197,24.4,2,1,3,2,0,0,3,0,1.3,1.3,1.2,2.5,92,85,99,0.08,0.04,0.12,0.08,0.12,0.05,0.05,0.1,0.05,0.1,standard,POL,DF,20,2002,24.4,45,26,25,15,5,22,71,31.0,49,27,1,26,31,76,23,0,defense,POL,DF,20,2002,24.4,933,1252,74.5,16262,5001,441,503,87.7,364,462,78.8,103,220,46.8,1,1.2,1.9,-0.2,12,58,24,6,85,passing,POL,DF,20,2002,24.4,3,0,0,22,51,1,76,31,26,0,0,0,135,4,16,20.0,misc,POL,DF,20,2002,24.4,1522,35,416,701,425,33,1522,71,29,40.8,30,42.3,839,5248,3029,92,56,21,29,14,942,99,possession,POL,DF,20,2002,24.4,2,29,9,31.0,1.19,0.37,0.07,0.22,23.1,1,0,0,1.3,1.3,0.05,0.7,0.7,shooting
ITA-Serie A,2022,Empoli,Nicolas Haas,SUI,MF,26,1996,24,12,1156,12.8,1,1,2,1,0,0,2,0,1.2,1.2,0.9,2.1,10,36,23,0.08,0.08,0.16,0.08,0.16,0.09,0.07,0.16,0.09,0.16,standard,SUI,MF,26,1996,12.8,27,13,16,6,5,12,24,50.0,12,16,4,12,8,35,27,0,defense,SUI,MF,26,1996,12.8,304,409,74.3,5096,1341,149,179,83.2,122,158,77.2,26,41,63.4,1,0.9,0.3,0.1,9,29,6,0,36,passing,SUI,MF,26,1996,12.8,2,0,0,20,11,1,11,8,13,0,0,0,62,6,19,24.0,misc,SUI,MF,26,1996,12.8,554,43,187,254,115,16,554,6,1,16.7,4,66.7,263,946,449,10,13,2,17,9,336,23,possession,SUI,MF,26,1996,12.8,1,8,3,37.5,0.62,0.23,0.13,0.33,16.5,0,0,0,1.2,1.2,0.15,-0.2,-0.2,shooting
ITA-Serie A,2022,Bologna,Nicolás Domínguez,ARG,MF,24,1998,31,26,2300,25.6,3,2,5,3,0,0,10,0,2.6,2.6,2.9,5.4,39,147,84,0.12,0.08,0.2,0.12,0.2,0.1,0.11,0.21,0.1,0.21,standard,ARG,MF,24,1998,25.6,79,49,34,33,12,39,76,51.3,37,29,3,26,21,100,29,1,defense,ARG,MF,24,1998,25.6,1169,1420,82.3,18139,5084,618,693,89.2,408,483,84.5,85,130,65.4,2,2.9,2.8,-0.9,36,118,25,2,147,passing,ARG,MF,24,1998,25.6,10,0,0,43,32,2,19,21,49,0,1,0,167,37,27,57.8,misc,ARG,MF,24,1998,25.6,1703,47,308,991,419,37,1703,37,23,62.2,12,32.4,908,3910,1802,39,41,5,50,21,1170,84,possession,ARG,MF,24,1998,25.6,3,42,17,40.5,1.64,0.67,0.07,0.18,22.5,0,0,0,2.6,2.6,0.06,0.4,0.4,shooting
ITA-Serie A,2022,Fiorentina,Nicolás González,ARG,"FW,MF",24,1998,24,13,1354,15.0,6,1,7,4,2,2,3,0,6.7,5.4,1.3,6.7,37,70,112,0.4,0.07,0.47,0.27,0.33,0.45,0.09,0.53,0.36,0.45,standard,ARG,"FW,MF",24,1998,15.0,17,10,3,10,4,5,16,31.3,11,14,0,14,4,21,6,0,defense,ARG,"FW,MF",24,1998,15.0,381,571,66.7,6819,1579,154,225,68.4,178,218,81.7,37,72,51.4,1,1.3,1.1,-0.3,19,41,21,5,70,passing,ARG,"FW,MF",24,1998,15.0,3,0,0,16,55,4,31,4,10,0,1,0,60,64,36,64.0,misc,ARG,"FW,MF",24,1998,15.0,811,8,71,381,372,73,809,73,25,34.2,31,42.5,506,3201,1421,37,31,9,45,14,623,112,possession,ARG,"FW,MF",24,1998,15.0,6,58,17,29.3,3.86,1.13,0.07,0.24,17.4,1,2,2,6.7,5.4,0.09,-0.7,-1.4,shooting
ITA-Serie A,2022,Inter,Nicolò Barella,ITA,MF,25,1997,35,31,2613,29.0,6,6,12,6,0,0,6,0,3.2,3.2,5.6,8.8,76,214,162,0.21,0.21,0.41,0.21,0.41,0.11,0.19,0.3,0.11,0.3,standard,ITA,MF,25,1997,29.0,49,25,17,26,6,28,53,52.8,25,29,5,24,12,61,12,0,defense,ITA,MF,25,1997,29.0,1306,1601,81.6,21320,6648,684,773,88.5,486,564,86.2,102,177,57.6,6,5.6,4.1,0.4,55,150,50,15,214,passing,ITA,MF,25,1997,29.0,6,0,0,32,45,9,84,12,25,0,0,0,178,20,15,57.1,misc,ITA,MF,25,1997,29.0,1892,43,303,962,656,57,1892,70,40,57.1,17,24.3,1253,7327,3430,76,69,10,52,39,1426,162,possession,ITA,MF,25,1997,29.0,6,33,13,39.4,1.14,0.45,0.18,0.46,20.6,1,0,0,3.2,3.2,0.1,2.8,2.8,shooting
ITA-Serie A,2022,Empoli,Nicolò Cambiaghi,ITA,"FW,MF",21,2000,28,12,1285,14.3,6,1,7,6,0,0,5,1,3.4,3.4,1.1,4.5,73,42,99,0.42,0.07,0.49,0.42,0.49,0.23,0.08,0.31,0.23,0.31,standard,ITA,"FW,MF",21,2000,14.3,30,22,11,12,7,8,27,29.6,19,19,1,18,9,39,8,0,defense,ITA,"FW,MF",21,2000,14.3,321,432,74.3,4556,930,194,219,88.6,86,119,72.3,19,34,55.9,1,1.1,1.6,-0.1,15,19,18,5,42,passing,ITA,"FW,MF",21,2000,14.3,5,1,1,25,60,1,41,9,22,1,0,0,64,3,15,16.7,misc,ITA,"FW,MF",21,2000,14.3,638,9,87,255,311,56,638,57,22,38.6,20,35.1,442,3746,1603,73,30,23,44,21,464,99,possession,ITA,"FW,MF",21,2000,14.3,6,36,14,38.9,2.52,0.98,0.17,0.43,18.1,0,0,0,3.4,3.4,0.09,2.6,2.6,shooting
ITA-Serie A,2022,Lazio,Nicolò Casale,ITA,DF,24,1998,29,27,2437,27.1,1,1,2,1,0,0,6,0,0.6,0.6,0.3,0.9,11,70,3,0.04,0.04,0.07,0.04,0.07,0.02,0.01,0.03,0.02,0.03,standard,ITA,DF,24,1998,27.1,42,20,28,14,0,22,34,64.7,12,25,17,8,17,59,73,1,defense,ITA,DF,24,1998,27.1,1485,1616,91.9,26275,9500,591,633,93.4,701,741,94.6,142,169,84.0,1,0.3,0.6,0.7,4,55,1,0,70,passing,ITA,DF,24,1998,27.1,6,0,0,22,7,0,0,17,20,0,0,0,142,45,27,62.5,misc,ITA,DF,24,1998,27.1,1803,215,871,917,27,14,1803,3,1,33.3,2,66.7,1102,6813,3784,11,3,0,5,1,1246,3,possession,ITA,DF,24,1998,27.1,1,8,2,25.0,0.3,0.07,0.13,0.5,10.9,0,0,0,0.6,0.6,0.08,0.4,0.4,shooting
ITA-Serie A,2022,Udinese,Nicolò Cocetta,ITA,DF,18,2003,1,0,32,0.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,standard,ITA,DF,18,2003,0.4,0,0,0,0,0,0,1,0.0,1,1,1,0,1,1,1,0,defense,ITA,DF,18,2003,0.4,11,12,91.7,170,57,4,4,100.0,7,8,87.5,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,passing,ITA,DF,18,2003,0.4,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,,misc,ITA,DF,18,2003,0.4,14,4,8,6,0,0,14,0,0,,0,,6,17,4,0,0,0,0,0,6,0,possession,ITA,DF,18,2003,0.4,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,shooting
ITA-Serie A,2022,Juventus,Nicolò Fagioli,ITA,MF,21,2001,26,17,1520,16.9,3,3,6,3,0,0,3,0,1.5,1.5,1.3,2.8,27,56,56,0.18,0.18,0.36,0.18,0.36,0.09,0.08,0.17,0.09,0.17,standard,ITA,MF,21,2001,16.9,29,19,12,15,2,8,27,29.6,19,16,2,14,8,37,7,1,defense,ITA,MF,21,2001,16.9,505,607,83.2,8123,1759,278,307,90.6,173,201,86.1,44,73,60.3,3,1.3,1.1,1.7,15,49,18,3,56,passing,ITA,MF,21,2001,16.9,3,0,0,20,23,1,23,8,19,1,0,0,102,1,7,12.5,misc,ITA,MF,21,2001,16.9,749,17,124,411,221,15,749,19,8,42.1,8,42.1,471,2225,921,27,19,5,33,28,536,56,possession,ITA,MF,21,2001,16.9,3,13,8,61.5,0.77,0.47,0.23,0.38,19.7,0,0,0,1.5,1.5,0.12,1.5,1.5,shooting
ITA-Serie A,2022,Juventus,Nicolò Rovella,ITA,MF,20,2001,3,0,27,0.3,0,0,0,0,0,0,1,0,0.1,0.1,0.0,0.1,1,1,2,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.3,0.3,0.3,standard,ITA,MF,20,2001,0.3,1,1,0,1,0,1,1,100.0,0,0,0,0,0,1,0,0,defense,ITA,MF,20,2001,0.3,22,25,88.0,448,82,7,8,87.5,11,12,91.7,3,4,75.0,0,0.0,0.0,0.0,0,3,0,0,1,passing,ITA,MF,20,2001,0.3,1,0,0,1,1,0,3,0,1,0,0,0,1,0,0,,misc,ITA,MF,20,2001,0.3,29,0,4,17,9,0,29,2,2,100.0,0,0.0,21,125,66,1,1,0,1,0,24,2,possession,ITA,MF,20,2001,0.3,0,2,0,0.0,6.67,0.0,0.0,,27.0,0,0,0,0.1,0.1,0.04,-0.1,-0.1,shooting
ITA-Serie A,2022,Monza,Nicolò Rovella,ITA,MF,20,2001,25,21,1740,19.3,1,2,3,1,0,0,5,1,1.2,1.2,2.2,3.4,26,99,19,0.05,0.1,0.16,0.05,0.16,0.06,0.11,0.18,0.06,0.18,standard,ITA,MF,20,2001,19.3,45,29,22,21,2,13,36,36.1,23,20,1,19,40,85,17,0,defense,ITA,MF,20,2001,19.3,1206,1363,88.5,22554,5545,496,534,92.9,549,594,92.4,145,193,75.1,2,2.2,1.6,-0.2,22,105,15,2,99,passing,ITA,MF,20,2001,19.3,5,1,0,26,21,2,28,40,29,0,0,0,141,9,10,47.4,misc,ITA,MF,20,2001,19.3,1556,46,374,950,248,10,1556,15,6,40.0,8,53.3,950,5023,2259,26,30,2,20,7,1134,19,possession,ITA,MF,20,2001,19.3,1,21,6,28.6,1.09,0.31,0.05,0.17,25.5,1,0,0,1.2,1.2,0.06,-0.2,-0.2,shooting
ITA-Serie A,2022,Roma,Nicolò Zaniolo,ITA,"MF,FW",23,1999,13,12,890,9.9,1,0,1,1,0,0,4,0,2.9,2.9,0.9,3.8,34,19,69,0.1,0.0,0.1,0.1,0.1,0.29,0.09,0.39,0.29,0.39,standard,ITA,"MF,FW",23,1999,9.9,7,5,2,4,1,2,7,28.6,5,11,0,11,2,9,0,0,defense,ITA,"MF,FW",23,1999,9.9,125,196,63.8,2173,488,63,85,74.1,46,67,68.7,15,26,57.7,0,0.9,0.6,-0.9,8,10,7,1,19,passing,ITA,"MF,FW",23,1999,9.9,4,0,0,22,32,4,20,2,5,0,0,0,39,5,8,38.5,misc,ITA,"MF,FW",23,1999,9.9,344,1,36,153,165,45,344,47,10,21.3,29,61.7,246,1695,839,34,27,10,39,35,267,69,possession,ITA,"MF,FW",23,1999,9.9,1,28,7,25.0,2.83,0.71,0.04,0.14,17.2,0,0,0,2.9,2.9,0.1,-1.9,-1.9,shooting
ITA-Serie A,2022,Bologna,Niklas Pyyhtiä,FIN,MF,18,2003,6,0,110,1.2,0,1,1,0,0,0,0,0,0.2,0.2,0.1,0.3,2,1,5,0.0,0.82,0.82,0.0,0.82,0.12,0.12,0.24,0.12,0.24,standard,FIN,MF,18,2003,1.2,1,0,0,1,0,0,1,0.0,1,1,1,0,1,2,4,0,defense,FIN,MF,18,2003,1.2,41,53,77.4,609,66,26,31,83.9,13,15,86.7,2,5,40.0,1,0.1,0.0,0.9,2,3,0,0,1,passing,FIN,MF,18,2003,1.2,0,0,0,0,0,0,0,1,0,0,0,0,7,1,6,14.3,misc,FIN,MF,18,2003,1.2,71,4,20,37,15,4,71,0,0,,0,,40,132,51,2,1,0,1,3,46,5,possession,FIN,MF,18,2003,1.2,0,3,0,0.0,2.45,0.0,0.0,,17.7,0,0,0,0.2,0.2,0.05,-0.2,-0.2,shooting
ITA-Serie A,2022,Fiorentina,Nikola Milenković,SRB,DF,24,1997,27,23,2137,23.7,2,1,3,2,0,0,4,0,1.9,1.9,0.5,2.4,9,78,3,0.08,0.04,0.13,0.08,0.13,0.08,0.02,0.1,0.08,0.1,standard,SRB,DF,24,1997,23.7,40,25,20,17,3,18,27,66.7,9,27,14,13,22,62,72,0,defense,SRB,DF,24,1997,23.7,1107,1292,85.7,21399,6777,397,443,89.6,570,634,89.9,129,182,70.9,1,0.5,0.9,0.5,6,62,3,0,78,passing,SRB,DF,24,1997,23.7,4,0,0,39,21,0,0,22,25,0,0,1,127,73,30,70.9,misc,SRB,DF,24,1997,23.7,1520,143,743,710,74,35,1520,0,0,,0,,816,3547,1782,9,10,0,7,0,902,3,possession,SRB,DF,24,1997,23.7,2,19,5,26.3,0.8,0.21,0.11,0.4,9.4,0,0,0,1.9,1.9,0.1,0.1,0.1,shooting
ITA-Serie A,2022,Bologna,Nikola Moro,CRO,MF,24,1998,26,12,1226,13.6,1,5,6,1,0,0,1,0,0.8,0.8,2.2,3.0,24,102,35,0.07,0.37,0.44,0.07,0.44,0.06,0.16,0.22,0.06,0.22,standard,CRO,MF,24,1998,13.6,32,21,11,15,6,14,36,38.9,22,15,2,13,8,40,18,0,defense,CRO,MF,24,1998,13.6,643,806,79.8,11678,3780,284,341,83.3,259,302,85.8,91,126,72.2,5,2.2,1.3,2.8,18,85,13,3,102,passing,CRO,MF,24,1998,13.6,1,0,0,15,11,1,18,8,21,0,0,0,97,20,11,64.5,misc,CRO,MF,24,1998,13.6,931,29,210,549,181,18,931,26,18,69.2,7,26.9,553,2627,1180,24,22,1,13,9,654,35,possession,CRO,MF,24,1998,13.6,1,21,3,14.3,1.54,0.22,0.05,0.33,23.9,0,0,0,0.8,0.8,0.04,0.2,0.2,shooting
ITA-Serie A,2022,Torino,Nikola Vlašić,CRO,"MF,FW",24,1997,34,29,2728,30.3,5,6,11,5,0,0,1,0,4.3,4.3,4.1,8.4,85,106,210,0.16,0.2,0.36,0.16,0.36,0.14,0.14,0.28,0.14,0.28,standard,CRO,"MF,FW",24,1997,30.3,32,21,9,16,7,15,34,44.1,19,25,2,23,10,42,14,0,defense,CRO,"MF,FW",24,1997,30.3,775,981,79.0,10928,2475,448,510,87.8,234,286,81.8,42,62,67.7,6,4.1,3.3,1.9,63,70,26,8,106,passing,CRO,"MF,FW",24,1997,30.3,1,0,0,32,38,15,46,10,21,0,0,0,128,25,49,33.8,misc,CRO,"MF,FW",24,1997,30.3,1296,16,131,548,641,116,1296,64,30,46.9,26,40.6,782,4766,2266,85,59,28,94,49,968,210,possession,CRO,"MF,FW",24,1997,30.3,5,53,21,39.6,1.75,0.69,0.09,0.24,18.0,1,0,0,4.3,4.3,0.08,0.7,0.7,shooting
ITA-Serie A,2022,Salernitana,Norbert Gyömbér,SVK,DF,30,1992,27,23,1740,19.3,0,1,1,0,0,0,5,0,0.7,0.7,0.6,1.4,5,45,2,0.0,0.05,0.05,0.0,0.05,0.04,0.03,0.07,0.04,0.07,standard,SVK,DF,30,1992,19.3,32,23,25,6,1,16,24,66.7,8,33,22,11,35,67,92,0,defense,SVK,DF,30,1992,19.3,621,744,83.5,11217,4343,231,258,89.5,322,362,89.0,56,103,54.4,1,0.6,0.1,0.4,3,32,2,1,45,passing,SVK,DF,30,1992,19.3,5,0,0,22,7,0,5,35,23,0,1,0,106,45,25,64.3,misc,SVK,DF,30,1992,19.3,955,136,536,402,22,9,955,3,2,66.7,1,33.3,444,2200,848,5,1,0,2,1,481,2,possession,SVK,DF,30,1992,19.3,0,8,0,0.0,0.41,0.0,0.0,,12.9,0,0,0,0.7,0.7,0.09,-0.7,-0.7,shooting
ITA-Serie A,2022,Torino,Ola Aina,NGA,DF,25,1996,19,9,876,9.7,1,1,2,1,0,0,5,0,0.8,0.8,2.1,2.9,35,43,43,0.1,0.1,0.21,0.1,0.21,0.08,0.21,0.29,0.08,0.29,standard,NGA,DF,25,1996,9.7,17,13,5,8,4,9,15,60.0,6,12,2,10,11,28,26,0,defense,NGA,DF,25,1996,9.7,402,544,73.9,6725,2554,210,232,90.5,130,173,75.1,48,93,51.6,1,2.1,1.9,-1.1,12,35,14,9,43,passing,NGA,DF,25,1996,9.7,5,0,0,16,16,1,35,11,13,0,1,0,62,12,10,54.5,misc,NGA,DF,25,1996,9.7,679,20,146,294,250,13,679,49,23,46.9,20,40.8,361,2268,1112,35,26,4,15,8,390,43,possession,NGA,DF,25,1996,9.7,1,8,3,37.5,0.82,0.31,0.13,0.33,15.2,0,0,0,0.8,0.8,0.1,0.2,0.2,shooting
ITA-Serie A,2022,Roma,Ola Solbakken,NOR,"MF,FW",23,1998,14,7,502,5.6,1,2,3,1,0,0,2,0,0.6,0.6,1.6,2.2,5,14,35,0.18,0.36,0.54,0.18,0.54,0.11,0.29,0.4,0.11,0.4,standard,NOR,"MF,FW",23,1998,5.6,2,2,1,1,0,2,7,28.6,5,2,0,2,2,4,8,0,defense,NOR,"MF,FW",23,1998,5.6,112,159,70.4,1770,364,62,77,80.5,39,49,79.6,7,20,35.0,2,1.6,1.0,0.4,11,7,4,1,14,passing,NOR,"MF,FW",23,1998,5.6,2,0,0,6,7,0,12,2,2,0,0,0,21,4,11,26.7,misc,NOR,"MF,FW",23,1998,5.6,227,8,28,94,109,20,227,14,5,35.7,6,42.9,134,613,220,5,11,7,16,13,156,35,possession,NOR,"MF,FW",23,1998,5.6,1,9,1,11.1,1.61,0.18,0.11,1.0,17.1,1,0,0,0.6,0.6,0.07,0.4,0.4,shooting
ITA-Serie A,2022,Hellas Verona,Oliver Abildgaard,DEN,MF,26,1996,13,6,592,6.6,0,0,0,0,0,0,2,0,0.1,0.1,0.4,0.6,2,15,8,0.0,0.0,0.0,0.0,0.0,0.02,0.07,0.09,0.02,0.09,standard,DEN,MF,26,1996,6.6,10,6,6,3,1,7,16,43.8,9,7,1,6,5,15,17,0,defense,DEN,MF,26,1996,6.6,115,195,59.0,1943,930,58,85,68.2,41,71,57.7,13,27,48.1,0,0.4,0.3,-0.4,6,17,3,2,15,passing,DEN,MF,26,1996,6.6,2,0,0,13,7,0,5,5,6,0,0,0,37,50,21,70.4,misc,DEN,MF,26,1996,6.6,257,15,82,137,40,13,257,1,1,100.0,0,0.0,99,401,156,2,3,0,6,1,116,8,possession,DEN,MF,26,1996,6.6,0,3,2,66.7,0.46,0.3,0.0,0.0,14.0,0,0,0,0.1,0.1,0.05,-0.1,-0.1,shooting
ITA-Serie A,2022,Milan,Olivier Giroud,FRA,FW,35,1986,33,25,2139,23.8,13,5,18,10,3,3,8,1,12.7,10.4,4.0,14.4,12,36,152,0.55,0.21,0.76,0.42,0.63,0.53,0.17,0.7,0.44,0.61,standard,FRA,FW,35,1986,23.8,8,5,2,4,2,2,10,20.0,8,11,3,8,3,11,23,0,defense,FRA,FW,35,1986,23.8,351,560,62.7,4172,765,223,333,67.0,81,123,65.9,8,15,53.3,5,4.0,2.0,1.0,24,13,7,0,36,passing,FRA,FW,35,1986,23.8,8,1,1,38,24,16,5,3,5,0,0,0,48,101,63,61.6,misc,FRA,FW,35,1986,23.8,801,29,59,348,402,158,798,14,7,50.0,6,42.9,350,934,359,12,10,7,63,16,611,152,possession,FRA,FW,35,1986,23.8,13,77,29,37.7,3.24,1.22,0.13,0.34,12.7,6,3,3,12.7,10.4,0.14,0.3,-0.4,shooting
