nation,pos,age,born,90s,Touches,Touches,Touches,Touches,Touches,Touches,Touches,Take-Ons,Take-Ons,Take-Ons,Take-Ons,Take-Ons,Carries,Carries,Carries,Carries,Carries,Carries,Carries,Carries,Receiving,Receiving,league,season,stat_type
MLI,MF,25,1997,18.2,952,58,234,550,185,29,952,21,11,52.4,7,33.3,625,3371,1422,15,30,1,27,23,563,18,FRA-Ligue 1,2023,possession
FRA,"MF,DF",20,2003,18.4,919,56,273,585,72,2,919,31,22,71.0,9,29.0,673,3880,1720,15,16,0,11,24,608,7,FRA-Ligue 1,2023,possession
FRA,"MF,FW",25,1998,3.0,135,2,27,68,44,5,135,15,8,53.3,5,33.3,102,751,275,9,7,1,6,13,88,10,FRA-Ligue 1,2023,possession
FRA,"MF,FW",25,1998,7.7,334,10,67,199,75,8,334,7,2,28.6,4,57.1,238,1408,438,7,10,1,11,5,209,13,FRA-Ligue 1,2023,possession
FRA,"MF,FW",20,2003,16.1,713,44,188,369,168,25,713,46,28,60.9,15,32.6,471,3113,1427,28,20,6,32,24,425,37,FRA-Ligue 1,2023,possession
MTQ,"FW,MF",20,2003,4.4,123,4,14,44,69,14,123,18,10,55.6,8,44.4,97,797,329,13,9,7,9,8,97,39,FRA-Ligue 1,2023,possession
FRA,"FW,MF",36,1987,15.0,571,5,51,272,256,46,569,13,7,53.8,5,38.5,448,2487,909,26,25,10,25,15,428,81,FRA-Ligue 1,2023,possession
RSA,FW,27,1996,6.9,183,13,17,64,103,37,183,5,4,80.0,1,20.0,141,806,280,8,6,5,16,11,152,27,FRA-Ligue 1,2023,possession
FRA,DF,24,1998,30.3,2122,350,1141,937,58,24,2122,10,5,50.0,4,40.0,1552,9224,5263,17,11,2,15,4,1445,8,FRA-Ligue 1,2023,possession
TOG,"DF,MF",22,2001,23.8,1465,81,458,693,329,27,1465,72,27,37.5,35,48.6,875,5438,2495,48,43,6,37,12,802,81,FRA-Ligue 1,2023,possession
BEL,GK,31,1992,19.0,664,582,657,7,0,0,664,0,0,,0,,452,2379,1252,0,0,0,0,0,345,0,FRA-Ligue 1,2023,possession
FRA,"FW,MF",18,2005,0.2,10,0,0,9,1,0,10,2,0,0.0,2,100.0,5,42,24,0,0,0,1,0,7,3,FRA-Ligue 1,2023,possession
CIV,FW,17,2005,0.1,3,0,1,1,1,0,3,0,0,,0,,1,18,18,1,0,0,0,0,1,0,FRA-Ligue 1,2023,possession
CGO,"MF,FW",17,2005,1.5,68,3,16,31,23,2,68,4,2,50.0,2,50.0,40,283,125,3,3,1,3,2,33,6,FRA-Ligue 1,2023,possession
GUI,DF,21,2002,8.0,440,60,230,202,14,6,440,6,4,66.7,1,16.7,315,1797,1010,1,3,0,3,3,281,0,FRA-Ligue 1,2023,possession
BIH,MF,29,1993,1.0,54,0,12,33,9,0,54,0,0,,0,,40,223,84,0,0,0,1,0,36,0,FRA-Ligue 1,2023,possession
FRA,DF,18,2005,0.1,15,3,9,6,0,0,15,0,0,,0,,9,38,7,0,0,0,0,0,7,0,FRA-Ligue 1,2023,possession
FRA,"DF,MF",31,1992,22.7,1097,59,304,415,386,26,1097,33,19,57.6,14,42.4,693,4528,2041,63,45,5,33,11,627,151,FRA-Ligue 1,2023,possession
BRA,"FW,MF",18,2004,12.2,593,7,76,261,282,27,593,56,30,53.6,23,41.1,465,4051,1883,50,48,6,44,24,412,110,FRA-Ligue 1,2023,possession
NOR,"FW,MF",25,1998,17.7,774,19,108,343,341,48,774,74,31,41.9,34,45.9,601,4386,2001,69,37,21,46,23,567,120,FRA-Ligue 1,2023,possession
FRA,DF,18,2005,12.4,784,70,325,371,97,13,784,42,24,57.1,15,35.7,528,2966,1628,26,25,4,14,5,471,11,FRA-Ligue 1,2023,possession
VEN,MF,23,2000,21.6,1274,60,296,776,220,26,1274,17,12,70.6,5,29.4,863,4156,1836,14,26,1,22,13,794,52,FRA-Ligue 1,2023,possession
AUS,"MF,FW",24,1999,5.2,273,9,67,135,76,9,273,12,4,33.3,7,58.3,184,1019,329,6,5,2,11,4,153,27,FRA-Ligue 1,2023,possession
ALG,"FW,MF",20,2002,0.6,50,1,4,23,23,0,50,2,0,0.0,2,100.0,40,214,91,2,1,0,4,0,39,12,FRA-Ligue 1,2023,possession
CMR,"FW,MF",23,1999,16.0,520,20,57,210,262,63,520,37,13,35.1,20,54.1,375,2367,891,31,17,11,38,25,364,121,FRA-Ligue 1,2023,possession
CHI,DF,25,1997,26.2,1726,58,393,797,558,53,1726,62,35,56.5,24,38.7,1134,5782,2567,44,50,9,33,16,1036,166,FRA-Ligue 1,2023,possession
ESP,"MF,FW",22,2000,8.4,456,14,77,231,156,32,456,29,13,44.8,15,51.7,353,1876,691,14,17,11,23,12,336,57,FRA-Ligue 1,2023,possession
FRA,GK,18,2005,34.0,990,813,982,8,0,0,990,1,1,100.0,0,0.0,594,3013,1714,0,0,0,1,0,442,0,FRA-Ligue 1,2023,possession
NED,"FW,MF",20,2003,2.7,156,0,14,40,104,27,156,30,17,56.7,12,40.0,124,846,482,21,9,13,9,3,114,39,FRA-Ligue 1,2023,possession
CMR,DF,19,2004,5.8,318,28,139,150,33,3,318,7,3,42.9,4,57.1,205,1283,559,5,7,0,11,1,183,10,FRA-Ligue 1,2023,possession
CPV,DF,22,2001,29.4,2059,298,932,1001,138,30,2059,10,6,60.0,4,40.0,1455,7829,3931,19,30,2,18,3,1360,14,FRA-Ligue 1,2023,possession
BFA,"FW,MF",22,2001,1.1,97,2,14,33,50,13,97,5,1,20.0,4,80.0,76,542,312,10,5,2,4,4,69,12,FRA-Ligue 1,2023,possession
DEN,DF,28,1995,17.2,1119,56,274,533,320,37,1119,24,14,58.3,8,33.3,702,3760,1657,30,27,9,18,10,663,96,FRA-Ligue 1,2023,possession
MLI,DF,22,2000,15.5,857,80,312,429,123,10,857,9,5,55.6,3,33.3,528,2705,1283,18,18,2,22,6,479,12,FRA-Ligue 1,2023,possession
FIN,"MF,FW",21,2002,1.3,77,0,4,39,34,5,77,1,1,100.0,0,0.0,60,280,104,1,0,1,4,1,60,12,FRA-Ligue 1,2023,possession
GER,MF,25,1998,14.1,959,35,172,565,234,14,959,20,11,55.0,9,45.0,742,3774,1630,20,26,1,18,9,688,43,FRA-Ligue 1,2023,possession
DEN,DF,26,1997,32.5,2027,325,980,989,64,44,2027,4,3,75.0,1,25.0,1343,6713,3528,5,5,0,10,2,1246,11,FRA-Ligue 1,2023,possession
GAB,"FW,MF",23,2000,4.1,182,3,17,63,104,12,182,15,6,40.0,9,60.0,132,912,379,17,4,6,13,3,127,64,FRA-Ligue 1,2023,possession
NED,MF,27,1996,16.8,1257,50,256,826,189,6,1257,12,5,41.7,6,50.0,925,4689,2124,16,35,0,13,15,825,22,FRA-Ligue 1,2023,possession
NED,FW,22,2000,27.9,878,40,81,409,398,124,875,38,20,52.6,14,36.8,663,3515,1132,32,24,9,46,29,687,164,FRA-Ligue 1,2023,possession
SUI,MF,27,1995,25.1,1578,59,314,891,396,23,1573,30,17,56.7,11,36.7,1103,5457,2250,17,26,4,32,24,1034,73,FRA-Ligue 1,2023,possession
NOR,"DF,FW",22,2000,13.2,749,40,203,354,195,22,749,8,2,25.0,5,62.5,484,2910,1323,35,19,8,18,13,459,55,FRA-Ligue 1,2023,possession
MAR,"FW,MF",22,2001,3.3,149,5,20,69,65,15,149,9,7,77.8,2,22.2,113,692,266,9,6,2,12,6,107,30,FRA-Ligue 1,2023,possession
FRA,"MF,FW",22,2001,13.3,473,6,48,183,261,68,473,63,30,47.6,29,46.0,369,2966,1626,65,42,27,39,28,351,97,FRA-Ligue 1,2023,possession
MAR,"MF,FW",23,2000,8.4,305,1,27,123,161,38,304,31,8,25.8,22,71.0,233,1651,745,23,13,8,22,12,229,75,FRA-Ligue 1,2023,possession
