nation,pos,age,born,90s,Total,Total,Total,Total,Total,Short,Short,Short,Medium,Medium,Medium,Long,Long,Long,Ast,xAG,Expected,Expected,KP,1/3,PPA,CrsPA,PrgP,league,season,stat_type
,,,,,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,,,xA,A-xAG,,,,,,,,
ENG,DF,29-235,1995,0.5,25,34,73.5,338,192,18,20,90.0,7,9,77.8,0,3,0.0,0,0.0,0.0,0.0,0,1,0,0,2,ENG-Premier League,2024,passing
CIV,MF,27-130,1997,3.1,117,149,78.5,1700,531,71,80,88.8,38,47,80.9,6,11,54.5,1,0.4,0.1,0.6,3,9,2,0,12,ENG-Premier League,2024,passing
ENG,MF,30-161,1994,4.4,145,182,79.7,2296,768,82,88,93.2,53,61,86.9,8,23,34.8,1,1.1,0.8,-0.1,4,16,2,0,16,ENG-Premier League,2024,passing
POR,"FW,MF",25-253,1999,8.6,111,178,62.4,1542,439,64,82,78.0,33,53,62.3,5,13,38.5,1,2.9,1.8,-1.9,14,3,9,3,16,ENG-Premier League,2024,passing
BEL,GK,33-044,1992,31.0,416,822,50.6,16105,13997,63,63,100.0,117,120,97.5,236,629,37.5,0,0.0,0.1,0.0,1,36,2,0,1,ENG-Premier League,2024,passing
BRA,DF,23-285,2001,8.4,177,239,74.1,2982,1496,77,92,83.7,83,99,83.8,10,28,35.7,0,0.0,0.0,0.0,0,10,0,0,14,ENG-Premier League,2024,passing
ENG,MF,25-074,2000,24.4,803,1019,78.8,12231,3802,450,529,85.1,260,315,82.5,56,95,58.9,7,4.4,4.2,2.6,44,109,35,7,136,ENG-Premier League,2024,passing
BRA,DF,22-281,2002,29.5,913,1166,78.3,17979,8517,354,387,91.5,414,476,87.0,126,261,48.3,0,1.1,1.0,-1.1,12,102,11,1,96,ENG-Premier League,2024,passing
WAL,DF,23-363,2001,21.8,612,807,75.8,9251,3738,360,402,89.6,200,277,72.2,31,75,41.3,2,1.4,1.1,0.6,14,49,17,7,69,ENG-Premier League,2024,passing
ARG,"MF,FW",26-287,1998,16.6,628,727,86.4,9044,2614,358,393,91.1,206,231,89.2,27,44,61.4,0,1.2,1.3,-1.2,11,59,8,0,58,ENG-Premier League,2024,passing
SRB,DF,27-181,1997,30.0,662,814,81.3,13206,4898,203,233,87.1,366,419,87.4,80,129,62.0,2,0.8,0.5,1.2,7,44,2,0,43,ENG-Premier League,2024,passing
NGA,DF,28-185,1996,28.5,839,1145,73.3,12948,5391,446,506,88.1,308,423,72.8,52,144,36.1,1,0.7,1.5,0.3,11,78,15,7,91,ENG-Premier League,2024,passing
PAR,"FW,MF",25-223,1999,2.9,61,89,68.5,955,258,30,44,68.2,22,31,71.0,5,7,71.4,0,0.5,0.4,-0.5,8,2,5,3,4,ENG-Premier League,2024,passing
ENG,MF,27-141,1997,19.2,554,672,82.4,8075,1733,296,334,88.6,198,228,86.8,26,46,56.5,1,1.1,0.5,-0.1,17,44,4,0,45,ENG-Premier League,2024,passing
NGA,FW,27-242,1997,4.0,57,87,65.5,629,135,40,53,75.5,13,24,54.2,0,4,0.0,0,0.1,0.1,-0.1,2,5,2,0,7,ENG-Premier League,2024,passing
CIV,DF,34-067,1991,1.7,55,70,78.6,1010,477,20,22,90.9,30,32,93.8,4,15,26.7,0,0.0,0.0,0.0,0,3,0,0,2,ENG-Premier League,2024,passing
ESP,"DF,MF",31-307,1993,9.6,273,379,72.0,4019,1603,166,191,86.9,83,127,65.4,12,36,33.3,1,1.0,0.9,0.0,4,22,7,1,30,ENG-Premier League,2024,passing
ENG,GK,26-332,1998,23.0,620,959,64.7,17090,13301,175,175,100.0,238,249,95.6,201,522,38.5,0,0.0,0.1,0.0,0,27,1,0,0,ENG-Premier League,2024,passing
ENG,"FW,MF",28-060,1997,13.9,231,288,80.2,3320,446,138,158,87.3,81,95,85.3,6,13,46.2,2,1.2,0.6,0.8,9,10,8,2,21,ENG-Premier League,2024,passing
ENG,MF,36-336,1988,4.0,221,260,85.0,2891,980,147,165,89.1,61,67,91.0,4,9,44.4,2,0.9,0.5,1.1,4,21,9,3,24,ENG-Premier League,2024,passing
DEN,"FW,MF",23-323,2001,1.6,13,18,72.2,135,43,9,11,81.8,2,4,50.0,0,0,,0,0.0,0.0,0.0,1,2,0,0,1,ENG-Premier League,2024,passing
ENG,GK,35-129,1989,5.0,117,156,75.0,2823,1985,41,43,95.3,45,49,91.8,30,61,49.2,0,0.0,0.0,0.0,0,5,0,0,0,ENG-Premier League,2024,passing
GER,DF,23-121,2001,3.7,202,224,90.2,3829,956,65,66,98.5,119,123,96.7,16,29,55.2,0,0.0,0.0,0.0,0,6,0,0,5,ENG-Premier League,2024,passing
CHI,FW,25-358,1999,5.0,128,166,77.1,1836,383,83,95,87.4,36,53,67.9,7,11,63.6,0,0.1,0.1,-0.1,3,9,2,1,9,ENG-Premier League,2024,passing
ENG,FW,23-264,2001,13.9,170,210,81.0,2235,321,110,127,86.6,46,51,90.2,5,9,55.6,0,0.3,0.6,-0.3,2,5,7,0,13,ENG-Premier League,2024,passing
ARG,MF,22-132,2002,0.1,13,13,100.0,221,66,7,7,100.0,4,4,100.0,2,2,100.0,0,0.1,0.0,-0.1,1,4,1,1,6,ENG-Premier League,2024,passing
ENG,DF,31-205,1993,3.0,154,177,87.0,2691,691,63,67,94.0,77,86,89.5,12,17,70.6,0,0.1,0.1,-0.1,1,8,2,1,8,ENG-Premier League,2024,passing
ENG,MF,26-081,1999,17.9,782,870,89.9,11569,2359,445,479,92.9,280,303,92.4,30,45,66.7,0,0.9,1.2,-0.9,12,47,9,0,55,ENG-Premier League,2024,passing
ENG,DF,31-074,1994,9.9,618,670,92.2,10620,3036,246,266,92.5,335,352,95.2,25,32,78.1,0,0.1,0.2,-0.1,2,42,5,0,45,ENG-Premier League,2024,passing
ENG,DF,27-182,1997,9.9,437,521,83.9,6984,1895,208,229,90.8,197,223,88.3,24,47,51.1,1,0.9,0.7,0.1,10,25,6,5,30,ENG-Premier League,2024,passing
POL,DF,28-364,1996,23.1,1390,1504,92.4,24478,8021,535,562,95.2,752,798,94.2,91,118,77.1,0,0.5,0.8,-0.5,5,66,0,0,55,ENG-Premier League,2024,passing
NGA,"MF,DF",28-264,1996,21.2,878,992,88.5,13041,2506,480,526,91.3,341,375,90.9,31,45,68.9,0,1.6,1.2,-1.6,16,50,4,1,71,ENG-Premier League,2024,passing
ENG,GK,30-055,1995,3.0,106,151,70.2,2342,1476,42,44,95.5,42,46,91.3,21,59,35.6,0,0.0,0.0,0.0,0,2,0,0,0,ENG-Premier League,2024,passing
GHA,"FW,MF",23-055,2002,10.1,200,254,78.7,2928,452,124,140,88.6,62,75,82.7,9,21,42.9,1,0.7,0.6,0.3,9,6,9,6,19,ENG-Premier League,2024,passing
ENG,DF,27-363,1997,28.4,1349,1527,88.3,20366,5897,742,791,93.8,531,588,90.3,49,81,60.5,2,2.6,2.2,-0.6,21,105,26,3,125,ENG-Premier League,2024,passing
FRA,MF,21-016,2004,13.1,450,531,84.7,6908,1488,217,247,87.9,200,218,91.7,15,27,55.6,1,1.0,0.5,0.0,13,46,6,1,44,ENG-Premier League,2024,passing
POR,MF,20-275,2004,25.8,884,1112,79.5,15050,3593,419,481,87.1,337,394,85.5,88,157,56.1,3,2.4,2.8,0.6,27,78,19,4,120,ENG-Premier League,2024,passing
CIV,FW,28-196,1996,0.8,17,22,77.3,262,37,9,10,90.0,6,8,75.0,1,2,50.0,0,0.0,0.0,0.0,0,0,0,0,0,ENG-Premier League,2024,passing
ENG,DF,22-315,2002,6.9,363,391,92.8,6144,1494,153,162,94.4,190,197,96.4,16,23,69.6,0,0.0,0.0,0.0,1,11,0,0,17,ENG-Premier League,2024,passing
NGA,FW,30-318,1994,9.7,140,227,61.7,2032,327,75,119,63.0,37,59,62.7,12,18,66.7,1,0.5,0.3,0.5,8,12,2,0,12,ENG-Premier League,2024,passing
ENG,DF,22-014,2003,0.1,5,5,100.0,109,0,0,0,,5,5,100.0,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,ENG-Premier League,2024,passing
SCO,"FW,MF",28-274,1996,1.6,39,48,81.3,585,59,17,20,85.0,19,21,90.5,0,1,0.0,0,0.0,0.0,0.0,0,1,1,0,1,ENG-Premier League,2024,passing
SCO,"FW,DF",31-046,1994,3.4,77,103,74.8,1121,208,43,46,93.5,28,40,70.0,3,10,30.0,0,0.1,0.1,-0.1,2,3,1,0,8,ENG-Premier League,2024,passing
IRL,DF,28-301,1996,12.4,495,617,80.2,8289,2501,250,269,92.9,194,234,82.9,41,83,49.4,0,2.6,2.4,-2.6,24,15,10,7,24,ENG-Premier League,2024,passing
ENG,"FW,DF",18-267,2006,0.3,8,9,88.9,107,13,6,6,100.0,2,3,66.7,0,0,,0,0.1,0.1,-0.1,1,0,1,1,0,ENG-Premier League,2024,passing
ENG,"DF,FW",22-073,2003,0.7,25,33,75.8,316,67,19,21,90.5,6,7,85.7,0,3,0.0,0,0.1,0.2,-0.1,1,0,3,0,4,ENG-Premier League,2024,passing
ENG,DF,23-071,2002,25.6,1623,1842,88.1,30077,10741,601,643,93.5,865,945,91.5,143,223,64.1,0,0.8,0.6,-0.8,12,159,8,0,107,ENG-Premier League,2024,passing
ENG,"FW,MF",19-030,2006,18.0,435,539,80.7,6507,1387,242,269,90.0,163,192,84.9,17,40,42.5,0,1.5,1.4,-1.5,19,23,20,1,59,ENG-Premier League,2024,passing
BRA,"DF,MF",24-051,2001,2.3,64,83,77.1,1041,318,26,32,81.3,30,38,78.9,3,4,75.0,0,0.0,0.1,0.0,2,5,5,4,6,ENG-Premier League,2024,passing
IRL,MF,25-049,2000,6.5,226,297,76.1,3669,1073,108,125,86.4,95,113,84.1,15,44,34.1,0,0.6,0.8,-0.6,9,10,3,2,23,ENG-Premier League,2024,passing
JPN,"DF,MF",24-287,2000,16.2,686,855,80.2,10793,3315,363,412,88.1,272,328,82.9,35,70,50.0,1,2.2,2.4,-1.2,17,43,21,9,68,ENG-Premier League,2024,passing
ENG,DF,19-356,2005,0.2,15,16,93.8,304,39,6,7,85.7,7,7,100.0,2,2,100.0,0,0.0,0.0,0.0,0,0,0,0,0,ENG-Premier League,2024,passing
CZE,GK,22-029,2003,4.0,116,145,80.0,2699,1686,17,17,100.0,73,76,96.1,23,48,47.9,0,0.1,0.0,-0.1,1,2,0,0,1,ENG-Premier League,2024,passing
ENG,"DF,MF",19-030,2006,14.0,846,945,89.5,15054,4685,311,336,92.6,477,508,93.9,49,78,62.8,0,0.1,0.2,-0.1,2,30,0,0,27,ENG-Premier League,2024,passing
WAL,DF,31-352,1993,9.0,576,643,89.6,10749,4425,197,212,92.9,318,336,94.6,50,73,68.5,0,0.1,0.2,-0.1,1,32,1,0,38,ENG-Premier League,2024,passing
ENG,GK,26-093,1999,1.0,22,32,68.8,526,386,7,7,100.0,9,9,100.0,6,16,37.5,0,0.0,0.0,0.0,0,0,0,0,0,ENG-Premier League,2024,passing
WAL,FW,23-323,2001,20.9,400,562,71.2,5227,1408,245,303,80.9,130,172,75.6,8,24,33.3,2,2.1,1.9,-0.1,18,24,29,5,62,ENG-Premier League,2024,passing
ARG,DF,26-349,1998,14.2,982,1103,89.0,18499,7509,325,356,91.3,569,603,94.4,76,120,63.3,0,0.5,0.8,-0.5,6,96,7,1,57,ENG-Premier League,2024,passing
ENG,"FW,MF",21-018,2004,0.4,3,5,60.0,37,20,2,2,100.0,1,1,100.0,0,1,0.0,1,0.0,0.0,1.0,1,0,0,0,1,ENG-Premier League,2024,passing
SWE,"MF,FW",24-351,2000,23.9,611,831,73.5,8552,2762,371,431,86.1,183,237,77.2,31,76,40.8,4,6.1,3.8,-2.1,63,59,52,6,118,ENG-Premier League,2024,passing
ITA,DF,22-134,2002,19.4,915,1046,87.5,13224,4433,517,567,91.2,346,382,90.6,22,27,81.5,1,1.4,1.1,-0.4,15,86,6,1,117,ENG-Premier League,2024,passing
ENG,DF,24-245,2000,13.8,741,850,87.2,10445,3017,438,464,94.4,254,291,87.3,22,40,55.0,2,1.7,1.2,0.3,10,59,14,6,79,ENG-Premier League,2024,passing
ENG,FW,27-209,1997,21.7,238,333,71.5,3165,878,147,193,76.2,59,78,75.6,12,18,66.7,3,2.9,1.1,0.1,14,26,9,0,43,ENG-Premier League,2024,passing
ENG,GK,37-025,1988,7.0,168,198,84.8,3349,2105,54,55,98.2,86,90,95.6,23,47,48.9,0,0.0,0.0,0.0,0,1,0,0,0,ENG-Premier League,2024,passing
ITA,GK,28-186,1996,19.0,626,698,89.7,12023,6994,201,202,99.5,354,364,97.3,64,124,51.6,0,0.0,0.0,0.0,0,1,0,0,1,ENG-Premier League,2024,passing
ENG,MF,28-139,1996,18.8,948,1172,80.9,15368,4622,454,500,90.8,388,454,85.5,69,151,45.7,6,3.9,5.7,2.1,36,111,32,5,153,ENG-Premier League,2024,passing
AUT,DF,26-204,1998,3.9,261,287,90.9,4534,1497,97,104,93.3,150,159,94.3,11,20,55.0,0,0.0,0.1,0.0,1,14,1,1,7,ENG-Premier League,2024,passing
SWE,MF,19-068,2006,12.0,585,661,88.5,9628,1912,285,308,92.5,239,262,91.2,45,61,73.8,1,0.5,0.8,0.5,10,49,7,3,45,ENG-Premier League,2024,passing
FRA,FW,19-349,2005,3.5,54,70,77.1,905,118,29,33,87.9,20,28,71.4,5,6,83.3,0,0.1,0.1,-0.1,3,4,2,1,4,ENG-Premier League,2024,passing
NED,DF,23-357,2001,10.1,659,725,90.9,12335,3736,203,220,92.3,408,424,96.2,41,66,62.1,2,1.2,0.7,0.8,2,45,1,0,47,ENG-Premier League,2024,passing
ENG,"FW,MF",17-243,2007,2.1,48,67,71.6,593,166,30,31,96.8,13,20,65.0,1,5,20.0,1,0.3,0.5,0.7,3,1,5,1,7,ENG-Premier League,2024,passing
SEN,MF,22-209,2002,16.2,757,867,87.3,11619,2704,408,446,91.5,288,319,90.3,39,52,75.0,2,1.5,0.6,0.5,14,79,8,2,74,ENG-Premier League,2024,passing
ESP,DF,25-210,1999,26.4,1252,1706,73.4,21717,8681,621,711,87.3,477,604,79.0,126,283,44.5,5,3.5,3.9,1.5,47,111,50,22,136,ENG-Premier League,2024,passing
ROU,DF,23-067,2002,13.9,716,840,85.2,13638,5250,223,245,91.0,437,470,93.0,47,107,43.9,0,0.4,0.2,-0.4,4,52,2,1,37,ENG-Premier League,2024,passing
BRA,FW,27-336,1997,3.1,49,75,65.3,750,272,24,32,75.0,16,26,61.5,5,7,71.4,1,0.9,0.6,0.1,4,7,4,2,10,ENG-Premier League,2024,passing
URU,MF,27-290,1997,15.5,829,937,88.5,13241,3219,409,444,92.1,357,385,92.7,40,55,72.7,0,0.4,0.9,-0.4,9,94,11,2,84,ENG-Premier League,2024,passing
ESP,DF,28-116,1996,1.4,73,105,69.5,1144,410,33,44,75.0,36,47,76.6,3,9,33.3,0,0.0,0.2,0.0,1,11,2,1,12,ENG-Premier League,2024,passing
KOR,FW,32-277,1992,22.3,703,890,79.0,9833,2671,437,487,89.7,192,240,80.0,36,75,48.0,9,8.2,5.1,0.8,50,36,51,6,104,ENG-Premier League,2024,passing
GER,"FW,MF",29-036,1996,5.7,158,236,66.9,2383,597,80,97,82.5,61,86,70.9,7,18,38.9,3,2.5,1.5,0.5,10,3,15,2,30,ENG-Premier League,2024,passing
ENG,"FW,MF",19-356,2005,0.1,0,1,0.0,0,0,0,1,0.0,0,0,,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,ENG-Premier League,2024,passing
FRA,FW,20-134,2004,5.0,138,174,79.3,1801,324,96,102,94.1,33,45,73.3,4,7,57.1,0,0.1,0.2,-0.1,4,5,8,2,18,ENG-Premier League,2024,passing
MLI,MF,28-224,1996,12.8,654,734,89.1,9984,2654,354,382,92.7,243,261,93.1,33,53,62.3,0,0.3,0.6,-0.3,6,55,10,1,69,ENG-Premier League,2024,passing
ENG,DF,35-117,1989,6.5,355,440,80.7,6769,2697,157,173,90.8,152,177,85.9,45,82,54.9,0,1.1,1.2,-1.1,7,40,4,1,24,ENG-Premier League,2024,passing
ENG,DF,27-136,1997,29.0,1203,1490,80.7,17255,6337,763,853,89.4,377,458,82.3,45,95,47.4,2,2.5,2.2,-0.5,25,84,25,11,116,ENG-Premier League,2024,passing
FRA,GK,32-043,1993,19.1,539,769,70.1,14590,9983,108,109,99.1,264,277,95.3,165,374,44.1,0,0.0,0.0,0.0,0,7,0,0,0,ENG-Premier League,2024,passing
SCO,MF,24-333,2000,1.8,109,124,87.9,1705,439,61,64,95.3,36,43,83.7,9,9,100.0,0,0.2,0.1,-0.2,1,14,1,1,9,ENG-Premier League,2024,passing
ESP,"MF,FW",28-099,1997,13.1,462,546,84.6,7287,2030,244,258,94.6,177,210,84.3,26,49,53.1,1,1.1,1.2,-0.1,12,36,10,0,50,ENG-Premier League,2024,passing
NED,"FW,MF",23-163,2001,8.7,194,254,76.4,2881,640,125,148,84.5,55,62,88.7,11,22,50.0,1,1.7,1.7,-0.7,17,13,12,5,18,ENG-Premier League,2024,passing
ENG,"FW,MF",32-262,1992,3.2,63,92,68.5,830,126,41,49,83.7,19,29,65.5,1,5,20.0,2,1.3,0.1,0.7,6,4,1,0,5,ENG-Premier League,2024,passing
MEX,MF,27-169,1997,18.1,763,890,85.7,12894,3657,372,419,88.8,322,359,89.7,61,83,73.5,1,0.8,0.8,0.2,11,80,11,3,75,ENG-Premier League,2024,passing
ITA,DF,30-251,1994,20.6,747,944,79.1,11003,4172,442,496,89.1,243,304,79.9,42,97,43.3,1,1.5,2.1,-0.5,16,42,11,5,56,ENG-Premier League,2024,passing
IRL,FW,20-174,2004,1.6,25,32,78.1,290,11,20,24,83.3,4,6,66.7,0,1,0.0,0,0.3,0.3,-0.3,2,0,0,0,0,ENG-Premier League,2024,passing
ARG,MF,30-364,1994,11.3,419,498,84.1,7149,2000,201,230,87.4,180,197,91.4,32,51,62.7,0,0.1,0.1,-0.1,3,36,1,0,31,ENG-Premier League,2024,passing
ENG,MF,30-161,1994,6.5,370,429,86.2,6230,1741,195,206,94.7,138,152,90.8,32,59,54.2,1,0.6,0.8,0.4,9,45,3,1,32,ENG-Premier League,2024,passing
ENG,"FW,MF",28-112,1996,26.3,463,652,71.0,7656,2318,252,303,83.2,156,204,76.5,43,82,52.4,5,5.3,5.3,-0.3,44,36,39,6,80,ENG-Premier League,2024,passing
FRA,DF,25-102,1999,13.6,617,712,86.7,11036,3802,222,242,91.7,358,380,94.2,34,74,45.9,0,0.0,0.1,0.0,2,33,1,0,26,ENG-Premier League,2024,passing
ENG,DF,20-165,2004,0.0,0,0,,0,0,0,0,,0,0,,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,ENG-Premier League,2024,passing
GRE,DF,27-121,1997,19.5,911,1065,85.5,18009,6159,290,320,90.6,529,576,91.8,86,146,58.9,0,0.5,0.4,-0.5,4,58,4,1,57,ENG-Premier League,2024,passing
ENG,MF,19-052,2006,0.5,33,38,86.8,583,83,11,13,84.6,18,20,90.0,2,3,66.7,0,0.0,0.0,0.0,2,2,1,1,0,ENG-Premier League,2024,passing
BRA,"MF,FW",27-227,1997,22.1,884,1156,76.5,14329,4470,479,572,83.7,292,376,77.7,90,148,60.8,0,2.3,2.5,-2.3,29,104,34,2,114,ENG-Premier League,2024,passing
BRA,"MF,FW",19-061,2006,1.2,37,44,84.1,566,144,25,26,96.2,9,11,81.8,3,5,60.0,0,0.1,0.1,-0.1,3,1,3,2,3,ENG-Premier League,2024,passing
ENG,DF,27-323,1997,30.2,1357,1568,86.5,26393,8992,435,473,92.0,787,850,92.6,128,221,57.9,1,1.0,0.9,0.0,14,89,2,0,99,ENG-Premier League,2024,passing
JAM,FW,35-014,1990,9.3,114,188,60.6,2183,424,52,72,72.2,37,62,59.7,22,31,71.0,1,1.6,0.9,-0.6,9,11,6,2,18,ENG-Premier League,2024,passing
GHA,"FW,MF",24-252,2000,23.1,572,682,83.9,9372,1440,300,335,89.6,213,232,91.8,46,67,68.7,2,2.2,2.2,-0.2,26,35,24,12,64,ENG-Premier League,2024,passing
GER,FW,32-061,1993,5.0,69,108,63.9,920,122,42,57,73.7,20,35,57.1,2,4,50.0,1,1.5,0.3,-0.5,9,4,2,0,5,ENG-Premier League,2024,passing
ENG,DF,19-120,2005,5.9,238,304,78.3,3509,850,146,165,88.5,83,100,83.0,7,26,26.9,0,0.0,0.1,0.0,1,8,5,1,20,ENG-Premier League,2024,passing
CZE,MF,30-043,1995,23.9,598,815,73.4,10053,2797,295,375,78.7,228,297,76.8,58,84,69.0,1,1.0,1.2,0.0,14,57,8,1,66,ENG-Premier League,2024,passing
CZE,DF,32-232,1992,8.2,297,390,76.2,4984,1993,147,168,87.5,119,153,77.8,25,56,44.6,0,0.6,0.9,-0.6,6,28,12,7,28,ENG-Premier League,2024,passing
POL,GK,39-358,1985,11.9,304,454,67.0,8756,6129,53,53,100.0,147,148,99.3,104,252,41.3,0,0.0,0.0,0.0,0,4,0,0,0,ENG-Premier League,2024,passing
ENG,DF,21-041,2004,0.0,1,1,100.0,23,0,0,0,,1,1,100.0,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,ENG-Premier League,2024,passing
BRA,MF,23-269,2001,21.2,927,1000,92.7,14806,4152,468,492,95.1,369,386,95.6,58,73,79.5,0,0.6,0.5,-0.6,12,88,4,0,83,ENG-Premier League,2024,passing
MLI,MF,23-234,2001,0.0,0,0,,0,0,0,0,,0,0,,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,ENG-Premier League,2024,passing
POR,"MF,FW",21-023,2004,2.6,56,87,64.4,739,228,36,48,75.0,18,25,72.0,1,5,20.0,0,0.0,0.1,0.0,1,2,3,1,8,ENG-Premier League,2024,passing
POR,MF,25-065,2000,0.1,3,3,100.0,71,22,1,1,100.0,1,1,100.0,1,1,100.0,0,0.0,0.0,0.0,1,0,1,1,0,ENG-Premier League,2024,passing
ENG,DF,34-340,1990,10.8,484,559,86.6,9745,3180,149,161,92.5,267,287,93.0,57,95,60.0,0,0.0,0.1,0.0,2,22,1,0,20,ENG-Premier League,2024,passing
POR,"MF,FW",29-172,1995,0.5,11,16,68.8,132,78,7,7,100.0,3,3,100.0,0,2,0.0,0,0.0,0.0,0.0,0,1,1,0,2,ENG-Premier League,2024,passing
CIV,DF,27-298,1997,8.7,423,510,82.9,8523,3013,141,154,91.6,221,245,90.2,57,96,59.4,0,0.1,0.1,-0.1,2,17,1,0,19,ENG-Premier League,2024,passing
POR,"MF,FW",28-133,1996,8.6,186,256,72.7,3117,789,95,113,84.1,73,96,76.0,13,29,44.8,4,1.1,0.6,2.9,11,13,16,5,30,ENG-Premier League,2024,passing
KOR,"MF,FW",29-075,1996,7.1,155,191,81.2,2021,377,103,119,86.6,40,47,85.1,4,5,80.0,0,0.1,0.3,-0.1,3,6,4,2,11,ENG-Premier League,2024,passing
FRA,"MF,FW",26-288,1998,16.0,395,496,79.6,6117,1202,230,257,89.5,125,154,81.2,30,50,60.0,6,3.6,2.5,2.4,26,27,15,7,35,ENG-Premier League,2024,passing
POR,GK,32-084,1993,24.0,471,750,62.8,12355,8570,95,96,99.0,261,269,97.0,114,382,29.8,0,0.1,0.0,-0.1,2,17,1,0,2,ENG-Premier League,2024,passing
BRA,MF,24-058,2001,27.0,1112,1305,85.2,16136,4183,642,708,90.7,351,409,85.8,59,95,62.1,1,1.1,1.7,-0.1,20,104,21,1,140,ENG-Premier League,2024,passing
NOR,FW,25-064,2000,24.9,249,388,64.2,3213,600,153,213,71.8,64,101,63.4,10,13,76.9,2,2.4,1.0,-0.4,19,16,4,1,24,ENG-Premier League,2024,passing
GAB,"MF,DF",31-222,1993,15.2,493,613,80.4,9479,2966,176,207,85.0,249,284,87.7,58,95,61.1,3,1.1,1.2,1.9,10,43,13,4,48,ENG-Premier League,2024,passing
ZIM,"MF,FW",28-293,1996,5.8,78,106,73.6,943,200,49,61,80.3,22,31,71.0,0,1,0.0,1,0.8,0.1,0.2,3,3,1,0,5,ENG-Premier League,2024,passing
BRA,"MF,FW",25-319,1999,23.8,638,908,70.3,10202,3454,361,430,84.0,182,243,74.9,68,156,43.6,4,6.6,4.4,-2.6,43,78,48,9,112,ENG-Premier League,2024,passing
IRL,DF,33-085,1992,19.6,890,1087,81.9,16480,5490,361,403,89.6,423,490,86.3,94,155,60.6,1,1.5,1.2,-0.5,11,85,13,1,73,ENG-Premier League,2024,passing
BFA,DF,22-147,2002,0.2,8,8,100.0,113,32,4,4,100.0,4,4,100.0,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,ENG-Premier League,2024,passing
POR,DF,31-146,1993,25.8,873,1092,79.9,13411,4004,471,516,91.3,334,403,82.9,48,107,44.9,4,2.6,1.3,1.4,19,57,21,9,61,ENG-Premier League,2024,passing
ESP,"MF,FW",32-335,1992,6.8,219,316,69.3,3842,1392,94,109,86.2,82,106,77.4,29,58,50.0,2,1.5,1.6,0.5,11,29,16,2,46,ENG-Premier League,2024,passing
BRA,DF,18-284,2006,0.8,28,38,73.7,457,188,14,17,82.4,11,14,78.6,3,5,60.0,0,0.1,0.1,-0.1,2,2,3,2,4,ENG-Premier League,2024,passing
ALG,DF,23-309,2001,28.3,1170,1387,84.4,16246,4872,715,765,93.5,362,416,87.0,39,94,41.5,5,3.5,2.6,1.5,32,64,23,5,95,ENG-Premier League,2024,passing
POR,"DF,FW",21-278,2003,6.6,152,230,66.1,2270,814,89,115,77.4,54,79,68.4,6,22,27.3,0,0.8,0.7,-0.8,10,10,12,4,23,ENG-Premier League,2024,passing
ENG,GK,32-017,1993,7.0,184,278,66.2,5548,4270,31,32,96.9,80,82,97.6,72,160,45.0,0,0.0,0.0,0.0,1,6,0,0,0,ENG-Premier League,2024,passing
URU,DF,26-153,1998,17.1,689,783,88.0,12663,3939,243,262,92.7,387,413,93.7,48,85,56.5,0,0.0,0.1,0.0,0,21,1,0,27,ENG-Premier League,2024,passing
ENG,MF,23-176,2001,5.4,321,392,81.9,6591,2010,112,119,94.1,138,155,89.0,61,93,65.6,1,0.5,0.3,0.5,7,44,3,0,40,ENG-Premier League,2024,passing
POR,DF,26-085,1999,22.0,1076,1269,84.8,18229,6507,475,523,90.8,510,554,92.1,70,135,51.9,1,0.9,0.5,0.1,7,65,5,3,63,ENG-Premier League,2024,passing
COL,DF,23-344,2001,4.9,205,240,85.4,3996,1184,66,73,90.4,115,123,93.5,22,35,62.9,0,0.1,0.0,-0.1,2,16,1,1,7,ENG-Premier League,2024,passing
