league,season,team,player,nation,pos,age,born,Playing Time MP,Playing Time Starts,Playing Time Min,Playing Time 90s,Performance Gls,Performance Ast,Performance G+A,Performance G-PK,Performance PK,Performance PKatt,Performance CrdY,Performance CrdR,Expected xG,Expected npxG,Expected xAG,Expected npxG+xAG,Progression PrgC,Progression PrgP,Progression PrgR,Per 90 Minutes Gls,Per 90 Minutes Ast,Per 90 Minutes G+A,Per 90 Minutes G-PK,Per 90 Minutes G+A-PK,Per 90 Minutes xG,Per 90 Minutes xAG,Per 90 Minutes xG+xAG,Per 90 Minutes npxG,Per 90 Minutes npxG+xAG,stat_type,nation_shooting,pos_shooting,age_shooting,born_shooting,90s,Standard Gls,Standard Sh,Standard SoT,Standard SoT%,Standard Sh/90,Standard SoT/90,Standard G/Sh,Standard G/SoT,Standard Dist,Standard FK,Standard PK,Standard PKatt,Expected xG_shooting,Expected npxG_shooting,Expected npxG/Sh,Expected G-xG,Expected np:G-xG,stat_type_shooting,nation_misc,pos_misc,age_misc,born_misc,90s_misc,Performance CrdY_misc,Performance CrdR_misc,Performance 2CrdY,Performance Fls,Performance Fld,Performance Off,Performance Crs,Performance Int,Performance TklW,Performance PKwon,Performance PKcon,Performance OG,Performance Recov,Aerial Duels Won,Aerial Duels Lost,Aerial Duels Won%,stat_type_misc,nation_possession,pos_possession,age_possession,born_possession,90s_possession,Touches Touches,Touches Def Pen,Touches Def 3rd,Touches Mid 3rd,Touches Att 3rd,Touches Att Pen,Touches Live,Take-Ons Att,Take-Ons Succ,Take-Ons Succ%,Take-Ons Tkld,Take-Ons Tkld%,Carries Carries,Carries TotDist,Carries PrgDist,Carries PrgC,Carries 1/3,Carries CPA,Carries Mis,Carries Dis,Receiving Rec,Receiving PrgR,stat_type_possession,nation_passing,pos_passing,age_passing,born_passing,90s_passing,Total Cmp,Total Att,Total Cmp%,Total TotDist,Total PrgDist,Short Cmp,Short Att,Short Cmp%,Medium Cmp,Medium Att,Medium Cmp%,Long Cmp,Long Att,Long Cmp%,Ast,xAG,Expected xA,Expected A-xAG,KP,1/3,PPA,CrsPA,PrgP,stat_type_passing,nation_defense,pos_defense,age_defense,born_defense,90s_defense,Tackles Tkl,Tackles TklW,Tackles Def 3rd,Tackles Mid 3rd,Tackles Att 3rd,Challenges Tkl,Challenges Att,Challenges Tkl%,Challenges Lost,Blocks Blocks,Blocks Sh,Blocks Pass,Int,Tkl+Int,Clr,Err,stat_type_defense
ITA-Serie A,2024,Genoa,Alessandro Marcandalli,ITA,DF,22-198,2002,2,1,46,0.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,standard,ITA,DF,22-198,2002,0.5,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,shooting,ITA,DF,22-198,2002,0.5,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,100.0,misc,ITA,DF,22-198,2002,0.5,24,6,17,6,1,0,24,0,0,,0,,11,20,4,0,1,0,0,0,11,0,possession,ITA,DF,22-198,2002,0.5,12,20,60.0,236,47,3,4,75.0,8,13,61.5,1,1,100.0,0,0.0,0.0,0.0,0,0,0,0,1,passing,ITA,DF,22-198,2002,0.5,1,0,1,0,0,0,0,,0,0,0,0,0,1,2,0,defense
ITA-Serie A,2024,Venezia,Alessandro Marcandalli,ITA,DF,22-198,2002,4,3,192,2.1,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,3,0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.02,0.02,0.02,standard,ITA,DF,22-198,2002,2.1,0,1,0,0.0,0.47,0.0,0.0,,5.7,0,0,0,0.0,0.0,0.05,0.0,0.0,shooting,ITA,DF,22-198,2002,2.1,1,0,0,5,0,0,0,1,2,0,1,0,13,7,9,43.8,misc,ITA,DF,22-198,2002,2.1,104,16,51,46,8,2,104,0,0,,0,,48,138,50,0,0,0,2,0,45,0,possession,ITA,DF,22-198,2002,2.1,52,72,72.2,869,397,25,31,80.6,25,31,80.6,2,8,25.0,0,0.0,0.0,0.0,0,4,0,0,3,passing,ITA,DF,22-198,2002,2.1,4,2,3,1,0,1,4,25.0,3,4,1,3,1,5,18,0,defense
ITA-Serie A,2024,Genoa,Alessandro Vogliacco,ITA,DF,26-209,1998,12,8,715,7.9,2,0,2,2,0,0,3,0,1.3,1.3,0.0,1.4,9,26,2,0.25,0.0,0.25,0.25,0.25,0.17,0.0,0.17,0.17,0.17,standard,ITA,DF,26-209,1998,7.9,2,5,2,40.0,0.63,0.25,0.4,1.0,10.6,0,0,0,1.3,1.3,0.27,0.7,0.7,shooting,ITA,DF,26-209,1998,7.9,3,0,0,12,2,0,11,9,3,0,1,0,20,11,8,57.9,misc,ITA,DF,26-209,1998,7.9,407,37,183,189,35,5,407,1,0,0.0,1,100.0,208,1139,666,9,8,1,2,1,258,2,possession,ITA,DF,26-209,1998,7.9,266,341,78.0,5278,2121,97,110,88.2,128,152,84.2,35,64,54.7,0,0.0,0.2,0.0,1,35,4,3,26,passing,ITA,DF,26-209,1998,7.9,15,3,7,7,1,10,12,83.3,2,11,7,4,9,24,20,0,defense
ITA-Serie A,2024,Parma,Alessandro Vogliacco,ITA,DF,26-209,1998,8,8,673,7.5,0,0,0,0,0,0,2,0,0.1,0.1,0.1,0.2,1,20,0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.02,0.01,0.02,standard,ITA,DF,26-209,1998,7.5,0,1,1,100.0,0.13,0.13,0.0,0.0,6.7,0,0,0,0.1,0.1,0.1,-0.1,-0.1,shooting,ITA,DF,26-209,1998,7.5,2,0,0,8,5,0,2,2,1,0,0,1,21,16,12,57.1,misc,ITA,DF,26-209,1998,7.5,490,53,251,232,11,3,490,1,1,100.0,0,0.0,328,1403,757,1,1,0,4,0,353,0,possession,ITA,DF,26-209,1998,7.5,391,427,91.6,7684,2755,140,145,96.6,204,214,95.3,43,60,71.7,0,0.1,0.1,-0.1,3,26,1,0,20,passing,ITA,DF,26-209,1998,7.5,3,1,3,0,0,1,2,50.0,1,14,10,4,2,5,30,0,defense
ITA-Serie A,2024,Genoa,Alessandro Zanoli,ITA,"FW,DF",24-190,2000,26,18,1556,17.3,1,0,1,1,0,0,3,0,0.4,0.4,1.6,2.0,61,26,87,0.06,0.0,0.06,0.06,0.06,0.02,0.09,0.12,0.02,0.12,standard,ITA,"FW,DF",24-190,2000,17.3,1,10,3,30.0,0.58,0.17,0.1,0.33,19.4,0,0,0,0.4,0.4,0.04,0.6,0.6,shooting,ITA,"FW,DF",24-190,2000,17.3,3,0,0,16,16,1,60,11,18,0,0,0,57,18,14,56.3,misc,ITA,"FW,DF",24-190,2000,17.3,654,28,155,263,246,39,654,53,17,32.1,32,60.4,326,3111,1663,61,45,21,30,9,396,87,possession,ITA,"FW,DF",24-190,2000,17.3,305,457,66.7,5019,1559,157,191,82.2,118,169,69.8,21,53,39.6,0,1.6,1.0,-1.6,19,9,20,12,26,passing,ITA,"FW,DF",24-190,2000,17.3,26,18,11,12,3,9,20,45.0,11,16,2,14,11,37,39,0,defense
ITA-Serie A,2024,Como,Alessio Iovine,ITA,"DF,FW",34-069,1991,9,3,377,4.2,0,0,0,0,0,0,2,0,0.0,0.0,0.2,0.2,9,6,7,0.0,0.0,0.0,0.0,0.0,0.01,0.05,0.06,0.01,0.06,standard,ITA,"DF,FW",34-069,1991,4.2,0,1,0,0.0,0.24,0.0,0.0,,26.0,0,0,0,0.0,0.0,0.02,0.0,0.0,shooting,ITA,"DF,FW",34-069,1991,4.2,2,0,0,5,6,0,15,3,2,0,0,0,16,2,7,22.2,misc,ITA,"DF,FW",34-069,1991,4.2,255,13,83,116,58,3,255,1,1,100.0,0,0.0,114,608,327,9,8,2,1,0,140,7,possession,ITA,"DF,FW",34-069,1991,4.2,162,215,75.3,3009,899,64,75,85.3,75,90,83.3,20,40,50.0,0,0.2,0.2,-0.2,3,6,3,3,6,passing,ITA,"DF,FW",34-069,1991,4.2,5,2,2,3,0,4,10,40.0,6,7,1,6,3,8,21,1,defense
ITA-Serie A,2024,Lazio,Alessio Romagnoli,ITA,DF,30-089,1995,25,24,2043,22.7,1,0,1,1,0,0,3,1,1.8,1.8,0.2,1.9,3,60,3,0.04,0.0,0.04,0.04,0.04,0.08,0.01,0.09,0.08,0.09,standard,ITA,DF,30-089,1995,22.7,1,11,4,36.4,0.48,0.18,0.09,0.25,8.9,0,0,0,1.8,1.8,0.16,-0.8,-0.8,shooting,ITA,DF,30-089,1995,22.7,3,1,0,21,8,2,0,22,21,0,0,0,74,63,29,68.5,misc,ITA,DF,30-089,1995,22.7,1554,216,728,783,51,28,1554,0,0,,0,,808,3198,1329,3,2,0,6,1,1045,3,possession,ITA,DF,30-089,1995,22.7,1238,1345,92.0,21513,7280,487,515,94.6,670,697,96.1,63,99,63.6,0,0.2,0.2,-0.2,6,67,2,0,60,passing,ITA,DF,30-089,1995,22.7,36,21,16,18,2,18,23,78.3,5,25,12,13,22,58,90,1,defense
ITA-Serie A,2024,Napoli,Alessio Zerbin,ITA,"FW,DF",26-039,1999,2,0,2,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,standard,ITA,"FW,DF",26-039,1999,0.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,shooting,ITA,"FW,DF",26-039,1999,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,misc,ITA,"FW,DF",26-039,1999,0.0,3,0,3,0,0,0,3,1,0,0.0,1,100.0,0,0,0,0,0,0,0,0,0,0,possession,ITA,"FW,DF",26-039,1999,0.0,0,0,,0,0,0,0,,0,0,,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,passing,ITA,"FW,DF",26-039,1999,0.0,2,1,2,0,0,1,1,100.0,0,0,0,0,0,2,0,0,defense
ITA-Serie A,2024,Venezia,Alessio Zerbin,ITA,DF,26-039,1999,11,10,896,10.0,1,0,1,1,0,0,2,0,1.5,1.5,1.0,2.5,34,38,42,0.1,0.0,0.1,0.1,0.1,0.15,0.1,0.25,0.15,0.25,standard,ITA,DF,26-039,1999,10.0,1,12,4,33.3,1.21,0.4,0.08,0.25,14.6,0,0,0,1.5,1.5,0.13,-0.5,-0.5,shooting,ITA,DF,26-039,1999,10.0,2,0,0,19,23,2,44,10,17,0,0,0,45,3,6,33.3,misc,ITA,DF,26-039,1999,10.0,543,22,113,202,239,38,543,45,16,35.6,24,53.3,245,1450,738,34,18,16,21,14,237,42,possession,ITA,DF,26-039,1999,10.0,248,375,66.1,4116,1751,121,147,82.3,99,144,68.8,22,51,43.1,0,1.0,1.3,-1.0,14,18,13,6,38,passing,ITA,DF,26-039,1999,10.0,32,17,19,8,5,18,33,54.5,15,20,3,17,10,42,16,0,defense
ITA-Serie A,2024,Napoli,Alex Meret,ITA,GK,28-020,1997,27,27,2375,26.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,standard,ITA,GK,28-020,1997,26.4,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,shooting,ITA,GK,28-020,1997,26.4,0,0,0,1,3,0,0,0,0,0,1,0,44,5,0,100.0,misc,ITA,GK,28-020,1997,26.4,964,758,959,5,0,0,964,0,0,,0,,570,2571,1449,0,0,0,1,0,558,0,possession,ITA,GK,28-020,1997,26.4,770,905,85.1,19352,11618,103,103,100.0,480,490,98.0,187,312,59.9,0,0.0,0.0,0.0,0,4,0,0,1,passing,ITA,GK,28-020,1997,26.4,0,0,0,0,0,0,0,,0,1,0,1,0,0,14,0,defense
ITA-Serie A,2024,Milan,Alexis Saelemaekers,BEL,"DF,FW",25-288,1999,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,7,4,13,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.06,0.0,0.06,standard,BEL,"DF,FW",25-288,1999,1.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,shooting,BEL,"DF,FW",25-288,1999,1.0,0,0,0,0,2,0,10,1,1,0,0,0,4,0,0,,misc,BEL,"DF,FW",25-288,1999,1.0,81,0,9,34,38,2,81,0,0,,0,,59,356,234,7,4,1,1,0,61,13,possession,BEL,"DF,FW",25-288,1999,1.0,66,78,84.6,1070,288,40,41,97.6,16,22,72.7,8,12,66.7,0,0.1,0.3,-0.1,2,5,1,0,4,passing,BEL,"DF,FW",25-288,1999,1.0,1,1,0,0,1,1,1,100.0,0,0,0,0,1,2,0,0,defense
ITA-Serie A,2024,Roma,Alexis Saelemaekers,BEL,"DF,FW",25-288,1999,17,13,1056,11.7,6,2,8,6,0,0,4,0,1.9,1.9,2.4,4.3,33,46,107,0.51,0.17,0.68,0.51,0.68,0.16,0.21,0.37,0.16,0.37,standard,BEL,"DF,FW",25-288,1999,11.7,6,17,9,52.9,1.45,0.77,0.35,0.67,17.3,0,0,0,1.9,1.9,0.11,4.1,4.1,shooting,BEL,"DF,FW",25-288,1999,11.7,4,0,0,12,18,0,43,7,16,1,0,0,60,6,1,85.7,misc,BEL,"DF,FW",25-288,1999,11.7,743,9,126,298,327,32,743,41,17,41.5,22,53.7,456,2355,1255,33,26,10,32,11,562,107,possession,BEL,"DF,FW",25-288,1999,11.7,491,605,81.2,6949,1831,305,338,90.2,142,168,84.5,26,55,47.3,2,2.4,1.8,-0.4,19,24,17,5,46,passing,BEL,"DF,FW",25-288,1999,11.7,29,16,20,6,3,15,26,57.7,11,11,1,10,7,36,6,0,defense
ITA-Serie A,2024,Udinese,Alexis Sánchez,CHI,FW,36-113,1988,9,5,350,3.9,0,0,0,0,0,0,0,0,0.6,0.6,0.1,0.6,2,16,18,0.0,0.0,0.0,0.0,0.0,0.14,0.02,0.16,0.14,0.16,standard,CHI,FW,36-113,1988,3.9,0,5,0,0.0,1.29,0.0,0.0,,17.9,0,0,0,0.6,0.6,0.12,-0.6,-0.6,shooting,CHI,FW,36-113,1988,3.9,0,0,0,3,8,4,6,3,1,0,0,0,13,1,10,9.1,misc,CHI,FW,36-113,1988,3.9,159,1,10,73,79,9,159,5,2,40.0,2,40.0,96,371,86,2,4,0,11,8,130,18,possession,CHI,FW,36-113,1988,3.9,103,129,79.8,1604,437,55,60,91.7,29,43,67.4,13,14,92.9,0,0.1,0.1,-0.1,2,10,5,0,16,passing,CHI,FW,36-113,1988,3.9,3,1,0,2,1,1,5,20.0,4,3,0,3,3,6,0,1,defense
ITA-Serie A,2024,Venezia,Alfred Duncan,GHA,MF,32-032,1993,15,12,938,10.4,0,0,0,0,0,0,2,0,0.8,0.8,1.1,1.9,11,52,12,0.0,0.0,0.0,0.0,0.0,0.07,0.1,0.18,0.07,0.18,standard,GHA,MF,32-032,1993,10.4,0,14,4,28.6,1.34,0.38,0.0,0.0,25.2,0,0,0,0.8,0.8,0.06,-0.8,-0.8,shooting,GHA,MF,32-032,1993,10.4,2,0,0,21,11,0,17,8,8,0,0,0,52,10,8,55.6,misc,GHA,MF,32-032,1993,10.4,578,15,92,355,139,6,578,22,13,59.1,8,36.4,304,1430,661,11,14,0,14,12,373,12,possession,GHA,MF,32-032,1993,10.4,401,492,81.5,6751,1873,190,215,88.4,167,186,89.8,32,62,51.6,0,1.1,1.0,-1.1,11,36,19,4,52,passing,GHA,MF,32-032,1993,10.4,17,8,4,11,2,5,14,35.7,9,6,2,4,8,25,7,0,defense
ITA-Serie A,2024,Torino,Ali Dembélé,FRA,DF,21-096,2004,10,1,124,1.4,0,0,0,0,0,0,4,1,0.0,0.0,0.0,0.0,3,6,1,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.03,0.0,0.03,standard,FRA,DF,21-096,2004,1.4,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,shooting,FRA,DF,21-096,2004,1.4,4,1,1,3,0,0,2,0,2,0,0,0,4,2,6,25.0,misc,FRA,DF,21-096,2004,1.4,79,5,27,37,16,1,79,2,1,50.0,1,50.0,35,167,92,3,2,0,3,3,42,1,possession,FRA,DF,21-096,2004,1.4,49,62,79.0,774,263,22,28,78.6,23,27,85.2,2,3,66.7,0,0.0,0.0,0.0,1,2,1,1,6,passing,FRA,DF,21-096,2004,1.4,4,2,3,1,0,3,3,100.0,0,1,1,0,0,4,4,1,defense
ITA-Serie A,2024,Como,Ali Jasim,IRQ,"FW,DF",21-081,2004,2,0,10,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,standard,IRQ,"FW,DF",21-081,2004,0.1,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,shooting,IRQ,"FW,DF",21-081,2004,0.1,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,100.0,misc,IRQ,"FW,DF",21-081,2004,0.1,11,0,6,4,1,0,11,0,0,,0,,7,54,36,1,0,0,0,0,8,1,possession,IRQ,"FW,DF",21-081,2004,0.1,7,9,77.8,71,35,6,6,100.0,1,3,33.3,0,0,,0,0.0,0.0,0.0,0,2,0,0,1,passing,IRQ,"FW,DF",21-081,2004,0.1,1,0,1,0,0,1,1,100.0,0,0,0,0,0,1,0,0,defense
ITA-Serie A,2024,Como,Alieu Fadera,GAM,"FW,DF",23-159,2001,24,20,1592,17.7,1,3,4,1,0,0,2,1,1.6,1.6,3.9,5.5,73,35,157,0.06,0.17,0.23,0.06,0.23,0.09,0.22,0.31,0.09,0.31,standard,GAM,"FW,DF",23-159,2001,17.7,1,27,9,33.3,1.53,0.51,0.04,0.11,18.8,0,0,0,1.6,1.6,0.06,-0.6,-0.6,shooting,GAM,"FW,DF",23-159,2001,17.7,2,1,0,38,47,14,39,10,45,0,0,0,92,11,14,44.0,misc,GAM,"FW,DF",23-159,2001,17.7,810,16,145,304,381,58,810,65,26,40.0,31,47.7,525,3776,2209,73,34,31,39,32,516,157,possession,GAM,"FW,DF",23-159,2001,17.7,428,572,74.8,6049,1609,243,274,88.7,137,188,72.9,22,40,55.0,3,3.9,1.9,-0.9,22,13,24,5,35,passing,GAM,"FW,DF",23-159,2001,17.7,60,45,24,24,12,20,44,45.5,24,17,1,16,10,70,9,0,defense
ITA-Serie A,2024,Hellas Verona,Alphadjo Cissè,ITA,"FW,MF",18-171,2006,2,0,9,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.46,0.0,0.46,0.46,0.46,standard,ITA,"FW,MF",18-171,2006,0.1,0,2,2,100.0,20.0,20.0,0.0,0.0,26.5,0,0,0,0.0,0.0,0.02,0.0,0.0,shooting,ITA,"FW,MF",18-171,2006,0.1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,100.0,misc,ITA,"FW,MF",18-171,2006,0.1,11,0,1,6,4,0,11,0,0,,0,,6,15,3,0,0,0,0,0,10,0,possession,ITA,"FW,MF",18-171,2006,0.1,6,8,75.0,90,18,4,6,66.7,2,2,100.0,0,0,,0,0.0,0.0,0.0,0,1,0,0,1,passing,ITA,"FW,MF",18-171,2006,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,defense
ITA-Serie A,2024,Hellas Verona,Amin Sarr,SWE,FW,24-031,2001,25,18,1394,15.5,4,1,5,4,0,0,0,0,2.4,2.4,2.0,4.4,25,30,72,0.26,0.06,0.32,0.26,0.32,0.16,0.13,0.29,0.16,0.29,standard,SWE,FW,24-031,2001,15.5,4,20,6,30.0,1.29,0.39,0.2,0.67,15.0,0,0,0,2.4,2.4,0.12,1.6,1.6,shooting,SWE,FW,24-031,2001,15.5,0,0,0,33,14,9,3,2,11,0,1,0,31,48,62,43.6,misc,SWE,FW,24-031,2001,15.5,508,15,45,231,235,44,508,23,9,39.1,14,60.9,259,1306,577,25,10,10,39,22,366,72,possession,SWE,FW,24-031,2001,15.5,244,346,70.5,3228,640,141,179,78.8,69,91,75.8,9,16,56.3,1,2.0,0.8,-1.0,18,21,12,1,30,passing,SWE,FW,24-031,2001,15.5,18,11,3,7,8,5,8,62.5,3,12,3,9,2,20,11,0,defense
ITA-Serie A,2024,Fiorentina,Amir Richardson,MAR,MF,23-077,2002,20,6,727,8.1,0,0,0,0,0,0,5,0,0.4,0.4,0.2,0.6,11,32,15,0.0,0.0,0.0,0.0,0.0,0.06,0.02,0.08,0.06,0.08,standard,MAR,MF,23-077,2002,8.1,0,6,4,66.7,0.74,0.5,0.0,0.0,20.0,0,0,0,0.4,0.4,0.07,-0.4,-0.4,shooting,MAR,MF,23-077,2002,8.1,5,0,0,24,11,0,2,4,10,0,0,0,30,15,15,50.0,misc,MAR,MF,23-077,2002,8.1,501,28,110,293,99,9,501,12,7,58.3,4,33.3,302,1465,661,11,8,0,11,8,338,15,possession,MAR,MF,23-077,2002,8.1,350,403,86.8,5496,1219,166,178,93.3,158,178,88.8,15,21,71.4,0,0.2,0.3,-0.2,6,33,3,0,32,passing,MAR,MF,23-077,2002,8.1,23,10,11,10,2,8,18,44.4,10,10,1,9,4,27,25,1,defense
ITA-Serie A,2024,Napoli,Amir Rrahmani,KVX,DF,31-046,1994,31,31,2776,30.8,1,2,3,1,0,0,2,0,2.5,2.5,0.6,3.1,19,139,1,0.03,0.06,0.1,0.03,0.1,0.08,0.02,0.1,0.08,0.1,standard,KVX,DF,31-046,1994,30.8,1,25,2,8.0,0.81,0.06,0.04,0.5,9.0,0,0,0,2.5,2.5,0.1,-1.5,-1.5,shooting,KVX,DF,31-046,1994,30.8,2,0,0,35,8,0,1,21,25,0,0,1,110,98,48,67.1,misc,KVX,DF,31-046,1994,30.8,2464,227,1071,1306,93,29,2464,3,2,66.7,1,33.3,1459,6991,3945,19,12,0,9,6,1746,1,possession,KVX,DF,31-046,1994,30.8,1982,2167,91.5,39345,13508,654,689,94.9,1088,1140,95.4,224,300,74.7,2,0.6,0.6,1.4,6,159,6,0,139,passing,KVX,DF,31-046,1994,30.8,31,25,16,14,1,14,23,60.9,9,36,21,15,21,52,136,1,defense
ITA-Serie A,2024,Roma,Anass Salah-Eddine,NED,DF,23-083,2002,3,2,152,1.7,0,1,1,0,0,0,0,0,0.3,0.3,0.1,0.5,8,2,15,0.0,0.59,0.59,0.0,0.59,0.19,0.08,0.27,0.19,0.27,standard,NED,DF,23-083,2002,1.7,0,2,1,50.0,1.18,0.59,0.0,0.0,13.0,0,0,0,0.3,0.3,0.16,-0.3,-0.3,shooting,NED,DF,23-083,2002,1.7,0,0,0,2,1,0,6,1,1,0,0,0,6,0,1,0.0,misc,NED,DF,23-083,2002,1.7,117,3,25,45,49,4,117,3,0,0.0,3,100.0,61,431,283,8,5,2,2,1,86,15,possession,NED,DF,23-083,2002,1.7,86,103,83.5,1414,246,41,47,87.2,42,46,91.3,3,6,50.0,1,0.1,0.1,0.9,2,2,1,1,2,passing,NED,DF,23-083,2002,1.7,1,1,1,0,0,0,0,,0,0,0,0,1,2,2,2,defense
ITA-Serie A,2024,Como,Anastasios Douvikas,GRE,FW,25-252,1999,7,1,202,2.2,1,0,1,1,0,0,1,0,1.4,1.4,0.1,1.5,3,1,17,0.45,0.0,0.45,0.45,0.45,0.61,0.07,0.67,0.61,0.67,standard,GRE,FW,25-252,1999,2.2,1,5,2,40.0,2.23,0.89,0.2,0.5,12.4,0,0,0,1.4,1.4,0.27,-0.4,-0.4,shooting,GRE,FW,25-252,1999,2.2,1,0,0,5,6,0,0,1,0,0,0,0,8,4,8,33.3,misc,GRE,FW,25-252,1999,2.2,67,0,6,28,35,12,67,4,3,75.0,1,25.0,42,183,60,3,2,3,10,3,48,17,possession,GRE,FW,25-252,1999,2.2,29,38,76.3,351,65,21,24,87.5,5,7,71.4,2,3,66.7,0,0.1,0.2,-0.1,2,2,0,0,1,passing,GRE,FW,25-252,1999,2.2,0,0,0,0,0,0,1,0.0,1,1,0,1,1,1,1,0,defense
ITA-Serie A,2024,Napoli,Andre-Frank Zambo Anguissa,CMR,MF,29-146,1995,29,27,2396,26.6,6,3,9,6,0,0,5,0,3.7,3.7,2.1,5.8,21,120,99,0.23,0.11,0.34,0.23,0.34,0.14,0.08,0.22,0.14,0.22,standard,CMR,MF,29-146,1995,26.6,6,36,11,30.6,1.35,0.41,0.17,0.55,18.0,0,0,0,3.7,3.7,0.1,2.3,2.3,shooting,CMR,MF,29-146,1995,26.6,5,0,0,31,26,2,21,30,24,1,1,0,127,55,42,56.7,misc,CMR,MF,29-146,1995,26.6,1513,47,252,884,395,61,1513,40,22,55.0,16,40.0,765,3488,1289,21,24,6,40,28,1095,99,possession,CMR,MF,29-146,1995,26.6,1055,1252,84.3,15744,4059,599,674,88.9,367,419,87.6,55,78,70.5,3,2.1,2.1,0.9,23,114,17,2,120,passing,CMR,MF,29-146,1995,26.6,37,24,6,26,5,12,31,38.7,19,16,4,12,30,67,32,1,defense
ITA-Serie A,2024,Como,Andrea Belotti,ITA,FW,31-112,1993,18,7,593,6.6,2,0,2,2,0,0,1,0,2.5,2.5,0.4,2.8,9,9,33,0.3,0.0,0.3,0.3,0.3,0.37,0.05,0.43,0.37,0.43,standard,ITA,FW,31-112,1993,6.6,2,19,3,15.8,2.88,0.46,0.11,0.67,12.7,0,0,0,2.5,2.5,0.13,-0.5,-0.5,shooting,ITA,FW,31-112,1993,6.6,1,0,0,9,19,5,5,1,5,0,0,0,17,18,26,40.9,misc,ITA,FW,31-112,1993,6.6,185,7,23,82,82,28,185,6,2,33.3,2,33.3,106,477,203,9,5,3,10,10,131,33,possession,ITA,FW,31-112,1993,6.6,90,120,75.0,1072,178,59,71,83.1,17,25,68.0,4,6,66.7,0,0.4,0.1,-0.4,7,5,1,0,9,passing,ITA,FW,31-112,1993,6.6,7,5,1,4,2,1,4,25.0,3,4,0,4,1,8,8,0,defense
ITA-Serie A,2024,Juventus,Andrea Cambiaso,ITA,"DF,FW",25-050,2000,27,20,1838,20.4,2,1,3,2,0,0,4,0,0.5,0.5,2.2,2.7,71,96,98,0.1,0.05,0.15,0.1,0.15,0.02,0.11,0.13,0.02,0.13,standard,ITA,"DF,FW",25-050,2000,20.4,2,12,4,33.3,0.59,0.2,0.17,0.5,23.5,0,0,0,0.5,0.5,0.04,1.5,1.5,shooting,ITA,"DF,FW",25-050,2000,20.4,4,0,0,24,21,3,41,14,23,0,0,0,96,5,10,33.3,misc,ITA,"DF,FW",25-050,2000,20.4,1623,45,399,825,417,33,1623,44,25,56.8,15,34.1,1032,6457,3431,71,58,9,37,17,1182,98,possession,ITA,"DF,FW",25-050,2000,20.4,1282,1428,89.8,21405,4465,621,660,94.1,538,582,92.4,95,122,77.9,1,2.2,1.6,-1.2,29,73,25,8,96,passing,ITA,"DF,FW",25-050,2000,20.4,38,23,23,9,6,24,39,61.5,15,20,3,17,14,52,27,4,defense
