league,season,team,player,nation,pos,age,born,Playing Time MP,Playing Time Starts,Playing Time Min,Playing Time 90s,Performance Gls,Performance Ast,Performance G+A,Performance G-PK,Performance PK,Performance PKatt,Performance CrdY,Performance CrdR,Expected xG,Expected npxG,Expected xAG,Expected npxG+xAG,Progression PrgC,Progression PrgP,Progression PrgR,Per 90 Minutes Gls,Per 90 Minutes Ast,Per 90 Minutes G+A,Per 90 Minutes G-PK,Per 90 Minutes G+A-PK,Per 90 Minutes xG,Per 90 Minutes xAG,Per 90 Minutes xG+xAG,Per 90 Minutes npxG,Per 90 Minutes npxG+xAG,stat_type,nation_shooting,pos_shooting,age_shooting,born_shooting,90s,Standard Gls,Standard Sh,Standard SoT,Standard SoT%,Standard Sh/90,Standard SoT/90,Standard G/Sh,Standard G/SoT,Standard Dist,Standard FK,Standard PK,Standard PKatt,Expected xG_shooting,Expected npxG_shooting,Expected npxG/Sh,Expected G-xG,Expected np:G-xG,stat_type_shooting,nation_misc,pos_misc,age_misc,born_misc,90s_misc,Performance CrdY_misc,Performance CrdR_misc,Performance 2CrdY,Performance Fls,Performance Fld,Performance Off,Performance Crs,Performance Int,Performance TklW,Performance PKwon,Performance PKcon,Performance OG,Performance Recov,Aerial Duels Won,Aerial Duels Lost,Aerial Duels Won%,stat_type_misc,nation_possession,pos_possession,age_possession,born_possession,90s_possession,Touches Touches,Touches Def Pen,Touches Def 3rd,Touches Mid 3rd,Touches Att 3rd,Touches Att Pen,Touches Live,Take-Ons Att,Take-Ons Succ,Take-Ons Succ%,Take-Ons Tkld,Take-Ons Tkld%,Carries Carries,Carries TotDist,Carries PrgDist,Carries PrgC,Carries 1/3,Carries CPA,Carries Mis,Carries Dis,Receiving Rec,Receiving PrgR,stat_type_possession,nation_passing,pos_passing,age_passing,born_passing,90s_passing,Total Cmp,Total Att,Total Cmp%,Total TotDist,Total PrgDist,Short Cmp,Short Att,Short Cmp%,Medium Cmp,Medium Att,Medium Cmp%,Long Cmp,Long Att,Long Cmp%,Ast,xAG,Expected xA,Expected A-xAG,KP,1/3,PPA,CrsPA,PrgP,stat_type_passing,nation_defense,pos_defense,age_defense,born_defense,90s_defense,Tackles Tkl,Tackles TklW,Tackles Def 3rd,Tackles Mid 3rd,Tackles Att 3rd,Challenges Tkl,Challenges Att,Challenges Tkl%,Challenges Lost,Blocks Blocks,Blocks Sh,Blocks Pass,Int,Tkl+Int,Clr,Err,stat_type_defense
ITA-Serie A,2024,Como,Jean Butez,FRA,GK,29-307,1995,13,13,1170,13.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,standard,FRA,GK,29-307,1995,13.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,shooting,FRA,GK,29-307,1995,13.0,0,0,0,1,1,0,0,0,0,0,1,0,35,5,0,100.0,misc,FRA,GK,29-307,1995,13.0,574,460,568,7,0,0,574,0,0,,0,,392,1992,1116,0,0,0,1,0,332,0,possession,FRA,GK,29-307,1995,13.0,436,542,80.4,11472,8104,79,80,98.8,228,230,99.1,128,229,55.9,0,0.0,0.0,0.0,0,13,0,0,1,passing,FRA,GK,29-307,1995,13.0,0,0,0,0,0,0,2,0.0,2,0,0,0,0,0,12,1,defense
ITA-Serie A,2024,Genoa,Jean Onana,CMR,MF,25-093,2000,6,1,161,1.8,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,1,7,2,0.0,0.0,0.0,0.0,0.0,0.01,0.05,0.06,0.01,0.06,standard,CMR,MF,25-093,2000,1.8,0,1,0,0.0,0.56,0.0,0.0,,40.8,0,0,0,0.0,0.0,0.02,0.0,0.0,shooting,CMR,MF,25-093,2000,1.8,0,0,0,5,0,0,1,2,4,0,0,0,7,5,7,41.7,misc,CMR,MF,25-093,2000,1.8,99,7,27,61,12,1,99,2,1,50.0,1,50.0,43,156,40,1,1,0,3,5,55,2,possession,CMR,MF,25-093,2000,1.8,60,74,81.1,1013,216,29,33,87.9,24,32,75.0,6,7,85.7,0,0.1,0.0,-0.1,2,4,0,0,7,passing,CMR,MF,25-093,2000,1.8,7,4,2,5,0,3,6,50.0,3,2,0,2,2,9,4,1,defense
ITA-Serie A,2024,Monza,Jean-Daniel Akpa-Akpro,CIV,"MF,DF",32-182,1992,7,5,403,4.5,0,0,0,0,0,0,2,0,0.0,0.0,0.1,0.1,4,12,3,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.03,0.0,0.03,standard,CIV,"MF,DF",32-182,1992,4.5,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,shooting,CIV,"MF,DF",32-182,1992,4.5,2,0,0,13,6,0,4,4,9,0,0,0,31,7,11,38.9,misc,CIV,"MF,DF",32-182,1992,4.5,245,15,88,122,40,1,245,18,6,33.3,9,50.0,146,816,301,4,6,0,13,2,132,3,possession,CIV,"MF,DF",32-182,1992,4.5,133,170,78.2,2065,766,67,75,89.3,55,69,79.7,7,10,70.0,0,0.1,0.1,-0.1,2,7,2,1,12,passing,CIV,"MF,DF",32-182,1992,4.5,15,9,8,7,0,6,13,46.2,7,11,4,7,4,19,6,1,defense
ITA-Serie A,2024,Genoa,Jeff Ekhator,ITA,"FW,MF",18-151,2006,20,5,659,7.3,1,1,2,1,0,0,1,0,1.3,1.3,1.0,2.3,4,14,44,0.14,0.14,0.27,0.14,0.27,0.18,0.13,0.31,0.18,0.31,standard,ITA,"FW,MF",18-151,2006,7.3,1,10,3,30.0,1.37,0.41,0.1,0.33,15.6,0,0,0,1.3,1.3,0.13,-0.3,-0.3,shooting,ITA,"FW,MF",18-151,2006,7.3,1,0,0,13,10,3,10,1,3,0,0,0,28,14,31,31.1,misc,ITA,"FW,MF",18-151,2006,7.3,218,8,27,82,115,23,218,10,3,30.0,5,50.0,109,514,154,4,4,3,28,8,144,44,possession,ITA,"FW,MF",18-151,2006,7.3,95,142,66.9,1241,381,54,73,74.0,26,39,66.7,4,6,66.7,1,1.0,0.5,0.0,10,8,4,0,14,passing,ITA,"FW,MF",18-151,2006,7.3,5,3,2,1,2,3,6,50.0,3,9,1,8,1,6,5,0,defense
ITA-Serie A,2024,Bologna,Jens Odgaard,DEN,"MF,FW",26-011,1999,26,21,1724,19.2,6,1,7,6,0,0,1,0,3.6,3.6,1.8,5.4,32,44,95,0.31,0.05,0.37,0.31,0.37,0.19,0.09,0.28,0.19,0.28,standard,DEN,"MF,FW",26-011,1999,19.2,6,48,22,45.8,2.51,1.15,0.13,0.27,19.5,1,0,0,3.6,3.6,0.07,2.4,2.4,shooting,DEN,"MF,FW",26-011,1999,19.2,1,0,0,40,36,4,24,8,14,0,0,0,62,41,55,42.7,misc,DEN,"MF,FW",26-011,1999,19.2,710,9,57,311,351,65,710,49,15,30.6,26,53.1,420,2443,957,32,23,11,50,28,512,95,possession,DEN,"MF,FW",26-011,1999,19.2,355,475,74.7,5206,1285,206,233,88.4,117,161,72.7,19,37,51.4,1,1.8,1.4,-0.8,15,31,15,3,44,passing,DEN,"MF,FW",26-011,1999,19.2,20,14,3,12,5,6,19,31.6,13,17,2,15,8,28,11,1,defense
ITA-Serie A,2024,Bologna,Jesper Karlsson,SWE,FW,26-260,1998,7,3,298,3.3,1,0,1,1,0,0,1,0,0.7,0.7,0.1,0.8,6,6,31,0.3,0.0,0.3,0.3,0.3,0.22,0.03,0.25,0.22,0.25,standard,SWE,FW,26-260,1998,3.3,1,6,2,33.3,1.81,0.6,0.17,0.5,20.3,1,0,0,0.7,0.7,0.12,0.3,0.3,shooting,SWE,FW,26-260,1998,3.3,1,0,0,6,4,1,4,0,0,0,0,0,8,2,4,33.3,misc,SWE,FW,26-260,1998,3.3,128,1,14,48,68,6,128,6,2,33.3,3,50.0,97,557,207,6,8,0,6,9,106,31,possession,SWE,FW,26-260,1998,3.3,72,96,75.0,962,159,42,53,79.2,27,31,87.1,1,4,25.0,0,0.1,0.1,-0.1,2,2,2,1,6,passing,SWE,FW,26-260,1998,3.3,1,0,0,0,1,0,2,0.0,2,4,0,4,0,1,3,0,defense
ITA-Serie A,2024,Lecce,Jesper Karlsson,SWE,FW,26-260,1998,10,3,323,3.6,0,0,0,0,0,0,2,0,0.6,0.6,0.4,1.1,9,9,26,0.0,0.0,0.0,0.0,0.0,0.17,0.12,0.29,0.17,0.29,standard,SWE,FW,26-260,1998,3.6,0,8,4,50.0,2.23,1.11,0.0,0.0,19.4,1,0,0,0.6,0.6,0.08,-0.6,-0.6,shooting,SWE,FW,26-260,1998,3.6,2,0,0,2,0,0,20,0,1,0,0,0,10,1,5,16.7,misc,SWE,FW,26-260,1998,3.6,150,0,15,59,77,7,150,6,4,66.7,2,33.3,86,545,240,9,7,1,5,5,109,26,possession,SWE,FW,26-260,1998,3.6,87,122,71.3,1318,283,58,68,85.3,21,30,70.0,7,17,41.2,0,0.4,0.2,-0.4,5,5,8,4,9,passing,SWE,FW,26-260,1998,3.6,2,1,2,0,0,2,6,33.3,4,1,0,1,0,2,1,0,defense
ITA-Serie A,2024,Udinese,Jesper Karlström,SWE,MF,29-294,1995,30,29,2556,28.4,0,2,2,0,0,0,6,0,0.5,0.5,0.8,1.3,14,105,33,0.0,0.07,0.07,0.0,0.07,0.02,0.03,0.05,0.02,0.05,standard,SWE,MF,29-294,1995,28.4,0,9,0,0.0,0.32,0.0,0.0,,19.1,0,0,0,0.5,0.5,0.06,-0.5,-0.5,shooting,SWE,MF,29-294,1995,28.4,6,0,0,27,20,1,11,31,27,0,0,0,124,26,24,52.0,misc,SWE,MF,29-294,1995,28.4,1519,87,444,923,168,17,1519,12,4,33.3,8,66.7,785,3688,1623,14,19,1,26,13,948,33,possession,SWE,MF,29-294,1995,28.4,1064,1282,83.0,18713,5964,451,503,89.7,493,562,87.7,94,161,58.4,2,0.8,1.1,1.2,13,111,15,3,105,passing,SWE,MF,29-294,1995,28.4,50,27,27,16,7,21,45,46.7,24,22,10,12,31,81,73,4,defense
ITA-Serie A,2024,Venezia,Jesse Joronen,FIN,GK,32-021,1993,8,7,703,7.8,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,standard,FIN,GK,32-021,1993,7.8,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,shooting,FIN,GK,32-021,1993,7.8,0,0,0,1,0,0,0,0,0,0,1,1,11,3,0,100.0,misc,FIN,GK,32-021,1993,7.8,327,290,327,0,0,0,327,0,0,,0,,196,1068,567,0,0,0,0,0,171,0,possession,FIN,GK,32-021,1993,7.8,223,302,73.8,5362,3464,37,37,100.0,138,143,96.5,47,118,39.8,0,0.0,0.0,0.0,0,1,0,0,0,passing,FIN,GK,32-021,1993,7.8,0,0,0,0,0,0,0,,0,0,0,0,0,0,4,1,defense
ITA-Serie A,2024,Bologna,Jhon Lucumí,COL,DF,26-289,1998,25,23,2059,22.9,0,1,1,0,0,0,5,1,0.5,0.5,0.3,0.8,31,86,6,0.0,0.04,0.04,0.0,0.04,0.02,0.01,0.04,0.02,0.04,standard,COL,DF,26-289,1998,22.9,0,11,2,18.2,0.48,0.09,0.0,0.0,11.7,0,0,0,0.5,0.5,0.05,-0.5,-0.5,shooting,COL,DF,26-289,1998,22.9,5,1,0,18,9,0,3,19,20,0,1,0,141,34,31,52.3,misc,COL,DF,26-289,1998,22.9,1842,159,703,1079,73,18,1842,9,5,55.6,2,22.2,1197,6401,3479,31,19,0,10,3,1269,6,possession,COL,DF,26-289,1998,22.9,1495,1643,91.0,28269,8759,541,578,93.6,775,808,95.9,156,223,70.0,1,0.3,0.6,0.7,7,93,0,0,86,passing,COL,DF,26-289,1998,22.9,35,20,18,17,0,18,28,64.3,10,26,13,13,19,54,71,3,defense
ITA-Serie A,2024,Inter,Joaquín Correa,ARG,"FW,MF",30-241,1994,12,2,315,3.5,1,2,3,1,0,0,2,0,0.9,0.9,1.5,2.3,7,19,22,0.29,0.57,0.86,0.29,0.86,0.24,0.41,0.66,0.24,0.66,standard,ARG,"FW,MF",30-241,1994,3.5,1,6,2,33.3,1.71,0.57,0.17,0.5,13.0,0,0,0,0.9,0.9,0.14,0.1,0.1,shooting,ARG,"FW,MF",30-241,1994,3.5,2,0,0,5,6,1,3,0,1,0,0,0,14,4,10,28.6,misc,ARG,"FW,MF",30-241,1994,3.5,192,2,12,83,99,18,192,2,1,50.0,1,50.0,121,532,258,7,6,1,5,3,157,22,possession,ARG,"FW,MF",30-241,1994,3.5,128,154,83.1,1904,463,70,80,87.5,46,52,88.5,9,10,90.0,2,1.5,0.3,0.5,6,10,3,0,19,passing,ARG,"FW,MF",30-241,1994,3.5,5,1,2,3,0,1,6,16.7,5,2,0,2,0,5,2,0,defense
ITA-Serie A,2024,Venezia,Joel Pohjanpalo,FIN,FW,30-210,1994,20,19,1603,17.8,6,0,6,3,3,4,1,0,7.5,4.3,1.7,6.0,9,29,72,0.34,0.0,0.34,0.17,0.17,0.42,0.09,0.51,0.24,0.33,standard,FIN,FW,30-210,1994,17.8,6,34,13,38.2,1.91,0.73,0.09,0.23,16.9,0,3,4,7.5,4.3,0.13,-1.5,-1.3,shooting,FIN,FW,30-210,1994,17.8,1,0,0,12,15,10,3,4,3,1,0,0,20,46,59,43.8,misc,FIN,FW,30-210,1994,17.8,491,24,67,240,187,66,487,10,3,30.0,7,70.0,249,957,367,9,7,4,23,11,343,72,possession,FIN,FW,30-210,1994,17.8,211,350,60.3,3005,737,118,176,67.0,61,104,58.7,14,29,48.3,0,1.7,1.0,-1.7,15,25,7,0,29,passing,FIN,FW,30-210,1994,17.8,3,3,1,2,0,0,4,0.0,4,7,4,3,4,7,24,0,defense
ITA-Serie A,2024,Genoa,Johan Vásquez,MEX,DF,26-171,1998,30,28,2557,28.4,2,0,2,2,0,0,7,0,2.2,2.2,0.3,2.5,29,82,12,0.07,0.0,0.07,0.07,0.07,0.08,0.01,0.09,0.08,0.09,standard,MEX,DF,26-171,1998,28.4,2,31,5,16.1,1.09,0.18,0.06,0.4,16.2,1,0,0,2.2,2.2,0.07,-0.2,-0.2,shooting,MEX,DF,26-171,1998,28.4,7,0,0,26,24,1,6,39,25,1,1,0,107,75,64,54.0,misc,MEX,DF,26-171,1998,28.4,1844,259,922,817,113,43,1844,7,5,71.4,2,28.6,966,5329,2763,29,19,2,21,5,1146,12,possession,MEX,DF,26-171,1998,28.4,1253,1475,84.9,23846,7562,389,437,89.0,749,802,93.4,101,190,53.2,0,0.3,0.4,-0.3,7,61,6,2,82,passing,MEX,DF,26-171,1998,28.4,44,25,17,23,4,18,32,56.3,14,54,26,28,39,83,131,1,defense
ITA-Serie A,2024,Venezia,John Yeboah,ECU,"FW,MF",24-292,2000,26,6,771,8.6,0,1,1,0,0,0,5,0,1.5,1.5,0.7,2.3,22,23,58,0.0,0.12,0.12,0.0,0.12,0.18,0.09,0.27,0.18,0.27,standard,ECU,"FW,MF",24-292,2000,8.6,0,20,8,40.0,2.33,0.93,0.0,0.0,16.9,0,0,0,1.5,1.5,0.08,-1.5,-1.5,shooting,ECU,"FW,MF",24-292,2000,8.6,5,0,0,10,12,4,20,3,3,1,0,0,27,5,8,38.5,misc,ECU,"FW,MF",24-292,2000,8.6,329,0,21,115,197,31,329,36,13,36.1,16,44.4,230,1445,643,22,17,13,31,15,253,58,possession,ECU,"FW,MF",24-292,2000,8.6,152,217,70.0,1973,520,98,121,81.0,38,49,77.6,7,15,46.7,1,0.7,0.7,0.3,11,7,7,0,23,passing,ECU,"FW,MF",24-292,2000,8.6,4,3,1,2,1,0,8,0.0,8,4,0,4,3,7,1,0,defense
ITA-Serie A,2024,Juventus,Jonas Rouhi,SWE,DF,21-094,2004,5,1,210,2.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,9,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,standard,SWE,DF,21-094,2004,2.3,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,shooting,SWE,DF,21-094,2004,2.3,0,0,0,4,2,0,3,3,1,0,0,0,15,0,4,0.0,misc,SWE,DF,21-094,2004,2.3,192,4,63,97,33,2,192,5,2,40.0,3,60.0,84,414,158,1,2,0,5,5,118,7,possession,SWE,DF,21-094,2004,2.3,126,159,79.2,2022,643,63,67,94.0,55,69,79.7,7,16,43.8,0,0.0,0.0,0.0,0,9,0,0,9,passing,SWE,DF,21-094,2004,2.3,4,1,1,3,0,0,1,0.0,1,2,0,2,3,7,2,0,defense
ITA-Serie A,2024,Como,Jonathan Ikone,FRA,FW,26-344,1998,7,1,204,2.3,2,0,2,2,0,0,0,0,1.0,1.0,0.0,1.0,12,4,21,0.88,0.0,0.88,0.88,0.88,0.44,0.01,0.46,0.44,0.46,standard,FRA,FW,26-344,1998,2.3,2,8,4,50.0,3.53,1.76,0.25,0.5,14.9,0,0,0,1.0,1.0,0.13,1.0,1.0,shooting,FRA,FW,26-344,1998,2.3,0,0,0,1,4,1,0,0,6,0,0,0,9,1,1,50.0,misc,FRA,FW,26-344,1998,2.3,99,1,10,41,50,15,99,12,4,33.3,7,58.3,65,441,278,12,5,5,4,9,72,21,possession,FRA,FW,26-344,1998,2.3,48,62,77.4,696,125,30,37,81.1,16,20,80.0,1,1,100.0,0,0.0,0.0,0.0,1,5,0,0,4,passing,FRA,FW,26-344,1998,2.3,9,6,1,1,7,2,4,50.0,2,4,1,3,0,9,0,1,defense
ITA-Serie A,2024,Fiorentina,Jonathan Ikone,FRA,"FW,MF",26-344,1998,14,1,334,3.7,0,0,0,0,0,0,0,0,0.8,0.8,0.1,0.9,12,13,39,0.0,0.0,0.0,0.0,0.0,0.21,0.02,0.23,0.21,0.23,standard,FRA,"FW,MF",26-344,1998,3.7,0,9,5,55.6,2.43,1.35,0.0,0.0,14.5,0,0,0,0.8,0.8,0.09,-0.8,-0.8,shooting,FRA,"FW,MF",26-344,1998,3.7,0,0,0,3,7,0,1,1,2,0,0,0,19,0,6,0.0,misc,FRA,"FW,MF",26-344,1998,3.7,148,2,21,52,79,19,148,17,7,41.2,9,52.9,101,790,399,12,9,4,4,7,110,39,possession,FRA,"FW,MF",26-344,1998,3.7,86,102,84.3,1227,271,52,57,91.2,26,32,81.3,3,4,75.0,0,0.1,0.4,-0.1,2,7,4,0,13,passing,FRA,"FW,MF",26-344,1998,3.7,5,2,3,2,0,2,4,50.0,2,3,0,3,1,6,1,0,defense
ITA-Serie A,2024,Udinese,Jordan Zemura,ZIM,DF,25-148,1999,21,12,1263,14.0,1,2,3,1,0,0,2,0,0.9,0.9,0.9,1.8,24,40,73,0.07,0.14,0.21,0.07,0.21,0.07,0.06,0.13,0.07,0.13,standard,ZIM,DF,25-148,1999,14.0,1,12,3,25.0,0.86,0.21,0.08,0.33,19.8,3,0,0,0.9,0.9,0.08,0.1,0.1,shooting,ZIM,DF,25-148,1999,14.0,2,0,0,20,6,2,30,15,13,0,0,0,56,6,13,31.6,misc,ZIM,DF,25-148,1999,14.0,732,33,205,305,231,20,732,44,20,45.5,21,47.7,371,2010,1000,24,18,3,21,14,403,73,possession,ZIM,DF,25-148,1999,14.0,433,563,76.9,6834,2540,237,260,91.2,159,210,75.7,28,63,44.4,2,0.9,1.2,1.1,9,23,14,8,40,passing,ZIM,DF,25-148,1999,14.0,25,13,13,9,3,13,24,54.2,11,16,3,13,15,40,37,0,defense
ITA-Serie A,2024,Inter,Josep Martinez,ESP,GK,26-319,1998,3,3,270,3.0,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.03,0.0,0.03,standard,ESP,GK,26-319,1998,3.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,shooting,ESP,GK,26-319,1998,3.0,0,0,0,0,1,0,0,0,0,0,0,0,2,1,0,100.0,misc,ESP,GK,26-319,1998,3.0,135,118,135,0,0,0,135,0,0,,0,,98,366,226,0,0,0,0,0,96,0,possession,ESP,GK,26-319,1998,3.0,107,131,81.7,2739,1743,20,20,100.0,63,64,98.4,24,47,51.1,0,0.1,0.0,-0.1,1,0,0,0,0,passing,ESP,GK,26-319,1998,3.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,defense
ITA-Serie A,2024,Cagliari,José Luis Palomino,ARG,DF,35-096,1990,12,6,637,7.1,1,0,1,1,0,0,2,0,0.5,0.5,0.0,0.5,2,23,1,0.14,0.0,0.14,0.14,0.14,0.07,0.0,0.07,0.07,0.07,standard,ARG,DF,35-096,1990,7.1,1,1,1,100.0,0.14,0.14,1.0,1.0,4.3,0,0,0,0.5,0.5,0.46,0.5,0.5,shooting,ARG,DF,35-096,1990,7.1,2,0,0,4,1,0,0,12,7,0,1,0,31,6,9,40.0,misc,ARG,DF,35-096,1990,7.1,437,64,268,147,24,3,437,1,0,0.0,1,100.0,225,970,388,2,2,0,3,1,258,1,possession,ARG,DF,35-096,1990,7.1,309,374,82.6,5918,2298,102,114,89.5,169,191,88.5,32,53,60.4,0,0.0,0.1,0.0,0,16,2,0,23,passing,ARG,DF,35-096,1990,7.1,13,7,7,4,2,8,12,66.7,4,10,5,5,12,25,25,0,defense
ITA-Serie A,2024,Milan,João Félix,POR,MF,25-152,1999,9,5,486,5.4,0,0,0,0,0,0,1,0,1.8,1.8,0.7,2.5,12,25,36,0.0,0.0,0.0,0.0,0.0,0.33,0.12,0.45,0.33,0.45,standard,POR,MF,25-152,1999,5.4,0,17,4,23.5,3.15,0.74,0.0,0.0,16.6,0,0,0,1.8,1.8,0.11,-1.8,-1.8,shooting,POR,MF,25-152,1999,5.4,1,0,0,8,17,2,3,0,3,0,0,0,20,4,5,44.4,misc,POR,MF,25-152,1999,5.4,250,6,29,119,106,29,250,27,11,40.7,13,48.1,177,955,448,12,14,7,11,4,195,36,possession,POR,MF,25-152,1999,5.4,139,177,78.5,2102,688,91,105,86.7,38,43,88.4,9,16,56.3,0,0.7,0.9,-0.7,5,16,5,0,25,passing,POR,MF,25-152,1999,5.4,3,3,1,2,0,2,9,22.2,7,1,0,1,0,3,7,0,defense
ITA-Serie A,2024,Venezia,Joël Schingtienne,BEL,DF,22-242,2002,10,7,691,7.7,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,4,14,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,standard,BEL,DF,22-242,2002,7.7,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,shooting,BEL,DF,22-242,2002,7.7,2,0,0,5,1,0,0,9,11,0,1,0,34,3,7,30.0,misc,BEL,DF,22-242,2002,7.7,387,34,177,173,41,3,387,8,4,50.0,4,50.0,189,896,359,4,2,0,13,4,186,2,possession,BEL,DF,22-242,2002,7.7,264,306,86.3,4079,1276,133,149,89.3,115,128,89.8,10,18,55.6,0,0.0,0.1,0.0,1,8,1,0,14,passing,BEL,DF,22-242,2002,7.7,18,11,14,3,1,10,15,66.7,5,11,5,6,9,27,15,2,defense
ITA-Serie A,2024,Atalanta,Juan Cuadrado,COL,"DF,MF",36-320,1988,18,6,685,7.6,0,2,2,0,0,0,1,0,0.8,0.7,1.4,2.1,36,48,71,0.0,0.26,0.26,0.0,0.26,0.1,0.18,0.28,0.1,0.28,standard,COL,"DF,MF",36-320,1988,7.6,0,15,4,26.7,1.97,0.53,0.0,0.0,16.5,0,0,0,0.8,0.7,0.05,-0.8,-0.7,shooting,COL,"DF,MF",36-320,1988,7.6,1,0,0,4,20,0,40,5,8,0,0,0,25,10,2,83.3,misc,COL,"DF,MF",36-320,1988,7.6,579,13,103,237,243,36,579,34,16,47.1,10,29.4,366,1900,1136,36,32,14,12,9,402,71,possession,COL,"DF,MF",36-320,1988,7.6,375,478,78.5,6459,1695,198,229,86.5,132,165,80.0,41,65,63.1,2,1.4,1.7,0.6,16,27,19,2,48,passing,COL,"DF,MF",36-320,1988,7.6,16,8,9,3,4,10,22,45.5,12,12,2,10,5,21,8,0,defense
ITA-Serie A,2024,Juventus,Juan David Cabal,COL,DF,24-093,2001,7,6,460,5.1,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.2,14,17,19,0.0,0.0,0.0,0.0,0.0,0.03,0.01,0.04,0.03,0.04,standard,COL,DF,24-093,2001,5.1,0,5,0,0.0,0.98,0.0,0.0,,21.8,0,0,0,0.1,0.1,0.03,-0.1,-0.1,shooting,COL,DF,24-093,2001,5.1,0,0,0,7,10,1,7,2,4,0,0,0,20,8,3,72.7,misc,COL,DF,24-093,2001,5.1,401,13,135,220,52,3,401,7,4,57.1,0,0.0,242,1342,774,14,11,0,6,4,285,19,possession,COL,DF,24-093,2001,5.1,307,350,87.7,5087,1427,149,159,93.7,139,153,90.8,17,27,63.0,0,0.0,0.3,0.0,1,20,3,2,17,passing,COL,DF,24-093,2001,5.1,10,4,7,3,0,8,12,66.7,4,2,0,2,2,12,14,1,defense
ITA-Serie A,2024,Napoli,Juan Jesus,BRA,DF,33-305,1991,14,11,1003,11.1,0,1,1,0,0,0,2,0,0.2,0.2,0.0,0.2,3,48,2,0.0,0.09,0.09,0.0,0.09,0.01,0.0,0.02,0.01,0.02,standard,BRA,DF,33-305,1991,11.1,0,2,0,0.0,0.18,0.0,0.0,,9.8,0,0,0,0.2,0.2,0.08,-0.2,-0.2,shooting,BRA,DF,33-305,1991,11.1,2,0,0,14,4,0,0,9,13,0,0,0,28,23,15,60.5,misc,BRA,DF,33-305,1991,11.1,895,72,359,532,7,2,895,0,0,,0,,559,2330,1159,3,2,0,4,1,672,2,possession,BRA,DF,33-305,1991,11.1,725,807,89.8,14871,4750,203,216,94.0,426,452,94.2,94,127,74.0,1,0.0,0.1,1.0,1,40,2,0,48,passing,BRA,DF,33-305,1991,11.1,24,13,15,9,0,11,18,61.1,7,12,1,11,9,33,38,0,defense
ITA-Serie A,2024,Bologna,Juan Miranda,ESP,DF,25-082,2000,26,20,1854,20.6,0,6,6,0,0,0,3,0,0.4,0.4,5.1,5.5,30,126,75,0.0,0.29,0.29,0.0,0.29,0.02,0.25,0.27,0.02,0.27,standard,ESP,DF,25-082,2000,20.6,0,15,4,26.7,0.73,0.19,0.0,0.0,28.1,5,0,0,0.4,0.4,0.03,-0.4,-0.4,shooting,ESP,DF,25-082,2000,20.6,3,0,0,20,24,1,180,20,17,0,0,0,80,29,29,50.0,misc,ESP,DF,25-082,2000,20.6,1714,45,473,703,547,15,1714,17,7,41.2,9,52.9,877,3152,1491,30,24,3,20,8,1039,75,possession,ESP,DF,25-082,2000,20.6,1164,1548,75.2,22682,8120,430,481,89.4,567,685,82.8,153,331,46.2,6,5.1,4.6,0.9,45,124,43,26,126,passing,ESP,DF,25-082,2000,20.6,30,17,11,12,7,13,29,44.8,16,17,2,15,20,50,40,1,defense
