league,season,team,player,nation,pos,age,born,Playing Time MP,Playing Time Starts,Playing Time Min,Playing Time 90s,Performance Gls,Performance Ast,Performance G+A,Performance G-PK,Performance PK,Performance PKatt,Performance CrdY,Performance CrdR,Expected xG,Expected npxG,Expected xAG,Expected npxG+xAG,Progression PrgC,Progression PrgP,Progression PrgR,Per 90 Minutes Gls,Per 90 Minutes Ast,Per 90 Minutes G+A,Per 90 Minutes G-PK,Per 90 Minutes G+A-PK,Per 90 Minutes xG,Per 90 Minutes xAG,Per 90 Minutes xG+xAG,Per 90 Minutes npxG,Per 90 Minutes npxG+xAG,stat_type,nation_defense,pos_defense,age_defense,born_defense,90s,Tackles Tkl,Tackles TklW,Tackles Def 3rd,Tackles Mid 3rd,Tackles Att 3rd,Challenges Tkl,Challenges Att,Challenges Tkl%,Challenges Lost,Blocks Blocks,Blocks Sh,Blocks Pass,Int,Tkl+Int,Clr,Err,stat_type_defense,nation_passing,pos_passing,age_passing,born_passing,90s_passing,Total Cmp,Total Att,Total Cmp%,Total TotDist,Total PrgDist,Short Cmp,Short Att,Short Cmp%,Medium Cmp,Medium Att,Medium Cmp%,Long Cmp,Long Att,Long Cmp%,Ast,xAG,Expected xA,Expected A-xAG,KP,1/3,PPA,CrsPA,PrgP,stat_type_passing,nation_possession,pos_possession,age_possession,born_possession,90s_possession,Touches Touches,Touches Def Pen,Touches Def 3rd,Touches Mid 3rd,Touches Att 3rd,Touches Att Pen,Touches Live,Take-Ons Att,Take-Ons Succ,Take-Ons Succ%,Take-Ons Tkld,Take-Ons Tkld%,Carries Carries,Carries TotDist,Carries PrgDist,Carries PrgC,Carries 1/3,Carries CPA,Carries Mis,Carries Dis,Receiving Rec,Receiving PrgR,stat_type_possession,nation_shooting,pos_shooting,age_shooting,born_shooting,90s_shooting,Standard Gls,Standard Sh,Standard SoT,Standard SoT%,Standard Sh/90,Standard SoT/90,Standard G/Sh,Standard G/SoT,Standard Dist,Standard FK,Standard PK,Standard PKatt,Expected xG_shooting,Expected npxG_shooting,Expected npxG/Sh,Expected G-xG,Expected np:G-xG,stat_type_shooting,nation_misc,pos_misc,age_misc,born_misc,90s_misc,Performance CrdY_misc,Performance CrdR_misc,Performance 2CrdY,Performance Fls,Performance Fld,Performance Off,Performance Crs,Performance Int,Performance TklW,Performance PKwon,Performance PKcon,Performance OG,Performance Recov,Aerial Duels Won,Aerial Duels Lost,Aerial Duels Won%,stat_type_misc
ITA-Serie A,2023,Genoa,Radu Drăgușin,ROU,DF,21,2002,19,19,1710,19.0,2,1,3,2,0,0,1,0,1.0,1.0,0.8,1.9,6,29,13,0.11,0.05,0.16,0.11,0.16,0.05,0.04,0.1,0.05,0.1,standard,ROU,DF,21,2002,19.0,16,11,9,6,1,8,9,88.9,1,18,12,6,21,37,87,3,defense,ROU,DF,21,2002,19.0,592,721,82.1,10460,3372,233,270,86.3,308,343,89.8,41,83,49.4,1,0.8,0.9,0.2,7,22,2,0,29,passing,ROU,DF,21,2002,19.0,909,173,487,347,80,28,909,1,0,0.0,1,100.0,447,1898,922,6,6,1,5,4,495,13,possession,ROU,DF,21,2002,19.0,2,17,4,23.5,0.89,0.21,0.12,0.5,12.5,0,0,0,1.0,1.0,0.06,1.0,1.0,shooting,ROU,DF,21,2002,19.0,1,0,0,14,14,0,1,21,11,0,0,0,62,58,25,69.9,misc
ITA-Serie A,2023,Milan,Rafael Leão,POR,FW,24,1999,34,29,2512,27.9,9,9,18,9,0,0,5,0,10.0,10.0,9.1,19.1,160,117,293,0.32,0.32,0.64,0.32,0.64,0.36,0.32,0.68,0.36,0.68,standard,POR,FW,24,1999,27.9,16,10,3,8,5,8,13,61.5,5,15,1,14,9,25,19,0,defense,POR,FW,24,1999,27.9,760,1032,73.6,12177,3205,399,487,81.9,286,370,77.3,57,101,56.4,9,9.1,8.1,-0.1,59,65,62,17,117,passing,POR,FW,24,1999,27.9,1351,20,75,575,725,179,1351,154,77,50.0,61,39.6,937,7403,4060,160,99,82,66,41,1127,293,possession,POR,FW,24,1999,27.9,9,70,24,34.3,2.51,0.86,0.13,0.38,17.1,0,0,0,10.0,10.0,0.14,-1.0,-1.0,shooting,POR,FW,24,1999,27.9,5,0,0,27,52,17,108,9,10,2,1,0,78,24,17,58.5,misc
ITA-Serie A,2023,Atalanta,Rafael Tolói,ITA,DF,32,1990,18,10,965,10.7,0,0,0,0,0,0,6,1,0.1,0.1,0.1,0.1,8,53,10,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.01,standard,ITA,DF,32,1990,10.7,20,9,7,8,5,14,27,51.9,13,9,4,5,13,33,29,0,defense,ITA,DF,32,1990,10.7,442,537,82.3,7801,2968,194,211,91.9,210,238,88.2,32,73,43.8,0,0.1,0.2,-0.1,2,48,4,1,53,passing,ITA,DF,32,1990,10.7,630,42,249,306,77,4,630,8,4,50.0,4,50.0,339,1370,739,8,13,0,5,4,386,10,possession,ITA,DF,32,1990,10.7,0,3,0,0.0,0.28,0.0,0.0,,19.5,0,0,0,0.1,0.1,0.02,-0.1,-0.1,shooting,ITA,DF,32,1990,10.7,6,1,1,17,4,0,8,13,9,0,0,0,58,17,14,54.8,misc
ITA-Serie A,2023,Inter,Raffaele Di Gennaro,ITA,GK,29,1993,1,0,23,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,standard,ITA,GK,29,1993,0.3,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,defense,ITA,GK,29,1993,0.3,15,17,88.2,324,175,5,5,100.0,8,8,100.0,2,3,66.7,0,0.0,0.0,0.0,0,0,0,0,0,passing,ITA,GK,29,1993,0.3,19,16,18,1,0,0,19,0,0,,0,,18,72,57,0,0,0,0,0,13,0,possession,ITA,GK,29,1993,0.3,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,shooting,ITA,GK,29,1993,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,misc
ITA-Serie A,2023,Torino,Raoul Bellanova,ITA,DF,23,2000,37,36,3046,33.8,1,7,8,1,0,0,5,0,2.0,2.0,5.0,7.1,141,98,202,0.03,0.21,0.24,0.03,0.24,0.06,0.15,0.21,0.06,0.21,standard,ITA,DF,23,2000,33.8,36,26,15,17,4,18,31,58.1,13,21,4,17,15,51,36,3,defense,ITA,DF,23,2000,33.8,1232,1579,78.0,20583,5976,601,675,89.0,488,607,80.4,109,190,57.4,7,5.0,4.5,2.0,52,61,47,37,98,passing,ITA,DF,23,2000,33.8,1871,57,403,812,678,60,1871,98,43,43.9,35,35.7,1106,7714,3913,141,57,17,45,23,1217,202,possession,ITA,DF,23,2000,33.8,1,32,3,9.4,0.95,0.09,0.03,0.33,16.6,0,0,0,2.0,2.0,0.06,-1.0,-1.0,shooting,ITA,DF,23,2000,33.8,5,0,0,14,53,2,178,15,26,0,0,0,127,30,32,48.4,misc
ITA-Serie A,2023,Lecce,Rareș-Cătălin Burnete,ROU,FW,19,2004,1,0,8,0.1,0,1,1,0,0,0,0,0,0.0,0.0,0.1,0.1,0,0,2,0.0,11.25,11.25,0.0,11.25,0.0,0.71,0.71,0.0,0.71,standard,ROU,FW,19,2004,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,defense,ROU,FW,19,2004,0.1,1,1,100.0,8,0,1,1,100.0,0,0,,0,0,,1,0.1,0.0,0.9,1,0,0,0,0,passing,ROU,FW,19,2004,0.1,4,0,0,2,2,1,4,0,0,,0,,2,6,0,0,0,0,2,0,3,2,possession,ROU,FW,19,2004,0.1,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,shooting,ROU,FW,19,2004,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,misc
ITA-Serie A,2023,Roma,Rasmus Kristensen,DEN,DF,26,1997,29,19,1744,19.4,1,1,2,1,0,0,5,0,0.5,0.5,0.9,1.5,16,40,115,0.05,0.05,0.1,0.05,0.1,0.03,0.05,0.08,0.03,0.08,standard,DEN,DF,26,1997,19.4,36,19,25,8,3,28,50,56.0,22,27,7,20,8,44,50,0,defense,DEN,DF,26,1997,19.4,799,1037,77.0,12574,3602,413,468,88.2,323,408,79.2,43,100,43.0,1,0.9,1.3,0.1,12,35,11,8,40,passing,DEN,DF,26,1997,19.4,1213,74,407,516,296,38,1213,17,7,41.2,10,58.8,571,2020,914,16,9,6,14,5,760,115,possession,DEN,DF,26,1997,19.4,1,9,2,22.2,0.46,0.1,0.11,0.5,12.0,0,0,0,0.5,0.5,0.06,0.5,0.5,shooting,DEN,DF,26,1997,19.4,5,0,0,14,8,1,44,8,19,1,0,1,67,30,21,58.8,misc
ITA-Serie A,2023,Hellas Verona,Reda Belahyane,MAR,MF,19,2004,2,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,4,2,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.03,0.03,0.03,standard,MAR,MF,19,2004,1.0,1,1,0,1,0,1,1,100.0,0,0,0,0,1,2,0,0,defense,MAR,MF,19,2004,1.0,23,25,92.0,298,88,14,14,100.0,6,6,100.0,1,2,50.0,0,0.0,0.0,0.0,0,2,0,0,4,passing,MAR,MF,19,2004,1.0,35,2,10,20,6,0,35,0,0,,0,,20,92,27,1,1,0,1,1,22,2,possession,MAR,MF,19,2004,1.0,0,1,1,100.0,1.0,1.0,0.0,0.0,26.6,0,0,0,0.0,0.0,0.03,0.0,0.0,shooting,MAR,MF,19,2004,1.0,0,0,0,1,1,0,0,1,1,0,0,0,5,0,0,,misc
ITA-Serie A,2023,Frosinone,Reinier,BRA,"MF,FW",21,2002,22,13,1059,11.8,2,2,4,2,0,0,3,0,1.3,1.3,1.9,3.2,10,32,42,0.17,0.17,0.34,0.17,0.34,0.11,0.16,0.27,0.11,0.27,standard,BRA,"MF,FW",21,2002,11.8,21,10,6,12,3,5,17,29.4,12,24,4,20,10,31,5,0,defense,BRA,"MF,FW",21,2002,11.8,318,401,79.3,4584,1095,192,220,87.3,103,134,76.9,13,19,68.4,2,1.9,0.7,0.1,16,27,15,2,32,passing,BRA,"MF,FW",21,2002,11.8,528,10,67,256,211,33,528,18,9,50.0,8,44.4,271,1254,526,10,7,1,22,15,348,42,possession,BRA,"MF,FW",21,2002,11.8,2,14,6,42.9,1.19,0.51,0.14,0.33,16.3,0,0,0,1.3,1.3,0.09,0.7,0.7,shooting,BRA,"MF,FW",21,2002,11.8,3,0,0,17,9,1,13,10,10,0,0,0,54,9,18,33.3,misc
ITA-Serie A,2023,Lecce,Remi Oudin,FRA,"MF,FW",26,1996,31,21,1819,20.2,3,2,5,3,0,0,3,0,1.8,1.8,5.7,7.4,20,79,82,0.15,0.1,0.25,0.15,0.25,0.09,0.28,0.37,0.09,0.37,standard,FRA,"MF,FW",26,1996,20.2,26,14,12,12,2,12,19,63.2,7,13,1,12,20,46,22,0,defense,FRA,"MF,FW",26,1996,20.2,497,804,61.8,11002,4033,174,223,78.0,189,266,71.1,124,261,47.5,2,5.7,4.0,-3.7,58,59,13,6,79,passing,FRA,"MF,FW",26,1996,20.2,984,31,148,470,377,28,984,11,4,36.4,7,63.6,467,2113,905,20,21,3,21,20,544,82,possession,FRA,"MF,FW",26,1996,20.2,3,34,8,23.5,1.68,0.4,0.09,0.38,23.8,4,0,0,1.8,1.8,0.05,1.2,1.2,shooting,FRA,"MF,FW",26,1996,20.2,3,0,0,16,11,3,156,20,14,0,0,0,96,12,12,50.0,misc
ITA-Serie A,2023,Bologna,Remo Freuler,SUI,MF,31,1992,32,30,2624,29.2,1,1,2,1,0,0,9,0,1.2,1.2,1.1,2.3,37,165,48,0.03,0.03,0.07,0.03,0.07,0.04,0.04,0.08,0.04,0.08,standard,SUI,MF,31,1992,29.2,78,50,41,32,5,38,69,55.1,31,37,9,28,36,114,53,2,defense,SUI,MF,31,1992,29.2,1710,1890,90.5,25295,6603,949,1009,94.1,653,696,93.8,50,86,58.1,1,1.1,1.3,-0.1,19,133,15,0,165,passing,SUI,MF,31,1992,29.2,2178,81,525,1304,361,33,2178,12,8,66.7,3,25.0,1177,5516,2531,37,28,5,27,16,1564,48,possession,SUI,MF,31,1992,29.2,1,14,4,28.6,0.48,0.14,0.07,0.25,17.4,0,0,0,1.2,1.2,0.09,-0.2,-0.2,shooting,SUI,MF,31,1992,29.2,9,0,0,44,15,0,9,36,50,0,1,0,137,20,27,42.6,misc
ITA-Serie A,2023,Roma,Renato Sanches,POR,MF,25,1997,7,1,146,1.6,1,0,1,1,0,0,2,0,0.1,0.1,0.2,0.3,5,10,5,0.62,0.0,0.62,0.62,0.62,0.05,0.14,0.19,0.05,0.19,standard,POR,MF,25,1997,1.6,2,1,1,1,0,2,3,66.7,1,2,0,2,0,2,1,0,defense,POR,MF,25,1997,1.6,67,77,87.0,1065,220,37,38,97.4,26,29,89.7,3,7,42.9,0,0.2,0.1,-0.2,3,5,2,1,10,passing,POR,MF,25,1997,1.6,94,1,23,46,26,3,94,5,4,80.0,1,20.0,64,342,184,5,5,1,3,5,73,5,possession,POR,MF,25,1997,1.6,1,2,1,50.0,1.23,0.62,0.5,1.0,19.1,0,0,0,0.1,0.1,0.04,0.9,0.9,shooting,POR,MF,25,1997,1.6,2,0,0,6,3,0,4,0,1,0,1,0,5,1,2,33.3,misc
ITA-Serie A,2023,Torino,Ricardo Rodríguez,SUI,DF,30,1992,35,34,2772,30.8,1,2,3,1,0,0,4,0,0.3,0.3,1.4,1.7,61,127,40,0.03,0.06,0.1,0.03,0.1,0.01,0.04,0.05,0.01,0.05,standard,SUI,DF,30,1992,30.8,45,26,21,22,2,28,45,62.2,17,22,9,13,24,69,64,2,defense,SUI,DF,30,1992,30.8,1401,1677,83.5,23641,8173,669,708,94.5,584,689,84.8,117,213,54.9,2,1.4,1.8,0.6,20,119,25,12,127,passing,SUI,DF,30,1992,30.8,1894,135,673,989,243,9,1894,11,8,72.7,3,27.3,1134,6330,3677,61,36,4,10,4,1291,40,possession,SUI,DF,30,1992,30.8,1,11,2,18.2,0.36,0.06,0.09,0.5,27.2,2,0,0,0.3,0.3,0.03,0.7,0.7,shooting,SUI,DF,30,1992,30.8,4,0,0,25,9,1,57,24,26,0,0,0,112,41,29,58.6,misc
ITA-Serie A,2023,Bologna,Riccardo Calafiori,ITA,DF,21,2002,30,26,2349,26.1,2,5,7,2,0,0,4,0,1.4,1.4,1.2,2.6,28,96,23,0.08,0.19,0.27,0.08,0.27,0.05,0.05,0.1,0.05,0.1,standard,ITA,DF,21,2002,26.1,47,32,28,16,3,22,32,68.8,10,38,13,25,50,97,74,3,defense,ITA,DF,21,2002,26.1,1622,1810,89.6,28565,8660,684,737,92.8,792,844,93.8,123,172,71.5,5,1.2,0.9,3.8,17,94,10,3,96,passing,ITA,DF,21,2002,26.1,2103,236,956,1018,152,23,2103,21,13,61.9,7,33.3,1291,7277,4024,28,28,1,31,12,1408,23,possession,ITA,DF,21,2002,26.1,2,17,6,35.3,0.65,0.23,0.12,0.33,17.9,0,0,0,1.4,1.4,0.08,0.6,0.6,shooting,ITA,DF,21,2002,26.1,4,0,0,35,27,2,9,50,32,0,2,1,194,60,24,71.4,misc
ITA-Serie A,2023,Frosinone,Riccardo Marchizza,ITA,DF,25,1998,13,13,1148,12.8,0,4,4,0,0,0,1,0,0.4,0.4,0.8,1.2,6,36,39,0.0,0.31,0.31,0.0,0.31,0.03,0.06,0.1,0.03,0.1,standard,ITA,DF,25,1998,12.8,7,6,4,3,0,3,13,23.1,10,10,2,8,7,14,33,0,defense,ITA,DF,25,1998,12.8,423,558,75.8,7144,3382,187,216,86.6,197,238,82.8,31,72,43.1,4,0.8,0.8,3.2,11,28,7,5,36,passing,ITA,DF,25,1998,12.8,644,38,229,262,154,16,644,8,3,37.5,5,62.5,306,1138,561,6,3,1,9,1,372,39,possession,ITA,DF,25,1998,12.8,0,8,3,37.5,0.63,0.24,0.0,0.0,24.4,0,0,0,0.4,0.4,0.05,-0.4,-0.4,shooting,ITA,DF,25,1998,12.8,1,0,0,6,3,0,22,7,6,0,0,0,43,9,12,42.9,misc
ITA-Serie A,2023,Bologna,Riccardo Orsolini,ITA,"FW,MF",26,1997,33,19,1792,19.9,10,2,12,8,2,3,2,0,7.4,5.0,4.4,9.4,51,71,175,0.5,0.1,0.6,0.4,0.5,0.37,0.22,0.59,0.25,0.47,standard,ITA,"FW,MF",26,1997,19.9,23,14,13,4,6,9,30,30.0,21,25,3,22,8,31,19,1,defense,ITA,"FW,MF",26,1997,19.9,490,731,67.0,8021,2233,269,312,86.2,142,219,64.8,59,121,48.8,2,4.4,3.9,-2.4,36,22,22,4,71,passing,ITA,"FW,MF",26,1997,19.9,981,23,170,340,482,77,978,77,31,40.3,40,51.9,605,3460,1787,51,34,23,49,23,708,175,possession,ITA,"FW,MF",26,1997,19.9,10,55,22,40.0,2.76,1.1,0.15,0.36,18.1,5,2,3,7.4,5.0,0.09,2.6,3.0,shooting,ITA,"FW,MF",26,1997,19.9,2,0,0,17,41,14,100,8,14,0,0,0,69,16,17,48.5,misc
ITA-Serie A,2023,Roma,Riccardo Pagano,ITA,"MF,DF",18,2004,4,0,51,0.6,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,1,3,2,0.0,0.0,0.0,0.0,0.0,0.1,0.09,0.18,0.1,0.18,standard,ITA,"MF,DF",18,2004,0.6,2,2,1,1,0,0,6,0.0,6,3,2,1,0,2,2,0,defense,ITA,"MF,DF",18,2004,0.6,20,23,87.0,363,90,9,10,90.0,8,9,88.9,3,4,75.0,0,0.0,0.0,0.0,1,5,0,0,3,passing,ITA,"MF,DF",18,2004,0.6,34,2,10,17,7,0,34,1,1,100.0,0,0.0,17,113,64,1,1,0,2,1,21,2,possession,ITA,"MF,DF",18,2004,0.6,0,1,0,0.0,1.76,0.0,0.0,,22.8,0,0,0,0.1,0.1,0.06,-0.1,-0.1,shooting,ITA,"MF,DF",18,2004,0.6,0,0,0,3,0,0,1,0,2,0,0,0,3,0,1,0.0,misc
ITA-Serie A,2023,Hellas Verona,Riccardo Saponara,ITA,"FW,MF",31,1991,12,3,342,3.8,0,0,0,0,0,0,0,0,0.1,0.1,0.2,0.3,12,14,32,0.0,0.0,0.0,0.0,0.0,0.03,0.04,0.07,0.03,0.07,standard,ITA,"FW,MF",31,1991,3.8,3,1,2,0,1,1,7,14.3,6,4,0,4,0,3,2,0,defense,ITA,"FW,MF",31,1991,3.8,87,124,70.2,1465,387,38,45,84.4,36,52,69.2,8,11,72.7,0,0.2,0.2,-0.2,3,8,3,1,14,passing,ITA,"FW,MF",31,1991,3.8,164,4,21,80,65,11,164,9,4,44.4,4,44.4,115,753,346,12,9,3,15,3,120,32,possession,ITA,"FW,MF",31,1991,3.8,0,5,1,20.0,1.32,0.26,0.0,0.0,25.6,0,0,0,0.1,0.1,0.02,-0.1,-0.1,shooting,ITA,"FW,MF",31,1991,3.8,0,0,0,1,3,2,8,0,1,0,0,0,16,1,5,16.7,misc
ITA-Serie A,2023,Fiorentina,Riccardo Sottil,ITA,FW,24,1999,22,13,1103,12.3,2,3,5,2,0,0,1,0,2.6,2.6,2.5,5.1,66,33,139,0.16,0.24,0.41,0.16,0.41,0.21,0.2,0.41,0.21,0.41,standard,ITA,FW,24,1999,12.3,10,5,5,1,4,3,8,37.5,5,12,0,12,2,12,2,0,defense,ITA,FW,24,1999,12.3,331,421,78.6,5471,827,161,184,87.5,142,167,85.0,20,35,57.1,3,2.5,2.4,0.5,13,11,16,7,33,passing,ITA,FW,24,1999,12.3,563,3,32,180,361,63,563,52,21,40.4,19,36.5,424,3591,1809,66,39,22,27,24,473,139,possession,ITA,FW,24,1999,12.3,2,34,13,38.2,2.77,1.06,0.06,0.15,17.0,1,0,0,2.6,2.6,0.08,-0.6,-0.6,shooting,ITA,FW,24,1999,12.3,1,0,0,8,34,6,46,2,5,0,0,0,44,7,3,70.0,misc
ITA-Serie A,2023,Roma,Rick Karsdorp,NED,DF,28,1995,18,14,1191,13.2,0,2,2,0,0,0,2,0,0.4,0.4,2.2,2.7,12,33,71,0.0,0.15,0.15,0.0,0.15,0.03,0.17,0.2,0.03,0.2,standard,NED,DF,28,1995,13.2,25,18,11,8,6,16,24,66.7,8,13,4,9,9,34,16,0,defense,NED,DF,28,1995,13.2,544,684,79.5,8723,2416,286,326,87.7,209,257,81.3,36,63,57.1,2,2.2,1.6,-0.2,10,21,7,3,33,passing,NED,DF,28,1995,13.2,772,33,201,336,241,24,772,7,3,42.9,3,42.9,394,1648,685,12,11,3,5,1,476,71,possession,NED,DF,28,1995,13.2,0,8,1,12.5,0.6,0.08,0.0,0.0,16.7,0,0,0,0.4,0.4,0.06,-0.4,-0.4,shooting,NED,DF,28,1995,13.2,2,0,0,9,9,0,28,9,18,1,0,0,50,5,2,71.4,misc
ITA-Serie A,2023,Genoa,Ridgeciano Haps,SUR,DF,30,1993,16,7,773,8.6,0,1,1,0,0,0,0,0,0.1,0.1,0.7,0.8,13,13,42,0.0,0.12,0.12,0.0,0.12,0.01,0.08,0.1,0.01,0.1,standard,SUR,DF,30,1993,8.6,7,6,3,2,2,5,8,62.5,3,3,0,3,6,13,11,1,defense,SUR,DF,30,1993,8.6,161,221,72.9,2722,710,88,102,86.3,54,80,67.5,17,26,65.4,1,0.7,0.4,0.3,3,6,4,1,13,passing,SUR,DF,30,1993,8.6,285,14,76,99,111,18,285,9,3,33.3,6,66.7,159,740,303,13,6,6,13,8,170,42,possession,SUR,DF,30,1993,8.6,0,4,0,0.0,0.47,0.0,0.0,,18.6,0,0,0,0.1,0.1,0.03,-0.1,-0.1,shooting,SUR,DF,30,1993,8.6,0,0,0,3,16,1,16,6,6,0,0,0,33,10,6,62.5,misc
ITA-Serie A,2023,Monza,Roberto Gagliardini,ITA,"MF,DF",29,1994,33,29,2360,26.2,1,2,3,1,0,0,5,0,2.9,2.9,1.7,4.6,38,120,36,0.04,0.08,0.11,0.04,0.11,0.11,0.06,0.18,0.11,0.18,standard,ITA,"MF,DF",29,1994,26.2,61,30,27,25,9,31,50,62.0,19,30,11,19,31,92,38,0,defense,ITA,"MF,DF",29,1994,26.2,1339,1487,90.0,23611,5656,563,607,92.8,648,690,93.9,101,135,74.8,2,1.7,2.0,0.3,20,114,10,1,120,passing,ITA,"MF,DF",29,1994,26.2,1761,94,439,1034,310,42,1761,17,8,47.1,7,41.2,1045,5931,2950,38,36,2,28,14,1222,36,possession,ITA,"MF,DF",29,1994,26.2,1,36,9,25.0,1.37,0.34,0.03,0.11,17.8,1,0,0,2.9,2.9,0.08,-1.9,-1.9,shooting,ITA,"MF,DF",29,1994,26.2,5,0,0,26,21,1,8,31,30,0,1,0,140,46,36,56.1,misc
ITA-Serie A,2023,Udinese,Roberto Pereyra,ARG,"FW,MF",32,1991,27,22,1858,20.6,4,3,7,3,1,1,6,0,3.5,2.7,1.9,4.7,39,70,82,0.19,0.15,0.34,0.15,0.29,0.17,0.09,0.27,0.13,0.23,standard,ARG,"FW,MF",32,1991,20.6,19,9,11,5,3,11,29,37.9,18,20,4,16,7,26,18,0,defense,ARG,"FW,MF",32,1991,20.6,472,598,78.9,7424,2531,252,287,87.8,172,210,81.9,33,49,67.3,3,1.9,2.0,1.1,25,49,21,6,70,passing,ARG,"FW,MF",32,1991,20.6,807,36,182,387,254,41,806,40,16,40.0,22,55.0,486,3084,1350,39,21,8,46,27,531,82,possession,ARG,"FW,MF",32,1991,20.6,4,26,8,30.8,1.26,0.39,0.12,0.38,15.9,0,1,1,3.5,2.7,0.11,0.5,0.3,shooting,ARG,"FW,MF",32,1991,20.6,6,0,0,24,32,5,24,7,9,1,0,0,100,4,8,33.3,misc
ITA-Serie A,2023,Empoli,Roberto Piccoli,ITA,FW,22,2001,2,0,39,0.4,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,0,1,0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.12,0.12,0.12,standard,ITA,FW,22,2001,0.4,1,1,0,0,1,1,1,100.0,0,0,0,0,0,1,0,0,defense,ITA,FW,22,2001,0.4,4,6,66.7,47,16,3,4,75.0,1,1,100.0,0,0,,0,0.0,0.0,0.0,0,0,0,0,1,passing,ITA,FW,22,2001,0.4,10,0,0,4,6,1,10,1,0,0.0,1,100.0,5,12,1,0,0,0,1,0,6,0,possession,ITA,FW,22,2001,0.4,0,1,0,0.0,2.31,0.0,0.0,,16.3,0,0,0,0.1,0.1,0.05,-0.1,-0.1,shooting,ITA,FW,22,2001,0.4,0,0,0,1,1,0,0,0,1,0,0,0,1,1,2,33.3,misc
ITA-Serie A,2023,Lecce,Roberto Piccoli,ITA,FW,22,2001,35,12,1378,15.3,5,0,5,4,1,1,5,0,6.4,5.6,0.9,6.5,25,19,72,0.33,0.0,0.33,0.26,0.26,0.42,0.06,0.48,0.37,0.43,standard,ITA,FW,22,2001,15.3,10,6,3,5,2,1,4,25.0,3,17,1,16,4,14,16,0,defense,ITA,FW,22,2001,15.3,147,246,59.8,1864,373,92,142,64.8,36,59,61.0,5,10,50.0,0,0.9,0.6,-0.9,10,4,2,0,19,passing,ITA,FW,22,2001,15.3,478,15,58,206,223,77,477,34,13,38.2,19,55.9,264,1359,595,25,12,14,49,31,329,72,possession,ITA,FW,22,2001,15.3,5,56,20,35.7,3.66,1.31,0.07,0.2,16.5,1,1,1,6.4,5.6,0.1,-1.4,-1.6,shooting,ITA,FW,22,2001,15.3,5,0,0,28,13,15,6,4,6,0,0,0,38,53,84,38.7,misc
ITA-Serie A,2023,Fiorentina,Rolando Mandragora,ITA,MF,26,1997,33,16,1588,17.6,3,3,6,3,0,0,5,0,3.5,3.5,1.6,5.2,7,93,32,0.17,0.17,0.34,0.17,0.34,0.2,0.09,0.29,0.2,0.29,standard,ITA,MF,26,1997,17.6,26,11,8,13,5,10,22,45.5,12,14,3,11,9,35,18,1,defense,ITA,MF,26,1997,17.6,606,761,79.6,10908,3071,265,306,86.6,256,292,87.7,69,115,60.0,3,1.6,1.7,1.4,13,83,20,3,93,passing,ITA,MF,26,1997,17.6,897,27,155,521,224,25,897,11,6,54.5,4,36.4,489,1723,827,7,6,0,10,8,587,32,possession,ITA,MF,26,1997,17.6,3,30,11,36.7,1.7,0.62,0.1,0.27,20.6,1,0,0,3.5,3.5,0.12,-0.5,-0.5,shooting,ITA,MF,26,1997,17.6,5,0,0,26,24,0,34,9,11,0,0,0,60,31,39,44.3,misc
ITA-Serie A,2023,Roma,Romelu Lukaku,BEL,FW,30,1993,32,30,2641,29.3,13,3,16,13,0,1,5,1,9.8,9.0,2.4,11.4,37,37,234,0.44,0.1,0.55,0.44,0.55,0.33,0.08,0.42,0.31,0.39,standard,BEL,FW,30,1993,29.3,6,5,1,2,3,2,4,50.0,2,7,1,6,0,6,19,1,defense,BEL,FW,30,1993,29.3,438,621,70.5,5515,781,271,351,77.2,114,155,73.5,11,25,44.0,3,2.4,1.5,0.6,29,23,13,3,37,passing,BEL,FW,30,1993,29.3,843,22,59,346,448,141,842,24,11,45.8,13,54.2,500,2060,1019,37,24,22,52,32,667,234,possession,BEL,FW,30,1993,29.3,13,64,27,42.2,2.18,0.92,0.2,0.48,14.1,0,0,1,9.8,9.0,0.14,3.2,4.0,shooting,BEL,FW,30,1993,29.3,5,1,0,24,17,25,13,0,5,0,0,0,52,51,55,48.1,misc
