league,season,team,player,nation,pos,age,born,Playing Time MP,Playing Time Starts,Playing Time Min,Playing Time 90s,Performance Gls,Performance Ast,Performance G+A,Performance G-PK,Performance PK,Performance PKatt,Performance CrdY,Performance CrdR,Expected xG,Expected npxG,Expected xAG,Expected npxG+xAG,Progression PrgC,Progression PrgP,Progression PrgR,Per 90 Minutes Gls,Per 90 Minutes Ast,Per 90 Minutes G+A,Per 90 Minutes G-PK,Per 90 Minutes G+A-PK,Per 90 Minutes xG,Per 90 Minutes xAG,Per 90 Minutes xG+xAG,Per 90 Minutes npxG,Per 90 Minutes npxG+xAG,stat_type,nation_passing,pos_passing,age_passing,born_passing,90s,Total Cmp,Total Att,Total Cmp%,Total TotDist,Total PrgDist,Short Cmp,Short Att,Short Cmp%,Medium Cmp,Medium Att,Medium Cmp%,Long Cmp,Long Att,Long Cmp%,Ast,xAG,Expected xA,Expected A-xAG,KP,1/3,PPA,CrsPA,PrgP,stat_type_passing,nation_possession,pos_possession,age_possession,born_possession,90s_possession,Touches Touches,Touches Def Pen,Touches Def 3rd,Touches Mid 3rd,Touches Att 3rd,Touches Att Pen,Touches Live,Take-Ons Att,Take-Ons Succ,Take-Ons Succ%,Take-Ons Tkld,Take-Ons Tkld%,Carries Carries,Carries TotDist,Carries PrgDist,Carries PrgC,Carries 1/3,Carries CPA,Carries Mis,Carries Dis,Receiving Rec,Receiving PrgR,stat_type_possession,nation_shooting,pos_shooting,age_shooting,born_shooting,90s_shooting,Standard Gls,Standard Sh,Standard SoT,Standard SoT%,Standard Sh/90,Standard SoT/90,Standard G/Sh,Standard G/SoT,Standard Dist,Standard FK,Standard PK,Standard PKatt,Expected xG_shooting,Expected npxG_shooting,Expected npxG/Sh,Expected G-xG,Expected np:G-xG,stat_type_shooting,nation_defense,pos_defense,age_defense,born_defense,90s_defense,Tackles Tkl,Tackles TklW,Tackles Def 3rd,Tackles Mid 3rd,Tackles Att 3rd,Challenges Tkl,Challenges Att,Challenges Tkl%,Challenges Lost,Blocks Blocks,Blocks Sh,Blocks Pass,Int,Tkl+Int,Clr,Err,stat_type_defense,nation_misc,pos_misc,age_misc,born_misc,90s_misc,Performance CrdY_misc,Performance CrdR_misc,Performance 2CrdY,Performance Fls,Performance Fld,Performance Off,Performance Crs,Performance Int,Performance TklW,Performance PKwon,Performance PKcon,Performance OG,Performance Recov,Aerial Duels Won,Aerial Duels Lost,Aerial Duels Won%,stat_type_misc
GER-Bundesliga,2020,Bayern Munich,Robert Lewandowski,POL,FW,31,1988,29,28,2458,27.3,41,7,48,33,8,9,4,0,31.3,24.2,4.7,28.8,51,67,185,1.5,0.26,1.76,1.21,1.46,1.14,0.17,1.31,0.88,1.06,standard,POL,FW,31,1988,27.3,516,694,74.4,6933,1468,287,353,81.3,148,190,77.9,26,43,60.5,7,4.7,4.5,2.3,32,43,24,3,67,passing,POL,FW,31,1988,27.3,992,11,45,358,597,206,983,43,22,51.2,20,46.5,563,3153,1241,51,28,25,70,44,788,185,possession,POL,FW,31,1988,27.3,41,128,56,43.8,4.69,2.05,0.26,0.59,13.8,5,8,9,31.3,24.2,0.2,9.7,8.8,shooting,POL,FW,31,1988,27.3,15,9,0,7,8,2,13,15.4,11,9,1,8,3,18,11,0,defense,POL,FW,31,1988,27.3,4,0,0,41,29,21,29,3,9,2,0,0,65,44,54,44.9,misc
GER-Bundesliga,2020,Hoffenheim,Robert Skov,DEN,"FW,MF",24,1996,23,12,1164,12.9,1,0,1,1,0,0,0,1,1.9,1.9,2.5,4.4,25,42,98,0.08,0.0,0.08,0.08,0.08,0.15,0.19,0.34,0.15,0.34,standard,DEN,"FW,MF",24,1996,12.9,348,508,68.5,6222,1559,163,188,86.7,138,187,73.8,39,91,42.9,0,2.5,2.9,-2.5,19,20,18,5,42,passing,DEN,"FW,MF",24,1996,12.9,674,18,106,280,297,32,674,30,12,40.0,18,60.0,380,2001,920,25,18,8,40,7,421,98,possession,DEN,"FW,MF",24,1996,12.9,1,33,7,21.2,2.55,0.54,0.03,0.14,23.2,8,0,0,1.9,1.9,0.06,-0.9,-0.9,shooting,DEN,"FW,MF",24,1996,12.9,19,10,9,7,3,7,16,43.8,9,9,2,7,15,34,10,1,defense,DEN,"FW,MF",24,1996,12.9,0,1,0,8,16,5,73,15,10,0,1,0,67,14,20,41.2,misc
GER-Bundesliga,2020,Stuttgart,Roberto Massimo,GER,"DF,FW",19,2000,18,7,757,8.4,0,0,0,0,0,0,2,0,1.3,1.3,1.0,2.3,23,17,79,0.0,0.0,0.0,0.0,0.0,0.16,0.12,0.27,0.16,0.27,standard,GER,"DF,FW",19,2000,8.4,215,286,75.2,3235,796,123,147,83.7,75,97,77.3,11,14,78.6,0,1.0,1.0,-1.0,8,6,9,1,17,passing,GER,"DF,FW",19,2000,8.4,428,16,105,166,169,29,428,42,22,52.4,20,47.6,233,1794,845,23,26,7,27,14,238,79,possession,GER,"DF,FW",19,2000,8.4,0,15,4,26.7,1.78,0.48,0.0,0.0,14.6,0,0,0,1.3,1.3,0.09,-1.3,-1.3,shooting,GER,"DF,FW",19,2000,8.4,21,11,13,5,3,11,24,45.8,13,5,1,4,11,32,13,0,defense,GER,"DF,FW",19,2000,8.4,2,0,0,4,7,7,10,11,11,0,0,0,45,9,6,60.0,misc
GER-Bundesliga,2020,Union Berlin,Robin Knoche,GER,DF,28,1992,34,34,3042,33.8,1,0,1,1,0,0,4,0,1.3,1.3,0.2,1.5,16,102,2,0.03,0.0,0.03,0.03,0.03,0.04,0.01,0.04,0.04,0.04,standard,GER,DF,28,1992,33.8,1762,2097,84.0,37312,13315,463,522,88.7,1022,1147,89.1,258,386,66.8,0,0.2,1.2,-0.2,4,72,4,0,102,passing,GER,DF,28,1992,33.8,2424,247,1306,1079,53,21,2424,12,8,66.7,4,33.3,1365,7297,4005,16,7,0,15,7,1499,2,possession,GER,DF,28,1992,33.8,1,12,4,33.3,0.36,0.12,0.08,0.25,12.9,0,0,0,1.3,1.3,0.11,-0.3,-0.3,shooting,GER,DF,28,1992,33.8,44,29,30,12,2,23,39,59.0,16,43,27,16,49,93,118,2,defense,GER,DF,28,1992,33.8,4,0,0,36,13,5,0,49,29,0,1,0,243,69,69,50.0,misc
GER-Bundesliga,2020,Mainz 05,Robin Quaison,SWE,"FW,MF",26,1993,28,18,1476,16.4,6,2,8,5,1,1,1,0,6.2,5.4,2.6,8.0,14,40,68,0.37,0.12,0.49,0.3,0.43,0.38,0.16,0.53,0.33,0.49,standard,SWE,"FW,MF",26,1993,16.4,211,324,65.1,3105,851,121,161,75.2,62,96,64.6,14,28,50.0,2,2.6,1.8,-0.6,10,24,6,0,40,passing,SWE,"FW,MF",26,1993,16.4,485,9,50,233,209,41,484,36,18,50.0,18,50.0,257,1470,513,14,17,6,30,18,320,68,possession,SWE,"FW,MF",26,1993,16.4,6,34,16,47.1,2.07,0.98,0.15,0.31,18.6,1,1,1,6.2,5.4,0.16,-0.2,-0.4,shooting,SWE,"FW,MF",26,1993,16.4,14,6,3,6,5,7,14,50.0,7,10,0,10,13,27,10,0,defense,SWE,"FW,MF",26,1993,16.4,1,0,0,21,12,3,8,13,6,0,0,0,67,21,49,30.0,misc
GER-Bundesliga,2020,Mainz 05,Robin Zentner,GER,GK,25,1994,31,31,2790,31.0,0,0,0,0,0,0,2,0,0.1,0.1,0.1,0.2,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,standard,GER,GK,25,1994,31.0,722,1078,67.0,19935,14202,153,157,97.5,343,352,97.4,224,561,39.9,0,0.1,0.1,-0.1,1,14,0,0,0,passing,GER,GK,25,1994,31.0,1147,971,1136,8,4,1,1147,1,1,100.0,0,0.0,642,3234,1870,0,1,1,0,0,458,0,possession,GER,GK,25,1994,31.0,0,2,0,0.0,0.06,0.0,0.0,,20.1,0,0,0,0.1,0.1,0.04,-0.1,-0.1,shooting,GER,GK,25,1994,31.0,1,1,1,0,0,1,3,33.3,2,0,0,0,3,4,9,2,defense,GER,GK,25,1994,31.0,2,0,0,0,5,0,0,3,1,0,0,0,40,8,1,88.9,misc
GER-Bundesliga,2020,Gladbach,Rocco Reitz,GER,MF,18,2002,2,1,60,0.7,0,0,0,0,0,0,1,0,0.0,0.0,0.1,0.1,0,6,0,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.17,0.0,0.17,standard,GER,MF,18,2002,0.7,38,46,82.6,544,188,21,23,91.3,13,16,81.3,2,3,66.7,0,0.1,0.0,-0.1,2,4,1,0,6,passing,GER,MF,18,2002,0.7,58,2,20,29,9,0,58,2,2,100.0,0,0.0,19,40,16,0,0,0,4,1,34,0,possession,GER,MF,18,2002,0.7,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,shooting,GER,MF,18,2002,0.7,3,2,0,3,0,2,2,100.0,0,3,1,2,1,4,1,0,defense,GER,MF,18,2002,0.7,1,0,0,2,1,0,0,1,2,0,0,0,9,0,0,,misc
GER-Bundesliga,2020,Freiburg,Roland Sallai,HUN,"MF,FW",23,1997,28,22,1661,18.5,8,3,11,7,1,1,5,0,6.4,5.6,1.4,7.0,54,65,118,0.43,0.16,0.6,0.38,0.54,0.35,0.07,0.42,0.3,0.38,standard,HUN,"MF,FW",23,1997,18.5,336,485,69.3,5384,1821,175,217,80.6,115,149,77.2,34,64,53.1,3,1.4,1.3,1.6,15,44,16,7,65,passing,HUN,"MF,FW",23,1997,18.5,690,9,84,318,300,55,689,44,16,36.4,28,63.6,410,2937,1300,54,33,9,43,16,513,118,possession,HUN,"MF,FW",23,1997,18.5,8,46,19,41.3,2.49,1.03,0.15,0.37,16.7,3,1,1,6.4,5.6,0.12,1.6,1.4,shooting,HUN,"MF,FW",23,1997,18.5,18,14,7,9,2,5,13,38.5,8,11,1,10,11,29,8,0,defense,HUN,"MF,FW",23,1997,18.5,5,0,0,49,56,12,46,11,14,2,0,0,60,36,53,40.4,misc
GER-Bundesliga,2020,Dortmund,Roman Bürki,SUI,GK,29,1990,19,18,1665,18.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,standard,SUI,GK,29,1990,18.5,514,630,81.6,12846,8711,97,97,100.0,277,279,99.3,139,252,55.2,0,0.0,0.0,0.0,0,4,1,0,1,passing,SUI,GK,29,1990,18.5,670,575,665,4,1,1,670,0,0,,0,,390,1662,913,0,0,0,1,0,370,0,possession,SUI,GK,29,1990,18.5,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,shooting,SUI,GK,29,1990,18.5,0,0,0,0,0,0,0,,0,0,0,0,0,0,5,1,defense,SUI,GK,29,1990,18.5,0,0,0,0,1,0,0,0,0,0,0,0,21,1,1,50.0,misc
GER-Bundesliga,2020,Werder Bremen,Romano Schmid,AUT,"MF,FW",20,2000,22,13,1177,13.1,0,3,3,0,0,0,2,0,0.7,0.7,1.3,2.0,19,57,63,0.0,0.23,0.23,0.0,0.23,0.05,0.1,0.15,0.05,0.15,standard,AUT,"MF,FW",20,2000,13.1,328,477,68.8,4475,1578,205,250,82.0,90,134,67.2,16,36,44.4,3,1.3,1.4,1.7,15,33,15,6,57,passing,AUT,"MF,FW",20,2000,13.1,634,6,122,320,204,12,634,23,10,43.5,13,56.5,340,1673,901,19,20,1,29,23,394,63,possession,AUT,"MF,FW",20,2000,13.1,0,18,3,16.7,1.38,0.23,0.0,0.0,23.1,0,0,0,0.7,0.7,0.04,-0.7,-0.7,shooting,AUT,"MF,FW",20,2000,13.1,22,16,8,10,4,8,35,22.9,27,21,0,21,8,30,6,0,defense,AUT,"MF,FW",20,2000,13.1,2,0,0,17,21,6,17,8,16,1,0,0,103,6,18,25.0,misc
GER-Bundesliga,2020,Köln,Ron-Robert Zieler,GER,GK,31,1989,1,0,51,0.6,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,standard,GER,GK,31,1989,0.6,18,23,78.3,588,450,4,4,100.0,6,6,100.0,8,13,61.5,0,0.0,0.0,0.0,0,0,0,0,0,passing,GER,GK,31,1989,0.6,24,22,24,0,0,0,24,0,0,,0,,14,67,54,0,0,0,0,0,7,0,possession,GER,GK,31,1989,0.6,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,shooting,GER,GK,31,1989,0.6,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,defense,GER,GK,31,1989,0.6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,misc
GER-Bundesliga,2020,Augsburg,Ruben Vargas,SUI,"MF,FW",21,1998,30,18,1612,17.9,6,3,9,6,0,0,2,1,4.1,4.1,2.8,7.0,48,61,124,0.33,0.17,0.5,0.33,0.5,0.23,0.16,0.39,0.23,0.39,standard,SUI,"MF,FW",21,1998,17.9,411,551,74.6,6795,1421,200,248,80.6,167,200,83.5,33,52,63.5,3,2.8,1.7,0.2,25,31,17,1,61,passing,SUI,"MF,FW",21,1998,17.9,806,23,152,375,298,53,806,70,36,51.4,34,48.6,479,3377,1497,48,43,13,47,34,523,124,possession,SUI,"MF,FW",21,1998,17.9,6,38,13,34.2,2.12,0.73,0.16,0.46,15.7,1,0,0,4.1,4.1,0.11,1.9,1.9,shooting,SUI,"MF,FW",21,1998,17.9,18,12,6,9,3,1,16,6.3,15,26,2,24,18,36,27,0,defense,SUI,"MF,FW",21,1998,17.9,2,1,0,27,30,10,19,18,12,0,0,0,106,18,26,40.9,misc
GER-Bundesliga,2020,Hertha BSC,Rune Jarstein,NOR,GK,35,1984,8,8,720,8.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,standard,NOR,GK,35,1984,8.0,187,284,65.8,6096,4642,17,17,100.0,87,88,98.9,82,176,46.6,0,0.0,0.0,0.0,0,2,0,0,0,passing,NOR,GK,35,1984,8.0,311,271,310,1,0,0,311,0,0,,0,,157,925,551,0,0,0,0,0,129,0,possession,NOR,GK,35,1984,8.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,shooting,NOR,GK,35,1984,8.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,7,1,defense,NOR,GK,35,1984,8.0,0,0,0,1,1,0,0,0,0,0,1,0,8,1,0,100.0,misc
GER-Bundesliga,2020,Hoffenheim,Ryan Sessegnon,ENG,"DF,FW",20,2000,23,17,1574,17.5,2,3,5,2,0,0,4,0,0.8,0.8,1.7,2.5,45,68,103,0.11,0.17,0.29,0.11,0.29,0.05,0.1,0.14,0.05,0.14,standard,ENG,"DF,FW",20,2000,17.5,716,934,76.7,11844,4169,343,393,87.3,316,397,79.6,45,93,48.4,3,1.7,2.1,1.3,16,43,25,13,68,passing,ENG,"DF,FW",20,2000,17.5,1157,61,323,506,336,26,1157,36,12,33.3,24,66.7,588,3018,1601,45,31,5,26,9,653,103,possession,ENG,"DF,FW",20,2000,17.5,2,5,2,40.0,0.29,0.11,0.4,1.0,11.5,0,0,0,0.8,0.8,0.16,1.2,1.2,shooting,ENG,"DF,FW",20,2000,17.5,47,25,26,13,8,15,34,44.1,19,26,3,23,30,77,46,0,defense,ENG,"DF,FW",20,2000,17.5,4,0,0,35,4,8,69,30,25,0,0,0,93,16,20,44.4,misc
GER-Bundesliga,2020,Schalke 04,Salif Sané,SEN,DF,29,1990,14,11,1071,11.9,0,0,0,0,0,0,5,0,0.4,0.4,1.1,1.5,11,29,6,0.0,0.0,0.0,0.0,0.0,0.03,0.09,0.12,0.03,0.12,standard,SEN,DF,29,1990,11.9,556,689,80.7,10733,3738,189,217,87.1,306,357,85.7,55,93,59.1,0,1.1,0.4,-1.1,4,22,4,1,29,passing,SEN,DF,29,1990,11.9,845,122,452,371,27,13,845,5,4,80.0,1,20.0,449,1837,932,11,3,1,1,5,494,6,possession,SEN,DF,29,1990,11.9,0,7,1,14.3,0.59,0.08,0.0,0.0,15.5,0,0,0,0.4,0.4,0.06,-0.4,-0.4,shooting,SEN,DF,29,1990,11.9,17,9,9,7,1,13,23,56.5,10,25,13,12,25,42,66,0,defense,SEN,DF,29,1990,11.9,5,0,0,15,14,1,1,25,9,0,1,0,61,66,19,77.6,misc
GER-Bundesliga,2020,Köln,Salih Özcan,TUR,MF,22,1998,28,15,1371,15.2,0,1,1,0,0,0,3,0,0.5,0.5,1.3,1.8,16,49,50,0.0,0.07,0.07,0.0,0.07,0.03,0.09,0.12,0.03,0.12,standard,TUR,MF,22,1998,15.2,556,703,79.1,9192,2349,265,312,84.9,221,265,83.4,44,72,61.1,1,1.3,1.4,-0.3,12,40,3,1,49,passing,TUR,MF,22,1998,15.2,859,24,173,544,149,15,859,18,7,38.9,11,61.1,454,2242,1018,16,15,2,35,22,532,50,possession,TUR,MF,22,1998,15.2,0,11,5,45.5,0.72,0.33,0.0,0.0,23.1,0,0,0,0.5,0.5,0.04,-0.5,-0.5,shooting,TUR,MF,22,1998,15.2,21,13,11,10,0,12,33,36.4,21,11,2,9,20,41,14,1,defense,TUR,MF,22,1998,15.2,3,0,0,32,43,4,12,20,13,0,1,0,116,34,30,53.1,misc
GER-Bundesliga,2020,Hertha BSC,Sami Khedira,GER,MF,33,1987,9,4,395,4.4,0,1,1,0,0,0,1,0,0.0,0.0,1.1,1.2,3,15,7,0.0,0.23,0.23,0.0,0.23,0.01,0.25,0.26,0.01,0.26,standard,GER,MF,33,1987,4.4,182,222,82.0,3047,697,82,94,87.2,78,86,90.7,17,29,58.6,1,1.1,0.5,-0.1,3,12,2,0,15,passing,GER,MF,33,1987,4.4,259,12,92,145,24,4,259,2,2,100.0,0,0.0,129,519,240,3,2,0,5,2,163,7,possession,GER,MF,33,1987,4.4,0,1,0,0.0,0.23,0.0,0.0,,23.2,0,0,0,0.0,0.0,0.04,0.0,0.0,shooting,GER,MF,33,1987,4.4,11,6,3,7,1,6,12,50.0,6,4,0,4,9,20,7,0,defense,GER,MF,33,1987,4.4,1,0,0,7,4,0,1,9,6,0,0,0,26,5,1,83.3,misc
GER-Bundesliga,2020,Leverkusen,Santiago Arias,COL,DF,28,1992,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,2,5,4,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.05,0.0,0.05,standard,COL,DF,28,1992,1.0,47,57,82.5,806,240,17,21,81.0,27,31,87.1,2,3,66.7,0,0.1,0.0,-0.1,1,2,0,0,5,passing,COL,DF,28,1992,1.0,68,3,21,34,14,2,68,0,0,,0,,22,126,63,2,1,0,1,0,38,4,possession,COL,DF,28,1992,1.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,shooting,COL,DF,28,1992,1.0,2,1,0,1,1,1,1,100.0,0,0,0,0,1,3,4,0,defense,COL,DF,28,1992,1.0,0,0,0,1,0,0,2,1,1,0,0,0,6,0,3,0.0,misc
GER-Bundesliga,2020,Hertha BSC,Santiago Ascacíbar,ARG,MF,23,1997,13,8,762,8.5,1,0,1,1,0,0,2,0,0.3,0.3,0.3,0.6,7,31,8,0.12,0.0,0.12,0.12,0.12,0.03,0.03,0.07,0.03,0.07,standard,ARG,MF,23,1997,8.5,291,358,81.3,4862,1446,143,162,88.3,108,128,84.4,28,37,75.7,0,0.3,0.3,-0.3,6,21,4,0,31,passing,ARG,MF,23,1997,8.5,484,22,149,274,65,10,484,6,2,33.3,4,66.7,216,904,421,7,4,1,19,3,250,8,possession,ARG,MF,23,1997,8.5,1,7,3,42.9,0.83,0.35,0.14,0.33,21.0,0,0,0,0.3,0.3,0.04,0.7,0.7,shooting,ARG,MF,23,1997,8.5,30,15,15,14,1,15,28,53.6,13,23,2,21,13,43,14,0,defense,ARG,MF,23,1997,8.5,2,0,0,10,4,0,4,13,15,0,0,0,64,9,8,52.9,misc
GER-Bundesliga,2020,Hoffenheim,Sargis Adamyan,ARM,"FW,MF",27,1993,18,3,479,5.3,2,3,5,2,0,0,2,0,2.1,2.1,2.3,4.5,20,17,58,0.38,0.56,0.94,0.38,0.94,0.4,0.44,0.84,0.4,0.84,standard,ARM,"FW,MF",27,1993,5.3,103,156,66.0,1445,379,61,80,76.3,29,41,70.7,7,11,63.6,3,2.3,0.9,0.7,11,5,7,2,17,passing,ARM,"FW,MF",27,1993,5.3,226,2,20,63,146,38,226,7,3,42.9,4,57.1,151,1099,514,20,16,3,14,6,176,58,possession,ARM,"FW,MF",27,1993,5.3,2,23,7,30.4,4.32,1.32,0.09,0.29,15.3,0,0,0,2.1,2.1,0.1,-0.1,-0.1,shooting,ARM,"FW,MF",27,1993,5.3,9,4,4,3,2,7,14,50.0,7,2,0,2,6,15,1,0,defense,ARM,"FW,MF",27,1993,5.3,2,0,0,5,8,3,10,6,4,0,0,0,20,11,11,50.0,misc
GER-Bundesliga,2020,Stuttgart,Sasa Kalajdzic,AUT,FW,23,1997,33,23,2136,23.7,16,5,21,16,0,0,1,0,10.4,10.4,3.7,14.0,18,46,166,0.67,0.21,0.88,0.67,0.88,0.44,0.15,0.59,0.44,0.59,standard,AUT,FW,23,1997,23.7,455,669,68.0,5933,998,282,369,76.4,121,178,68.0,17,29,58.6,5,3.7,3.2,1.3,26,24,9,0,46,passing,AUT,FW,23,1997,23.7,936,24,51,469,423,118,936,31,15,48.4,16,51.6,454,1779,538,18,16,9,79,30,731,166,possession,AUT,FW,23,1997,23.7,16,68,29,42.6,2.87,1.22,0.24,0.55,14.0,0,0,0,10.4,10.4,0.15,5.6,5.6,shooting,AUT,FW,23,1997,23.7,16,12,4,5,7,2,17,11.8,15,10,1,9,9,25,21,0,defense,AUT,FW,23,1997,23.7,1,0,0,31,35,3,4,9,12,1,0,0,61,93,72,56.4,misc
GER-Bundesliga,2020,Köln,Sava Cestic,SRB,DF,19,2001,11,11,899,10.0,0,0,0,0,0,0,3,0,0.2,0.2,0.1,0.3,3,19,0,0.0,0.0,0.0,0.0,0.0,0.02,0.01,0.03,0.02,0.03,standard,SRB,DF,19,2001,10.0,314,433,72.5,6547,2490,75,99,75.8,204,237,86.1,35,88,39.8,0,0.1,0.1,-0.1,2,16,1,0,19,passing,SRB,DF,19,2001,10.0,547,75,368,174,7,2,547,2,1,50.0,1,50.0,269,1288,696,3,1,0,6,4,317,0,possession,SRB,DF,19,2001,10.0,0,1,0,0.0,0.1,0.0,0.0,,5.7,0,0,0,0.2,0.2,0.22,-0.2,-0.2,shooting,SRB,DF,19,2001,10.0,20,9,12,6,2,8,17,47.1,9,13,4,9,18,38,40,0,defense,SRB,DF,19,2001,10.0,3,0,0,15,4,0,0,18,9,0,1,0,46,20,11,64.5,misc
GER-Bundesliga,2020,Schalke 04,Sead Kolašinac,BIH,"DF,MF",27,1993,17,16,1426,15.8,1,1,2,1,0,0,5,0,0.3,0.3,1.4,1.7,33,51,61,0.06,0.06,0.13,0.06,0.13,0.02,0.09,0.11,0.02,0.11,standard,BIH,"DF,MF",27,1993,15.8,583,738,79.0,8755,3095,310,356,87.1,230,285,80.7,23,50,46.0,1,1.4,0.9,-0.4,13,28,9,4,51,passing,BIH,"DF,MF",27,1993,15.8,872,49,270,416,192,29,872,24,15,62.5,9,37.5,439,2295,1470,33,19,6,19,8,520,61,possession,BIH,"DF,MF",27,1993,15.8,1,6,1,16.7,0.38,0.06,0.17,1.0,15.1,0,0,0,0.3,0.3,0.06,0.7,0.7,shooting,BIH,"DF,MF",27,1993,15.8,20,17,10,7,3,8,18,44.4,10,17,5,12,20,40,17,0,defense,BIH,"DF,MF",27,1993,15.8,5,0,0,19,13,2,19,20,17,0,1,0,104,14,21,40.0,misc
GER-Bundesliga,2020,Köln,Sebastiaan Bornauw,BEL,DF,21,1999,24,23,2083,23.1,1,1,2,1,0,0,3,0,1.5,1.5,0.0,1.5,4,43,4,0.04,0.04,0.09,0.04,0.09,0.07,0.0,0.07,0.06,0.06,standard,BEL,DF,21,1999,23.1,752,922,81.6,16904,5637,164,195,84.1,442,488,90.6,141,211,66.8,1,0.0,0.1,1.0,1,26,3,1,43,passing,BEL,DF,21,1999,23.1,1164,181,717,412,42,27,1164,6,4,66.7,2,33.3,626,2776,1131,4,4,0,7,0,682,4,possession,BEL,DF,21,1999,23.1,1,18,5,27.8,0.78,0.22,0.06,0.2,10.5,0,0,0,1.5,1.5,0.08,-0.5,-0.5,shooting,BEL,DF,21,1999,23.1,29,20,25,4,0,14,25,56.0,11,33,26,7,40,69,104,0,defense,BEL,DF,21,1999,23.1,3,0,0,24,9,2,2,40,20,0,2,0,80,62,45,57.9,misc
GER-Bundesliga,2020,Köln,Sebastian Andersson,SWE,FW,29,1991,16,14,1126,12.5,3,0,3,2,1,1,1,0,6.2,5.4,0.3,5.7,6,20,55,0.24,0.0,0.24,0.16,0.16,0.49,0.03,0.52,0.43,0.46,standard,SWE,FW,29,1991,12.5,168,247,68.0,2188,346,96,128,75.0,56,86,65.1,3,5,60.0,0,0.3,0.4,-0.3,6,15,4,1,20,passing,SWE,FW,29,1991,12.5,377,13,27,199,155,53,376,6,4,66.7,2,33.3,154,631,267,6,7,5,44,9,271,55,possession,SWE,FW,29,1991,12.5,3,39,13,33.3,3.12,1.04,0.05,0.15,13.0,0,1,1,6.2,5.4,0.14,-3.2,-3.4,shooting,SWE,FW,29,1991,12.5,3,2,0,3,0,1,8,12.5,7,10,3,7,2,5,9,0,defense,SWE,FW,29,1991,12.5,1,0,0,21,7,7,2,2,2,1,0,0,23,79,63,55.6,misc
GER-Bundesliga,2020,Union Berlin,Sebastian Griesbeck,GER,MF,29,1990,24,8,890,9.9,0,0,0,0,0,0,3,0,0.5,0.5,0.0,0.5,3,20,24,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.05,0.05,0.05,standard,GER,MF,29,1990,9.9,165,231,71.4,2480,741,85,112,75.9,63,81,77.8,9,17,52.9,0,0.0,0.6,0.0,0,17,4,1,20,passing,GER,MF,29,1990,9.9,316,10,63,189,67,11,316,4,1,25.0,3,75.0,130,515,213,3,4,0,11,7,167,24,possession,GER,MF,29,1990,9.9,0,4,1,25.0,0.4,0.1,0.0,0.0,14.8,0,0,0,0.5,0.5,0.13,-0.5,-0.5,shooting,GER,MF,29,1990,9.9,20,9,8,11,1,8,19,42.1,11,13,3,10,5,25,8,0,defense,GER,MF,29,1990,9.9,3,0,0,16,7,3,4,5,9,1,0,0,46,15,20,42.9,misc
GER-Bundesliga,2020,Arminia,Sebastian Müller,GER,"MF,DF",19,2001,2,0,4,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,standard,GER,"MF,DF",19,2001,0.0,0,0,,0,0,0,0,,0,0,,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,passing,GER,"MF,DF",19,2001,0.0,1,0,0,0,1,0,1,0,0,,0,,1,0,0,0,0,0,1,0,1,1,possession,GER,"MF,DF",19,2001,0.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,shooting,GER,"MF,DF",19,2001,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,defense,GER,"MF,DF",19,2001,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,misc
