league,season,team,player,nation,pos,age,born,Playing Time MP,Playing Time Starts,Playing Time Min,Playing Time 90s,Performance Gls,Performance Ast,Performance G+A,Performance G-PK,Performance PK,Performance PKatt,Performance CrdY,Performance CrdR,Expected xG,Expected npxG,Expected xAG,Expected npxG+xAG,Progression PrgC,Progression PrgP,Progression PrgR,Per 90 Minutes Gls,Per 90 Minutes Ast,Per 90 Minutes G+A,Per 90 Minutes G-PK,Per 90 Minutes G+A-PK,Per 90 Minutes xG,Per 90 Minutes xAG,Per 90 Minutes xG+xAG,Per 90 Minutes npxG,Per 90 Minutes npxG+xAG,stat_type,nation_passing,pos_passing,age_passing,born_passing,90s,Total Cmp,Total Att,Total Cmp%,Total TotDist,Total PrgDist,Short Cmp,Short Att,Short Cmp%,Medium Cmp,Medium Att,Medium Cmp%,Long Cmp,Long Att,Long Cmp%,Ast,xAG,Expected xA,Expected A-xAG,KP,1/3,PPA,CrsPA,PrgP,stat_type_passing,nation_possession,pos_possession,age_possession,born_possession,90s_possession,Touches Touches,Touches Def Pen,Touches Def 3rd,Touches Mid 3rd,Touches Att 3rd,Touches Att Pen,Touches Live,Take-Ons Att,Take-Ons Succ,Take-Ons Succ%,Take-Ons Tkld,Take-Ons Tkld%,Carries Carries,Carries TotDist,Carries PrgDist,Carries PrgC,Carries 1/3,Carries CPA,Carries Mis,Carries Dis,Receiving Rec,Receiving PrgR,stat_type_possession,nation_shooting,pos_shooting,age_shooting,born_shooting,90s_shooting,Standard Gls,Standard Sh,Standard SoT,Standard SoT%,Standard Sh/90,Standard SoT/90,Standard G/Sh,Standard G/SoT,Standard Dist,Standard FK,Standard PK,Standard PKatt,Expected xG_shooting,Expected npxG_shooting,Expected npxG/Sh,Expected G-xG,Expected np:G-xG,stat_type_shooting,nation_defense,pos_defense,age_defense,born_defense,90s_defense,Tackles Tkl,Tackles TklW,Tackles Def 3rd,Tackles Mid 3rd,Tackles Att 3rd,Challenges Tkl,Challenges Att,Challenges Tkl%,Challenges Lost,Blocks Blocks,Blocks Sh,Blocks Pass,Int,Tkl+Int,Clr,Err,stat_type_defense,nation_misc,pos_misc,age_misc,born_misc,90s_misc,Performance CrdY_misc,Performance CrdR_misc,Performance 2CrdY,Performance Fls,Performance Fld,Performance Off,Performance Crs,Performance Int,Performance TklW,Performance PKwon,Performance PKcon,Performance OG,Performance Recov,Aerial Duels Won,Aerial Duels Lost,Aerial Duels Won%,stat_type_misc
GER-Bundesliga,2020,Werder Bremen,Philipp Bargfrede,GER,MF,31,1989,1,0,27,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,standard,GER,MF,31,1989,0.3,15,16,93.8,239,90,9,9,100.0,6,6,100.0,0,0,,0,0.0,0.0,0.0,0,2,0,0,2,passing,GER,MF,31,1989,0.3,19,3,8,9,2,0,19,0,0,,0,,12,54,31,1,0,0,0,1,10,1,possession,GER,MF,31,1989,0.3,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,shooting,GER,MF,31,1989,0.3,0,0,0,0,0,0,0,,0,0,0,0,0,0,3,0,defense,GER,MF,31,1989,0.3,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,,misc
GER-Bundesliga,2020,Stuttgart,Philipp Förster,GER,MF,25,1995,25,17,1509,16.8,3,1,4,3,0,1,4,0,3.5,2.7,2.3,5.0,69,93,117,0.18,0.06,0.24,0.18,0.24,0.21,0.14,0.35,0.16,0.3,standard,GER,MF,25,1995,16.8,550,697,78.9,7775,2454,327,376,87.0,167,202,82.7,26,47,55.3,1,2.3,3.6,-1.3,28,61,32,3,93,passing,GER,MF,25,1995,16.8,869,10,95,430,360,51,868,29,13,44.8,16,55.2,530,4034,2182,69,60,15,45,15,643,117,possession,GER,MF,25,1995,16.8,3,19,10,52.6,1.13,0.6,0.16,0.3,16.1,0,0,1,3.5,2.7,0.14,-0.5,0.3,shooting,GER,MF,25,1995,16.8,22,13,7,12,3,6,25,24.0,19,18,1,17,15,37,2,0,defense,GER,MF,25,1995,16.8,4,0,0,25,21,4,21,15,13,0,0,0,86,4,15,21.1,misc
GER-Bundesliga,2020,Stuttgart,Philipp Klement,GER,"MF,FW",27,1992,18,2,421,4.7,1,2,3,1,0,0,0,0,0.3,0.3,1.6,1.9,13,42,26,0.21,0.43,0.64,0.21,0.64,0.06,0.35,0.41,0.06,0.41,standard,GER,"MF,FW",27,1992,4.7,283,360,78.6,5075,1625,122,133,91.7,107,128,83.6,41,71,57.7,2,1.6,1.6,0.4,18,30,10,1,42,passing,GER,"MF,FW",27,1992,4.7,416,10,61,236,122,4,416,9,6,66.7,3,33.3,219,1391,636,13,8,0,13,9,275,26,possession,GER,"MF,FW",27,1992,4.7,1,7,3,42.9,1.5,0.64,0.14,0.33,25.7,1,0,0,0.3,0.3,0.04,0.7,0.7,shooting,GER,"MF,FW",27,1992,4.7,7,3,6,0,1,3,7,42.9,4,9,2,7,6,13,7,0,defense,GER,"MF,FW",27,1992,4.7,0,0,0,6,2,0,35,6,3,0,0,0,30,4,7,36.4,misc
GER-Bundesliga,2020,Freiburg,Philipp Lienhart,AUT,DF,24,1996,34,34,2993,33.3,4,0,4,4,0,0,4,0,1.9,1.9,0.2,2.0,16,76,7,0.12,0.0,0.12,0.12,0.12,0.06,0.01,0.06,0.06,0.06,standard,AUT,DF,24,1996,33.3,1661,1957,84.9,35640,11078,403,456,88.4,1021,1075,95.0,230,393,58.5,0,0.2,0.3,-0.2,5,64,1,0,76,passing,AUT,DF,24,1996,33.3,2192,220,1278,865,63,15,2192,7,4,57.1,3,42.9,1368,7865,4247,16,13,1,11,2,1495,7,possession,AUT,DF,24,1996,33.3,4,10,4,40.0,0.3,0.12,0.4,1.0,8.5,0,0,0,1.9,1.9,0.19,2.1,2.1,shooting,AUT,DF,24,1996,33.3,21,13,12,7,2,9,20,45.0,11,30,21,9,42,63,100,0,defense,AUT,DF,24,1996,33.3,4,0,0,16,35,3,3,42,13,0,0,0,169,59,43,57.8,misc
GER-Bundesliga,2020,Hoffenheim,Philipp Pentke,GER,GK,35,1985,3,3,270,3.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,standard,GER,GK,35,1985,3.0,93,109,85.3,2080,1422,32,32,100.0,43,44,97.7,18,33,54.5,0,0.0,0.0,0.0,0,1,0,0,0,passing,GER,GK,35,1985,3.0,114,79,113,1,0,0,114,0,0,,0,,69,298,171,0,0,0,1,0,69,0,possession,GER,GK,35,1985,3.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,shooting,GER,GK,35,1985,3.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,defense,GER,GK,35,1985,3.0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,100.0,misc
GER-Bundesliga,2020,Mainz 05,Phillipp Mwene,AUT,"DF,MF",26,1994,20,19,1674,18.6,1,2,3,1,0,0,3,0,0.5,0.5,1.6,2.1,24,39,72,0.05,0.11,0.16,0.05,0.16,0.03,0.09,0.11,0.03,0.11,standard,AUT,"DF,MF",26,1994,18.6,344,586,58.7,5982,2798,169,216,78.2,116,197,58.9,46,107,43.0,2,1.6,2.2,0.4,16,23,21,11,39,passing,AUT,"DF,MF",26,1994,18.6,777,42,227,299,258,14,777,26,15,57.7,11,42.3,343,1746,766,24,19,4,26,9,355,72,possession,AUT,"DF,MF",26,1994,18.6,1,7,3,42.9,0.38,0.16,0.14,0.33,23.1,0,0,0,0.5,0.5,0.07,0.5,0.5,shooting,AUT,"DF,MF",26,1994,18.6,36,23,21,11,4,19,38,50.0,19,26,3,23,24,60,33,0,defense,AUT,"DF,MF",26,1994,18.6,3,0,0,29,14,1,97,24,23,0,1,0,105,9,16,36.0,misc
GER-Bundesliga,2020,Mainz 05,Pierre Kunde,CMR,MF,25,1995,11,6,513,5.7,0,0,0,0,0,0,1,0,0.2,0.2,0.7,0.9,6,23,7,0.0,0.0,0.0,0.0,0.0,0.03,0.12,0.15,0.03,0.15,standard,CMR,MF,25,1995,5.7,212,282,75.2,4031,1296,92,110,83.6,87,109,79.8,30,51,58.8,0,0.7,1.2,-0.7,5,21,5,2,23,passing,CMR,MF,25,1995,5.7,351,14,66,220,67,1,351,9,5,55.6,4,44.4,188,892,443,6,6,0,9,6,213,7,possession,CMR,MF,25,1995,5.7,0,7,0,0.0,1.23,0.0,0.0,,28.0,0,0,0,0.2,0.2,0.03,-0.2,-0.2,shooting,CMR,MF,25,1995,5.7,8,4,1,5,2,2,9,22.2,7,6,0,6,10,18,9,0,defense,CMR,MF,25,1995,5.7,1,0,0,10,9,1,16,10,4,0,0,0,38,2,3,40.0,misc
GER-Bundesliga,2020,RB Leipzig,Péter Gulácsi,HUN,GK,30,1990,33,33,2970,33.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,standard,HUN,GK,30,1990,33.0,1023,1172,87.3,24225,15489,234,235,99.6,542,546,99.3,242,385,62.9,0,0.0,0.1,0.0,0,17,1,0,3,passing,HUN,GK,30,1990,33.0,1215,909,1193,22,0,0,1215,0,0,,0,,742,3167,1540,0,0,0,1,0,678,0,possession,HUN,GK,30,1990,33.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,shooting,HUN,GK,30,1990,33.0,1,0,1,0,0,1,2,50.0,1,0,0,0,2,3,7,0,defense,HUN,GK,30,1990,33.0,0,0,0,0,1,0,0,2,0,0,0,0,73,3,0,100.0,misc
GER-Bundesliga,2020,Schalke 04,Rabbi Matondo,WAL,"FW,MF",19,2000,3,3,220,2.4,0,0,0,0,0,0,0,0,0.0,0.0,0.2,0.2,4,4,11,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.06,0.0,0.06,standard,WAL,"FW,MF",19,2000,2.4,34,41,82.9,534,59,19,22,86.4,12,12,100.0,2,3,66.7,0,0.2,0.1,-0.2,3,1,3,0,4,passing,WAL,"FW,MF",19,2000,2.4,58,1,12,20,29,0,58,5,1,20.0,4,80.0,42,456,221,4,3,1,7,4,40,11,possession,WAL,"FW,MF",19,2000,2.4,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,shooting,WAL,"FW,MF",19,2000,2.4,3,2,0,3,0,2,3,66.7,1,1,0,1,1,4,1,0,defense,WAL,"FW,MF",19,2000,2.4,0,0,0,2,1,1,0,1,2,0,0,0,10,1,2,33.3,misc
GER-Bundesliga,2020,Köln,Rafael Czichos,GER,DF,30,1990,28,26,2259,25.1,1,0,1,1,0,0,7,0,1.8,1.8,0.1,1.9,21,103,6,0.04,0.0,0.04,0.04,0.04,0.07,0.01,0.08,0.07,0.08,standard,GER,DF,30,1990,25.1,1103,1348,81.8,23181,9992,316,365,86.6,604,667,90.6,172,283,60.8,0,0.1,0.7,-0.1,3,76,7,2,103,passing,GER,DF,30,1990,25.1,1623,200,920,683,29,15,1623,11,5,45.5,6,54.5,926,4912,2998,21,4,0,5,2,984,6,possession,GER,DF,30,1990,25.1,1,10,2,20.0,0.4,0.08,0.1,0.5,7.1,0,0,0,1.8,1.8,0.18,-0.8,-0.8,shooting,GER,DF,30,1990,25.1,48,24,33,13,2,23,42,54.8,19,25,9,16,53,101,109,0,defense,GER,DF,30,1990,25.1,7,0,0,26,14,2,4,53,24,0,1,0,157,64,49,56.6,misc
GER-Bundesliga,2020,Augsburg,Rafał Gikiewicz,POL,GK,32,1987,34,34,3060,34.0,0,0,0,0,0,0,3,0,0.0,0.0,0.0,0.0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,standard,POL,GK,32,1987,34.0,964,1389,69.4,27513,18804,166,169,98.2,452,462,97.8,343,750,45.7,0,0.0,0.1,0.0,0,17,1,0,1,passing,POL,GK,32,1987,34.0,1490,1209,1478,12,0,0,1490,1,1,100.0,0,0.0,853,4534,2899,0,0,0,1,0,634,0,possession,POL,GK,32,1987,34.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,shooting,POL,GK,32,1987,34.0,0,0,0,0,0,0,3,0.0,3,0,0,0,3,3,9,1,defense,POL,GK,32,1987,34.0,3,0,0,0,3,0,0,3,0,0,0,0,42,9,1,90.0,misc
GER-Bundesliga,2020,Eint Frankfurt,Ragnar Ache,GER,"FW,DF",22,1998,7,0,100,1.1,1,0,1,1,0,0,1,0,0.1,0.1,0.0,0.1,3,3,12,0.9,0.0,0.9,0.9,0.9,0.13,0.0,0.13,0.13,0.13,standard,GER,"FW,DF",22,1998,1.1,19,32,59.4,222,43,12,17,70.6,5,6,83.3,0,0,,0,0.0,0.0,0.0,0,2,0,0,3,passing,GER,"FW,DF",22,1998,1.1,53,1,2,27,25,10,53,0,0,,0,,17,109,34,3,4,1,7,2,36,12,possession,GER,"FW,DF",22,1998,1.1,1,2,1,50.0,1.8,0.9,0.5,1.0,13.7,0,0,0,0.1,0.1,0.07,0.9,0.9,shooting,GER,"FW,DF",22,1998,1.1,2,0,0,1,1,0,0,,0,1,0,1,1,3,1,0,defense,GER,"FW,DF",22,1998,1.1,1,0,0,5,1,1,1,1,0,0,0,0,3,9,7,56.3,misc
GER-Bundesliga,2020,Schalke 04,Ralf Fährmann,GER,GK,31,1988,22,22,1876,20.8,0,0,0,0,0,0,2,0,0.1,0.1,0.1,0.2,0,0,0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.01,0.01,standard,GER,GK,31,1988,20.8,533,824,64.7,14348,9652,101,101,100.0,259,269,96.3,169,445,38.0,0,0.1,0.0,-0.1,2,8,0,0,0,passing,GER,GK,31,1988,20.8,898,725,889,11,1,1,898,0,0,,0,,462,2566,1552,0,1,1,0,1,361,0,possession,GER,GK,31,1988,20.8,0,1,0,0.0,0.05,0.0,0.0,,7.2,0,0,0,0.1,0.1,0.14,-0.1,-0.1,shooting,GER,GK,31,1988,20.8,2,1,2,0,0,1,2,50.0,1,0,0,0,1,3,9,3,defense,GER,GK,31,1988,20.8,2,0,0,0,4,0,0,1,1,0,0,0,28,7,0,100.0,misc
GER-Bundesliga,2020,Gladbach,Ramy Bensebaini,ALG,DF,25,1995,25,20,1811,20.1,4,0,4,3,1,1,7,0,2.3,1.6,1.2,2.7,27,83,64,0.2,0.0,0.2,0.15,0.15,0.12,0.06,0.17,0.08,0.14,standard,ALG,DF,25,1995,20.1,997,1237,80.6,16182,6299,492,553,89.0,399,480,83.1,73,130,56.2,0,1.2,1.1,-1.2,10,59,12,4,83,passing,ALG,DF,25,1995,20.1,1521,97,560,779,202,32,1520,22,13,59.1,9,40.9,780,3405,1829,27,15,5,32,10,866,64,possession,ALG,DF,25,1995,20.1,4,21,7,33.3,1.04,0.35,0.14,0.43,16.0,0,1,1,2.3,1.6,0.07,1.7,1.4,shooting,ALG,DF,25,1995,20.1,43,24,27,13,3,26,42,61.9,16,39,7,32,47,90,66,0,defense,ALG,DF,25,1995,20.1,7,0,0,34,30,2,18,47,24,0,2,0,148,41,25,62.1,misc
GER-Bundesliga,2020,Augsburg,Rani Khedira,GER,MF,26,1994,27,23,1818,20.2,1,0,1,1,0,0,5,0,1.1,1.1,0.2,1.3,9,56,15,0.05,0.0,0.05,0.05,0.05,0.06,0.01,0.07,0.06,0.07,standard,GER,MF,26,1994,20.2,469,663,70.7,7837,2276,206,268,76.9,205,254,80.7,33,78,42.3,0,0.2,0.7,-0.2,6,30,9,2,56,passing,GER,MF,26,1994,20.2,837,64,297,446,96,15,837,2,2,100.0,0,0.0,356,1465,548,9,7,1,16,6,449,15,possession,GER,MF,26,1994,20.2,1,10,4,40.0,0.5,0.2,0.1,0.25,18.8,0,0,0,1.1,1.1,0.11,-0.1,-0.1,shooting,GER,MF,26,1994,20.2,29,10,13,15,1,10,20,50.0,10,14,5,9,31,60,47,0,defense,GER,MF,26,1994,20.2,5,0,0,23,19,1,6,31,10,0,1,0,82,39,26,60.0,misc
GER-Bundesliga,2020,Augsburg,Raphael Framberger,GER,DF,24,1995,21,19,1540,17.1,0,1,1,0,0,0,6,1,0.0,0.0,2.0,2.1,48,36,63,0.0,0.06,0.06,0.0,0.06,0.0,0.12,0.12,0.0,0.12,standard,GER,DF,24,1995,17.1,478,745,64.2,7422,3787,270,328,82.3,167,256,65.2,31,97,32.0,1,2.0,1.4,-1.0,11,31,13,9,36,passing,GER,DF,24,1995,17.1,979,71,393,381,216,9,979,21,9,42.9,12,57.1,396,2688,1506,48,31,5,29,17,429,63,possession,GER,DF,24,1995,17.1,0,1,1,100.0,0.06,0.06,0.0,0.0,26.0,0,0,0,0.0,0.0,0.03,0.0,0.0,shooting,GER,DF,24,1995,17.1,42,23,26,11,5,19,25,76.0,6,24,2,22,36,78,62,1,defense,GER,DF,24,1995,17.1,6,1,1,13,12,1,55,36,23,0,2,1,75,21,26,44.7,misc
GER-Bundesliga,2020,Dortmund,Raphaël Guerreiro,POR,DF,26,1993,27,25,2218,24.6,5,10,15,5,0,0,1,0,3.8,3.8,7.4,11.2,86,243,169,0.2,0.41,0.61,0.2,0.61,0.15,0.3,0.45,0.15,0.45,standard,POR,DF,26,1993,24.6,1841,2151,85.6,27469,10173,1054,1151,91.6,613,704,87.1,112,172,65.1,10,7.4,8.7,2.6,55,188,56,10,243,passing,POR,DF,26,1993,24.6,2384,61,489,1153,754,94,2384,48,32,66.7,16,33.3,1419,6892,4115,86,59,17,40,19,1733,169,possession,POR,DF,26,1993,24.6,5,37,15,40.5,1.5,0.61,0.14,0.33,20.0,3,0,0,3.8,3.8,0.1,1.2,1.2,shooting,POR,DF,26,1993,24.6,30,13,14,8,8,16,31,51.6,15,21,4,17,28,58,31,1,defense,POR,DF,26,1993,24.6,1,0,0,10,12,2,70,28,13,0,0,0,174,6,17,26.1,misc
GER-Bundesliga,2020,Augsburg,Reece Oxford,ENG,DF,21,1998,24,13,1358,15.1,0,0,0,0,0,0,2,0,1.2,1.2,0.0,1.2,6,63,1,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.08,0.08,0.08,standard,ENG,DF,21,1998,15.1,564,689,81.9,10729,4137,198,227,87.2,315,344,91.6,48,96,50.0,0,0.0,0.4,0.0,1,29,3,1,63,passing,ENG,DF,21,1998,15.1,889,139,432,417,43,15,889,6,4,66.7,2,33.3,478,2514,1381,6,4,0,5,4,516,1,possession,ENG,DF,21,1998,15.1,0,6,1,16.7,0.4,0.07,0.0,0.0,9.4,0,0,0,1.2,1.2,0.19,-1.2,-1.2,shooting,ENG,DF,21,1998,15.1,26,18,15,11,0,10,17,58.8,7,28,22,6,29,55,89,0,defense,ENG,DF,21,1998,15.1,2,0,0,14,13,0,1,29,18,0,2,0,63,51,39,56.7,misc
GER-Bundesliga,2020,Arminia,Reinhold Yabo,GER,"MF,FW",28,1992,13,8,647,7.2,1,0,1,1,0,0,1,0,0.5,0.5,0.1,0.7,10,18,31,0.14,0.0,0.14,0.14,0.14,0.07,0.02,0.09,0.07,0.09,standard,GER,"MF,FW",28,1992,7.2,120,166,72.3,1881,457,64,80,80.0,41,56,73.2,10,15,66.7,0,0.1,0.2,-0.1,3,13,3,0,18,passing,GER,"MF,FW",28,1992,7.2,209,2,26,113,72,9,209,8,2,25.0,6,75.0,130,705,289,10,6,2,6,6,148,31,possession,GER,"MF,FW",28,1992,7.2,1,8,1,12.5,1.11,0.14,0.13,1.0,18.8,0,0,0,0.5,0.5,0.06,0.5,0.5,shooting,GER,"MF,FW",28,1992,7.2,5,2,2,2,1,2,9,22.2,7,6,1,5,4,9,1,0,defense,GER,"MF,FW",28,1992,7.2,1,0,0,6,6,4,7,4,2,0,0,0,19,3,6,33.3,misc
GER-Bundesliga,2020,Dortmund,Reinier,BRA,"MF,FW",18,2002,14,1,257,2.9,1,1,2,1,0,0,0,0,0.5,0.5,0.3,0.7,7,5,11,0.35,0.35,0.7,0.35,0.7,0.17,0.09,0.26,0.17,0.26,standard,BRA,"MF,FW",18,2002,2.9,103,121,85.1,1220,250,63,69,91.3,27,32,84.4,1,3,33.3,1,0.3,0.4,0.7,3,3,3,0,5,passing,BRA,"MF,FW",18,2002,2.9,153,3,24,70,60,11,153,4,2,50.0,2,50.0,74,351,154,7,4,2,5,2,107,11,possession,BRA,"MF,FW",18,2002,2.9,1,3,1,33.3,1.05,0.35,0.33,1.0,11.3,0,0,0,0.5,0.5,0.16,0.5,0.5,shooting,BRA,"MF,FW",18,2002,2.9,9,4,6,1,2,2,4,50.0,2,4,1,3,2,11,0,0,defense,BRA,"MF,FW",18,2002,2.9,0,0,0,3,4,1,2,2,4,0,0,0,14,4,4,50.0,misc
GER-Bundesliga,2020,Wolfsburg,Renato Steffen,SUI,"FW,MF",28,1991,21,19,1566,17.4,5,4,9,5,0,0,3,0,4.1,4.1,2.3,6.4,39,69,113,0.29,0.23,0.52,0.29,0.52,0.24,0.13,0.37,0.24,0.37,standard,SUI,"FW,MF",28,1991,17.4,458,647,70.8,7366,1876,253,306,82.7,159,231,68.8,35,60,58.3,4,2.3,2.7,1.7,20,46,20,6,69,passing,SUI,"FW,MF",28,1991,17.4,827,19,108,431,299,53,827,18,8,44.4,10,55.6,451,2132,1053,39,31,11,41,20,547,113,possession,SUI,"FW,MF",28,1991,17.4,5,30,14,46.7,1.72,0.8,0.17,0.36,15.3,0,0,0,4.1,4.1,0.14,0.9,0.9,shooting,SUI,"FW,MF",28,1991,17.4,24,15,6,12,6,13,24,54.2,11,21,2,19,22,46,15,0,defense,SUI,"FW,MF",28,1991,17.4,3,0,0,31,18,2,47,22,15,0,0,0,96,16,27,37.2,misc
GER-Bundesliga,2020,Mainz 05,Ridle Baku,GER,DF,22,1998,2,2,180,2.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,7,11,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,standard,GER,DF,22,1998,2.0,63,91,69.2,1038,521,37,43,86.0,17,27,63.0,8,17,47.1,0,0.0,0.1,0.0,0,7,3,1,11,passing,GER,DF,22,1998,2.0,110,10,45,48,20,2,110,3,2,66.7,1,33.3,43,267,206,7,5,0,3,1,56,7,possession,GER,DF,22,1998,2.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,shooting,GER,DF,22,1998,2.0,4,2,3,1,0,2,6,33.3,4,3,1,2,3,7,6,0,defense,GER,DF,22,1998,2.0,0,0,0,1,5,0,6,3,2,0,0,0,14,1,1,50.0,misc
GER-Bundesliga,2020,Wolfsburg,Ridle Baku,GER,"FW,DF",22,1998,32,31,2678,29.8,6,7,13,6,0,0,1,0,3.4,3.4,4.1,7.6,69,104,243,0.2,0.24,0.44,0.2,0.44,0.12,0.14,0.25,0.12,0.25,standard,GER,"FW,DF",22,1998,29.8,1095,1484,73.8,17435,5110,575,668,86.1,432,575,75.1,67,136,49.3,7,4.1,5.0,2.9,44,62,49,17,104,passing,GER,"FW,DF",22,1998,29.8,1843,41,358,821,685,75,1843,73,37,50.7,35,47.9,989,5064,2450,69,45,14,61,38,1141,243,possession,GER,"FW,DF",22,1998,29.8,6,35,12,34.3,1.18,0.4,0.17,0.5,18.7,0,0,0,3.4,3.4,0.1,2.6,2.6,shooting,GER,"FW,DF",22,1998,29.8,50,31,20,20,10,22,53,41.5,31,54,4,50,40,90,33,1,defense,GER,"FW,DF",22,1998,29.8,1,0,0,33,39,10,102,40,31,0,0,0,173,16,48,25.0,misc
GER-Bundesliga,2020,Arminia,Ritsu Doan,JPN,"MF,FW",22,1998,34,33,2768,30.8,5,2,7,5,0,0,1,0,5.2,5.1,3.6,8.7,88,86,169,0.16,0.07,0.23,0.16,0.23,0.17,0.12,0.29,0.17,0.28,standard,JPN,"MF,FW",22,1998,30.8,518,838,61.8,8608,3365,265,325,81.5,166,260,63.8,63,173,36.4,2,3.6,3.8,-1.6,45,49,28,9,86,passing,JPN,"MF,FW",22,1998,30.8,1287,10,151,557,606,88,1287,123,62,50.4,61,49.6,736,4483,2203,88,48,33,110,51,786,169,possession,JPN,"MF,FW",22,1998,30.8,5,69,21,30.4,2.24,0.68,0.07,0.24,19.9,7,0,0,5.2,5.1,0.07,-0.2,-0.1,shooting,JPN,"MF,FW",22,1998,30.8,53,31,22,19,12,19,52,36.5,33,42,1,41,31,84,11,0,defense,JPN,"MF,FW",22,1998,30.8,1,0,0,30,64,5,138,31,31,1,0,0,140,18,47,27.7,misc
GER-Bundesliga,2020,Union Berlin,Robert Andrich,GER,MF,25,1994,29,29,2526,28.1,5,2,7,5,0,0,5,1,2.6,2.6,2.0,4.5,25,128,31,0.18,0.07,0.25,0.18,0.25,0.09,0.07,0.16,0.09,0.16,standard,GER,MF,25,1994,28.1,1127,1442,78.2,19061,5611,534,632,84.5,460,553,83.2,99,170,58.2,2,2.0,2.4,0.0,20,111,12,0,128,passing,GER,MF,25,1994,28.1,1737,62,441,1041,273,21,1737,26,19,73.1,7,26.9,857,4119,1616,25,28,3,35,12,1079,31,possession,GER,MF,25,1994,28.1,5,41,9,22.0,1.46,0.32,0.12,0.56,24.0,4,0,0,2.6,2.6,0.06,2.4,2.4,shooting,GER,MF,25,1994,28.1,51,24,22,27,2,24,53,45.3,29,40,6,34,51,102,31,2,defense,GER,MF,25,1994,28.1,5,1,0,50,34,2,17,51,24,0,0,1,176,46,25,64.8,misc
GER-Bundesliga,2020,Mainz 05,Robert Glatzel,GER,FW,26,1994,13,3,359,4.0,2,1,3,2,0,0,0,0,2.8,2.8,0.5,3.3,9,12,38,0.5,0.25,0.75,0.5,0.75,0.7,0.12,0.82,0.7,0.82,standard,GER,FW,26,1994,4.0,90,133,67.7,1004,219,52,68,76.5,18,32,56.3,3,5,60.0,1,0.5,0.5,0.5,2,7,4,1,12,passing,GER,FW,26,1994,4.0,193,2,11,88,97,32,193,15,8,53.3,7,46.7,106,637,218,9,3,5,16,5,147,38,possession,GER,FW,26,1994,4.0,2,13,7,53.8,3.26,1.75,0.15,0.29,12.3,0,0,0,2.8,2.8,0.21,-0.8,-0.8,shooting,GER,FW,26,1994,4.0,1,0,1,0,0,0,2,0.0,2,2,0,2,0,1,2,0,defense,GER,FW,26,1994,4.0,0,0,0,15,7,1,1,0,0,0,0,0,23,16,32,33.3,misc
GER-Bundesliga,2020,Augsburg,Robert Gumny,POL,DF,22,1998,24,14,1377,15.3,1,0,1,1,0,0,4,0,0.5,0.5,0.6,1.1,24,27,62,0.07,0.0,0.07,0.07,0.07,0.03,0.04,0.07,0.03,0.07,standard,POL,DF,22,1998,15.3,435,590,73.7,6643,2518,232,267,86.9,170,221,76.9,20,55,36.4,0,0.6,0.7,-0.6,8,14,10,4,27,passing,POL,DF,22,1998,15.3,746,37,235,309,208,13,746,16,7,43.8,9,56.3,328,1727,806,24,12,3,25,17,359,62,possession,POL,DF,22,1998,15.3,1,6,3,50.0,0.39,0.2,0.17,0.33,16.5,0,0,0,0.5,0.5,0.08,0.5,0.5,shooting,POL,DF,22,1998,15.3,24,15,12,9,3,15,23,65.2,8,12,2,10,18,42,31,0,defense,POL,DF,22,1998,15.3,4,0,0,21,19,1,31,18,15,0,0,0,76,18,18,50.0,misc
