league,season,team,player,nation,pos,age,born,Playing Time MP,Playing Time Starts,Playing Time Min,Playing Time 90s,Performance Gls,Performance Ast,Performance G+A,Performance G-PK,Performance PK,Performance PKatt,Performance CrdY,Performance CrdR,Expected xG,Expected npxG,Expected xAG,Expected npxG+xAG,Progression PrgC,Progression PrgP,Progression PrgR,Per 90 Minutes Gls,Per 90 Minutes Ast,Per 90 Minutes G+A,Per 90 Minutes G-PK,Per 90 Minutes G+A-PK,Per 90 Minutes xG,Per 90 Minutes xAG,Per 90 Minutes xG+xAG,Per 90 Minutes npxG,Per 90 Minutes npxG+xAG,stat_type,nation_possession,pos_possession,age_possession,born_possession,90s,Touches Touches,Touches Def Pen,Touches Def 3rd,Touches Mid 3rd,Touches Att 3rd,Touches Att Pen,Touches Live,Take-Ons Att,Take-Ons Succ,Take-Ons Succ%,Take-Ons Tkld,Take-Ons Tkld%,Carries Carries,Carries TotDist,Carries PrgDist,Carries PrgC,Carries 1/3,Carries CPA,Carries Mis,Carries Dis,Receiving Rec,Receiving PrgR,stat_type_possession,nation_defense,pos_defense,age_defense,born_defense,90s_defense,Tackles Tkl,Tackles TklW,Tackles Def 3rd,Tackles Mid 3rd,Tackles Att 3rd,Challenges Tkl,Challenges Att,Challenges Tkl%,Challenges Lost,Blocks Blocks,Blocks Sh,Blocks Pass,Int,Tkl+Int,Clr,Err,stat_type_defense,nation_passing,pos_passing,age_passing,born_passing,90s_passing,Total Cmp,Total Att,Total Cmp%,Total TotDist,Total PrgDist,Short Cmp,Short Att,Short Cmp%,Medium Cmp,Medium Att,Medium Cmp%,Long Cmp,Long Att,Long Cmp%,Ast,xAG,Expected xA,Expected A-xAG,KP,1/3,PPA,CrsPA,PrgP,stat_type_passing,nation_misc,pos_misc,age_misc,born_misc,90s_misc,Performance CrdY_misc,Performance CrdR_misc,Performance 2CrdY,Performance Fls,Performance Fld,Performance Off,Performance Crs,Performance Int,Performance TklW,Performance PKwon,Performance PKcon,Performance OG,Performance Recov,Aerial Duels Won,Aerial Duels Lost,Aerial Duels Won%,stat_type_misc,nation_shooting,pos_shooting,age_shooting,born_shooting,90s_shooting,Standard Gls,Standard Sh,Standard SoT,Standard SoT%,Standard Sh/90,Standard SoT/90,Standard G/Sh,Standard G/SoT,Standard Dist,Standard FK,Standard PK,Standard PKatt,Expected xG_shooting,Expected npxG_shooting,Expected npxG/Sh,Expected G-xG,Expected np:G-xG,stat_type_shooting
ITA-Serie A,2021,Udinese,Ryder Matos,BRA,MF,27,1993,1,0,13,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,4,0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.31,0.31,0.0,0.31,standard,BRA,MF,27,1993,0.1,8,0,0,5,4,1,8,1,1,100.0,0,0.0,9,84,59,4,1,0,0,1,10,4,possession,BRA,MF,27,1993,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,defense,BRA,MF,27,1993,0.1,6,8,75.0,87,34,5,6,83.3,0,0,,1,2,50.0,0,0.0,0.0,0.0,1,1,1,1,0,passing,BRA,MF,27,1993,0.1,0,0,0,0,2,0,2,0,0,0,0,0,0,0,1,0.0,misc,BRA,MF,27,1993,0.1,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,shooting
ITA-Serie A,2021,Cagliari,Răzvan Marin,ROU,MF,24,1996,37,35,2965,32.9,3,6,9,3,0,0,6,0,1.4,1.4,4.7,6.1,45,159,80,0.09,0.18,0.27,0.09,0.27,0.04,0.14,0.18,0.04,0.18,standard,ROU,MF,24,1996,32.9,1984,44,383,1089,543,32,1984,73,34,46.6,39,53.4,1065,6302,2962,45,48,7,49,25,1282,80,possession,ROU,MF,24,1996,32.9,54,33,26,22,6,27,53,50.9,26,29,10,19,29,83,15,0,defense,ROU,MF,24,1996,32.9,1389,1698,81.8,24363,7325,631,696,90.7,548,617,88.8,163,297,54.9,6,4.7,4.8,1.3,69,142,30,5,159,passing,ROU,MF,24,1996,32.9,6,0,0,49,23,2,161,29,33,0,0,0,186,10,18,35.7,misc,ROU,MF,24,1996,32.9,3,27,10,37.0,0.82,0.3,0.11,0.3,24.6,1,0,0,1.4,1.4,0.05,1.6,1.6,shooting
ITA-Serie A,2021,Spezia,Salvador Ferrer,ESP,DF,22,1998,18,14,1190,13.2,0,1,1,0,0,0,4,0,0.1,0.1,1.3,1.4,28,46,49,0.0,0.08,0.08,0.0,0.08,0.01,0.1,0.1,0.01,0.1,standard,ESP,DF,22,1998,13.2,1037,49,341,462,243,6,1037,8,5,62.5,3,37.5,547,2541,1299,28,19,0,12,7,601,49,possession,ESP,DF,22,1998,13.2,20,10,10,8,2,8,22,36.4,14,13,4,9,24,44,37,1,defense,ESP,DF,22,1998,13.2,676,908,74.4,12680,4232,291,339,85.8,273,348,78.4,106,172,61.6,1,1.3,0.9,-0.3,14,35,19,16,46,passing,ESP,DF,22,1998,13.2,4,0,0,15,7,0,57,24,10,0,1,0,78,25,16,61.0,misc,ESP,DF,22,1998,13.2,0,3,1,33.3,0.23,0.08,0.0,0.0,19.9,0,0,0,0.1,0.1,0.03,-0.1,-0.1,shooting
ITA-Serie A,2021,Crotone,Salvatore Molina,ITA,"MF,DF",28,1992,29,28,2315,25.7,1,4,5,1,0,0,1,0,0.7,0.7,2.3,3.0,34,97,87,0.04,0.16,0.19,0.04,0.19,0.03,0.09,0.12,0.03,0.12,standard,ITA,"MF,DF",28,1992,25.7,1326,84,402,605,334,21,1326,44,25,56.8,19,43.2,758,4143,1790,34,27,5,36,30,869,87,possession,ITA,"MF,DF",28,1992,25.7,39,22,18,14,7,29,45,64.4,16,30,8,22,17,56,41,0,defense,ITA,"MF,DF",28,1992,25.7,842,1082,77.8,14821,4433,405,448,90.4,329,401,82.0,93,172,54.1,4,2.3,2.1,1.7,23,59,32,17,97,passing,ITA,"MF,DF",28,1992,25.7,1,0,0,23,39,2,71,17,22,0,0,1,161,21,18,53.8,misc,ITA,"MF,DF",28,1992,25.7,1,15,5,33.3,0.58,0.19,0.07,0.2,21.5,0,0,0,0.7,0.7,0.05,0.3,0.3,shooting
ITA-Serie A,2021,Torino,Salvatore Sirigu,ITA,GK,33,1987,32,32,2880,32.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,standard,ITA,GK,33,1987,32.0,1073,884,1066,8,0,0,1073,0,0,,0,,515,2477,1672,0,0,0,2,0,420,0,possession,ITA,GK,33,1987,32.0,1,0,1,0,0,1,2,50.0,1,0,0,0,0,1,6,2,defense,ITA,GK,33,1987,32.0,711,1006,70.7,19538,14210,174,175,99.4,273,283,96.5,256,537,47.7,0,0.0,0.0,0.0,0,17,0,0,0,passing,ITA,GK,33,1987,32.0,0,0,0,1,3,0,0,0,0,0,1,0,42,4,1,80.0,misc,ITA,GK,33,1987,32.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,shooting
ITA-Serie A,2021,Atalanta,Sam Lammers,NED,"FW,MF",23,1997,15,1,291,3.2,2,0,2,2,0,0,0,0,1.3,1.3,0.4,1.7,9,8,44,0.62,0.0,0.62,0.62,0.62,0.4,0.12,0.52,0.4,0.52,standard,NED,"FW,MF",23,1997,3.2,170,3,7,67,97,26,170,18,13,72.2,5,27.8,111,538,212,9,5,8,17,13,144,44,possession,NED,"FW,MF",23,1997,3.2,2,0,0,2,0,0,6,0.0,6,0,0,0,0,2,3,0,defense,NED,"FW,MF",23,1997,3.2,96,122,78.7,1166,181,64,79,81.0,23,27,85.2,1,3,33.3,0,0.4,0.2,-0.4,4,5,3,0,8,passing,NED,"FW,MF",23,1997,3.2,0,0,0,5,5,2,0,0,0,0,0,0,8,6,6,50.0,misc,NED,"FW,MF",23,1997,3.2,2,9,4,44.4,2.78,1.24,0.22,0.5,13.8,0,0,0,1.3,1.3,0.14,0.7,0.7,shooting
ITA-Serie A,2021,Inter,Samir Handanović,SVN,GK,36,1984,37,37,3240,36.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,standard,SVN,GK,36,1984,36.0,1131,1024,1130,2,0,0,1131,0,0,,0,,653,3012,2005,0,0,0,0,0,620,0,possession,SVN,GK,36,1984,36.0,1,0,1,0,0,1,1,100.0,0,0,0,0,0,1,6,3,defense,SVN,GK,36,1984,36.0,934,1080,86.5,22303,14189,210,210,100.0,508,515,98.6,215,349,61.6,0,0.0,0.0,0.0,0,5,1,0,0,passing,SVN,GK,36,1984,36.0,1,0,0,0,5,0,0,0,0,0,0,1,33,6,0,100.0,misc,SVN,GK,36,1984,36.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,shooting
ITA-Serie A,2021,Udinese,Samir Santos,BRA,DF,25,1994,30,24,2216,24.6,1,0,1,1,0,0,6,0,1.3,1.3,0.6,2.0,24,88,23,0.04,0.0,0.04,0.04,0.04,0.05,0.03,0.08,0.05,0.08,standard,BRA,DF,25,1994,24.6,1562,116,642,791,139,22,1562,8,6,75.0,2,25.0,896,3762,2064,24,24,1,11,14,1038,23,possession,BRA,DF,25,1994,24.6,40,23,26,12,2,13,29,44.8,16,33,17,16,58,98,60,1,defense,BRA,DF,25,1994,24.6,1132,1317,86.0,18965,7117,527,558,94.4,519,583,89.0,69,131,52.7,0,0.6,0.6,-0.6,9,75,5,3,88,passing,BRA,DF,25,1994,24.6,6,0,0,39,36,3,18,58,23,0,0,0,97,49,32,60.5,misc,BRA,DF,25,1994,24.6,1,11,3,27.3,0.45,0.12,0.09,0.33,11.1,0,0,0,1.3,1.3,0.12,-0.3,-0.3,shooting
ITA-Serie A,2021,Torino,Samir Ujkani,KVX,GK,32,1988,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,standard,KVX,GK,32,1988,1.0,29,26,29,0,0,0,29,0,0,,0,,17,70,33,0,0,0,0,0,13,0,possession,KVX,GK,32,1988,1.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,defense,KVX,GK,32,1988,1.0,23,27,85.2,622,503,1,1,100.0,12,12,100.0,9,12,75.0,0,0.0,0.0,0.0,0,0,0,0,0,passing,KVX,GK,32,1988,1.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,misc,KVX,GK,32,1988,1.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,shooting
ITA-Serie A,2021,Milan,Samu Castillejo,ESP,FW,25,1995,28,12,1181,13.1,1,0,1,1,0,0,5,0,2.5,2.5,0.7,3.2,41,41,90,0.08,0.0,0.08,0.08,0.08,0.19,0.05,0.24,0.19,0.24,standard,ESP,FW,25,1995,13.1,614,9,84,274,269,43,614,47,30,63.8,17,36.2,394,2598,1189,41,30,16,21,23,428,90,possession,ESP,FW,25,1995,13.1,24,12,9,14,1,14,40,35.0,26,21,0,21,6,30,9,0,defense,ESP,FW,25,1995,13.1,356,451,78.9,5632,1329,183,210,87.1,122,142,85.9,32,53,60.4,0,0.7,0.8,-0.7,10,25,16,5,41,passing,ESP,FW,25,1995,13.1,5,0,0,25,30,4,34,6,12,1,0,0,78,8,20,28.6,misc,ESP,FW,25,1995,13.1,1,25,7,28.0,1.91,0.53,0.04,0.14,17.8,1,0,0,2.5,2.5,0.1,-1.5,-1.5,shooting
ITA-Serie A,2021,Crotone,Samuel Di Carmine,ITA,FW,31,1988,11,6,475,5.3,0,0,0,0,0,0,1,0,0.5,0.5,0.0,0.5,5,10,21,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.1,0.1,0.1,standard,ITA,FW,31,1988,5.3,140,5,13,78,49,9,140,2,0,0.0,2,100.0,81,308,88,5,3,1,8,5,114,21,possession,ITA,FW,31,1988,5.3,2,2,1,0,1,1,3,33.3,2,2,0,2,0,2,5,0,defense,ITA,FW,31,1988,5.3,74,97,76.3,1058,116,37,44,84.1,23,32,71.9,5,6,83.3,0,0.0,0.1,0.0,0,3,3,0,10,passing,ITA,FW,31,1988,5.3,1,0,0,5,15,0,3,0,2,1,0,0,12,15,15,50.0,misc,ITA,FW,31,1988,5.3,0,6,1,16.7,1.14,0.19,0.0,0.0,12.1,0,0,0,0.5,0.5,0.09,-0.5,-0.5,shooting
ITA-Serie A,2021,Hellas Verona,Samuel Di Carmine,ITA,FW,31,1988,11,6,500,5.6,0,0,0,0,0,0,1,0,1.4,1.4,0.1,1.5,10,7,44,0.0,0.0,0.0,0.0,0.0,0.3,0.03,0.33,0.3,0.33,standard,ITA,FW,31,1988,5.6,169,5,10,80,80,22,169,3,2,66.7,1,33.3,95,520,174,10,4,3,14,13,154,44,possession,ITA,FW,31,1988,5.6,1,2,0,1,0,0,3,0.0,3,1,0,1,0,1,5,0,defense,ITA,FW,31,1988,5.6,81,134,60.4,928,95,51,74,68.9,21,39,53.8,2,2,100.0,0,0.1,0.1,-0.1,4,4,2,0,7,passing,ITA,FW,31,1988,5.6,1,0,0,16,20,6,11,0,2,0,0,0,12,25,21,54.3,misc,ITA,FW,31,1988,5.6,0,9,2,22.2,1.62,0.36,0.0,0.0,7.3,0,0,0,1.4,1.4,0.23,-1.4,-1.4,shooting
ITA-Serie A,2021,Milan,Sandro Tonali,ITA,MF,20,2000,25,17,1330,14.8,0,0,0,0,0,0,1,1,0.4,0.4,1.3,1.7,22,84,15,0.0,0.0,0.0,0.0,0.0,0.03,0.09,0.12,0.03,0.12,standard,ITA,MF,20,2000,14.8,907,37,238,490,190,9,907,14,6,42.9,8,57.1,467,2459,1299,22,23,3,15,8,590,15,possession,ITA,MF,20,2000,14.8,28,19,14,13,1,13,28,46.4,15,18,5,13,22,50,18,0,defense,ITA,MF,20,2000,14.8,630,772,81.6,10959,3255,282,326,86.5,267,304,87.8,64,98,65.3,0,1.3,1.6,-1.3,16,66,14,1,84,passing,ITA,MF,20,2000,14.8,1,1,0,18,17,0,26,22,19,0,0,0,99,6,9,40.0,misc,ITA,MF,20,2000,14.8,0,10,3,30.0,0.68,0.2,0.0,0.0,24.1,1,0,0,0.4,0.4,0.04,-0.4,-0.4,shooting
ITA-Serie A,2021,Torino,Saša Lukić,SRB,MF,23,1996,32,24,2106,23.4,3,0,3,3,0,0,4,0,1.8,1.8,1.2,3.0,54,72,83,0.13,0.0,0.13,0.13,0.13,0.08,0.05,0.13,0.08,0.13,standard,SRB,MF,23,1996,23.4,1019,20,155,557,325,40,1019,37,23,62.2,14,37.8,607,3868,1854,54,38,7,36,21,698,83,possession,SRB,MF,23,1996,23.4,32,13,11,18,3,15,50,30.0,35,23,5,18,17,49,17,0,defense,SRB,MF,23,1996,23.4,632,804,78.6,9388,2372,354,409,86.6,202,246,82.1,43,64,67.2,0,1.2,1.5,-1.2,23,62,21,8,72,passing,SRB,MF,23,1996,23.4,4,0,0,45,37,1,35,17,13,1,0,0,101,23,55,29.5,misc,SRB,MF,23,1996,23.4,3,19,7,36.8,0.81,0.3,0.16,0.43,16.8,0,0,0,1.8,1.8,0.1,1.2,1.2,shooting
ITA-Serie A,2021,Cagliari,Sebastian Walukiewicz,POL,DF,20,2000,19,18,1618,18.0,0,1,1,0,0,0,1,0,0.7,0.7,0.6,1.3,16,39,1,0.0,0.06,0.06,0.0,0.06,0.04,0.03,0.07,0.04,0.07,standard,POL,DF,20,2000,18.0,999,132,549,427,29,7,999,10,7,70.0,3,30.0,593,3333,2102,16,10,2,10,5,659,1,possession,POL,DF,20,2000,18.0,27,19,11,13,3,12,30,40.0,18,22,14,8,36,63,60,0,defense,POL,DF,20,2000,18.0,702,823,85.3,12995,5065,255,285,89.5,377,425,88.7,60,92,65.2,1,0.6,0.2,0.4,2,26,2,0,39,passing,POL,DF,20,2000,18.0,1,0,0,17,4,0,2,36,19,0,0,0,68,16,19,45.7,misc,POL,DF,20,2000,18.0,0,3,1,33.3,0.17,0.06,0.0,0.0,7.0,0,0,0,0.7,0.7,0.22,-0.7,-0.7,shooting
ITA-Serie A,2021,Crotone,Sebastiano Luperto,ITA,DF,23,1996,23,22,1879,20.9,0,0,0,0,0,0,5,1,0.3,0.3,0.2,0.5,14,69,3,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.02,0.01,0.02,standard,ITA,DF,23,1996,20.9,1197,177,665,496,45,11,1197,5,5,100.0,0,0.0,673,2983,1661,14,7,0,11,2,758,3,possession,ITA,DF,23,1996,20.9,38,20,28,8,2,16,27,59.3,11,17,7,10,27,65,74,1,defense,ITA,DF,23,1996,20.9,836,1024,81.6,15124,6124,328,350,93.7,446,505,88.3,56,139,40.3,0,0.2,0.2,-0.2,6,49,0,0,69,passing,ITA,DF,23,1996,20.9,5,1,1,28,19,0,1,27,20,0,0,0,113,26,22,54.2,misc,ITA,DF,23,1996,20.9,0,5,1,20.0,0.24,0.05,0.0,0.0,20.1,0,0,0,0.3,0.3,0.06,-0.3,-0.3,shooting
ITA-Serie A,2021,Udinese,Sebastien De Maio,FRA,DF,33,1987,15,9,853,9.5,0,0,0,0,0,0,1,0,0.4,0.4,0.0,0.4,3,17,2,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.04,0.04,0.04,standard,FRA,DF,33,1987,9.5,471,62,229,233,13,7,471,0,0,,0,,240,1176,472,3,2,1,5,2,237,2,possession,FRA,DF,33,1987,9.5,15,10,6,9,0,4,5,80.0,1,16,9,7,18,33,41,0,defense,FRA,DF,33,1987,9.5,310,368,84.2,5849,2117,106,117,90.6,166,183,90.7,31,54,57.4,0,0.0,0.2,0.0,0,6,1,0,17,passing,FRA,DF,33,1987,9.5,1,0,0,11,3,3,1,18,10,0,0,0,61,25,18,58.1,misc,FRA,DF,33,1987,9.5,0,6,1,16.7,0.63,0.11,0.0,0.0,12.7,0,0,0,0.4,0.4,0.07,-0.4,-0.4,shooting
ITA-Serie A,2021,Lazio,Senad Lulić,BIH,DF,34,1986,16,8,718,8.0,0,0,0,0,0,0,1,0,0.4,0.4,0.3,0.7,16,24,44,0.0,0.0,0.0,0.0,0.0,0.05,0.04,0.09,0.05,0.09,standard,BIH,DF,34,1986,8.0,420,16,111,169,144,22,420,9,5,55.6,4,44.4,201,1198,562,16,17,3,12,9,248,44,possession,BIH,DF,34,1986,8.0,14,7,6,5,3,7,15,46.7,8,10,1,9,4,18,13,0,defense,BIH,DF,34,1986,8.0,242,346,69.9,4026,1220,115,143,80.4,97,126,77.0,23,49,46.9,0,0.3,0.7,-0.3,4,13,8,4,24,passing,BIH,DF,34,1986,8.0,1,0,0,13,3,2,23,4,7,0,0,0,53,9,4,69.2,misc,BIH,DF,34,1986,8.0,0,6,3,50.0,0.75,0.38,0.0,0.0,17.5,0,0,0,0.4,0.4,0.07,-0.4,-0.4,shooting
ITA-Serie A,2021,Lazio,Sergej Milinković-Savić,SRB,MF,25,1995,32,32,2746,30.5,8,9,17,8,0,0,4,0,6.9,6.9,6.4,13.4,59,203,132,0.26,0.29,0.56,0.26,0.56,0.23,0.21,0.44,0.23,0.44,standard,SRB,MF,25,1995,30.5,2222,83,408,1189,654,78,2222,43,30,69.8,13,30.2,1253,6084,2829,59,51,11,80,46,1693,132,possession,SRB,MF,25,1995,30.5,59,40,20,30,9,27,84,32.1,57,52,12,40,33,92,47,0,defense,SRB,MF,25,1995,30.5,1401,1823,76.9,24735,7013,661,793,83.4,519,631,82.3,176,279,63.1,9,6.4,4.6,2.6,42,144,60,15,203,passing,SRB,MF,25,1995,30.5,4,0,0,56,50,9,57,33,40,2,2,0,212,99,85,53.8,misc,SRB,MF,25,1995,30.5,8,63,21,33.3,2.06,0.69,0.13,0.38,18.7,11,0,0,6.9,6.9,0.11,1.1,1.1,shooting
ITA-Serie A,2021,Crotone,Simeon Nwankwo,NGA,FW,28,1992,38,31,2943,32.7,20,2,22,12,8,8,1,0,19.1,12.8,1.1,14.0,22,50,175,0.61,0.06,0.67,0.37,0.43,0.59,0.03,0.62,0.39,0.43,standard,NGA,FW,28,1992,32.7,1078,64,104,597,381,121,1070,57,36,63.2,21,36.8,529,1863,623,22,12,10,122,74,745,175,possession,NGA,FW,28,1992,32.7,9,2,2,6,1,3,22,13.6,19,21,5,16,6,15,51,0,defense,NGA,FW,28,1992,32.7,534,698,76.5,7483,1066,324,392,82.7,159,194,82.0,21,33,63.6,2,1.1,1.0,0.9,27,29,5,0,50,passing,NGA,FW,28,1992,32.7,1,0,0,50,44,23,3,6,2,0,0,0,64,61,98,38.4,misc,NGA,FW,28,1992,32.7,20,55,24,43.6,1.68,0.73,0.22,0.5,12.6,0,8,8,19.1,12.8,0.23,0.9,-0.8,shooting
ITA-Serie A,2021,Milan,Simon Kjær,DEN,DF,31,1989,28,28,2393,26.6,0,2,2,0,0,0,3,0,1.6,1.6,1.2,2.8,8,73,1,0.0,0.08,0.08,0.0,0.08,0.06,0.05,0.1,0.06,0.1,standard,DEN,DF,31,1989,26.6,1781,261,942,809,40,20,1781,0,0,,0,,962,4211,2388,8,4,2,10,0,1160,1,possession,DEN,DF,31,1989,26.6,45,26,23,20,2,18,30,60.0,12,42,26,16,42,87,125,0,defense,DEN,DF,31,1989,26.6,1303,1489,87.5,26908,9646,382,416,91.8,721,762,94.6,185,273,67.8,2,1.2,0.6,0.8,7,72,2,0,73,passing,DEN,DF,31,1989,26.6,3,0,0,26,10,1,3,42,26,0,0,0,126,54,43,55.7,misc,DEN,DF,31,1989,26.6,0,16,2,12.5,0.6,0.08,0.0,0.0,12.0,1,0,0,1.6,1.6,0.1,-1.6,-1.6,shooting
ITA-Serie A,2021,Parma,Simon Sohm,SUI,MF,19,2001,18,8,899,10.0,1,0,1,1,0,0,1,0,0.6,0.6,0.2,0.8,13,33,18,0.1,0.0,0.1,0.1,0.1,0.06,0.02,0.08,0.06,0.08,standard,SUI,MF,19,2001,10.0,502,12,127,298,81,5,502,11,7,63.6,4,36.4,287,1248,695,13,11,2,12,14,374,18,possession,SUI,MF,19,2001,10.0,18,12,11,6,1,11,26,42.3,15,8,0,8,5,23,7,0,defense,SUI,MF,19,2001,10.0,354,424,83.5,5966,1323,150,173,86.7,165,185,89.2,26,42,61.9,0,0.2,0.3,-0.2,4,31,2,0,33,passing,SUI,MF,19,2001,10.0,1,0,0,8,4,2,4,5,12,0,0,0,47,9,7,56.3,misc,SUI,MF,19,2001,10.0,1,5,1,20.0,0.5,0.1,0.2,1.0,19.6,0,0,0,0.6,0.6,0.12,0.4,0.4,shooting
ITA-Serie A,2021,Spezia,Simone Bastoni,ITA,DF,23,1996,22,19,1522,16.9,1,7,8,1,0,0,7,0,1.2,1.2,3.1,4.3,51,85,78,0.06,0.41,0.47,0.06,0.47,0.07,0.18,0.26,0.07,0.26,standard,ITA,DF,23,1996,16.9,1272,41,363,544,382,26,1272,40,25,62.5,15,37.5,702,4151,2437,51,41,2,28,19,766,78,possession,ITA,DF,23,1996,16.9,50,29,26,22,2,27,52,51.9,25,19,1,18,16,66,31,0,defense,ITA,DF,23,1996,16.9,794,1068,74.3,13759,4837,395,446,88.6,293,379,77.3,89,168,53.0,7,3.1,2.5,3.9,29,69,27,10,85,passing,ITA,DF,23,1996,16.9,7,0,0,35,27,2,93,16,29,0,1,0,122,27,25,51.9,misc,ITA,DF,23,1996,16.9,1,21,4,19.0,1.24,0.24,0.05,0.25,19.6,1,0,0,1.2,1.2,0.06,-0.2,-0.2,shooting
ITA-Serie A,2021,Parma,Simone Colombi,ITA,GK,29,1991,2,2,180,2.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,standard,ITA,GK,29,1991,2.0,58,50,57,1,0,0,58,0,0,,0,,28,112,86,0,0,0,0,0,22,0,possession,ITA,GK,29,1991,2.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,2,0,defense,ITA,GK,29,1991,2.0,38,52,73.1,1288,1156,10,10,100.0,8,9,88.9,19,32,59.4,0,0.0,0.0,0.0,0,0,0,0,0,passing,ITA,GK,29,1991,2.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,misc,ITA,GK,29,1991,2.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,shooting
ITA-Serie A,2021,Torino,Simone Edera,ITA,"DF,MF",23,1997,2,0,52,0.6,0,0,0,0,0,0,0,0,0.1,0.1,0.3,0.4,1,1,2,0.0,0.0,0.0,0.0,0.0,0.25,0.52,0.77,0.25,0.77,standard,ITA,"DF,MF",23,1997,0.6,34,2,9,14,11,0,34,2,2,100.0,0,0.0,11,64,41,1,1,0,2,0,14,2,possession,ITA,"DF,MF",23,1997,0.6,3,1,2,1,0,3,4,75.0,1,0,0,0,1,4,1,0,defense,ITA,"DF,MF",23,1997,0.6,17,22,77.3,331,82,8,10,80.0,6,6,100.0,3,4,75.0,0,0.3,0.2,-0.3,3,1,0,0,1,passing,ITA,"DF,MF",23,1997,0.6,0,0,0,1,1,0,5,1,1,0,0,0,3,0,0,,misc,ITA,"DF,MF",23,1997,0.6,0,3,1,33.3,5.19,1.73,0.0,0.0,29.5,2,0,0,0.1,0.1,0.05,-0.1,-0.1,shooting
ITA-Serie A,2021,Parma,Simone Iacoponi,ITA,DF,33,1987,16,13,1193,13.3,0,0,0,0,0,0,3,1,0.1,0.1,0.0,0.1,7,57,18,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.01,0.01,standard,ITA,DF,33,1987,13.3,853,91,386,392,81,6,853,4,3,75.0,1,25.0,510,2613,1527,7,7,0,8,0,562,18,possession,ITA,DF,33,1987,13.3,22,12,16,5,1,13,26,50.0,13,9,4,5,11,33,42,1,defense,ITA,DF,33,1987,13.3,645,750,86.0,13146,5179,219,232,94.4,318,353,90.1,104,140,74.3,0,0.0,0.1,0.0,0,46,2,0,57,passing,ITA,DF,33,1987,13.3,3,1,0,15,14,2,13,11,12,0,0,2,72,12,9,57.1,misc,ITA,DF,33,1987,13.3,0,3,1,33.3,0.23,0.08,0.0,0.0,20.8,0,0,0,0.1,0.1,0.04,-0.1,-0.1,shooting
ITA-Serie A,2021,Bologna,Simone Rabbi,ITA,"FW,DF",18,2001,4,0,35,0.4,0,1,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,3,0.0,2.57,2.57,0.0,2.57,0.0,0.1,0.1,0.0,0.1,standard,ITA,"FW,DF",18,2001,0.4,17,0,2,7,9,2,17,1,0,0.0,1,100.0,12,58,9,0,4,0,4,2,13,3,possession,ITA,"FW,DF",18,2001,0.4,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,0,0,defense,ITA,"FW,DF",18,2001,0.4,5,9,55.6,72,22,3,3,100.0,2,4,50.0,0,0,,1,0.0,0.0,1.0,2,0,0,0,0,passing,ITA,"FW,DF",18,2001,0.4,0,0,0,3,1,1,1,0,0,0,0,0,2,0,3,0.0,misc,ITA,"FW,DF",18,2001,0.4,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,shooting
