league,season,team,player,nation,pos,age,born,Playing Time MP,Playing Time Starts,Playing Time Min,Playing Time 90s,Performance Gls,Performance Ast,Performance G+A,Performance G-PK,Performance PK,Performance PKatt,Performance CrdY,Performance CrdR,Expected xG,Expected npxG,Expected xAG,Expected npxG+xAG,Progression PrgC,Progression PrgP,Progression PrgR,Per 90 Minutes Gls,Per 90 Minutes Ast,Per 90 Minutes G+A,Per 90 Minutes G-PK,Per 90 Minutes G+A-PK,Per 90 Minutes xG,Per 90 Minutes xAG,Per 90 Minutes xG+xAG,Per 90 Minutes npxG,Per 90 Minutes npxG+xAG,stat_type,nation_shooting,pos_shooting,age_shooting,born_shooting,90s,Standard Gls,Standard Sh,Standard SoT,Standard SoT%,Standard Sh/90,Standard SoT/90,Standard G/Sh,Standard G/SoT,Standard Dist,Standard FK,Standard PK,Standard PKatt,Expected xG_shooting,Expected npxG_shooting,Expected npxG/Sh,Expected G-xG,Expected np:G-xG,stat_type_shooting,nation_misc,pos_misc,age_misc,born_misc,90s_misc,Performance CrdY_misc,Performance CrdR_misc,Performance 2CrdY,Performance Fls,Performance Fld,Performance Off,Performance Crs,Performance Int,Performance TklW,Performance PKwon,Performance PKcon,Performance OG,Performance Recov,Aerial Duels Won,Aerial Duels Lost,Aerial Duels Won%,stat_type_misc,nation_defense,pos_defense,age_defense,born_defense,90s_defense,Tackles Tkl,Tackles TklW,Tackles Def 3rd,Tackles Mid 3rd,Tackles Att 3rd,Challenges Tkl,Challenges Att,Challenges Tkl%,Challenges Lost,Blocks Blocks,Blocks Sh,Blocks Pass,Int,Tkl+Int,Clr,Err,stat_type_defense,nation_passing,pos_passing,age_passing,born_passing,90s_passing,Total Cmp,Total Att,Total Cmp%,Total TotDist,Total PrgDist,Short Cmp,Short Att,Short Cmp%,Medium Cmp,Medium Att,Medium Cmp%,Long Cmp,Long Att,Long Cmp%,Ast,xAG,Expected xA,Expected A-xAG,KP,1/3,PPA,CrsPA,PrgP,stat_type_passing,nation_possession,pos_possession,age_possession,born_possession,90s_possession,Touches Touches,Touches Def Pen,Touches Def 3rd,Touches Mid 3rd,Touches Att 3rd,Touches Att Pen,Touches Live,Take-Ons Att,Take-Ons Succ,Take-Ons Succ%,Take-Ons Tkld,Take-Ons Tkld%,Carries Carries,Carries TotDist,Carries PrgDist,Carries PrgC,Carries 1/3,Carries CPA,Carries Mis,Carries Dis,Receiving Rec,Receiving PrgR,stat_type_possession
ESP-La Liga,2020,Real Sociedad,Alexander Isak,SWE,FW,20,1999,34,30,2340,26.0,17,2,19,17,0,1,4,0,16.8,16.0,1.8,17.8,44,44,153,0.65,0.08,0.73,0.65,0.73,0.64,0.07,0.71,0.61,0.68,standard,SWE,FW,20,1999,26.0,17,80,40,50.0,3.08,1.54,0.21,0.43,13.4,5,0,1,16.8,16.0,0.2,0.2,1.0,shooting,SWE,FW,20,1999,26.0,4,0,0,26,33,22,18,3,5,3,0,0,50,38,68,35.8,misc,SWE,FW,20,1999,26.0,9,5,0,3,6,3,8,37.5,5,17,1,16,3,12,7,0,defense,SWE,FW,20,1999,26.0,319,451,70.7,4637,758,175,225,77.8,106,133,79.7,17,31,54.8,2,1.8,2.2,0.2,10,11,17,0,44,passing,SWE,FW,20,1999,26.0,704,8,25,303,390,141,703,67,38,56.7,29,43.3,403,2549,1218,44,33,25,54,28,522,153,possession
ESP-La Liga,2020,Celta Vigo,Alfon,ESP,MF,21,1999,2,0,34,0.4,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.1,0,1,5,0.0,0.0,0.0,0.0,0.0,0.17,0.18,0.35,0.17,0.35,standard,ESP,MF,21,1999,0.4,0,1,1,100.0,2.65,2.65,0.0,0.0,15.0,0,0,0,0.1,0.1,0.06,-0.1,-0.1,shooting,ESP,MF,21,1999,0.4,0,0,0,0,4,0,0,0,0,0,0,0,2,0,2,0.0,misc,ESP,MF,21,1999,0.4,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,defense,ESP,MF,21,1999,0.4,16,16,100.0,172,31,12,12,100.0,3,3,100.0,0,0,,0,0.1,0.0,-0.1,1,0,1,0,1,passing,ESP,MF,21,1999,0.4,21,0,0,6,15,2,21,2,1,50.0,1,50.0,20,81,39,0,1,0,3,0,20,5,possession
ESP-La Liga,2020,Cádiz,Alfonso Espino,URU,DF,28,1992,32,31,2601,28.9,0,3,3,0,0,0,6,0,0.2,0.2,1.4,1.6,31,63,59,0.0,0.1,0.1,0.0,0.1,0.01,0.05,0.06,0.01,0.06,standard,URU,DF,28,1992,28.9,0,8,4,50.0,0.28,0.14,0.0,0.0,23.7,0,0,0,0.2,0.2,0.03,-0.2,-0.2,shooting,URU,DF,28,1992,28.9,6,0,0,33,21,3,80,41,48,0,0,0,178,36,37,49.3,misc,URU,DF,28,1992,28.9,92,48,63,28,1,43,85,50.6,42,30,5,25,41,133,74,0,defense,URU,DF,28,1992,28.9,650,1043,62.3,12016,6219,265,331,80.1,288,417,69.1,75,210,35.7,3,1.4,1.4,1.6,15,43,13,11,63,passing,URU,DF,28,1992,28.9,1363,93,586,548,250,17,1363,28,16,57.1,12,42.9,506,2606,1191,31,17,4,32,16,516,59,possession
ESP-La Liga,2020,Villarreal,Alfonso Pedraza,ESP,DF,24,1996,29,24,2093,23.3,1,2,3,1,0,0,8,0,1.7,1.7,4.0,5.7,88,47,237,0.04,0.09,0.13,0.04,0.13,0.07,0.17,0.24,0.07,0.24,standard,ESP,DF,24,1996,23.3,1,22,8,36.4,0.95,0.34,0.05,0.13,18.1,0,0,0,1.7,1.7,0.08,-0.7,-0.7,shooting,ESP,DF,24,1996,23.3,8,0,0,42,23,1,106,34,19,2,0,1,101,32,30,51.6,misc,ESP,DF,24,1996,23.3,35,19,16,11,8,11,31,35.5,20,21,5,16,34,69,47,1,defense,ESP,DF,24,1996,23.3,942,1226,76.8,13599,3751,544,620,87.7,331,404,81.9,34,84,40.5,2,4.0,4.4,-2.0,27,20,31,23,47,passing,ESP,DF,24,1996,23.3,1504,65,427,533,555,76,1504,43,23,53.5,20,46.5,811,4733,2453,88,51,28,49,22,911,237,possession
ESP-La Liga,2020,Getafe,Allan Nyom,CMR,"MF,DF",32,1988,31,28,2323,25.8,0,2,2,0,0,0,10,1,1.0,1.0,2.3,3.3,35,59,66,0.0,0.08,0.08,0.0,0.08,0.04,0.09,0.13,0.04,0.13,standard,CMR,"MF,DF",32,1988,25.8,0,10,2,20.0,0.39,0.08,0.0,0.0,14.0,0,0,0,1.0,1.0,0.1,-1.0,-1.0,shooting,CMR,"MF,DF",32,1988,25.8,10,1,0,44,20,1,94,22,23,0,0,0,126,51,39,56.7,misc,CMR,"MF,DF",32,1988,25.8,38,23,14,19,5,15,30,50.0,15,16,2,14,22,60,42,0,defense,CMR,"MF,DF",32,1988,25.8,577,903,63.9,9417,3925,301,385,78.2,208,295,70.5,52,157,33.1,2,2.3,1.6,-0.3,17,54,22,20,59,passing,CMR,"MF,DF",32,1988,25.8,1124,41,238,537,360,35,1124,24,11,45.8,13,54.2,514,2539,1020,35,34,5,30,23,574,66,possession
ESP-La Liga,2020,Eibar,Anaitz Arbilla,ESP,DF,33,1987,34,30,2807,31.2,0,1,1,0,0,0,8,0,1.8,1.8,0.9,2.7,37,173,19,0.0,0.03,0.03,0.0,0.03,0.06,0.03,0.09,0.06,0.09,standard,ESP,DF,33,1987,31.2,0,27,2,7.4,0.87,0.06,0.0,0.0,27.1,5,0,0,1.8,1.8,0.07,-1.8,-1.8,shooting,ESP,DF,33,1987,31.2,8,0,0,36,13,0,43,69,26,0,2,0,245,68,53,56.2,misc,ESP,DF,33,1987,31.2,45,26,31,11,3,27,54,50.0,27,36,11,25,69,114,73,1,defense,ESP,DF,33,1987,31.2,1459,1932,75.5,31846,12343,482,547,88.1,656,790,83.0,300,543,55.2,1,0.9,1.3,0.1,10,179,17,8,173,passing,ESP,DF,33,1987,31.2,2222,119,720,1256,284,13,2222,30,25,83.3,5,16.7,1109,6550,3244,37,26,3,22,9,1156,19,possession
ESP-La Liga,2020,Real Sociedad,Ander Barrenetxea,ESP,"MF,FW",18,2001,31,13,1307,14.5,3,0,3,3,0,0,7,0,1.9,1.9,1.9,3.8,37,37,106,0.21,0.0,0.21,0.21,0.21,0.13,0.13,0.26,0.13,0.26,standard,ESP,"MF,FW",18,2001,14.5,3,23,7,30.4,1.58,0.48,0.13,0.43,19.4,0,0,0,1.9,1.9,0.08,1.1,1.1,shooting,ESP,"MF,FW",18,2001,14.5,7,0,0,40,20,4,34,6,19,0,0,0,78,3,21,12.5,misc,ESP,"MF,FW",18,2001,14.5,29,19,5,18,6,9,24,37.5,15,20,0,20,6,35,8,0,defense,ESP,"MF,FW",18,2001,14.5,291,413,70.5,4473,1038,152,188,80.9,113,150,75.3,14,33,42.4,0,1.9,1.2,-1.9,15,24,15,4,37,passing,ESP,"MF,FW",18,2001,14.5,612,8,87,251,286,32,612,67,39,58.2,28,41.8,389,2805,1247,37,23,12,50,35,424,106,possession
ESP-La Liga,2020,Athletic Club,Ander Capa,ESP,DF,28,1992,28,25,2131,23.7,2,1,3,2,0,0,5,0,1.1,1.1,1.1,2.3,66,80,100,0.08,0.04,0.13,0.08,0.13,0.05,0.05,0.1,0.05,0.1,standard,ESP,DF,28,1992,23.7,2,12,6,50.0,0.51,0.25,0.17,0.33,14.2,0,0,0,1.1,1.1,0.1,0.9,0.9,shooting,ESP,DF,28,1992,23.7,5,0,0,26,9,1,60,25,18,0,1,0,119,21,22,48.8,misc,ESP,DF,28,1992,23.7,37,18,22,13,2,18,37,48.6,19,21,8,13,25,62,57,0,defense,ESP,DF,28,1992,23.7,900,1199,75.1,13915,4957,466,537,86.8,354,447,79.2,54,127,42.5,1,1.1,1.6,-0.1,16,55,14,5,80,passing,ESP,DF,28,1992,23.7,1426,67,370,677,394,31,1426,55,29,52.7,26,47.3,628,4225,2714,66,53,2,23,15,717,100,possession
ESP-La Liga,2020,Real Sociedad,Ander Guevara,ESP,MF,23,1997,31,25,2081,23.1,1,1,2,1,0,0,5,0,0.4,0.4,0.7,1.1,31,140,21,0.04,0.04,0.09,0.04,0.09,0.02,0.03,0.05,0.02,0.05,standard,ESP,MF,23,1997,23.1,1,9,2,22.2,0.39,0.09,0.11,0.5,22.1,0,0,0,0.4,0.4,0.05,0.6,0.6,shooting,ESP,MF,23,1997,23.1,5,0,0,30,14,0,3,25,23,0,0,0,170,26,26,50.0,misc,ESP,MF,23,1997,23.1,35,23,15,16,4,15,30,50.0,15,19,5,14,25,60,35,1,defense,ESP,MF,23,1997,23.1,1175,1423,82.6,20240,5719,537,621,86.5,483,562,85.9,123,167,73.7,1,0.7,1.0,0.3,14,109,9,1,140,passing,ESP,MF,23,1997,23.1,1614,67,377,1028,220,11,1614,16,14,87.5,2,12.5,950,5012,2639,31,24,1,30,21,1123,21,possession
ESP-La Liga,2020,Real Sociedad,Andoni Gorosabel,ESP,DF,23,1996,32,28,2382,26.5,0,1,1,0,0,0,3,0,0.7,0.7,2.6,3.3,55,107,127,0.0,0.04,0.04,0.0,0.04,0.03,0.1,0.12,0.03,0.12,standard,ESP,DF,23,1996,26.5,0,9,2,22.2,0.34,0.08,0.0,0.0,20.0,0,0,0,0.7,0.7,0.08,-0.7,-0.7,shooting,ESP,DF,23,1996,26.5,3,0,0,36,29,0,74,23,43,0,1,0,134,21,22,48.8,misc,ESP,DF,23,1996,26.5,76,43,45,20,11,27,64,42.2,37,25,4,21,23,99,42,0,defense,ESP,DF,23,1996,26.5,1143,1448,78.9,16717,6463,659,741,88.9,362,459,78.9,68,136,50.0,1,2.6,3.3,-1.6,23,76,41,13,107,passing,ESP,DF,23,1996,26.5,1704,70,440,771,508,39,1704,22,9,40.9,13,59.1,841,4168,2317,55,50,5,32,13,970,127,possession
ESP-La Liga,2020,Huesca,Andrés Fernández,ESP,GK,33,1986,16,16,1440,16.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,standard,ESP,GK,33,1986,16.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,shooting,ESP,GK,33,1986,16.0,0,0,0,0,4,0,0,0,0,0,0,0,18,3,1,75.0,misc,ESP,GK,33,1986,16.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,3,2,defense,ESP,GK,33,1986,16.0,395,574,68.8,10689,7767,72,72,100.0,201,205,98.0,119,286,41.6,0,0.0,0.0,0.0,0,4,0,0,0,passing,ESP,GK,33,1986,16.0,602,543,600,2,0,0,602,3,3,100.0,0,0.0,306,1232,769,0,0,0,1,0,280,0,possession
ESP-La Liga,2020,Betis,Andrés Guardado,MEX,MF,33,1986,24,17,1318,14.6,1,0,1,1,0,0,4,0,0.3,0.3,0.3,0.7,26,88,27,0.07,0.0,0.07,0.07,0.07,0.02,0.02,0.05,0.02,0.05,standard,MEX,MF,33,1986,14.6,1,11,5,45.5,0.75,0.34,0.09,0.2,24.3,0,0,0,0.3,0.3,0.03,0.7,0.7,shooting,MEX,MF,33,1986,14.6,4,0,0,21,10,0,7,18,12,0,0,0,118,23,23,50.0,misc,MEX,MF,33,1986,14.6,25,12,10,11,4,10,25,40.0,15,13,3,10,18,43,19,0,defense,MEX,MF,33,1986,14.6,654,787,83.1,11841,2977,290,324,89.5,267,301,88.7,76,116,65.5,0,0.3,0.5,-0.3,8,70,10,1,88,passing,MEX,MF,33,1986,14.6,901,25,176,580,159,7,901,16,13,81.3,3,18.8,514,2628,1442,26,26,3,15,11,606,27,possession
ESP-La Liga,2020,Barcelona,Ansu Fati,ESP,FW,17,2002,7,6,431,4.8,4,0,4,4,0,0,1,0,1.8,1.8,1.7,3.5,32,12,60,0.84,0.0,0.84,0.84,0.84,0.37,0.36,0.73,0.37,0.73,standard,ESP,FW,17,2002,4.8,4,14,7,50.0,2.92,1.46,0.29,0.57,15.5,0,0,0,1.8,1.8,0.13,2.2,2.2,shooting,ESP,FW,17,2002,4.8,1,0,0,6,11,2,4,3,4,2,0,0,13,2,4,33.3,misc,ESP,FW,17,2002,4.8,9,4,2,4,3,2,10,20.0,8,4,0,4,3,12,1,0,defense,ESP,FW,17,2002,4.8,168,202,83.2,1697,333,105,118,89.0,28,36,77.8,1,1,100.0,0,1.7,1.3,-1.7,9,3,6,0,12,passing,ESP,FW,17,2002,4.8,270,0,12,86,174,39,270,23,11,47.8,12,52.2,183,1296,700,32,16,21,11,8,226,60,possession
ESP-La Liga,2020,Osasuna,Ante Budimir,CRO,FW,29,1991,30,18,1625,18.1,11,0,11,11,0,0,3,0,9.2,9.2,0.8,10.0,14,29,103,0.61,0.0,0.61,0.61,0.61,0.51,0.04,0.55,0.51,0.55,standard,CRO,FW,29,1991,18.1,11,47,21,44.7,2.6,1.16,0.23,0.52,12.2,0,0,0,9.2,9.2,0.2,1.8,1.8,shooting,CRO,FW,29,1991,18.1,3,0,0,30,31,19,2,2,12,0,0,0,55,134,83,61.8,misc,CRO,FW,29,1991,18.1,20,12,2,11,7,4,15,26.7,11,17,4,13,2,22,17,1,defense,CRO,FW,29,1991,18.1,238,399,59.6,2861,579,162,239,67.8,53,84,63.1,4,12,33.3,0,0.8,0.9,-0.8,9,19,3,0,29,passing,CRO,FW,29,1991,18.1,617,21,54,294,273,90,617,26,13,50.0,13,50.0,300,1229,401,14,15,9,68,34,455,103,possession
ESP-La Liga,2020,Getafe,Ante Palaversa,CRO,MF,20,2000,2,0,9,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.43,1.43,0.0,1.43,standard,CRO,MF,20,2000,0.1,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,shooting,CRO,MF,20,2000,0.1,0,0,0,1,0,0,3,0,0,0,0,0,3,0,0,,misc,CRO,MF,20,2000,0.1,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,0,0,defense,CRO,MF,20,2000,0.1,7,10,70.0,131,90,4,5,80.0,1,2,50.0,2,3,66.7,0,0.1,0.1,-0.1,2,0,0,0,0,passing,CRO,MF,20,2000,0.1,10,0,2,4,4,0,10,0,0,,0,,4,20,9,0,0,0,0,0,4,0,possession
ESP-La Liga,2020,Cádiz,Anthony Lozano,HON,FW,27,1993,29,18,1523,16.9,3,1,4,3,0,0,5,0,5.7,5.7,0.8,6.4,33,39,72,0.18,0.06,0.24,0.18,0.24,0.33,0.05,0.38,0.33,0.38,standard,HON,FW,27,1993,16.9,3,35,14,40.0,2.07,0.83,0.09,0.21,13.7,0,0,0,5.7,5.7,0.16,-2.7,-2.7,shooting,HON,FW,27,1993,16.9,5,0,0,49,32,10,22,3,4,0,0,0,43,59,80,42.4,misc,HON,FW,27,1993,16.9,12,4,1,5,6,2,13,15.4,11,3,1,2,3,15,8,0,defense,HON,FW,27,1993,16.9,158,273,57.9,2040,624,97,130,74.6,39,72,54.2,6,17,35.3,1,0.8,0.7,0.2,11,23,10,2,39,passing,HON,FW,27,1993,16.9,462,9,28,201,242,64,462,44,28,63.6,16,36.4,257,1609,873,33,25,7,55,35,357,72,possession
ESP-La Liga,2020,Barcelona,Antoine Griezmann,FRA,"FW,MF",29,1991,36,32,2604,28.9,13,7,20,12,1,2,4,0,12.1,10.5,5.6,16.1,41,104,224,0.45,0.24,0.69,0.41,0.66,0.42,0.19,0.61,0.36,0.56,standard,FRA,"FW,MF",29,1991,28.9,13,69,32,46.4,2.38,1.11,0.17,0.38,14.7,0,1,2,12.1,10.5,0.15,0.9,1.5,shooting,FRA,"FW,MF",29,1991,28.9,4,0,0,13,34,13,22,12,22,2,0,0,100,18,17,51.4,misc,FRA,"FW,MF",29,1991,28.9,37,22,10,18,9,12,40,30.0,28,20,1,19,12,49,11,0,defense,FRA,"FW,MF",29,1991,28.9,1168,1352,86.4,15333,2573,720,791,91.0,287,327,87.8,64,77,83.1,7,5.6,5.6,1.4,42,59,31,3,104,passing,FRA,"FW,MF",29,1991,28.9,1585,23,134,616,846,173,1583,37,26,70.3,11,29.7,907,4066,1742,41,47,12,34,23,1278,224,possession
ESP-La Liga,2020,Elche,Antonio Barragán,ESP,DF,33,1987,27,26,2235,24.8,0,3,3,0,0,0,8,0,0.9,0.9,0.7,1.6,34,69,63,0.0,0.12,0.12,0.0,0.12,0.04,0.03,0.07,0.04,0.07,standard,ESP,DF,33,1987,24.8,0,6,0,0.0,0.24,0.0,0.0,,12.3,0,0,0,0.9,0.9,0.15,-0.9,-0.9,shooting,ESP,DF,33,1987,24.8,8,0,0,35,25,2,53,33,14,1,1,0,92,33,19,63.5,misc,ESP,DF,33,1987,24.8,28,14,21,5,2,12,21,57.1,9,22,8,14,33,61,67,1,defense,ESP,DF,33,1987,24.8,1091,1326,82.3,18850,7126,522,562,92.9,422,508,83.1,117,190,61.6,3,0.7,0.8,2.3,10,67,14,9,69,passing,ESP,DF,33,1987,24.8,1527,133,691,630,210,11,1527,16,11,68.8,5,31.3,831,3526,1829,34,29,3,15,7,985,63,possession
ESP-La Liga,2020,Real Madrid,Antonio Blanco,ESP,"MF,FW",20,2000,4,2,220,2.4,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,0,18,0,0.0,0.0,0.0,0.0,0.0,0.02,0.03,0.05,0.02,0.05,standard,ESP,"MF,FW",20,2000,2.4,0,2,0,0.0,0.82,0.0,0.0,,32.9,0,0,0,0.0,0.0,0.02,0.0,0.0,shooting,ESP,"MF,FW",20,2000,2.4,0,0,0,6,2,0,2,3,2,0,0,0,14,0,5,0.0,misc,ESP,"MF,FW",20,2000,2.4,7,2,4,2,1,3,7,42.9,4,6,2,4,3,10,5,0,defense,ESP,"MF,FW",20,2000,2.4,157,171,91.8,2470,650,83,89,93.3,61,62,98.4,6,9,66.7,0,0.1,0.2,-0.1,2,12,1,1,18,passing,ESP,"MF,FW",20,2000,2.4,203,10,50,117,36,0,203,0,0,,0,,95,333,102,0,2,0,0,1,142,0,possession
ESP-La Liga,2020,Granada,Antonio Puertas,ESP,"FW,MF",28,1992,35,22,2170,24.1,3,5,8,3,0,0,6,0,3.3,3.3,2.3,5.6,49,47,140,0.12,0.21,0.33,0.12,0.33,0.14,0.1,0.23,0.14,0.23,standard,ESP,"FW,MF",28,1992,24.1,3,26,11,42.3,1.08,0.46,0.12,0.27,16.8,0,0,0,3.3,3.3,0.13,-0.3,-0.3,shooting,ESP,"FW,MF",28,1992,24.1,6,0,0,31,25,13,53,12,13,0,0,0,89,47,90,34.3,misc,ESP,"FW,MF",28,1992,24.1,27,13,9,12,6,10,32,31.3,22,24,5,19,12,39,25,0,defense,ESP,"FW,MF",28,1992,24.1,418,652,64.1,5773,1456,254,323,78.6,105,168,62.5,25,69,36.2,5,2.3,1.3,2.7,17,28,13,4,47,passing,ESP,"FW,MF",28,1992,24.1,929,31,156,356,426,63,929,66,43,65.2,23,34.8,492,2956,1342,49,29,14,71,41,594,140,possession
ESP-La Liga,2020,Betis,Antonio Sanabria,PAR,FW,24,1996,16,10,932,10.4,3,0,3,3,0,0,2,0,5.0,5.0,0.1,5.2,14,14,37,0.29,0.0,0.29,0.29,0.29,0.48,0.01,0.5,0.48,0.5,standard,PAR,FW,24,1996,10.4,3,25,12,48.0,2.41,1.16,0.12,0.25,11.7,0,0,0,5.0,5.0,0.2,-2.0,-2.0,shooting,PAR,FW,24,1996,10.4,2,0,0,17,11,3,4,3,5,0,0,0,34,43,37,53.8,misc,PAR,FW,24,1996,10.4,5,5,0,4,1,0,2,0.0,2,8,1,7,3,8,9,0,defense,PAR,FW,24,1996,10.4,159,224,71.0,1934,335,108,135,80.0,31,47,66.0,5,10,50.0,0,0.1,0.2,-0.1,3,13,2,0,14,passing,PAR,FW,24,1996,10.4,326,11,23,176,133,42,326,19,11,57.9,8,42.1,180,971,442,14,15,3,25,8,242,37,possession
ESP-La Liga,2020,Alavés,Antonio Sivera,ESP,GK,23,1996,1,1,71,0.8,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,standard,ESP,GK,23,1996,0.8,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,shooting,ESP,GK,23,1996,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,100.0,misc,ESP,GK,23,1996,0.8,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,defense,ESP,GK,23,1996,0.8,11,22,50.0,352,300,3,3,100.0,3,3,100.0,5,16,31.3,0,0.0,0.0,0.0,0,0,0,0,0,passing,ESP,GK,23,1996,0.8,22,20,22,0,0,0,22,0,0,,0,,12,77,45,0,0,0,0,0,7,0,possession
ESP-La Liga,2020,Osasuna,Aridane Hernández,ESP,DF,31,1989,24,24,2026,22.5,0,0,0,0,0,0,3,1,0.1,0.1,0.4,0.6,3,43,0,0.0,0.0,0.0,0.0,0.0,0.01,0.02,0.02,0.01,0.02,standard,ESP,DF,31,1989,22.5,0,2,0,0.0,0.09,0.0,0.0,,11.3,0,0,0,0.1,0.1,0.07,-0.1,-0.1,shooting,ESP,DF,31,1989,22.5,3,1,0,21,20,0,0,34,11,0,0,0,137,59,37,61.5,misc,ESP,DF,31,1989,22.5,20,11,13,6,1,7,12,58.3,5,22,19,3,34,54,127,1,defense,ESP,DF,31,1989,22.5,568,724,78.5,12383,4416,156,193,80.8,291,332,87.7,110,170,64.7,0,0.4,0.2,-0.4,5,40,2,0,43,passing,ESP,DF,31,1989,22.5,971,145,538,420,19,9,971,6,5,83.3,1,16.7,404,1804,687,3,3,0,13,4,379,0,possession
ESP-La Liga,2020,Real Sociedad,Aritz Arambarri,ESP,DF,22,1998,1,0,26,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,standard,ESP,DF,22,1998,0.3,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,shooting,ESP,DF,22,1998,0.3,0,0,0,0,0,0,0,0,1,0,0,0,2,1,1,50.0,misc,ESP,DF,22,1998,0.3,1,1,0,1,0,1,2,50.0,1,0,0,0,0,1,0,0,defense,ESP,DF,22,1998,0.3,13,19,68.4,240,92,4,6,66.7,7,8,87.5,2,4,50.0,0,0.0,0.0,0.0,0,1,0,0,2,passing,ESP,DF,22,1998,0.3,23,0,4,16,3,1,23,1,0,0.0,1,100.0,10,30,11,0,0,0,1,0,12,0,possession
ESP-La Liga,2020,Real Sociedad,Aritz Elustondo,ESP,DF,26,1994,23,22,1884,20.9,1,0,1,1,0,0,5,0,0.5,0.5,0.2,0.8,27,112,12,0.05,0.0,0.05,0.05,0.05,0.03,0.01,0.04,0.03,0.04,standard,ESP,DF,26,1994,20.9,1,5,1,20.0,0.24,0.05,0.2,1.0,12.3,0,0,0,0.5,0.5,0.11,0.5,0.5,shooting,ESP,DF,26,1994,20.9,5,0,0,22,27,1,5,15,16,0,1,1,107,62,34,64.6,misc,ESP,DF,26,1994,20.9,30,16,21,7,2,18,22,81.8,4,12,5,7,15,45,63,0,defense,ESP,DF,26,1994,20.9,1058,1245,85.0,20354,7250,369,410,90.0,568,625,90.9,108,183,59.0,0,0.2,0.7,-0.2,3,83,5,1,112,passing,ESP,DF,26,1994,20.9,1401,114,578,769,64,13,1401,8,4,50.0,4,50.0,896,5468,3621,27,14,1,10,2,918,12,possession
ESP-La Liga,2020,Real Sociedad,Asier Illarramendi,ESP,MF,30,1990,6,6,337,3.7,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,5,29,3,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.01,standard,ESP,MF,30,1990,3.7,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,shooting,ESP,MF,30,1990,3.7,2,0,0,6,10,0,6,5,2,0,0,0,11,11,9,55.0,misc,ESP,MF,30,1990,3.7,5,2,1,4,0,1,5,20.0,4,2,0,2,5,10,7,0,defense,ESP,MF,30,1990,3.7,253,279,90.7,4328,1430,119,123,96.7,105,113,92.9,23,34,67.6,0,0.0,0.1,0.0,1,29,3,0,29,passing,ESP,MF,30,1990,3.7,301,6,61,208,33,1,301,0,0,,0,,173,962,590,5,2,0,0,0,218,3,possession
ESP-La Liga,2020,Athletic Club,Asier Villalibre,ESP,FW,22,1997,35,16,1589,17.7,4,2,6,4,0,0,1,0,4.3,4.3,2.3,6.6,25,24,107,0.23,0.11,0.34,0.23,0.34,0.24,0.13,0.37,0.24,0.37,standard,ESP,FW,22,1997,17.7,4,38,14,36.8,2.15,0.79,0.11,0.29,14.3,0,0,0,4.3,4.3,0.11,-0.3,-0.3,shooting,ESP,FW,22,1997,17.7,1,0,0,19,32,7,15,2,2,0,0,0,27,56,50,52.8,misc,ESP,FW,22,1997,17.7,3,2,0,2,1,2,8,25.0,6,4,0,4,2,5,16,0,defense,ESP,FW,22,1997,17.7,181,298,60.7,2357,381,115,172,66.9,46,74,62.2,8,14,57.1,2,2.3,1.5,-0.3,13,11,9,1,24,passing,ESP,FW,22,1997,17.7,431,15,24,191,217,71,431,9,3,33.3,6,66.7,236,1215,560,25,9,12,41,28,362,107,possession
