league,season,team,player,nation,pos,age,born,Playing Time MP,Playing Time Starts,Playing Time Min,Playing Time 90s,Performance Gls,Performance Ast,Performance G+A,Performance G-PK,Performance PK,Performance PKatt,Performance CrdY,Performance CrdR,Expected xG,Expected npxG,Expected xAG,Expected npxG+xAG,Progression PrgC,Progression PrgP,Progression PrgR,Per 90 Minutes Gls,Per 90 Minutes Ast,Per 90 Minutes G+A,Per 90 Minutes G-PK,Per 90 Minutes G+A-PK,Per 90 Minutes xG,Per 90 Minutes xAG,Per 90 Minutes xG+xAG,Per 90 Minutes npxG,Per 90 Minutes npxG+xAG,stat_type,nation_shooting,pos_shooting,age_shooting,born_shooting,90s,Standard Gls,Standard Sh,Standard SoT,Standard SoT%,Standard Sh/90,Standard SoT/90,Standard G/Sh,Standard G/SoT,Standard Dist,Standard FK,Standard PK,Standard PKatt,Expected xG_shooting,Expected npxG_shooting,Expected npxG/Sh,Expected G-xG,Expected np:G-xG,stat_type_shooting,nation_misc,pos_misc,age_misc,born_misc,90s_misc,Performance CrdY_misc,Performance CrdR_misc,Performance 2CrdY,Performance Fls,Performance Fld,Performance Off,Performance Crs,Performance Int,Performance TklW,Performance PKwon,Performance PKcon,Performance OG,Performance Recov,Aerial Duels Won,Aerial Duels Lost,Aerial Duels Won%,stat_type_misc,nation_defense,pos_defense,age_defense,born_defense,90s_defense,Tackles Tkl,Tackles TklW,Tackles Def 3rd,Tackles Mid 3rd,Tackles Att 3rd,Challenges Tkl,Challenges Att,Challenges Tkl%,Challenges Lost,Blocks Blocks,Blocks Sh,Blocks Pass,Int,Tkl+Int,Clr,Err,stat_type_defense,nation_passing,pos_passing,age_passing,born_passing,90s_passing,Total Cmp,Total Att,Total Cmp%,Total TotDist,Total PrgDist,Short Cmp,Short Att,Short Cmp%,Medium Cmp,Medium Att,Medium Cmp%,Long Cmp,Long Att,Long Cmp%,Ast,xAG,Expected xA,Expected A-xAG,KP,1/3,PPA,CrsPA,PrgP,stat_type_passing,nation_possession,pos_possession,age_possession,born_possession,90s_possession,Touches Touches,Touches Def Pen,Touches Def 3rd,Touches Mid 3rd,Touches Att 3rd,Touches Att Pen,Touches Live,Take-Ons Att,Take-Ons Succ,Take-Ons Succ%,Take-Ons Tkld,Take-Ons Tkld%,Carries Carries,Carries TotDist,Carries PrgDist,Carries PrgC,Carries 1/3,Carries CPA,Carries Mis,Carries Dis,Receiving Rec,Receiving PrgR,stat_type_possession
ESP-La Liga,2020,Sevilla,Suso,ESP,FW,26,1993,34,28,2210,24.6,3,4,7,3,0,0,2,0,2.1,2.1,4.5,6.6,69,170,196,0.12,0.16,0.29,0.12,0.29,0.09,0.18,0.27,0.09,0.27,standard,ESP,FW,26,1993,24.6,3,48,17,35.4,1.95,0.69,0.06,0.18,22.9,2,0,0,2.1,2.1,0.04,0.9,0.9,shooting,ESP,FW,26,1993,24.6,2,0,0,25,37,6,101,8,10,0,0,0,85,4,6,40.0,misc,ESP,FW,26,1993,24.6,20,10,8,6,6,10,41,24.4,31,12,0,12,8,28,8,0,defense,ESP,FW,26,1993,24.6,977,1209,80.8,15931,3789,516,556,92.8,315,391,80.6,99,164,60.4,4,4.5,6.5,-0.5,44,84,58,16,170,passing,ESP,FW,26,1993,24.6,1404,8,132,538,744,50,1404,69,58,84.1,11,15.9,986,5632,2517,69,64,16,50,38,1175,196,possession
ESP-La Liga,2020,Alavés,Tachi,ESP,DF,22,1997,12,8,850,9.4,0,0,0,0,0,0,5,1,0.4,0.4,0.2,0.5,0,18,0,0.0,0.0,0.0,0.0,0.0,0.04,0.02,0.06,0.04,0.06,standard,ESP,DF,22,1997,9.4,0,3,0,0.0,0.32,0.0,0.0,,9.4,0,0,0,0.4,0.4,0.13,-0.4,-0.4,shooting,ESP,DF,22,1997,9.4,5,1,1,12,16,0,0,11,9,1,0,0,20,20,21,48.8,misc,ESP,DF,22,1997,9.4,11,9,9,2,0,6,14,42.9,8,9,6,3,11,22,32,0,defense,ESP,DF,22,1997,9.4,269,368,73.1,6114,2856,72,87,82.8,139,158,88.0,55,112,49.1,0,0.2,0.2,-0.2,2,18,1,0,18,passing,ESP,DF,22,1997,9.4,445,56,245,186,15,6,445,0,0,,0,,223,968,542,0,1,0,3,0,249,0,possession
ESP-La Liga,2020,Eibar,Takashi Inui,JPN,"MF,FW",32,1988,28,22,1819,20.2,1,0,1,1,0,0,0,0,2.4,2.4,1.7,4.2,59,55,119,0.05,0.0,0.05,0.05,0.05,0.12,0.09,0.21,0.12,0.21,standard,JPN,"MF,FW",32,1988,20.2,1,37,17,45.9,1.83,0.84,0.03,0.06,20.2,0,0,0,2.4,2.4,0.07,-1.4,-1.4,shooting,JPN,"MF,FW",32,1988,20.2,0,0,0,28,18,7,87,12,8,1,0,0,89,6,20,23.1,misc,JPN,"MF,FW",32,1988,20.2,13,8,6,3,4,3,12,25.0,9,19,0,19,12,25,7,0,defense,JPN,"MF,FW",32,1988,20.2,353,531,66.5,5492,1266,194,229,84.7,109,161,67.7,33,84,39.3,0,1.7,1.6,-1.7,14,26,16,10,55,passing,JPN,"MF,FW",32,1988,20.2,757,10,71,265,429,48,757,63,26,41.3,37,58.7,473,3001,1375,59,22,17,53,22,532,119,possession
ESP-La Liga,2020,Getafe,Takefusa Kubo,JPN,"MF,FW",19,2001,18,8,805,8.9,1,1,2,1,0,0,2,0,0.7,0.7,1.2,1.9,21,25,57,0.11,0.11,0.22,0.11,0.22,0.08,0.13,0.21,0.08,0.21,standard,JPN,"MF,FW",19,2001,8.9,1,15,7,46.7,1.68,0.78,0.07,0.14,19.0,4,0,0,0.7,0.7,0.05,0.3,0.3,shooting,JPN,"MF,FW",19,2001,8.9,2,0,0,18,22,4,28,14,4,0,0,0,34,5,17,22.7,misc,JPN,"MF,FW",19,2001,8.9,7,4,2,3,2,1,14,7.1,13,14,0,14,14,21,4,0,defense,JPN,"MF,FW",19,2001,8.9,148,215,68.8,1944,699,92,110,83.6,43,58,74.1,5,19,26.3,1,1.2,0.9,-0.2,9,8,6,0,25,passing,JPN,"MF,FW",19,2001,8.9,336,6,32,96,213,26,336,34,15,44.1,19,55.9,209,1267,637,21,14,11,33,20,224,57,possession
ESP-La Liga,2020,Villarreal,Takefusa Kubo,JPN,"MF,FW",19,2001,13,2,299,3.3,0,0,0,0,0,0,2,1,1.5,1.5,1.1,2.5,18,15,31,0.0,0.0,0.0,0.0,0.0,0.45,0.32,0.76,0.45,0.76,standard,JPN,"MF,FW",19,2001,3.3,0,8,5,62.5,2.41,1.51,0.0,0.0,13.5,0,0,0,1.5,1.5,0.19,-1.5,-1.5,shooting,JPN,"MF,FW",19,2001,3.3,2,1,1,3,11,0,10,1,1,0,0,0,19,0,3,0.0,misc,JPN,"MF,FW",19,2001,3.3,1,1,0,0,1,1,5,20.0,4,2,0,2,1,2,2,0,defense,JPN,"MF,FW",19,2001,3.3,99,136,72.8,1422,404,50,62,80.6,30,40,75.0,9,18,50.0,0,1.1,0.7,-1.1,10,8,7,0,15,passing,JPN,"MF,FW",19,2001,3.3,186,3,22,68,104,17,186,16,12,75.0,4,25.0,134,1052,550,18,12,6,14,6,140,31,possession
ESP-La Liga,2020,Elche,Tete Morente,ESP,"MF,FW",23,1996,30,23,2019,22.4,2,5,7,2,0,0,5,0,1.7,1.7,1.9,3.6,45,48,130,0.09,0.22,0.31,0.09,0.31,0.07,0.08,0.16,0.07,0.16,standard,ESP,"MF,FW",23,1996,22.4,2,19,3,15.8,0.85,0.13,0.11,0.67,16.5,0,0,0,1.7,1.7,0.09,0.3,0.3,shooting,ESP,"MF,FW",23,1996,22.4,5,0,0,28,34,5,88,13,17,0,0,0,100,21,28,42.9,misc,ESP,"MF,FW",23,1996,22.4,31,17,17,9,5,9,39,23.1,30,20,0,20,13,44,28,0,defense,ESP,"MF,FW",23,1996,22.4,539,734,73.4,8133,1919,330,373,88.5,134,178,75.3,46,97,47.4,5,1.9,1.9,3.1,15,23,21,13,48,passing,ESP,"MF,FW",23,1996,22.4,1007,33,216,426,381,33,1007,75,45,60.0,30,40.0,573,3335,1404,45,33,7,51,34,695,130,possession
ESP-La Liga,2020,Real Madrid,Thibaut Courtois,BEL,GK,28,1992,38,38,3420,38.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,standard,BEL,GK,28,1992,38.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,shooting,BEL,GK,28,1992,38.0,0,0,0,1,3,0,0,1,0,0,1,0,50,10,0,100.0,misc,BEL,GK,28,1992,38.0,0,0,0,0,0,0,1,0.0,1,1,0,1,1,1,17,2,defense,BEL,GK,28,1992,38.0,1087,1323,82.2,27107,16751,175,175,100.0,665,675,98.5,245,468,52.4,0,0.0,0.0,0.0,0,12,1,0,0,passing,BEL,GK,28,1992,38.0,1404,1219,1401,3,0,0,1404,0,0,,0,,804,4413,2274,0,0,0,2,0,743,0,possession
ESP-La Liga,2020,Valencia,Thierry Correia,POR,DF,21,1999,29,25,2137,23.7,1,1,2,1,0,0,6,1,0.5,0.5,1.2,1.7,48,46,94,0.04,0.04,0.08,0.04,0.08,0.02,0.05,0.07,0.02,0.07,standard,POR,DF,21,1999,23.7,1,8,2,25.0,0.34,0.08,0.13,0.5,16.5,0,0,0,0.5,0.5,0.06,0.5,0.5,shooting,POR,DF,21,1999,23.7,6,1,1,34,38,2,62,42,27,0,0,0,125,31,25,55.4,misc,POR,DF,21,1999,23.7,47,27,32,10,5,21,43,48.8,22,24,6,18,42,89,63,1,defense,POR,DF,21,1999,23.7,892,1217,73.3,15177,4935,425,505,84.2,359,467,76.9,83,164,50.6,1,1.2,1.3,-0.2,18,43,21,13,46,passing,POR,DF,21,1999,23.7,1480,89,522,622,357,13,1480,45,27,60.0,18,40.0,741,3823,2019,48,32,2,20,12,827,94,possession
ESP-La Liga,2020,Atlético Madrid,Thomas Lemar,FRA,MF,24,1995,27,19,1366,15.2,1,3,4,1,0,0,4,0,1.6,1.6,2.0,3.6,37,78,102,0.07,0.2,0.26,0.07,0.26,0.1,0.13,0.24,0.1,0.24,standard,FRA,MF,24,1995,15.2,1,23,10,43.5,1.52,0.66,0.04,0.1,21.9,2,0,0,1.6,1.6,0.07,-0.6,-0.6,shooting,FRA,MF,24,1995,15.2,4,0,0,15,23,0,70,11,17,1,0,0,73,7,10,41.2,misc,FRA,MF,24,1995,15.2,30,17,9,17,4,11,24,45.8,13,22,1,21,11,41,10,0,defense,FRA,MF,24,1995,15.2,643,806,79.8,9978,2573,335,372,90.1,200,249,80.3,63,98,64.3,3,2.0,2.4,1.0,21,51,17,3,78,passing,FRA,MF,24,1995,15.2,962,15,120,461,395,28,962,49,42,85.7,7,14.3,620,3372,1641,37,37,6,25,21,704,102,possession
ESP-La Liga,2020,Atlético Madrid,Thomas Partey,GHA,MF,27,1993,3,2,200,2.2,0,0,0,0,0,0,1,0,0.1,0.1,0.0,0.1,4,26,3,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.05,0.05,0.05,standard,GHA,MF,27,1993,2.2,0,5,0,0.0,2.25,0.0,0.0,,33.4,0,0,0,0.1,0.1,0.02,-0.1,-0.1,shooting,GHA,MF,27,1993,2.2,1,0,0,5,1,0,3,2,4,0,0,0,17,2,2,50.0,misc,GHA,MF,27,1993,2.2,7,4,4,3,0,5,8,62.5,3,4,1,3,2,9,1,0,defense,GHA,MF,27,1993,2.2,197,223,88.3,3611,1073,80,89,89.9,81,89,91.0,26,35,74.3,0,0.0,0.2,0.0,0,27,4,1,26,passing,GHA,MF,27,1993,2.2,244,2,27,178,40,0,244,8,7,87.5,1,12.5,157,668,375,4,4,0,0,1,197,3,possession
ESP-La Liga,2020,Alavés,Tomás Pina Isla,ESP,MF,32,1987,33,31,2575,28.6,1,1,2,1,0,0,12,0,0.7,0.7,1.0,1.7,11,94,9,0.03,0.03,0.07,0.03,0.07,0.03,0.04,0.06,0.03,0.06,standard,ESP,MF,32,1987,28.6,1,9,1,11.1,0.31,0.03,0.11,1.0,18.5,0,0,0,0.7,0.7,0.08,0.3,0.3,shooting,ESP,MF,32,1987,28.6,12,0,0,69,30,2,6,37,18,0,0,0,156,44,41,51.8,misc,ESP,MF,32,1987,28.6,39,18,18,16,5,16,42,38.1,26,28,8,20,37,76,42,0,defense,ESP,MF,32,1987,28.6,752,918,81.9,11631,3990,417,485,86.0,284,324,87.7,33,62,53.2,1,1.0,0.7,0.0,7,88,4,1,94,passing,ESP,MF,32,1987,28.6,1157,69,309,707,151,24,1157,19,15,78.9,4,21.1,572,2472,879,11,14,2,30,12,634,9,possession
ESP-La Liga,2020,Alavés,Tomás Tavares,POR,"MF,DF",19,2001,3,0,65,0.7,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,3,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,standard,POR,"MF,DF",19,2001,0.7,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,shooting,POR,"MF,DF",19,2001,0.7,0,0,0,1,0,0,2,0,1,0,0,0,3,1,1,50.0,misc,POR,"MF,DF",19,2001,0.7,2,1,2,0,0,2,2,100.0,0,1,0,1,0,2,1,0,defense,POR,"MF,DF",19,2001,0.7,17,21,81.0,216,78,12,13,92.3,3,5,60.0,1,1,100.0,0,0.0,0.0,0.0,0,0,0,0,3,passing,POR,"MF,DF",19,2001,0.7,24,1,6,7,11,1,24,0,0,,0,,11,54,36,1,1,0,0,0,14,3,possession
ESP-La Liga,2020,Sevilla,Tomáš Vaclík,CZE,GK,31,1989,5,5,450,5.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,standard,CZE,GK,31,1989,5.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,shooting,CZE,GK,31,1989,5.0,0,0,0,0,2,0,0,0,0,0,0,0,6,0,0,,misc,CZE,GK,31,1989,5.0,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,0,1,defense,CZE,GK,31,1989,5.0,121,145,83.4,3008,1786,19,19,100.0,70,70,100.0,31,55,56.4,0,0.0,0.0,0.0,0,0,0,0,0,passing,CZE,GK,31,1989,5.0,155,145,155,0,0,0,155,0,0,,0,,75,287,166,0,0,0,0,0,84,0,possession
ESP-La Liga,2020,Real Madrid,Toni Kroos,GER,MF,30,1990,28,24,2117,23.5,3,10,13,3,0,0,6,0,2.3,2.3,6.9,9.1,43,269,47,0.13,0.43,0.55,0.13,0.55,0.1,0.29,0.39,0.1,0.39,standard,GER,MF,30,1990,23.5,3,34,12,35.3,1.45,0.51,0.09,0.25,22.7,1,0,0,2.3,2.3,0.07,0.7,0.7,shooting,GER,MF,30,1990,23.5,6,0,0,27,31,1,126,15,22,0,0,0,125,12,8,60.0,misc,GER,MF,30,1990,23.5,42,22,15,15,12,11,44,25.0,33,26,6,20,15,57,10,3,defense,GER,MF,30,1990,23.5,1934,2162,89.5,36054,11496,859,897,95.8,663,714,92.9,322,427,75.4,10,6.9,5.9,3.1,67,259,34,2,269,passing,GER,MF,30,1990,23.5,2316,35,369,1321,640,26,2316,18,16,88.9,2,11.1,1451,6989,3618,43,57,9,14,8,1808,47,possession
ESP-La Liga,2020,Valencia,Toni Lato,ESP,DF,22,1997,15,8,728,8.1,1,0,1,1,0,0,3,0,0.7,0.7,0.2,0.8,6,19,30,0.12,0.0,0.12,0.12,0.12,0.08,0.02,0.1,0.08,0.1,standard,ESP,DF,22,1997,8.1,1,2,2,100.0,0.25,0.25,0.5,0.5,11.9,0,0,0,0.7,0.7,0.33,0.3,0.3,shooting,ESP,DF,22,1997,8.1,3,0,0,14,5,1,11,10,6,0,1,1,46,8,11,42.1,misc,ESP,DF,22,1997,8.1,13,6,7,3,3,6,13,46.2,7,12,1,11,10,23,21,0,defense,ESP,DF,22,1997,8.1,276,362,76.2,4642,1427,117,136,86.0,132,160,82.5,22,50,44.0,0,0.2,0.3,-0.2,3,20,2,2,19,passing,ESP,DF,22,1997,8.1,436,24,165,183,90,6,436,7,3,42.9,4,57.1,228,789,361,6,3,1,6,4,236,30,possession
ESP-La Liga,2020,Valladolid,Toni Villa,ESP,"MF,FW",25,1995,21,10,969,10.8,2,0,2,2,0,0,2,0,0.8,0.8,1.1,1.9,35,54,67,0.19,0.0,0.19,0.19,0.19,0.07,0.1,0.18,0.07,0.18,standard,ESP,"MF,FW",25,1995,10.8,2,15,5,33.3,1.39,0.46,0.13,0.4,19.1,0,0,0,0.8,0.8,0.05,1.2,1.2,shooting,ESP,"MF,FW",25,1995,10.8,2,0,0,17,31,3,27,5,16,2,0,0,53,6,15,28.6,misc,ESP,"MF,FW",25,1995,10.8,31,16,11,14,6,15,42,35.7,27,15,1,14,5,36,3,0,defense,ESP,"MF,FW",25,1995,10.8,272,380,71.6,4222,1486,144,173,83.2,88,117,75.2,25,45,55.6,0,1.1,1.1,-1.1,13,22,13,7,54,passing,ESP,"MF,FW",25,1995,10.8,558,4,82,242,241,30,558,48,23,47.9,25,52.1,351,1988,1050,35,25,12,34,18,388,67,possession
ESP-La Liga,2020,Levante,Toño,ESP,"DF,FW",30,1989,12,9,726,8.1,0,2,2,0,0,0,2,0,0.0,0.0,0.5,0.5,15,28,39,0.0,0.25,0.25,0.0,0.25,0.01,0.06,0.07,0.01,0.07,standard,ESP,"DF,FW",30,1989,8.1,0,2,0,0.0,0.25,0.0,0.0,,27.4,0,0,0,0.0,0.0,0.02,0.0,0.0,shooting,ESP,"DF,FW",30,1989,8.1,2,0,0,10,10,1,22,7,0,0,0,0,47,7,5,58.3,misc,ESP,"DF,FW",30,1989,8.1,4,0,4,0,0,0,2,0.0,2,10,1,9,7,11,12,0,defense,ESP,"DF,FW",30,1989,8.1,324,406,79.8,4622,1726,201,223,90.1,95,118,80.5,14,32,43.8,2,0.5,0.7,1.5,6,22,6,2,28,passing,ESP,"DF,FW",30,1989,8.1,471,18,156,183,139,8,471,13,8,61.5,5,38.5,271,1323,728,15,14,2,11,7,303,39,possession
ESP-La Liga,2020,Eibar,Unai Arietaleanizbeaskoa,ESP,"FW,MF",21,1999,4,0,47,0.5,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,1,6,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.05,0.05,0.05,standard,ESP,"FW,MF",21,1999,0.5,0,1,0,0.0,1.91,0.0,0.0,,30.3,0,0,0,0.0,0.0,0.02,0.0,0.0,shooting,ESP,"FW,MF",21,1999,0.5,1,0,0,3,1,1,0,0,0,0,0,0,1,0,3,0.0,misc,ESP,"FW,MF",21,1999,0.5,1,0,0,0,1,0,0,,0,0,0,0,0,1,0,0,defense,ESP,"FW,MF",21,1999,0.5,4,7,57.1,43,10,4,5,80.0,0,1,0.0,0,0,,0,0.0,0.0,0.0,0,1,0,0,1,passing,ESP,"FW,MF",21,1999,0.5,14,0,0,6,8,0,14,0,0,,0,,9,27,11,0,0,0,3,0,11,6,possession
ESP-La Liga,2020,Eibar,Unai Dufur,ESP,DF,21,1999,1,1,62,0.7,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,standard,ESP,DF,21,1999,0.7,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,shooting,ESP,DF,21,1999,0.7,0,0,0,1,0,0,0,1,2,0,0,0,4,1,1,50.0,misc,ESP,DF,21,1999,0.7,2,2,2,0,0,2,4,50.0,2,0,0,0,1,3,0,0,defense,ESP,DF,21,1999,0.7,36,48,75.0,584,257,16,19,84.2,15,21,71.4,3,4,75.0,0,0.0,0.0,0.0,0,1,0,0,3,passing,ESP,DF,21,1999,0.7,51,1,13,25,13,0,51,0,0,,0,,13,50,19,0,0,0,1,0,21,0,possession
ESP-La Liga,2020,Osasuna,Unai García,ESP,DF,28,1992,17,13,1242,13.8,0,0,0,0,0,0,3,0,0.4,0.4,0.4,0.8,4,35,1,0.0,0.0,0.0,0.0,0.0,0.03,0.03,0.06,0.03,0.06,standard,ESP,DF,28,1992,13.8,0,5,0,0.0,0.36,0.0,0.0,,15.2,0,0,0,0.4,0.4,0.08,-0.4,-0.4,shooting,ESP,DF,28,1992,13.8,3,0,0,14,4,0,4,14,9,0,0,1,77,22,30,42.3,misc,ESP,DF,28,1992,13.8,19,9,14,4,1,9,15,60.0,6,16,8,8,14,33,40,0,defense,ESP,DF,28,1992,13.8,329,434,75.8,7503,2770,78,95,82.1,192,223,86.1,59,109,54.1,0,0.4,0.1,-0.4,3,25,2,0,35,passing,ESP,DF,28,1992,13.8,547,72,269,264,23,9,547,5,5,100.0,0,0.0,246,1380,792,4,3,0,7,0,248,1,possession
ESP-La Liga,2020,Athletic Club,Unai López,ESP,MF,24,1995,26,15,1424,15.8,3,0,3,3,0,0,7,0,1.1,1.1,1.7,2.8,25,97,14,0.19,0.0,0.19,0.19,0.19,0.07,0.11,0.18,0.07,0.18,standard,ESP,MF,24,1995,15.8,3,25,10,40.0,1.58,0.63,0.12,0.3,25.2,5,0,0,1.1,1.1,0.05,1.9,1.9,shooting,ESP,MF,24,1995,15.8,7,0,0,21,20,1,33,18,17,0,0,1,97,7,17,29.2,misc,ESP,MF,24,1995,15.8,27,17,13,13,1,10,29,34.5,19,20,5,15,18,45,9,1,defense,ESP,MF,24,1995,15.8,850,1024,83.0,16441,4133,352,392,89.8,309,355,87.0,148,208,71.2,0,1.7,1.3,-1.7,18,91,18,3,97,passing,ESP,MF,24,1995,15.8,1176,21,184,723,279,14,1176,22,15,68.2,7,31.8,620,3197,1366,25,29,4,19,14,830,14,possession
ESP-La Liga,2020,Athletic Club,Unai Núñez,ESP,DF,23,1997,25,23,2109,23.4,1,1,2,1,0,0,6,0,1.8,1.8,0.3,2.1,10,65,1,0.04,0.04,0.09,0.04,0.09,0.08,0.01,0.09,0.08,0.09,standard,ESP,DF,23,1997,23.4,1,12,5,41.7,0.51,0.21,0.08,0.2,11.1,0,0,0,1.8,1.8,0.15,-0.8,-0.8,shooting,ESP,DF,23,1997,23.4,6,0,0,22,11,1,1,32,12,0,3,0,122,61,43,58.7,misc,ESP,DF,23,1997,23.4,23,12,16,7,0,10,15,66.7,5,19,14,5,32,55,110,0,defense,ESP,DF,23,1997,23.4,988,1193,82.8,21968,7763,259,295,87.8,547,611,89.5,177,262,67.6,1,0.3,0.4,0.7,6,59,2,0,65,passing,ESP,DF,23,1997,23.4,1422,182,693,698,43,16,1422,8,6,75.0,2,25.0,793,4487,2953,10,8,0,7,8,900,1,possession
ESP-La Liga,2020,Athletic Club,Unai Simón,ESP,GK,23,1997,37,37,3330,37.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,standard,ESP,GK,23,1997,37.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,shooting,ESP,GK,23,1997,37.0,1,0,0,1,4,0,0,0,0,0,1,0,34,5,1,83.3,misc,ESP,GK,23,1997,37.0,1,0,1,0,0,1,2,50.0,1,0,0,0,0,1,7,7,defense,ESP,GK,23,1997,37.0,743,1062,70.0,23605,18692,114,115,99.1,326,333,97.9,303,614,49.3,0,0.0,0.0,0.0,1,21,1,0,2,passing,ESP,GK,23,1997,37.0,1111,942,1104,8,0,0,1111,1,1,100.0,0,0.0,553,2913,1921,0,0,0,2,0,419,0,possession
ESP-La Liga,2020,Athletic Club,Unai Vencedor Paris,ESP,MF,19,2000,28,19,1701,18.9,0,0,0,0,0,0,6,0,0.3,0.3,0.2,0.6,7,122,9,0.0,0.0,0.0,0.0,0.0,0.02,0.01,0.03,0.02,0.03,standard,ESP,MF,19,2000,18.9,0,9,0,0.0,0.48,0.0,0.0,,23.9,0,0,0,0.3,0.3,0.04,-0.3,-0.3,shooting,ESP,MF,19,2000,18.9,6,0,0,31,22,0,9,18,21,1,0,0,121,12,19,38.7,misc,ESP,MF,19,2000,18.9,31,21,10,15,6,11,42,26.2,31,17,6,11,18,49,14,0,defense,ESP,MF,19,2000,18.9,729,925,78.8,14644,4411,261,305,85.6,340,397,85.6,116,179,64.8,0,0.2,0.5,-0.2,7,106,8,0,122,passing,ESP,MF,19,2000,18.9,1063,29,202,715,156,5,1063,8,8,100.0,0,0.0,564,2562,1113,7,12,0,16,12,696,9,possession
ESP-La Liga,2020,Real Sociedad,Urko González,ESP,MF,19,2001,2,1,47,0.5,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,1,2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.07,0.0,0.07,standard,ESP,MF,19,2001,0.5,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,shooting,ESP,MF,19,2001,0.5,1,0,0,4,1,0,0,0,0,0,0,0,4,0,1,0.0,misc,ESP,MF,19,2001,0.5,0,0,0,0,0,0,1,0.0,1,1,1,0,0,0,1,0,defense,ESP,MF,19,2001,0.5,28,31,90.3,458,152,16,16,100.0,11,14,78.6,1,1,100.0,0,0.0,0.0,0.0,1,3,1,0,2,passing,ESP,MF,19,2001,0.5,35,2,7,28,0,0,35,0,0,,0,,26,153,66,1,0,0,1,0,27,1,possession
ESP-La Liga,2020,Valencia,Uroš Račić,SRB,MF,22,1998,31,25,2187,24.3,1,1,2,1,0,0,6,0,1.6,1.6,0.3,1.8,22,104,16,0.04,0.04,0.08,0.04,0.08,0.06,0.01,0.08,0.06,0.08,standard,SRB,MF,22,1998,24.3,1,35,10,28.6,1.44,0.41,0.03,0.1,22.9,0,0,0,1.6,1.6,0.04,-0.6,-0.6,shooting,SRB,MF,22,1998,24.3,6,0,0,44,25,1,4,26,22,0,1,0,159,70,51,57.9,misc,SRB,MF,22,1998,24.3,38,22,16,16,6,16,54,29.6,38,33,11,22,26,64,54,0,defense,SRB,MF,22,1998,24.3,835,1055,79.1,15999,3791,337,420,80.2,337,388,86.9,134,179,74.9,1,0.3,0.5,0.7,10,91,6,1,104,passing,SRB,MF,22,1998,24.3,1303,83,315,795,205,19,1303,35,24,68.6,11,31.4,725,3589,1436,22,20,2,29,15,827,16,possession
ESP-La Liga,2020,Valencia,Vicente Esquerdo,ESP,MF,21,1999,4,3,231,2.6,0,0,0,0,0,0,1,0,0.0,0.0,0.1,0.1,0,4,3,0.0,0.0,0.0,0.0,0.0,0.01,0.03,0.04,0.01,0.04,standard,ESP,MF,21,1999,2.6,0,1,0,0.0,0.39,0.0,0.0,,31.3,0,0,0,0.0,0.0,0.02,0.0,0.0,shooting,ESP,MF,21,1999,2.6,1,0,0,3,0,0,3,8,4,0,0,0,22,0,3,0.0,misc,ESP,MF,21,1999,2.6,7,4,5,2,0,4,6,66.7,2,4,2,2,8,15,1,0,defense,ESP,MF,21,1999,2.6,81,99,81.8,1366,351,35,37,94.6,29,37,78.4,10,14,71.4,0,0.1,0.2,-0.1,2,4,1,1,4,passing,ESP,MF,21,1999,2.6,130,4,39,68,23,2,130,4,2,50.0,2,50.0,58,253,67,0,0,0,4,1,79,3,possession
