league,season,team,player,nation,pos,age,born,90s,Total Cmp,Total Att,Total Cmp%,Total TotDist,Total PrgDist,Short Cmp,Short Att,Short Cmp%,Medium Cmp,Medium Att,Medium Cmp%,Long Cmp,Long Att,Long Cmp%,Ast,xAG,Expected xA,Expected A-xAG,KP,1/3,PPA,CrsPA,PrgP,stat_type
FRA-Ligue 1,2021,Nice,Eddy Sylvestre,FRA,"FW,MF",20,1999,1.1,32,38,84.2,445,75,20,21,95.2,10,13,76.9,1,3,33.3,0,0.0,0.1,0.0,0,2,0,0,1,passing
FRA-Ligue 1,2021,Nice,Evann Guessand,CIV,FW,19,2001,0.3,2,4,50.0,58,7,0,1,0.0,1,2,50.0,1,1,100.0,0,0.0,0.0,0.0,0,0,0,0,2,passing
FRA-Ligue 1,2021,Nice,Flavius Daniliuc,AUT,DF,19,2001,16.4,981,1117,87.8,17809,6646,402,433,92.8,497,535,92.9,76,127,59.8,0,0.4,0.5,-0.4,3,88,4,1,102,passing
FRA-Ligue 1,2021,Nice,Hassane Kamara,CIV,"DF,FW",26,1994,32.9,1581,1952,81.0,25474,7831,847,951,89.1,592,704,84.1,114,203,56.2,1,2.5,2.9,-1.5,28,88,37,17,142,passing
FRA-Ligue 1,2021,Nice,Hicham Boudaoui,ALG,MF,20,1999,19.3,692,853,81.1,10316,2396,394,445,88.5,234,272,86.0,38,62,61.3,2,1.9,1.0,0.1,8,46,9,2,64,passing
FRA-Ligue 1,2021,Nice,Hicham Mahou,FRA,FW,21,1999,0.4,12,18,66.7,228,48,5,7,71.4,6,9,66.7,1,2,50.0,0,0.0,0.0,0.0,1,0,0,0,2,passing
FRA-Ligue 1,2021,Nice,Jean-Clair Todibo,FRA,DF,20,1999,14.8,990,1128,87.8,19957,7030,316,350,90.3,540,571,94.6,125,191,65.4,0,0.1,0.4,-0.1,3,53,3,2,77,passing
FRA-Ligue 1,2021,Nice,Jeff Reine-Adélaïde,FRA,"MF,FW",22,1998,11.8,496,592,83.8,8381,1879,247,272,90.8,196,222,88.3,41,69,59.4,2,2.3,1.8,-0.3,17,61,12,1,71,passing
FRA-Ligue 1,2021,Nice,Jordan Lotomba,SUI,"DF,MF",21,1998,23.6,1160,1422,81.6,16483,5184,712,784,90.8,368,453,81.2,47,104,45.2,0,1.3,1.6,-1.3,12,67,13,5,85,passing
FRA-Ligue 1,2021,Nice,Kasper Dolberg,DEN,FW,22,1997,21.4,251,313,80.2,3386,407,135,164,82.3,81,94,86.2,8,12,66.7,2,1.1,0.9,0.9,16,15,4,0,21,passing
FRA-Ligue 1,2021,Nice,Khéphren Thuram,FRA,MF,19,2001,16.6,846,965,87.7,14249,3481,381,419,90.9,355,393,90.3,76,104,73.1,0,0.2,0.9,-0.2,5,57,13,0,86,passing
FRA-Ligue 1,2021,Nice,Malik Sellouki,FRA,"FW,MF",20,2000,0.7,18,30,60.0,209,60,15,18,83.3,3,5,60.0,0,4,0.0,0,0.0,0.0,0.0,0,3,0,0,3,passing
FRA-Ligue 1,2021,Nice,Morgan Schneiderlin,FRA,MF,30,1989,24.4,1426,1615,88.3,24115,7341,723,771,93.8,545,595,91.6,126,186,67.7,1,0.7,1.0,0.3,13,131,10,1,129,passing
FRA-Ligue 1,2021,Nice,Myziane Maolida,COM,"FW,MF",21,1999,12.0,266,365,72.9,3336,769,184,216,85.2,54,75,72.0,11,25,44.0,1,1.9,1.9,-0.9,15,15,13,5,20,passing
FRA-Ligue 1,2021,Nice,Patrick Burner,MTQ,DF,24,1996,0.0,0,0,,0,0,0,0,,0,0,,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,passing
FRA-Ligue 1,2021,Nice,Pierre Lees-Melou,FRA,MF,27,1993,22.9,1019,1198,85.1,17211,4963,497,547,90.9,380,426,89.2,107,161,66.5,2,0.8,1.2,1.2,12,109,16,3,141,passing
FRA-Ligue 1,2021,Nice,Racine Coly,SEN,MF,24,1995,0.2,19,21,90.5,242,50,12,12,100.0,7,8,87.5,0,0,,0,0.0,0.0,0.0,0,2,0,0,1,passing
FRA-Ligue 1,2021,Nice,Robson Bambu,BRA,DF,22,1997,11.6,720,827,87.1,13344,4730,266,285,93.3,392,423,92.7,58,96,60.4,0,0.0,0.1,0.0,0,19,0,0,21,passing
FRA-Ligue 1,2021,Nice,Rony Lopes,POR,"FW,MF",24,1995,19.8,588,788,74.6,8757,2230,351,403,87.1,168,229,73.4,46,99,46.5,1,3.9,4.0,-2.9,41,40,23,8,68,passing
FRA-Ligue 1,2021,Nice,Salim Ben Seghir,FRA,DF,17,2003,0.1,7,7,100.0,111,54,3,3,100.0,1,1,100.0,2,2,100.0,0,0.0,0.0,0.0,0,1,1,0,2,passing
FRA-Ligue 1,2021,Nice,Stanley N'Soki,FRA,DF,21,1999,13.8,882,1037,85.1,15229,5709,360,403,89.3,439,497,88.3,65,99,65.7,0,0.2,0.3,-0.2,5,70,5,3,75,passing
FRA-Ligue 1,2021,Nice,Walter Benítez,ARG,GK,27,1993,38.0,994,1222,81.3,22629,15207,257,258,99.6,534,546,97.8,201,412,48.8,0,0.0,0.0,0.0,0,5,0,0,1,passing
FRA-Ligue 1,2021,Nice,William Saliba,FRA,DF,19,2001,20.0,1339,1471,91.0,26312,9162,467,493,94.7,702,743,94.5,158,202,78.2,0,0.0,0.3,0.0,2,87,2,0,106,passing
FRA-Ligue 1,2021,Nice,Youcef Atal,ALG,"DF,FW",24,1996,10.6,496,630,78.7,7378,2017,282,322,87.6,172,206,83.5,26,59,44.1,0,0.8,1.5,-0.8,5,27,11,6,44,passing
FRA-Ligue 1,2021,Nîmes,Andrés Cubas,PAR,MF,24,1996,24.9,845,1018,83.0,15409,4847,334,383,87.2,381,429,88.8,94,146,64.4,0,0.6,0.6,-0.6,9,59,4,0,76,passing
FRA-Ligue 1,2021,Nîmes,Anthony Briançon,FRA,DF,25,1994,13.6,722,850,84.9,16420,5969,185,205,90.2,381,424,89.9,152,208,73.1,0,0.2,0.3,-0.2,4,51,5,1,57,passing
FRA-Ligue 1,2021,Nîmes,Antoine Valerio,FRA,MF,20,1999,0.8,15,18,83.3,250,92,7,7,100.0,7,8,87.5,1,3,33.3,0,0.2,0.1,-0.2,2,0,1,0,4,passing
FRA-Ligue 1,2021,Nîmes,Baptiste Reynet,FRA,GK,29,1990,38.0,1080,1592,67.8,31660,22933,147,147,100.0,558,566,98.6,374,877,42.6,0,0.5,0.1,-0.5,3,28,0,0,0,passing
FRA-Ligue 1,2021,Nîmes,Birger Meling,NOR,DF,25,1994,25.9,1036,1303,79.5,16602,5512,544,611,89.0,385,463,83.2,78,140,55.7,3,1.9,2.0,1.1,19,82,17,5,107,passing
FRA-Ligue 1,2021,Nîmes,Clément Depres,FRA,FW,25,1994,0.2,4,5,80.0,55,15,1,1,100.0,2,2,100.0,0,0,,0,0.0,0.0,0.0,0,1,0,0,1,passing
FRA-Ligue 1,2021,Nîmes,Florian Miguel,FRA,DF,23,1996,17.1,741,931,79.6,15610,5635,194,214,90.7,447,507,88.2,95,193,49.2,0,0.1,0.2,-0.1,1,54,4,1,59,passing
FRA-Ligue 1,2021,Nîmes,Gaëtan Paquiez,FRA,DF,26,1994,11.6,352,466,75.5,5635,2504,186,219,84.9,136,182,74.7,24,42,57.1,0,0.2,0.2,-0.2,5,32,5,2,49,passing
FRA-Ligue 1,2021,Nîmes,Haris Duljević,BIH,"MF,FW",26,1993,8.6,223,300,74.3,3454,1138,126,149,84.6,69,90,76.7,17,31,54.8,2,1.4,0.9,0.6,13,26,10,2,47,passing
FRA-Ligue 1,2021,Nîmes,Karim Aribi,ALG,FW,26,1994,3.3,38,68,55.9,453,66,25,35,71.4,9,16,56.3,0,2,0.0,0,0.1,0.1,-0.1,2,1,1,0,2,passing
FRA-Ligue 1,2021,Nîmes,Kelyan Guessoum,FRA,DF,21,1999,12.5,505,573,88.1,10583,2516,112,125,89.6,333,356,93.5,58,84,69.0,0,0.2,0.1,-0.2,1,13,2,0,24,passing
FRA-Ligue 1,2021,Nîmes,Kévin Denkey,TOG,FW,19,2000,5.8,75,108,69.4,1186,169,37,49,75.5,28,34,82.4,6,13,46.2,1,0.6,0.2,0.4,5,7,3,0,10,passing
FRA-Ligue 1,2021,Nîmes,Lamine Fomba,FRA,MF,22,1998,24.2,564,699,80.7,8429,2053,305,351,86.9,193,229,84.3,36,59,61.0,1,1.2,0.5,-0.2,19,34,10,0,48,passing
FRA-Ligue 1,2021,Nîmes,Loïck Landre,FRA,DF,28,1992,18.1,691,798,86.6,13954,5192,218,236,92.4,386,413,93.5,82,135,60.7,0,0.0,0.1,0.0,1,36,0,0,43,passing
FRA-Ligue 1,2021,Nîmes,Lucas Buadés,FRA,MF,22,1997,0.2,2,5,40.0,19,6,2,3,66.7,0,1,0.0,0,1,0.0,0,0.0,0.0,0.0,0,0,0,0,0,passing
FRA-Ligue 1,2021,Nîmes,Lucas Deaux,FRA,"MF,DF",31,1988,19.5,795,1013,78.5,15477,4726,318,374,85.0,329,382,86.1,123,194,63.4,2,1.5,1.3,0.5,19,63,9,5,76,passing
FRA-Ligue 1,2021,Nîmes,Mahamadou Doucouré,MLI,"FW,MF",20,2000,0.5,9,12,75.0,127,13,5,6,83.3,4,6,66.7,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,passing
FRA-Ligue 1,2021,Nîmes,Marco Majouga,CTA,"FW,MF",19,2001,1.4,27,37,73.0,422,105,13,15,86.7,10,14,71.4,3,4,75.0,0,0.7,0.1,-0.7,3,5,0,0,6,passing
FRA-Ligue 1,2021,Nîmes,Matteo Ahlinvi,BEN,MF,21,1999,10.0,258,322,80.1,4276,822,121,131,92.4,116,144,80.6,15,25,60.0,0,0.2,0.1,-0.2,5,12,2,0,25,passing
FRA-Ligue 1,2021,Nîmes,Moussa Koné,SEN,FW,23,1996,19.5,225,295,76.3,3579,522,98,130,75.4,91,105,86.7,17,24,70.8,0,1.0,0.5,-1.0,11,18,2,0,26,passing
FRA-Ligue 1,2021,Nîmes,Naomichi Ueda,JPN,DF,25,1994,7.9,287,373,76.9,6341,2293,64,74,86.5,173,193,89.6,46,100,46.0,0,0.3,0.3,-0.3,5,21,4,0,21,passing
FRA-Ligue 1,2021,Nîmes,Nassim Chadli,FRA,"FW,MF",19,2001,0.3,11,15,73.3,160,71,5,7,71.4,5,5,100.0,0,2,0.0,0,0.0,0.0,0.0,0,2,0,0,1,passing
FRA-Ligue 1,2021,Nîmes,Niclas Eliasson,SWE,"MF,FW",24,1995,20.0,307,530,57.9,5176,1804,161,200,80.5,89,165,53.9,41,119,34.5,3,4.4,4.5,-1.4,35,15,15,9,27,passing
FRA-Ligue 1,2021,Nîmes,Nolan Roux,FRA,FW,32,1988,7.2,105,148,70.9,1392,217,66,86,76.7,31,40,77.5,4,11,36.4,0,0.5,0.4,-0.5,3,8,3,1,10,passing
FRA-Ligue 1,2021,Nîmes,Pablo Martinez,FRA,DF,31,1989,6.0,245,297,82.5,5759,2138,58,64,90.6,135,150,90.0,52,80,65.0,1,0.1,0.0,0.9,2,20,0,0,21,passing
FRA-Ligue 1,2021,Nîmes,Patrick Burner,MTQ,DF,24,1996,14.6,522,683,76.4,8115,3245,278,316,88.0,199,246,80.9,34,92,37.0,0,0.4,0.4,-0.4,10,29,3,3,56,passing
FRA-Ligue 1,2021,Nîmes,Renaud Ripart,FRA,"MF,FW",27,1993,33.9,805,1195,67.4,12995,3918,410,521,78.7,285,394,72.3,71,139,51.1,0,2.2,2.7,-2.2,19,79,19,7,124,passing
FRA-Ligue 1,2021,Nîmes,Romain Philippoteaux,FRA,"FW,MF",32,1988,2.4,51,77,66.2,865,295,26,36,72.2,15,20,75.0,8,15,53.3,1,0.6,0.8,0.4,6,4,5,1,11,passing
FRA-Ligue 1,2021,Nîmes,Sami Ben Amar,MAR,MF,22,1998,0.1,2,4,50.0,28,24,1,1,100.0,1,3,33.3,0,0,,0,0.0,0.0,0.0,0,0,0,0,2,passing
FRA-Ligue 1,2021,Nîmes,Sidy Sarr,SEN,MF,24,1996,5.1,175,220,79.5,3574,1005,71,78,91.0,65,80,81.3,34,54,63.0,0,0.5,0.5,-0.5,3,17,3,0,20,passing
FRA-Ligue 1,2021,Nîmes,Sofiane Alakouch,MAR,DF,22,1998,16.7,718,913,78.6,11430,4676,375,414,90.6,274,340,80.6,52,106,49.1,2,1.3,1.1,0.7,5,64,8,2,65,passing
FRA-Ligue 1,2021,Nîmes,Yassine Benrahou,FRA,MF,21,1999,13.8,442,604,73.2,7035,2018,227,254,89.4,121,168,72.0,55,121,45.5,0,2.7,2.8,-2.7,25,45,15,4,61,passing
FRA-Ligue 1,2021,Nîmes,Zinedine Ferhat,ALG,"FW,MF",27,1993,32.9,819,1242,65.9,12967,3865,433,550,78.7,251,390,64.4,84,180,46.7,10,6.5,5.4,3.5,50,77,49,15,121,passing
FRA-Ligue 1,2021,Paris S-G,Abdou Diallo,SEN,DF,24,1996,16.6,1099,1187,92.6,18311,7321,526,542,97.0,467,498,93.8,79,106,74.5,1,0.5,0.5,0.5,1,69,5,2,76,passing
FRA-Ligue 1,2021,Paris S-G,Alessandro Florenzi,ITA,DF,29,1991,17.1,815,1009,80.8,12776,3224,436,474,92.0,286,351,81.5,58,120,48.3,1,2.4,2.9,-1.4,18,45,25,16,63,passing
FRA-Ligue 1,2021,Paris S-G,Ander Herrera,ESP,MF,30,1989,20.6,1580,1750,90.3,22413,6708,917,972,94.3,506,552,91.7,70,104,67.3,3,3.1,3.0,-0.1,24,185,22,3,171,passing
FRA-Ligue 1,2021,Paris S-G,Arnaud Kalimuendo,FRA,FW,18,2002,0.8,18,20,90.0,161,5,13,13,100.0,3,4,75.0,0,0,,0,0.0,0.0,0.0,1,0,0,0,0,passing
FRA-Ligue 1,2021,Paris S-G,Bandiougou Fadiga,FRA,"FW,MF",19,2001,0.7,33,35,94.3,374,78,25,25,100.0,7,7,100.0,0,1,0.0,0,0.0,0.1,0.0,0,1,1,0,3,passing
FRA-Ligue 1,2021,Paris S-G,Colin Dagba,FRA,DF,21,1998,15.1,832,944,88.1,10754,2589,524,565,92.7,247,276,89.5,14,28,50.0,2,1.0,1.2,1.0,12,37,12,5,44,passing
FRA-Ligue 1,2021,Paris S-G,Danilo Pereira,POR,"MF,DF",28,1991,15.9,1090,1186,91.9,17800,5515,513,545,94.1,492,518,95.0,54,77,70.1,1,0.6,0.4,0.4,5,85,3,0,82,passing
FRA-Ligue 1,2021,Paris S-G,Edouard Michut,FRA,MF,17,2003,0.0,0,0,,0,0,0,0,,0,0,,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,passing
FRA-Ligue 1,2021,Paris S-G,Idrissa Gana Gueye,SEN,MF,30,1989,17.6,1569,1700,92.3,22966,6767,856,891,96.1,565,612,92.3,71,90,78.9,1,0.9,1.5,0.1,13,186,15,2,163,passing
FRA-Ligue 1,2021,Paris S-G,Jesé,ESP,FW,27,1993,0.3,3,7,42.9,32,0,1,3,33.3,1,1,100.0,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,passing
FRA-Ligue 1,2021,Paris S-G,Juan Bernat,ESP,DF,27,1993,2.2,114,125,91.2,1434,351,74,76,97.4,35,38,92.1,0,0,,0,0.2,0.2,-0.2,2,4,5,0,11,passing
FRA-Ligue 1,2021,Paris S-G,Julian Draxler,GER,"MF,FW",26,1993,11.8,549,639,85.9,8326,1754,300,337,89.0,193,216,89.4,37,51,72.5,3,3.1,2.4,-0.1,30,39,17,1,70,passing
FRA-Ligue 1,2021,Paris S-G,Kays Ruiz,FRA,"FW,MF",17,2002,2.1,162,183,88.5,2047,522,103,113,91.2,38,44,86.4,6,6,100.0,0,0.0,0.2,0.0,0,9,3,0,14,passing
FRA-Ligue 1,2021,Paris S-G,Kenny Nagera,FRA,FW,18,2002,0.0,3,3,100.0,66,9,1,1,100.0,1,1,100.0,1,1,100.0,0,0.0,0.0,0.0,0,0,0,0,0,passing
FRA-Ligue 1,2021,Paris S-G,Keylor Navas,CRC,GK,33,1986,28.0,652,742,87.9,15472,10696,150,151,99.3,339,343,98.8,159,244,65.2,0,0.0,0.0,0.0,0,0,0,0,1,passing
FRA-Ligue 1,2021,Paris S-G,Kylian Mbappé,FRA,FW,21,1998,26.4,789,1024,77.1,9441,1655,557,655,85.0,159,195,81.5,20,49,40.8,7,4.8,5.4,2.2,33,51,33,4,80,passing
FRA-Ligue 1,2021,Paris S-G,Layvin Kurzawa,FRA,DF,27,1992,14.2,827,972,85.1,11368,3472,507,553,91.7,267,310,86.1,24,60,40.0,1,1.5,0.9,-0.5,10,30,15,6,60,passing
FRA-Ligue 1,2021,Paris S-G,Leandro Paredes,ARG,MF,26,1994,14.5,1331,1477,90.1,22755,7903,628,661,95.0,555,602,92.2,116,157,73.9,2,1.4,1.4,0.6,11,164,11,0,144,passing
FRA-Ligue 1,2021,Paris S-G,Marcin Bułka,POL,GK,20,1999,1.0,26,31,83.9,518,390,8,8,100.0,15,16,93.8,3,6,50.0,0,0.0,0.0,0.0,0,0,0,0,0,passing
FRA-Ligue 1,2021,Paris S-G,Marco Verratti,ITA,MF,27,1992,16.6,1632,1792,91.1,23144,7243,932,980,95.1,511,553,92.4,91,131,69.5,2,2.4,2.9,-0.4,24,173,33,1,188,passing
FRA-Ligue 1,2021,Paris S-G,Marquinhos,BRA,DF,26,1994,23.6,1612,1739,92.7,29531,11111,646,672,96.1,779,818,95.2,152,196,77.6,1,0.2,0.8,0.8,3,144,12,1,117,passing
FRA-Ligue 1,2021,Paris S-G,Mauro Icardi,ARG,FW,27,1993,12.0,142,182,78.0,1713,385,93,111,83.8,27,37,73.0,5,6,83.3,3,2.7,2.1,0.3,15,7,3,0,12,passing
FRA-Ligue 1,2021,Paris S-G,Mitchel Bakker,NED,DF,20,2000,18.8,1177,1334,88.2,15565,4196,750,792,94.7,340,394,86.3,31,64,48.4,2,1.9,2.4,0.1,16,75,21,9,77,passing
FRA-Ligue 1,2021,Paris S-G,Moise Kean,ITA,FW,20,2000,18.9,243,313,77.6,3143,454,151,180,83.9,48,62,77.4,13,16,81.3,0,0.9,0.6,-0.9,8,10,7,0,22,passing
FRA-Ligue 1,2021,Paris S-G,Neymar,BRA,"MF,FW",28,1992,15.7,762,998,76.4,11374,3963,411,477,86.2,215,272,79.0,70,127,55.1,5,7.2,5.5,-2.2,59,106,57,3,160,passing
FRA-Ligue 1,2021,Paris S-G,Pablo Sarabia,ESP,"FW,MF",28,1992,14.7,470,630,74.6,6671,2008,278,324,85.8,131,177,74.0,29,57,50.9,4,6.1,4.4,-2.1,25,38,27,7,66,passing
FRA-Ligue 1,2021,Paris S-G,Presnel Kimpembe,FRA,DF,24,1995,25.6,1874,1975,94.9,30921,11470,870,895,97.2,868,905,95.9,98,120,81.7,0,0.4,1.0,-0.4,4,109,2,0,117,passing
FRA-Ligue 1,2021,Paris S-G,Rafinha,BRA,"MF,FW",27,1993,15.1,1058,1182,89.5,15569,3450,605,640,94.5,346,388,89.2,63,82,76.8,4,2.6,1.7,1.4,23,109,14,1,119,passing
FRA-Ligue 1,2021,Paris S-G,Sergio Rico,ESP,GK,26,1993,9.0,194,213,91.1,4013,2850,54,54,100.0,115,116,99.1,25,43,58.1,0,0.0,0.0,0.0,0,0,0,0,0,passing
FRA-Ligue 1,2021,Paris S-G,Thilo Kehrer,GER,DF,23,1996,18.0,1162,1263,92.0,17839,6661,587,618,95.0,501,531,94.4,39,56,69.6,0,0.7,0.8,-0.7,3,40,6,1,58,passing
FRA-Ligue 1,2021,Paris S-G,Timothee Pembele,FRA,DF,17,2002,4.3,231,253,91.3,3307,829,132,140,94.3,81,86,94.2,8,12,66.7,0,0.1,0.3,-0.1,2,8,2,0,11,passing
FRA-Ligue 1,2021,Paris S-G,Xavi Simons,NED,MF,17,2003,0.0,7,9,77.8,89,15,5,6,83.3,0,1,0.0,1,1,100.0,0,0.0,0.0,0.0,0,1,0,0,1,passing
FRA-Ligue 1,2021,Paris S-G,Ángel Di María,ARG,"FW,MF",32,1988,20.6,885,1220,72.5,14565,5035,470,534,88.0,266,375,70.9,102,194,52.6,9,11.2,10.4,-2.2,69,106,76,12,159,passing
FRA-Ligue 1,2021,Reims,Alexis Flips,FRA,"MF,FW",20,2000,0.5,9,17,52.9,180,65,4,4,100.0,4,8,50.0,1,5,20.0,0,0.0,0.0,0.0,0,1,0,0,1,passing
FRA-Ligue 1,2021,Reims,Anastasios Donis,GRE,MF,23,1996,1.1,12,24,50.0,136,30,9,14,64.3,3,5,60.0,0,2,0.0,0,0.0,0.0,0.0,0,0,1,1,0,passing
FRA-Ligue 1,2021,Reims,Arber Zeneli,KVX,"MF,FW",25,1995,14.3,287,399,71.9,4317,1002,166,187,88.8,91,124,73.4,18,48,37.5,3,1.8,1.6,1.2,18,17,9,2,33,passing
FRA-Ligue 1,2021,Reims,Boulaye Dia,SEN,"FW,MF",23,1996,32.6,488,621,78.6,7138,1270,265,325,81.5,153,176,86.9,33,41,80.5,1,1.8,1.3,-0.8,29,30,17,1,56,passing
FRA-Ligue 1,2021,Reims,Dario Maresic,AUT,DF,20,1999,5.7,287,348,82.5,6230,2402,83,99,83.8,145,156,92.9,57,86,66.3,0,0.0,0.1,0.0,1,34,0,0,39,passing
FRA-Ligue 1,2021,Reims,Dereck Kutesa,SUI,"MF,FW",22,1997,7.6,96,149,64.4,1331,292,58,78,74.4,32,45,71.1,3,6,50.0,2,0.7,0.4,1.3,9,11,4,1,11,passing
FRA-Ligue 1,2021,Reims,Dion Lopy,SEN,MF,18,2002,2.8,91,103,88.3,1602,267,42,44,95.5,36,37,97.3,9,16,56.3,0,0.1,0.1,-0.1,2,5,3,1,12,passing
FRA-Ligue 1,2021,Reims,El Bilal Touré,MLI,FW,18,2001,13.8,205,288,71.2,2622,424,123,157,78.3,63,89,70.8,3,8,37.5,1,0.7,0.4,0.3,10,16,3,0,20,passing
FRA-Ligue 1,2021,Reims,Fodé Doucouré,MLI,DF,19,2001,3.7,152,198,76.8,2618,873,68,80,85.0,66,88,75.0,14,23,60.9,0,0.5,0.3,-0.5,5,12,2,1,18,passing
FRA-Ligue 1,2021,Reims,Fraser Hornby,SCO,"FW,MF",20,1999,0.4,4,9,44.4,64,11,2,6,33.3,2,2,100.0,0,1,0.0,0,0.0,0.0,0.0,0,1,0,0,1,passing
FRA-Ligue 1,2021,Reims,Ghislain Konan,CIV,DF,24,1995,29.0,1170,1490,78.5,19113,6819,569,641,88.8,491,610,80.5,81,155,52.3,1,1.1,1.6,-0.1,18,85,19,11,120,passing
FRA-Ligue 1,2021,Reims,Hugo Ekitike,FRA,"FW,MF",18,2002,1.0,25,30,83.3,427,47,14,18,77.8,7,8,87.5,3,3,100.0,0,0.1,0.0,-0.1,2,2,0,0,1,passing
FRA-Ligue 1,2021,Reims,Kaj Sierhuis,NED,"FW,MF",22,1998,7.2,101,165,61.2,1700,406,52,79,65.8,37,53,69.8,9,15,60.0,1,0.5,0.6,0.5,9,16,7,1,22,passing
FRA-Ligue 1,2021,Reims,Marshall Munetsi,ZIM,"MF,DF",24,1996,21.4,700,847,82.6,13735,3075,231,273,84.6,370,414,89.4,88,129,68.2,0,0.2,0.4,-0.2,8,37,3,1,50,passing
FRA-Ligue 1,2021,Reims,Mathieu Cafaro,FRA,"MF,FW",23,1997,23.0,515,840,61.3,9450,2697,242,308,78.6,183,275,66.5,77,197,39.1,2,2.6,2.4,-0.6,24,54,25,10,69,passing
FRA-Ligue 1,2021,Reims,Moreto Cassamã,GNB,MF,22,1998,22.6,1225,1398,87.6,25441,6620,411,442,93.0,575,623,92.3,223,300,74.3,1,0.7,0.9,0.3,15,113,8,1,112,passing
FRA-Ligue 1,2021,Reims,Mouhamadou Drammeh,FRA,MF,21,1999,1.9,44,55,80.0,808,216,19,23,82.6,19,23,82.6,5,6,83.3,0,0.1,0.0,-0.1,2,6,0,0,9,passing
FRA-Ligue 1,2021,Reims,Moussa Doumbia,MLI,"MF,FW",25,1994,10.0,317,397,79.8,4816,917,174,195,89.2,99,122,81.1,24,40,60.0,1,2.1,1.1,-1.1,15,29,9,4,46,passing
FRA-Ligue 1,2021,Reims,Moïse Sakava,CMR,MF,19,2000,0.1,8,8,100.0,146,39,3,3,100.0,3,3,100.0,1,1,100.0,0,0.0,0.0,0.0,0,1,0,0,1,passing
FRA-Ligue 1,2021,Reims,Nathanael Mbuku,COD,"MF,FW",18,2002,24.6,439,578,76.0,6748,1979,241,275,87.6,149,189,78.8,33,64,51.6,1,2.4,3.2,-1.4,25,28,32,3,77,passing
FRA-Ligue 1,2021,Reims,Predrag Rajković,SRB,GK,24,1995,36.5,966,1451,66.6,27846,18754,137,137,100.0,491,497,98.8,335,809,41.4,0,0.0,0.1,0.0,1,28,3,0,0,passing
FRA-Ligue 1,2021,Reims,Thibault De Smet,BEL,DF,22,1998,5.5,279,364,76.6,4469,1565,144,167,86.2,121,147,82.3,12,32,37.5,0,0.2,0.1,-0.2,4,23,2,0,29,passing
FRA-Ligue 1,2021,Reims,Thomas Foket,BEL,DF,25,1994,36.9,1506,1923,78.3,26638,8532,685,777,88.2,649,788,82.4,149,262,56.9,3,1.3,1.6,1.7,24,70,25,14,102,passing
FRA-Ligue 1,2021,Reims,Tristan Dingomé,CMR,MF,29,1991,0.2,12,15,80.0,193,31,5,5,100.0,7,7,100.0,0,2,0.0,0,0.0,0.0,0.0,0,0,0,0,1,passing
FRA-Ligue 1,2021,Reims,Valon Berisha,KVX,MF,27,1993,18.3,827,1014,81.6,16000,4037,333,380,87.6,316,377,83.8,143,205,69.8,3,1.8,2.2,1.2,25,101,19,2,130,passing
FRA-Ligue 1,2021,Reims,Wout Faes,BEL,DF,22,1998,32.2,1380,1608,85.8,29173,10222,380,422,90.0,773,838,92.2,219,324,67.6,0,0.1,0.3,-0.1,2,85,4,0,86,passing
FRA-Ligue 1,2021,Reims,Xavier Chavalerin,FRA,MF,29,1991,28.3,843,1017,82.9,14334,4525,431,483,89.2,289,337,85.8,96,136,70.6,3,2.6,1.7,0.4,23,86,14,3,101,passing
FRA-Ligue 1,2021,Reims,Yehvann Diouf,FRA,GK,20,1999,1.5,41,52,78.8,1017,682,7,7,100.0,24,24,100.0,10,21,47.6,0,0.0,0.0,0.0,0,1,0,0,0,passing
FRA-Ligue 1,2021,Reims,Yunis Abdelhamid,MAR,DF,32,1987,32.1,1506,1762,85.5,30174,12190,427,483,88.4,909,999,91.0,154,238,64.7,0,0.3,0.3,-0.3,4,76,1,0,99,passing
FRA-Ligue 1,2021,Rennes,Adrien Hunou,FRA,"FW,MF",26,1994,6.5,151,192,78.6,2020,169,88,106,83.0,49,54,90.7,3,8,37.5,0,1.0,0.6,-1.0,6,5,4,0,14,passing
FRA-Ligue 1,2021,Rennes,Adrien Truffert,FRA,"DF,MF",18,2001,21.7,1064,1279,83.2,15992,4042,603,664,90.8,403,484,83.3,41,81,50.6,3,2.7,2.4,0.3,21,55,18,11,77,passing
FRA-Ligue 1,2021,Rennes,Alfred Gomis,SEN,GK,26,1993,22.0,524,663,79.0,13097,9923,118,119,99.2,277,280,98.9,126,259,48.6,0,0.0,0.0,0.0,0,3,0,0,0,passing
FRA-Ligue 1,2021,Rennes,Andy Diouf,FRA,FW,17,2003,0.1,1,1,100.0,16,1,0,0,,1,1,100.0,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,passing
FRA-Ligue 1,2021,Rennes,Benjamin Bourigeaud,FRA,"MF,FW",26,1994,28.4,1442,1908,75.6,26552,7192,667,749,89.1,519,643,80.7,220,399,55.1,5,5.6,7.0,-0.6,59,142,41,9,192,passing
